name,stems,branches,overall_width,overall_height,overall_depth,overall_volume,total_length,br_length_mean,br_length_std,br_length_min,br_length_max,br_order_mean,br_order_std,br_order_min,br_order_max,br_tortuosity_mean,br_tortuosity_std,br_tortuosity_min,br_tortuosity_max,bif_EucDist2soma_mean,bif_EucDist2soma_std,bif_EucDist2soma_min,bif_EucDist2soma_max,bif_PathDist2soma_mean,bif_PathDist2soma_std,bif_PathDist2soma_min,bif_PathDist2soma_max,asymmetry_mean,asymmetry_std,asymmetry_min,asymmetry_max,ampl_local_mean,ampl_local_std,ampl_local_min,ampl_local_max,ampl_remote_mean,ampl_remote_std,ampl_remote_min,ampl_remote_max,tilt_local_mean,tilt_local_std,tilt_local_min,tilt_local_max,tilt_remote_mean,tilt_remote_std,tilt_remote_min,tilt_remote_max,soma_region
18869_5980_x7654_y3517,7.0,379.0,2610.57,6006.82,2882.44,45200100000.0,49659.2,131.027,277.483,1.3637,3146.98,10.0607,5.06769,1.0,21.0,0.115573,0.10238,5.38373e-06,0.755002,1553.74,1710.44,0.0,5775.09,3110.74,3239.93,15.4613,9086.85,0.704301,0.457588,0.0,1.0,76.6179,32.5014,3.42493,162.861,67.8135,35.4708,2.53406,169.769,113.635,32.2333,1.77292,172.045,113.008,33.6551,1.17366,166.618,SSp-bfd
pre_18467_00342,3.0,685.0,4638.01,5234.41,3932.67,95474400000.0,46990.1,68.5986,155.38,0.261603,1550.66,29.6365,20.4596,1.0,75.0,0.131919,0.105871,0.0,0.595236,2082.45,1357.4,0.0,4831.65,5246.43,4116.69,10.7453,12961.9,0.826979,0.378821,0.0,1.0,86.9553,33.0511,4.16157,173.325,82.7364,36.0462,9.12268,172.633,102.407,31.5363,11.7478,156.076,99.0469,33.6756,14.9348,167.465,AAA
pre_18864_00067,6.0,434.0,982.51,1457.52,2959.41,4237960000.0,61949.8,142.742,188.361,0.416483,2524.35,15.2765,11.0822,1.0,36.0,0.12972,0.094959,0.0,0.534419,226.075,164.634,0.0,782.406,1599.91,1444.94,11.9896,4609.78,0.714953,0.452495,0.0,1.0,75.296,34.3292,0.954714,177.501,72.3115,38.3023,4.38415,174.96,115.685,30.2317,7.72268,169.581,110.657,34.1205,4.17789,169.686,SSp-ul
18465_00292,9.0,567.0,1816.57,3034.47,2456.07,13538700000.0,48113.2,84.8558,113.656,0.889736,1480.11,11.0917,5.59929,1.0,25.0,0.102511,0.0730108,0.0,0.647288,1743.09,1139.77,0.0,3095.43,2991.27,1950.88,11.367,5479.27,0.706093,0.456368,0.0,1.0,69.3404,28.2645,1.33574,162.436,63.0268,30.5554,6.34069,164.033,120.664,24.3719,42.2538,168.586,122.155,26.3416,36.6356,171.334,VPM
18453_4067_x16924_y5288,8.0,508.0,4532.93,2539.15,2413.08,27774100000.0,93649.6,184.35,317.749,1.06062,3911.52,10.8386,5.42344,1.0,22.0,0.133959,0.0992718,1.7027e-05,0.696976,821.952,857.957,0.0,3178.78,1756.25,1920.54,11.2795,6791.68,0.696,0.460905,0.0,1.0,73.4574,30.1523,2.02626,167.51,71.2464,31.896,0.932581,154.086,116.644,28.4319,21.7509,167.256,110.652,30.27,9.16852,173.738,MOp
18864_2086_x2903_y21496,6.0,418.0,2556.24,1723.33,2775.38,12226200000.0,79722.3,190.723,228.667,1.63851,1495.66,8.87081,3.65904,1.0,17.0,0.125124,0.0972692,1.53059e-05,0.596793,397.613,466.291,0.0,2520.14,741.485,668.53,12.2176,3268.24,0.708738,0.455451,0.0,1.0,71.0034,27.3444,1.38047,154.88,66.9113,30.2014,12.6999,168.861,122.431,22.4786,49.134,169.88,116.267,29.7474,12.5367,170.491,MOs
18867_3525_x9958_y10743,11.0,417.0,9995.71,4888.86,5850.6,285905000000.0,58424.1,140.106,263.679,0.401915,2207.23,13.8441,9.18387,1.0,39.0,0.146495,0.10813,0.0,0.588371,2426.68,3322.36,0.0,10594.0,4175.08,5463.68,16.0143,17375.1,0.802956,0.398749,0.0,1.0,81.1317,37.0484,2.94603,172.915,72.3382,33.8592,3.26879,171.66,105.337,37.7275,0.58962,167.474,113.138,32.7477,3.48646,166.969,SSp-m
18465_00282,5.0,377.0,1230.32,752.16,790.72,731730000.0,15937.1,42.2734,66.259,1.12203,1042.02,15.8966,10.6677,1.0,39.0,0.144492,0.135536,4.30763e-05,0.818446,533.27,428.907,0.0,1031.75,1291.36,992.084,8.6633,2743.62,0.758065,0.429411,0.0,1.0,80.1115,36.986,7.83857,164.444,81.4332,36.4077,12.1539,177.156,110.299,28.2119,16.1552,161.655,104.99,33.546,19.8087,157.875,CP
18868_4047_x27203_y7787,11.0,827.0,6382.7,5697.3,4148.48,150856000000.0,131807.0,159.38,253.399,0.822065,2409.85,12.1657,5.21294,1.0,26.0,0.128581,0.102373,0.0,0.777661,2467.03,1812.7,0.0,6338.31,4577.71,3317.97,21.8958,9906.86,0.720588,0.449261,0.0,1.0,75.6747,30.8137,0.179639,169.643,67.7111,32.5667,5.53489,174.699,114.311,28.2719,0.947055,164.319,114.284,30.7977,4.37766,170.209,SSp-ul
18869_4841_x18666_y8144,7.0,353.0,630.32,512.21,1321.06,426512000.0,21621.1,61.2495,75.726,0.833216,698.531,8.94901,4.46994,1.0,21.0,0.102332,0.0791547,0.0,0.576281,569.433,276.594,0.0,948.655,826.841,398.57,13.5212,1612.94,0.763006,0.426473,0.0,1.0,77.4666,29.6519,7.41706,154.475,69.5206,34.0819,4.01557,176.66,116.098,25.0326,35.2457,165.878,114.246,31.9615,16.8024,167.482,RT
18869_3321_x21485_y7678,7.0,249.0,5343.5,3345.39,3683.99,65855300000.0,37699.8,151.405,333.398,1.47855,4311.31,8.68675,4.49981,1.0,19.0,0.136477,0.115193,3.70609e-07,0.664232,1490.46,1877.44,0.0,6381.83,2376.75,2851.42,15.0332,8919.0,0.702479,0.459068,0.0,1.0,77.8431,33.0924,6.97616,169.334,66.0578,34.6801,6.91908,166.357,113.143,34.6388,9.97235,166.952,111.726,31.4153,28.2711,163.338,SSp-m
18455_4709_x21225_y13716,4.0,584.0,4378.27,3152.3,3053.95,42149500000.0,66800.5,114.384,201.289,0.476544,2495.12,16.9247,9.84204,1.0,35.0,0.12847,0.0948989,0.0,0.549147,2603.0,1807.82,0.0,4244.97,5520.22,3963.65,17.4571,11276.0,0.710345,0.454386,0.0,1.0,74.7089,32.6951,1.07022,175.666,69.2272,36.4139,2.27858,170.305,115.365,30.1435,4.86506,174.011,113.739,32.5977,5.91387,167.961,IAD
191812_3438_x6058_y10197,8.0,350.0,4255.47,3790.61,6345.16,102353000000.0,79167.3,226.192,367.658,1.06623,4402.15,7.83429,4.13677,1.0,19.0,0.152837,0.124241,3.88572e-06,0.772133,980.94,1344.84,0.0,4951.53,1928.07,2482.38,10.319,10391.8,0.719298,0.450662,0.0,1.0,70.2539,37.9221,0.213665,178.621,69.2108,35.1472,5.41258,170.416,114.433,34.5684,1.54886,169.725,111.775,31.1758,11.721,171.282,MOp
191807_2469_x5431_y10056,10.0,1064.0,8977.5,5108.69,4403.14,201942000000.0,158384.0,148.857,226.107,0.418032,2043.22,20.4323,11.7184,1.0,46.0,0.116463,0.090588,0.0,0.715046,3345.34,2804.41,0.0,8417.97,5117.16,4326.51,11.4056,14014.0,0.745731,0.435863,0.0,1.0,74.7254,32.3563,2.61316,177.669,70.1596,33.8247,5.07658,164.891,113.476,29.264,9.84306,172.099,110.944,32.9925,2.97971,168.34,AId
18464_00141,4.0,392.0,4492.94,1202.05,1670.22,9020420000.0,27386.3,69.863,157.683,0.800049,1819.31,16.4133,11.3249,1.0,41.0,0.155831,0.127201,0.0,0.722592,2338.58,1974.68,0.0,4477.91,4080.81,3444.03,10.1547,9084.65,0.798969,0.401808,0.0,1.0,85.9816,36.1136,13.6452,163.643,84.0311,36.5784,9.15178,168.705,100.392,32.9725,8.78623,168.64,96.9998,33.9488,10.986,167.384,CP
18464_00029,6.0,418.0,1873.55,2395.11,2774.39,12449700000.0,44249.0,105.859,194.576,0.29332,2724.11,12.1818,6.8625,1.0,33.0,0.115445,0.0861063,0.0,0.529951,1704.76,947.8,0.0,2681.98,4954.03,2855.89,11.1795,7970.27,0.723301,0.448456,0.0,1.0,76.3246,32.5445,2.01321,171.68,75.0659,35.633,8.04857,173.872,112.216,32.2148,5.2396,171.905,107.472,30.8256,14.3181,165.129,MG
18464_00133,10.0,864.0,2903.95,4020.12,3002.5,35051900000.0,81706.3,94.5675,148.932,0.234719,3073.05,13.1528,6.28926,1.0,27.0,0.0955411,0.0757315,0.0,0.708192,2309.67,1481.57,0.0,4098.51,4825.13,3419.45,9.06525,9290.75,0.735363,0.441657,0.0,1.0,71.5767,31.7994,3.45612,164.556,65.6146,29.8476,8.9279,169.138,118.18,28.0717,0.657081,171.487,120.43,25.9549,25.5265,168.969,VPL
pre_18458_00360,2.0,46.0,1112.93,330.63,1391.52,512035000.0,5546.47,120.575,203.039,0.369185,1238.26,5.13043,2.58722,1.0,11.0,0.140953,0.0993757,0.0,0.501928,319.725,447.501,0.0,1414.74,585.765,745.069,40.9294,2416.71,0.727273,0.455842,0.0,1.0,84.6532,33.6288,34.217,161.607,64.4364,42.2201,13.9112,142.06,110.085,31.8543,40.4529,158.609,112.909,35.6888,50.8184,159.658,DG
18470_3227_x19287_y16117,9.0,585.0,3994.81,3950.81,2541.55,40112600000.0,49092.7,83.9191,140.344,1.59871,1623.98,15.0479,9.40969,1.0,42.0,0.161314,0.115804,2.18963e-05,0.794907,933.946,1228.64,0.0,3517.87,2049.51,2661.38,13.5994,9285.28,0.756944,0.429675,0.0,1.0,82.7845,35.769,3.77463,166.78,81.0297,35.7605,2.25966,166.843,107.555,31.9308,14.9027,164.724,103.98,31.6791,1.01004,171.057,SSp-m
17545_00163,8.0,478.0,1699.47,1527.34,3116.82,8090230000.0,47795.9,99.9915,141.238,0.613563,1582.51,11.0753,4.79633,1.0,20.0,0.136194,0.101109,0.0,0.783706,2150.52,1110.07,0.0,2956.99,4112.72,2132.23,11.6738,5892.58,0.67234,0.470362,0.0,1.0,69.9972,31.2116,0.733528,166.719,63.997,30.978,1.94447,144.425,116.555,28.1957,35.5523,170.94,119.381,29.0034,23.8572,169.846,MG
18463_00075,7.0,297.0,318.17,695.03,1190.27,263213000.0,16712.9,56.2724,56.1919,1.26185,367.897,11.6465,7.49457,1.0,29.0,0.128666,0.104462,2.37549e-06,0.724402,379.064,302.868,0.0,998.131,619.987,443.413,12.0748,1538.87,0.737931,0.441284,0.0,1.0,76.7609,34.295,1.06071,164.014,76.1753,36.4382,3.03666,161.463,111.542,28.0298,37.2914,161.054,103.946,32.0297,24.209,160.891,CP
18453_7223_x30215_y5120,7.0,339.0,2461.43,1712.56,6764.44,28514400000.0,50226.8,148.162,345.832,1.58383,5364.04,8.88791,4.9857,1.0,22.0,0.130944,0.118674,2.00701e-06,0.777624,391.662,735.522,0.0,5794.31,782.138,1246.07,9.449,9524.89,0.753012,0.432565,0.0,1.0,80.4062,30.9567,2.15838,161.571,79.6289,38.0318,8.94395,169.374,112.336,29.469,8.5403,165.846,101.767,34.6869,12.8886,167.693,VISp
17545_00173,8.0,416.0,2041.67,3207.81,1568.37,10271700000.0,43149.8,103.725,194.445,0.432171,2292.58,11.9038,6.43937,1.0,23.0,0.139369,0.0927927,0.0,0.621111,1689.53,1166.97,0.0,2778.5,5200.54,3586.8,6.63479,8155.49,0.715686,0.452197,0.0,1.0,68.9686,34.2666,4.45727,157.627,66.6256,30.9871,9.69346,169.966,114.345,31.9282,15.1505,167.224,120.082,27.3592,42.1796,171.962,LGd
17543_2434_x11441_y5587,8.0,432.0,3543.66,1592.4,7566.4,42696600000.0,62012.4,143.547,324.25,1.69015,5653.21,9.5787,4.80461,1.0,21.0,0.170456,0.12436,2.84982e-06,0.711477,1057.66,1844.36,0.0,7032.81,1839.49,2570.11,14.0578,10057.9,0.721698,0.449224,0.0,1.0,70.5129,36.9446,1.73762,172.422,75.6328,39.7429,5.32533,172.422,109.828,34.6951,2.00119,172.855,105.768,36.0356,7.62829,173.364,SSp-m
18458_00580,8.0,698.0,3358.92,2251.44,2133.53,16134600000.0,58490.4,83.7971,126.361,0.336007,2565.13,24.5587,14.9839,1.0,53.0,0.113194,0.0912586,0.0,0.681188,2848.42,1456.11,0.0,3919.17,4950.98,2616.39,15.2159,8292.83,0.730435,0.444378,0.0,1.0,78.4672,40.0223,1.56009,177.42,72.1793,37.9899,3.92685,176.086,109.652,36.8689,3.2323,168.671,114.532,34.4688,7.44171,171.393,VPM
18454_01035,9.0,243.0,594.49,3170.81,1259.29,2373780000.0,22898.2,94.2313,243.389,1.37991,3659.88,8.88477,4.41297,1.0,17.0,0.104465,0.0792293,2.35741e-06,0.423471,2084.52,1144.37,0.0,2926.24,3993.83,2161.32,7.59178,5730.54,0.74359,0.438529,0.0,1.0,70.3797,33.235,13.9713,169.69,59.8347,29.8045,11.6923,128.371,121.229,27.7122,4.88738,165.454,124.677,24.3826,56.044,166.304,VPM
18868_4221_x5685_y12199,9.0,577.0,5360.47,3218.84,4312.75,74414300000.0,64000.6,110.92,219.137,0.617936,2740.65,12.1438,5.64811,1.0,25.0,0.137914,0.116826,0.0,0.951498,1395.93,1673.28,0.0,5970.4,2284.79,2550.76,21.3031,8697.03,0.746479,0.435795,0.0,1.0,78.217,35.3024,0.48918,172.492,73.1689,36.8327,6.66706,163.294,109.865,31.5629,3.14479,162.475,111.222,32.5939,20.4803,173.593,SSs
191812_3922_x8455_y6768,10.0,642.0,4483.33,4177.36,9986.3,187028000000.0,136251.0,212.229,427.899,1.89404,7489.8,13.3925,6.6409,1.0,25.0,0.120366,0.0883488,0.000106707,0.580947,1872.19,2312.65,0.0,9011.58,2890.82,3120.35,13.0202,12229.8,0.71519,0.45204,0.0,1.0,73.9554,28.8944,5.05154,172.132,65.4005,33.6574,2.01957,159.745,118.681,24.6332,35.3777,171.814,115.16,29.8678,19.2634,171.134,SSp-m
18453_6316_x30559_y4743,7.0,225.0,956.51,1061.74,1582.45,1607090000.0,24090.6,107.069,165.031,0.559683,1458.98,7.56,4.66246,1.0,19.0,0.120364,0.104961,0.0,0.647363,163.195,217.986,0.0,1192.03,507.022,606.593,12.0838,2918.82,0.697248,0.461571,0.0,1.0,86.9622,34.6064,10.3647,169.263,82.5854,38.202,14.8712,167.298,108.552,29.7848,3.80297,156.832,104.826,34.824,0.677419,159.326,VISrl
18454_00174,5.0,329.0,4356.27,1367.1,1877.26,11179900000.0,25060.3,76.1712,153.202,0.602161,1979.77,20.5623,12.1461,1.0,44.0,0.175453,0.148608,0.0,0.882239,2043.15,1587.57,0.0,4517.52,4688.1,3216.88,14.714,9588.82,0.802469,0.399371,0.0,1.0,81.2175,35.8292,2.63716,166.678,78.6463,38.8439,5.08121,157.989,104.76,33.4507,29.9223,171.525,101.317,37.2871,7.74233,165.001,CP
18869_5684_x13521_y3699,10.0,784.0,6155.1,5822.14,3148.64,112834000000.0,123961.0,158.113,308.105,0.177139,3541.93,14.0306,7.3881,1.0,31.0,0.0946508,0.0786551,0.0,0.739804,1877.79,1677.62,0.0,5309.13,3924.91,3821.83,13.7694,11936.9,0.723514,0.447839,0.0,1.0,74.4004,31.132,4.75709,173.901,66.0284,33.3404,7.1976,174.757,117.427,28.0779,0.293589,165.219,117.903,28.9382,14.7173,170.55,RSPv
18454_00164,11.0,543.0,3118.92,2163.93,2662.51,17969600000.0,47842.0,88.1067,139.156,0.605314,1777.25,13.4383,8.1165,1.0,32.0,0.0869245,0.073606,-2.50552e-08,0.728843,2393.3,1488.67,0.0,3694.13,4600.63,2957.14,12.5334,8015.31,0.733083,0.443183,0.0,1.0,74.1015,35.5363,1.49147,167.951,61.7103,31.6583,7.26717,173.713,113.411,32.8133,7.74541,168.262,122.803,29.9643,11.3112,172.278,VPM
18455_4619_x10185_y12182,5.0,223.0,1552.96,1826.3,950.13,2694730000.0,23741.1,106.462,118.713,2.76562,771.927,9.95964,5.4113,1.0,22.0,0.140341,0.109685,9.20868e-05,0.661796,409.97,386.336,0.0,1390.01,732.816,537.267,14.7161,2149.3,0.733945,0.443934,0.0,1.0,83.046,31.0293,25.8082,173.839,84.8929,37.4751,8.71748,172.721,105.933,30.8449,0.585699,158.002,98.9554,34.1741,18.8175,173.138,CP
18465_00057,9.0,487.0,3630.85,3733.01,2317.86,31416300000.0,55885.4,114.754,297.101,0.854765,6007.92,10.848,5.63951,1.0,23.0,0.101702,0.0866546,0.0,0.653411,2845.37,1595.94,0.0,4047.1,6837.38,3843.01,8.43438,9988.69,0.719665,0.450105,0.0,1.0,76.6777,36.5824,5.29677,172.921,72.852,38.5545,3.76262,173.346,114.917,32.2939,25.6102,166.431,112.457,35.8448,6.90212,173.637,LGd
pre_18454_00376,6.0,344.0,4954.1,2496.52,1034.36,12793000000.0,21884.4,63.6175,152.139,1.00909,2185.13,17.0058,10.5651,1.0,39.0,0.147187,0.126611,2.02181e-05,0.764559,3023.25,2025.44,0.0,5114.04,4487.11,2886.82,12.6103,8396.83,0.810651,0.39295,0.0,1.0,83.1661,37.097,4.95279,162.208,82.0067,34.1143,6.40881,168.063,107.125,36.7745,8.09965,175.824,99.8345,33.8939,13.18,165.52,CP
18457_00203,7.0,527.0,1672.9,3658.48,2177.87,13329200000.0,45684.1,86.6872,179.521,0.462906,2580.76,16.3397,12.0504,1.0,42.0,0.112657,0.0941841,0.0,0.675915,2637.65,1514.59,0.0,3854.87,5402.53,3100.43,14.7077,8567.48,0.703846,0.45744,0.0,1.0,77.3252,35.6464,0.260891,171.977,70.4908,35.5502,7.50341,170.108,115.503,30.2196,2.91471,170.829,114.341,30.4106,15.0313,168.095,VPL
17302_00047,3.0,271.0,1438.93,1814.07,1446.24,3775150000.0,27309.3,100.772,133.321,2.22582,1003.44,11.7306,4.24759,1.0,21.0,0.146879,0.10216,1.96779e-05,0.540325,391.472,514.65,0.0,1818.48,817.034,751.221,16.7478,3023.56,0.716418,0.452428,0.0,1.0,81.6192,28.8741,20.3489,142.221,83.8449,36.3041,10.6892,167.14,110.03,26.6263,27.2267,160.861,100.15,33.3943,2.07883,159.423,CP
18465_00047,8.0,1148.0,4598.22,3772.82,3380.81,58651100000.0,135935.0,118.41,220.571,0.280016,3205.97,18.8606,8.82898,1.0,46.0,0.113848,0.0867427,0.0,0.64003,2734.96,1183.73,0.0,3609.42,9746.61,4420.32,18.9161,14353.0,0.750877,0.432885,0.0,1.0,75.289,33.3486,0.90162,171.128,69.0342,31.0801,6.45379,169.337,114.7,28.9971,4.41221,169.97,114.42,30.395,3.23929,170.826,LD
17302_00057,6.0,462.0,1544.72,2130.73,935.88,3080340000.0,29602.0,64.0735,76.1553,0.840417,484.453,13.4199,6.50188,1.0,33.0,0.153882,0.118777,0.0,0.67715,328.282,422.982,0.0,1832.87,723.23,583.861,13.9126,3024.14,0.745614,0.436474,0.0,1.0,82.19,31.1686,10.3139,165.419,84.9409,35.692,11.5904,175.525,105.049,30.7363,27.3385,156.161,97.0247,32.6004,13.9699,154.06,CP
18455_00125,12.0,598.0,2511.09,3152.55,1109.47,8782940000.0,45219.4,75.6177,114.035,0.620814,2188.37,27.7324,19.1498,1.0,61.0,0.0903096,0.0785139,0.0,0.570288,2633.63,1409.57,0.0,3659.1,4355.96,2400.97,15.4271,7511.4,0.733788,0.442732,0.0,1.0,83.1267,35.2933,6.27731,172.423,77.1327,40.664,5.10257,177.545,109.867,33.1275,4.33391,173.017,108.265,36.8598,0.932513,170.722,VPL
18867_5169_x12576_y5864,12.0,988.0,5586.35,5061.78,3131.05,88536300000.0,101333.0,102.563,210.306,0.62131,2641.41,16.9372,7.25412,1.0,31.0,0.106229,0.0861494,0.0,0.649402,2249.95,1478.47,0.0,6138.39,4681.31,3220.9,12.9331,10665.1,0.758197,0.428615,0.0,1.0,82.2719,32.0136,0.475789,171.897,77.223,35.3087,1.27174,173.38,108.368,29.7336,5.66416,163.797,105.661,33.7423,3.014,166.667,SSp-ul
18455_00135,8.0,284.0,448.42,694.0,932.33,290144000.0,14326.2,50.4444,51.6417,0.776259,332.001,10.1479,6.02462,1.0,22.0,0.132641,0.105838,0.0,0.687217,352.369,286.451,0.0,848.915,753.592,581.879,11.8737,1690.59,0.76087,0.428106,0.0,1.0,82.9451,36.3391,12.1433,175.106,76.8271,37.4128,6.1471,170.922,105.858,33.6168,1.03998,171.605,105.13,33.2358,25.7101,164.181,CP
18458_00612,4.0,306.0,2866.39,2960.28,3026.05,25677000000.0,37697.3,123.194,257.205,1.08334,3414.45,9.31373,4.20534,1.0,19.0,0.136792,0.095533,1.83145e-05,0.607626,1822.78,1252.6,0.0,3338.86,5152.43,3721.96,10.0645,9388.16,0.708609,0.455915,0.0,1.0,75.2382,32.0053,4.7916,155.549,68.4524,31.6093,1.15256,162.865,113.252,28.4945,26.8056,162.552,113.726,29.4291,27.2988,165.57,LP
18458_00057,5.0,353.0,3721.05,3395.55,1908.15,24109500000.0,36358.1,102.997,349.733,0.263033,6289.56,13.0113,7.34459,1.0,27.0,0.11338,0.11521,0.0,0.682902,2175.33,1377.0,0.0,3409.64,6108.67,4009.3,8.28541,10226.0,0.747126,0.435914,0.0,1.0,77.8542,34.3974,2.72654,171.033,74.5103,35.1227,11.4824,159.514,112.529,32.0293,1.61659,177.145,111.602,32.7562,19.8528,163.121,LGd
pre_18864_00413,7.0,507.0,4370.37,5193.72,3243.33,73618700000.0,91691.3,180.851,244.279,1.21891,1530.18,16.1519,9.53559,1.0,37.0,0.133671,0.103614,1.7411e-05,0.63006,862.227,1326.62,0.0,5859.2,1741.75,2137.32,13.8973,10669.6,0.732,0.443806,0.0,1.0,73.8401,35.2707,4.30689,170.122,73.5765,37.8482,1.69233,172.206,113.606,30.9306,0.375034,164.289,107.206,36.9712,0.982232,174.856,MOs
191801_1996_x10466_y16907,4.0,260.0,3520.93,1464.27,5454.06,28118900000.0,56985.0,219.173,312.29,1.24393,2419.38,13.7154,8.43987,1.0,29.0,0.154075,0.105681,3.8877e-05,0.52926,1533.42,1503.65,0.0,4455.56,3489.68,3567.57,15.8764,9474.73,0.726562,0.447475,0.0,1.0,75.0186,32.5534,4.06415,173.722,75.8531,39.5287,9.25252,158.994,118.625,26.1157,22.2402,169.828,107.019,32.2545,19.4351,157.585,AON
18464_00016,6.0,256.0,1536.44,1773.38,1233.65,3361320000.0,14803.3,57.8254,127.942,0.94019,1885.82,9.40625,5.30399,1.0,21.0,0.137871,0.112037,0.0,0.764543,1056.52,799.874,0.0,1888.2,1900.68,1386.89,16.8425,3562.21,0.792,0.40751,0.0,1.0,77.9653,36.7207,1.96332,166.782,79.0602,39.0077,5.23231,169.297,109.868,30.7975,13.0468,157.726,106.786,31.7646,9.7093,160.053,CP
18869_5123_x17555_y3609,7.0,561.0,860.7,650.6,762.74,427112000.0,25032.5,44.6212,43.584,0.798315,276.675,13.631,5.52892,1.0,29.0,0.117694,0.0952466,0.0,0.566718,162.812,105.577,0.0,633.675,357.017,171.355,15.348,1041.43,0.754513,0.431155,0.0,1.0,84.1953,32.7435,7.03253,171.203,80.5987,34.8199,2.06008,172.355,106.871,27.5848,0.568932,163.703,107.347,29.6726,8.81056,164.773,RSPagl
18867_3807_x9130_y11820,8.0,360.0,5226.32,2743.48,3830.59,54924200000.0,43226.1,120.072,281.668,0.271117,2700.05,11.7167,6.42703,1.0,28.0,0.138501,0.114647,0.0,0.754059,1385.9,1710.85,0.0,6161.15,2707.93,3354.54,18.6981,8567.61,0.738636,0.440631,0.0,1.0,79.8152,32.0402,5.95739,171.33,73.6261,35.9549,2.05557,176.238,106.786,28.6931,15.0514,163.933,105.589,31.1226,8.95696,169.889,SSp-m
18463_00028,9.0,603.0,1864.25,2888.2,2493.63,13426500000.0,55984.3,92.843,141.157,1.02449,1594.8,11.9884,5.87649,1.0,25.0,0.0792114,0.0711683,1.46636e-06,0.468167,2067.76,1090.5,0.0,3249.62,4118.83,2186.25,7.78139,6763.16,0.734007,0.442606,0.0,1.0,70.4006,34.2886,1.54716,178.334,63.2706,32.0039,2.63299,173.259,117.936,30.7085,3.97318,170.504,121.584,29.9374,11.3725,166.853,VPM
18868_3009_x28076_y11485,9.0,913.0,9329.42,4296.4,5849.79,234477000000.0,133435.0,146.15,231.534,0.145744,2571.56,19.2212,11.4142,1.0,45.0,0.129028,0.0955418,0.0,0.762973,3325.21,3097.82,0.0,9780.41,7173.57,7121.91,17.1262,21711.4,0.723451,0.447787,0.0,1.0,77.6312,33.4877,2.98843,169.484,68.3802,37.5069,4.71753,178.331,112.186,30.9828,1.78746,173.385,114.927,33.1249,9.8411,169.338,MOp
18458_00249,7.0,393.0,3516.3,3603.28,2263.83,28683200000.0,47092.8,119.829,346.922,0.985556,5915.19,15.7023,9.42264,1.0,35.0,0.107787,0.102209,0.0,0.758092,2301.23,1327.55,0.0,3400.17,9268.7,5531.94,31.5482,14835.8,0.756477,0.430325,0.0,1.0,72.393,38.4733,2.95249,171.76,71.2064,38.1524,3.27352,167.752,115.525,35.3411,3.39056,176.606,111.437,35.1978,21.353,175.388,LGd
18867_6468_x21532_y7741,6.0,384.0,2462.77,986.87,1925.72,4680340000.0,43396.4,113.011,192.463,0.840465,1833.83,15.5625,8.42824,1.0,34.0,0.140599,0.106621,0.0,0.643219,1175.99,900.616,0.0,2456.28,2673.83,2030.84,8.84014,6692.47,0.740741,0.439392,0.0,1.0,79.7447,38.0386,8.69632,166.957,77.111,38.9737,2.80318,164.819,109.638,33.5913,13.4132,174.479,105.312,36.5503,5.76885,172.033,SUB
17545_00046,5.0,181.0,2189.0,1975.95,956.31,4136380000.0,11176.3,61.7475,95.2856,0.703305,625.343,13.8398,7.72455,1.0,30.0,0.161422,0.116952,0.0,0.580212,1346.71,920.337,0.0,2496.97,2066.77,1300.9,14.0222,3983.95,0.818182,0.387905,0.0,1.0,79.2809,35.0644,1.51843,165.413,83.4626,37.0274,5.7813,164.738,104.33,32.8455,35.4545,163.561,100.718,34.6233,15.6888,169.164,CP
18463_00038,6.0,426.0,2644.64,1747.28,2543.95,11755400000.0,33042.2,77.5638,141.018,0.824332,2296.7,13.2066,6.70624,1.0,26.0,0.0832881,0.075657,0.0,0.593183,2439.91,1394.22,0.0,3548.27,3866.22,2219.78,13.7286,5786.54,0.709524,0.455067,0.0,1.0,72.7215,30.4195,2.00586,167.416,61.075,31.4793,0.23733,171.126,118.652,28.837,8.44291,171.611,123.788,27.2004,14.6311,170.339,VPM
17545_00056,8.0,454.0,728.76,2481.52,1339.5,2422390000.0,34336.6,75.6312,125.028,0.688787,2023.53,13.7885,7.05195,1.0,34.0,0.137102,0.0940494,0.0,0.689188,1796.11,866.888,0.0,2453.63,4022.59,1923.94,12.3813,5770.6,0.721973,0.449035,0.0,1.0,78.2362,36.6816,0.723152,169.373,71.8714,35.7425,8.31592,167.47,111.629,31.2001,1.32043,168.94,114.176,30.0906,22.7636,168.852,VPM
18453_6537_x8725_y4484,7.0,293.0,3150.03,1163.09,2429.15,8899840000.0,44999.4,153.581,247.198,2.24163,2596.79,7.40956,3.73288,1.0,15.0,0.149697,0.128663,5.12625e-06,0.98715,514.9,631.962,0.0,2305.42,1091.5,1185.13,15.311,4168.77,0.734266,0.443276,0.0,1.0,75.9167,27.7965,17.5368,164.25,74.9048,34.6684,9.48382,164.52,115.577,26.6516,19.6035,166.405,109.337,33.3464,7.57821,163.829,VISal
