name,stems,branches,overall_width,overall_height,overall_depth,overall_volume,total_length,br_length_mean,br_length_std,br_length_min,br_length_max,br_order_mean,br_order_std,br_order_min,br_order_max,br_tortuosity_mean,br_tortuosity_std,br_tortuosity_min,br_tortuosity_max,bif_EucDist2soma_mean,bif_EucDist2soma_std,bif_EucDist2soma_min,bif_EucDist2soma_max,bif_PathDist2soma_mean,bif_PathDist2soma_std,bif_PathDist2soma_min,bif_PathDist2soma_max,asymmetry_mean,asymmetry_std,asymmetry_min,asymmetry_max,ampl_local_mean,ampl_local_std,ampl_local_min,ampl_local_max,ampl_remote_mean,ampl_remote_std,ampl_remote_min,ampl_remote_max,tilt_local_mean,tilt_local_std,tilt_local_min,tilt_local_max,tilt_remote_mean,tilt_remote_std,tilt_remote_min,tilt_remote_max,soma_region
18454_01067,10.0,610.0,3379.6,1656.76,2764.05,15476400000.0,52424.5,85.9418,143.746,1.02059,2810.49,13.5967,7.64126,1.0,35.0,0.112083,0.0870124,3.48863e-05,0.535078,2971.51,1496.37,0.0,4020.59,4512.36,2252.11,9.33162,6678.6,0.723333,0.448098,0.0,1.0,76.072,33.678,1.36285,177.792,67.9615,31.9867,7.55805,174.596,112.76,30.6323,1.9227,173.891,118.285,27.4059,12.3273,164.187,VPM
191801_4228_x15043_y11097,5.0,295.0,953.91,1401.26,533.67,713343000.0,16153.0,54.7561,61.2847,0.301556,527.388,13.339,7.20405,1.0,29.0,0.125879,0.121038,0.0,0.792123,373.133,240.142,0.0,962.09,544.88,326.286,8.41823,1740.36,0.744828,0.437469,0.0,1.0,72.2753,40.6713,1.06973,171.753,72.149,41.6683,4.45915,171.753,106.495,39.0303,1.47952,167.624,110.725,36.1465,5.58877,172.128,OT
18457_00127,6.0,520.0,3013.65,3885.4,4059.88,47538100000.0,63427.9,121.977,254.46,0.404698,3330.02,18.1615,13.4146,1.0,55.0,0.104658,0.104926,0.0,0.697503,2552.69,1392.26,0.0,4523.52,6761.79,3537.05,12.7735,11315.0,0.754864,0.431007,0.0,1.0,82.5709,35.5722,3.36159,176.542,79.8903,40.0771,1.33273,176.069,109.202,31.4502,4.78795,166.254,104.277,35.1523,11.2201,170.623,MG
17302_00015,7.0,229.0,1589.49,1547.01,1210.67,2976990000.0,26880.3,117.381,123.975,1.30145,616.644,10.1266,5.58794,1.0,25.0,0.165675,0.122398,3.83528e-05,0.744559,287.275,362.299,0.0,1501.06,598.92,504.869,5.23893,2302.7,0.693694,0.463049,0.0,1.0,74.1527,33.2581,0.374323,156.773,88.3605,39.1893,11.9054,174.892,115.046,28.8989,41.5983,173.126,94.552,34.9002,10.606,164.44,CP
18465_00005,8.0,620.0,4265.99,2381.37,1798.78,18273600000.0,28720.1,46.3227,105.703,0.532672,2187.86,22.6484,17.4218,1.0,73.0,0.130702,0.107674,0.0,0.563649,2198.16,1647.05,0.0,4439.64,3436.63,2587.83,15.3608,8276.02,0.800654,0.400163,0.0,1.0,84.9079,36.0716,2.68813,163.983,81.0672,36.3482,3.95609,162.836,104.201,32.5126,2.46997,168.512,102.031,33.3014,4.29026,168.797,CP
17302_00005,5.0,261.0,4274.79,1135.28,1529.55,7423030000.0,17468.1,66.9277,138.565,0.662616,1596.42,12.4176,7.49448,1.0,26.0,0.145018,0.104662,0.0,0.57028,2052.37,1866.55,0.0,4245.14,2650.11,2302.05,11.0164,5358.83,0.71875,0.451376,0.0,1.0,82.5154,33.7649,15.9196,168.483,76.6179,36.3075,9.35916,171.798,105.584,32.2096,0.847787,161.167,107.485,31.4276,15.0646,156.071,CP
17781_00003,3.0,817.0,4679.81,4902.97,3544.58,81330300000.0,129777.0,158.846,225.734,0.798091,2016.15,19.0759,9.30734,1.0,43.0,0.154246,0.110338,0.0,0.789239,1094.07,722.149,0.0,2666.71,2433.85,1631.33,16.303,7454.4,0.761671,0.426586,0.0,1.0,77.5925,33.8035,3.15187,167.304,80.7547,36.24,4.06201,175.548,107.014,32.6706,3.84126,170.894,101.609,34.5949,1.50007,169.627,MOp
18465_00015,9.0,427.0,555.8,815.82,728.2,330190000.0,14617.1,34.2321,35.0049,0.723229,180.172,11.8618,7.80226,1.0,31.0,0.1476,0.126512,0.0,0.814275,274.508,316.898,0.0,820.341,526.432,462.737,15.5316,1455.07,0.69378,0.462029,0.0,1.0,82.0514,32.7946,19.1333,168.632,80.1714,35.6483,12.3626,169.91,107.901,30.3601,4.90832,161.228,103.341,34.7005,14.6166,158.41,CP
18457_00241,6.0,590.0,1749.01,2549.3,2802.87,12497300000.0,70543.8,119.566,196.803,0.965536,3211.77,12.7593,7.39841,1.0,33.0,0.102288,0.0781799,0.0,0.74518,1846.39,952.071,0.0,2873.04,5822.19,3025.14,12.9832,8615.38,0.736301,0.441394,0.0,1.0,70.3287,31.8912,1.12178,155.272,59.331,29.4502,2.42514,150.596,120.337,28.5547,18.8953,168.17,126.674,24.6775,39.392,171.248,SGN
191807_5178_x5002_y23078,13.0,1009.0,3863.12,5093.01,4289.86,84402600000.0,108459.0,107.491,201.046,0.677323,3390.12,19.3092,11.1827,1.0,41.0,0.112003,0.0972936,0.0,0.750429,1333.91,1061.44,0.0,5904.33,3502.37,3036.89,15.2305,11935.7,0.7249,0.447014,0.0,1.0,75.9176,30.7743,1.08404,176.999,69.414,35.5315,7.10878,176.44,116.662,26.1204,15.913,175.001,114.416,31.1969,6.22734,170.56,SSp-bfd
18470_4630_x23468_y24795,10.0,848.0,8183.22,7173.7,4440.93,260700000000.0,190796.0,224.996,368.366,1.23074,4038.35,15.8632,7.42822,1.0,31.0,0.146714,0.101784,2.77602e-07,0.661678,2311.6,2151.81,0.0,7656.52,5176.69,4866.73,12.7882,16136.9,0.732697,0.443081,0.0,1.0,75.7717,35.5313,0.366212,171.284,73.1516,36.2798,2.21997,170.259,109.139,33.563,3.12581,173.746,108.305,33.1647,14.3114,175.645,RSPd
18454_00126,6.0,774.0,2185.77,3753.05,3106.19,25481000000.0,73644.4,95.1478,134.749,0.942495,1875.64,17.6434,7.88218,1.0,39.0,0.0854363,0.0722703,0.0,0.552947,2072.91,981.407,0.0,3084.39,5748.27,3040.44,9.06383,9766.82,0.721354,0.448918,0.0,1.0,72.675,30.4673,0.581261,167.236,61.8326,27.6633,3.40842,165.304,118.416,26.2821,24.9913,169.346,123.616,23.8896,44.0462,174.421,LP
18454_00136,6.0,774.0,4507.65,2568.2,3139.7,36346900000.0,75344.7,97.3446,135.332,0.659419,2107.3,16.7054,9.02382,1.0,36.0,0.0893424,0.0706764,0.0,0.602053,2846.95,1559.51,0.0,4681.72,5299.18,2888.23,13.0953,8525.76,0.731771,0.443616,0.0,1.0,71.2105,31.1222,1.31329,175.203,62.923,28.6894,0.0648667,168.144,118.46,29.7068,4.74938,168.025,122.607,27.5575,11.0056,168.393,VPM
18869_3398_x6248_y7047,11.0,879.0,10444.8,4637.7,6233.4,301944000000.0,116966.0,133.067,300.717,0.736229,5865.86,18.083,8.87864,1.0,42.0,0.123412,0.0957208,0.0,0.757164,5109.03,3854.79,0.0,10142.4,8556.82,6229.9,11.5263,17846.7,0.700461,0.458585,0.0,1.0,77.767,30.8875,1.21284,170.507,71.0838,34.5958,6.70087,177.994,114.06,27.8539,2.61099,167.916,112.832,30.4247,10.3933,170.89,SSp-m
18455_00042,8.0,472.0,3389.32,3096.1,1712.82,17973800000.0,53756.6,113.891,327.401,0.712555,6793.11,11.2542,5.84177,1.0,23.0,0.0909367,0.085379,0.0,0.591564,2350.65,1344.31,0.0,3429.18,6637.98,3799.32,8.84435,9789.89,0.706897,0.45617,0.0,1.0,74.9235,30.4316,2.51319,157.814,64.0253,29.6061,9.57171,142.417,116.647,25.7646,43.5284,166.09,121.835,26.8678,35.4287,173.275,LGd
18869_4912_x19648_y8510,4.0,652.0,1250.87,775.12,1124.53,1090320000.0,26555.0,40.7285,60.8147,0.795686,864.333,14.454,5.95962,1.0,27.0,0.0936966,0.0941606,0.0,0.718738,481.8,232.963,0.0,1266.31,860.729,364.14,10.9744,2132.46,0.719136,0.450116,0.0,1.0,79.5066,34.0985,1.87684,170.14,70.5343,34.5906,3.761,167.21,114.546,29.1224,7.34524,162.615,117.641,30.5719,8.00204,167.963,RT
18464_00009,4.0,364.0,5000.45,2470.88,1223.28,15114300000.0,19781.8,54.3455,208.826,0.573129,3481.33,19.9725,12.1217,1.0,46.0,0.112733,0.110341,0.0,0.621174,2856.53,2058.46,0.0,5156.48,3982.64,2837.31,13.8777,7968.92,0.805556,0.396876,0.0,1.0,85.6068,39.5842,8.31727,175.077,85.2915,40.8915,8.80663,177.048,103.639,36.2498,19.3771,170.671,100.478,37.828,7.41885,164.388,CP
18453_2190_x23739_y8507,5.0,531.0,3169.71,4600.98,5293.07,77192900000.0,94349.7,177.683,261.255,0.793498,3188.51,11.8249,6.28426,1.0,31.0,0.124672,0.0878759,0.0,0.733666,941.618,1122.87,0.0,4026.2,1830.79,2282.55,13.1218,9188.37,0.722433,0.448652,0.0,1.0,77.4732,32.0038,7.65169,177.137,70.1043,29.9686,2.54846,171.463,113.7,29.2576,5.51939,170.243,114.02,27.1756,23.8128,170.272,MOs
18869_4384_x15799_y10704,4.0,302.0,809.63,1916.78,1550.5,2406190000.0,29663.0,98.2218,193.676,1.27102,2035.52,12.9868,7.51962,1.0,30.0,0.136404,0.129601,1.62277e-05,0.813001,550.79,266.563,0.0,1376.65,1446.86,1220.95,16.023,5025.38,0.765101,0.425366,0.0,1.0,82.8435,38.1714,7.03545,177.214,83.7202,45.1919,6.59332,178.56,109.097,32.8039,3.83102,165.173,100.933,42.1884,7.87126,168.749,RT
236174_6338_x12496_y6617,5.0,469.0,7441.15,6435.3,4938.86,236503000000.0,170828.0,364.239,537.071,1.12195,5814.19,11.8316,4.92935,1.0,21.0,0.160792,0.139531,4.53785e-05,0.802122,3127.7,2257.73,0.0,6572.43,5249.39,3428.86,14.3888,11456.2,0.689655,0.463635,0.0,1.0,67.6658,33.2326,3.69996,173.489,70.3871,37.501,1.5332,168.21,120.799,27.6387,0.217052,169.405,105.087,35.8751,7.41984,168.89,ECT
17545_00131,7.0,277.0,4182.52,1690.65,1459.92,10323400000.0,25004.7,90.2696,225.176,0.638834,2163.24,20.6823,13.4843,1.0,46.0,0.182085,0.141237,0.0,0.832266,2481.51,1874.27,0.0,4227.2,4477.56,3184.0,21.7366,12125.5,0.792593,0.40696,0.0,1.0,80.9605,39.3401,6.26483,171.447,82.8967,38.9245,12.4216,171.876,105.722,35.8082,4.01729,171.735,99.0522,37.9187,4.79733,161.153,CP
18463_00027,7.0,409.0,1487.73,2282.18,1785.03,6060650000.0,32133.8,78.5669,127.431,0.857705,2076.24,9.50367,3.82659,1.0,18.0,0.0821128,0.0763173,0.0,0.441706,1943.88,967.922,0.0,2732.73,2880.9,1396.64,14.1921,3985.77,0.696517,0.46091,0.0,1.0,72.6975,30.1412,1.687,149.459,64.283,30.618,9.33832,154.249,119.381,27.5153,14.023,172.079,122.418,29.4567,24.0618,167.43,VPM
17545_00059,3.0,399.0,2204.26,2213.33,1053.79,5141190000.0,29756.5,74.5777,100.282,1.11123,1101.81,21.1203,13.8141,1.0,52.0,0.177863,0.134595,1.16888e-05,0.820548,717.883,793.901,0.0,2597.51,1998.35,1541.0,12.1095,5029.82,0.762626,0.426552,0.0,1.0,81.486,37.8073,0.740974,160.558,88.6829,37.9093,7.2255,174.681,98.8026,36.4787,4.44268,166.961,90.2104,32.4146,1.48582,161.208,CP
17545_00121,4.0,482.0,3940.67,1814.56,1603.9,11468800000.0,43631.4,90.5216,140.97,0.237282,1926.08,15.2863,8.34526,1.0,35.0,0.193925,0.134378,0.0,0.721854,1024.91,1367.48,0.0,3549.2,1740.73,1964.6,10.8722,5726.81,0.757322,0.429602,0.0,1.0,82.0212,34.9152,10.3104,174.771,86.0832,37.4747,5.80693,174.856,104.421,32.6087,0.529649,165.622,95.6445,34.0824,8.48119,163.815,CP
18463_00037,12.0,584.0,1890.07,1943.25,2547.3,9355920000.0,51670.2,88.4763,118.212,0.748356,1716.91,17.2466,12.0886,1.0,40.0,0.0910687,0.0812171,0.0,0.536713,2207.88,1044.54,0.0,3002.5,3703.76,1775.56,13.7007,5520.46,0.692308,0.462347,0.0,1.0,74.9518,32.7467,4.72357,168.409,68.9212,36.1036,10.653,176.334,113.938,31.7063,7.44755,164.835,118.164,32.3253,7.31567,167.475,VPM
pre_18464_00077,5.0,341.0,859.14,1483.48,695.87,886898000.0,14958.8,43.8674,64.5883,0.479293,863.0,15.088,9.45164,1.0,34.0,0.158665,0.118802,0.0,0.761324,474.505,387.25,0.0,1243.14,1237.08,955.517,14.1504,2938.67,0.720238,0.450224,0.0,1.0,80.6094,33.8805,11.0144,166.303,79.3148,38.9513,8.4382,170.774,109.502,31.3485,17.9633,164.82,107.034,33.3847,19.8553,166.029,CP
15257_4397_x16794_y21812,8.0,228.0,2503.15,4050.82,1961.98,19894100000.0,45509.2,199.602,347.898,0.425004,3687.9,8.05263,4.16582,1.0,19.0,0.117884,0.101147,0.0,0.517403,1402.21,1311.96,0.0,3201.35,2724.52,2583.33,14.4032,7642.61,0.718182,0.451944,0.0,1.0,72.421,27.2785,2.60309,152.626,63.6359,32.9394,3.39915,168.499,118.351,21.3908,50.7784,153.575,112.311,32.6531,22.6413,165.772,MOp
pre_18864_00025,6.0,702.0,4400.2,4946.52,5906.19,128552000000.0,116668.0,166.194,290.188,0.758304,4250.97,27.849,15.8015,1.0,50.0,0.143914,0.106071,0.0,0.705233,900.823,1331.31,0.0,5491.19,3117.19,2790.61,6.315,10888.7,0.715517,0.451817,0.0,1.0,77.9772,34.9968,2.84527,177.901,73.9518,37.5332,3.9063,175.881,113.092,29.7615,8.15631,174.289,108.447,33.9992,8.41615,169.361,MOs
236174_3329_x13938_y26099,8.0,498.0,3155.6,2941.16,7883.28,73165700000.0,141181.0,283.496,413.71,2.81359,5592.54,11.8153,5.29663,1.0,22.0,0.118995,0.1079,3.63535e-05,0.837285,2433.12,2438.41,0.0,6521.3,4051.99,3517.27,17.5151,11323.8,0.697959,0.460083,0.0,1.0,60.6645,31.2861,1.95895,177.844,66.3125,35.4792,3.85238,173.006,124.45,26.926,13.5868,170.363,118.011,30.4954,1.694,162.876,GU
18458_00461,8.0,712.0,2938.62,2414.32,2187.19,15517600000.0,50041.1,70.2825,110.212,0.935661,2109.7,28.0449,16.7399,1.0,57.0,0.096637,0.079311,0.0,0.51388,2652.45,1168.95,0.0,3689.62,4530.34,2025.35,8.52129,7222.69,0.710227,0.454303,0.0,1.0,79.2197,35.3922,0.52051,173.512,74.087,36.2309,6.61035,176.242,108.048,33.627,1.56321,165.933,112.212,32.1854,11.4885,167.528,VPM
18463_00045,6.0,556.0,2672.4,2824.11,1575.64,11891600000.0,58023.3,104.358,166.012,0.918702,3141.0,12.3273,5.85322,1.0,24.0,0.0846028,0.0694072,0.0,0.468939,1958.49,1272.8,0.0,3206.34,3486.75,2193.03,15.2148,6027.19,0.701818,0.458294,0.0,1.0,67.367,32.337,1.05399,174.22,59.1226,26.307,5.56495,155.296,119.646,29.2183,3.35782,173.372,127.819,24.3721,19.5473,175.474,VPL
18455_5316_x26308_y13288,10.0,488.0,2407.48,1895.53,2241.62,10229500000.0,36760.1,75.3281,150.802,0.299792,2959.8,15.5123,9.84416,1.0,38.0,0.11797,0.0824524,0.0,0.663731,2358.17,1243.81,0.0,3331.78,4113.29,2170.71,10.8668,6413.94,0.719665,0.450105,0.0,1.0,79.7755,34.2956,2.82559,174.278,72.0083,35.6906,2.97369,159.308,112.161,29.1621,3.52441,164.022,117.459,29.7087,26.9635,171.942,VPM
17545_00143,5.0,349.0,2063.38,1772.83,1010.84,3697680000.0,28563.5,81.8437,97.6123,0.341075,680.275,14.5301,7.8354,1.0,37.0,0.181512,0.114311,0.0,0.678028,504.929,561.103,0.0,2024.29,939.006,723.537,14.6996,2854.78,0.773256,0.419948,0.0,1.0,81.9136,35.758,9.5555,166.522,79.1585,38.3908,6.01689,167.47,103.749,34.3585,2.23442,162.712,99.7748,34.0626,5.11117,162.172,CP
18463_00055,6.0,490.0,1918.8,2261.76,2866.89,12441900000.0,53954.0,110.11,228.276,0.995696,3961.13,10.8449,6.48235,1.0,27.0,0.117341,0.091841,0.0,0.738157,1784.83,1235.38,0.0,3257.84,5065.86,3506.8,4.94712,9679.63,0.702479,0.458115,0.0,1.0,68.1529,33.6734,0.61009,174.57,63.592,30.2342,0.986236,150.379,121.802,26.5389,36.1974,166.921,121.251,27.2574,18.5722,171.411,VPM
18864_00029,8.0,386.0,2512.18,3060.99,1938.96,14910100000.0,62918.0,163.0,191.723,0.951012,1565.58,9.37824,5.18208,1.0,23.0,0.152922,0.110122,0.0,0.895471,359.583,378.951,0.0,2259.6,819.143,718.299,23.2535,3600.7,0.671958,0.470747,0.0,1.0,77.9797,35.2261,1.71356,175.938,74.347,36.06,6.88833,175.294,107.774,32.7366,0.292165,162.133,108.878,30.7121,2.61475,168.323,SSs
18454_00095,8.0,430.0,4531.65,4397.33,3294.8,65656000000.0,69110.0,160.721,370.219,0.740421,4994.35,10.1163,5.50316,1.0,23.0,0.143144,0.111768,0.0,0.871849,2348.52,1818.53,0.0,4670.43,5044.08,4204.46,13.9073,11585.3,0.706161,0.456602,0.0,1.0,71.5528,32.0709,1.478,164.938,62.2478,33.7107,1.84508,159.745,119.134,27.696,40.7148,174.677,118.32,29.6163,22.7422,167.514,CM
18455_00030,7.0,211.0,2770.2,1579.54,837.68,3665390000.0,32519.6,154.121,177.439,1.29129,1028.81,8.05213,3.23848,1.0,16.0,0.199105,0.149468,1.45313e-05,0.696889,460.479,655.531,0.0,2228.02,928.647,912.759,15.7251,3939.36,0.72549,0.448471,0.0,1.0,75.1679,32.0306,17.0638,153.317,82.4908,34.597,14.9586,166.025,112.74,28.6465,41.7982,166.004,95.4314,30.6584,21.5105,160.83,CP
18455_00148,11.0,559.0,2395.54,2301.58,2300.46,12683600000.0,45426.4,81.2637,127.652,0.84389,2426.77,16.9428,12.088,1.0,45.0,0.0922747,0.0822796,0.0,0.709945,2299.46,1292.14,0.0,3343.82,3536.51,1985.42,12.7652,5646.41,0.733577,0.442897,0.0,1.0,77.5156,34.7881,1.15426,174.534,70.8688,36.4354,6.35115,175.053,113.81,31.1098,14.9491,169.78,116.758,30.6473,20.4324,168.637,VPM
18455_00020,7.0,349.0,753.83,2844.29,1250.5,2681210000.0,24784.6,71.0161,146.121,0.674948,2428.33,11.0573,6.14407,1.0,28.0,0.106301,0.0869941,0.0,0.59761,1801.46,1055.88,0.0,2634.28,3420.44,2000.1,8.13336,5435.83,0.71345,0.453477,0.0,1.0,74.9121,30.6846,10.4301,178.883,66.4176,31.495,5.53721,168.367,117.899,26.1176,16.0242,166.373,117.986,29.0815,15.6525,161.927,VPM
18455_00158,9.0,747.0,3253.64,1110.0,3387.77,12235100000.0,79965.1,107.048,145.549,0.780964,1620.03,33.747,24.0927,1.0,78.0,0.102919,0.0842689,0.0,0.732167,2991.45,1547.45,0.0,4227.64,6064.62,3630.16,14.4385,12263.4,0.728997,0.445081,0.0,1.0,78.1011,35.9186,0.620364,172.958,73.3063,36.8506,7.64931,177.028,113.609,33.412,9.59529,173.607,112.691,33.4802,5.9619,173.383,VPMpc
236174_6855_x15550_y29832,8.0,414.0,5030.1,6032.52,4317.17,131001000000.0,154085.0,372.186,473.661,0.919021,3211.05,13.4444,8.88591,1.0,32.0,0.161223,0.135509,0.0,0.892748,1382.54,1332.53,0.0,5368.99,4707.4,4796.26,17.2709,15090.1,0.714286,0.452871,0.0,1.0,72.733,30.2605,2.51511,164.741,75.2016,38.7093,0.726132,172.622,115.706,28.1446,5.59584,165.527,101.456,36.3284,6.26458,168.24,ECT
18458_00083,5.0,653.0,2904.78,3172.71,2226.8,20522200000.0,65900.4,100.919,186.778,0.661458,2305.19,14.6539,7.51295,1.0,30.0,0.115918,0.0914832,0.0,0.595295,1760.42,774.239,0.0,2756.71,7271.31,3656.07,4.48939,11527.2,0.722222,0.448596,0.0,1.0,78.4371,35.0624,3.95857,166.815,73.2017,36.226,3.02585,166.689,110.95,32.5285,8.77453,170.932,109.682,35.7379,13.1156,175.225,LP
18453_7309_x5442_y9199,6.0,278.0,1778.8,2968.52,9811.45,51808400000.0,60076.3,216.102,476.619,1.02652,7232.93,9.02878,5.54983,1.0,25.0,0.185982,0.139344,2.92677e-05,0.798953,1431.05,2989.8,0.0,9475.09,2654.81,4396.49,13.1773,14949.1,0.75,0.434613,0.0,1.0,83.9529,37.8651,10.0603,174.159,84.7201,36.7901,10.6627,167.971,100.667,35.8993,10.3128,163.849,102.357,34.7828,8.90045,161.008,TEa
18454_00144,8.0,318.0,3066.73,1062.75,3172.65,10340200000.0,43294.6,136.146,182.705,1.01172,1553.21,13.0692,8.27609,1.0,32.0,0.0932601,0.0878418,2.30562e-05,0.877017,2331.28,1534.84,0.0,3754.77,4147.86,2708.98,10.3694,7663.89,0.748387,0.435347,0.0,1.0,68.0479,35.9033,0.918268,163.645,67.1968,34.9434,10.6871,162.916,123.269,28.8292,0.503546,174.874,117.49,32.9684,6.88283,167.545,VPLpc
18455_5507_x14812_y14221,12.0,516.0,3192.49,2221.22,2289.45,16235000000.0,45211.5,87.6192,152.284,0.338309,2943.74,18.6279,13.7713,1.0,43.0,0.117299,0.0874666,0.0,0.749134,2809.74,1557.8,0.0,3969.85,4994.52,2807.7,12.4374,7631.06,0.698413,0.45986,0.0,1.0,79.6883,30.9586,4.3578,174.964,70.0015,33.7514,3.38214,174.096,113.143,28.1544,9.94643,159.516,118.258,28.7459,14.129,169.072,VPM
18454_00154,13.0,551.0,3040.57,1899.69,2604.98,15046700000.0,41644.9,75.5805,203.82,0.297341,4451.12,21.6715,12.4013,1.0,46.0,0.0979509,0.0794777,0.0,0.546035,2912.49,1422.7,0.0,3845.2,5267.14,2575.08,9.05891,7272.42,0.713755,0.452848,0.0,1.0,81.132,32.8909,7.41448,176.173,71.276,33.9485,4.12927,175.746,110.043,29.8156,10.6265,166.396,113.941,30.4702,32.9376,168.496,VPM
17302_00077,9.0,285.0,1351.6,2171.42,2797.54,8210490000.0,30002.3,105.271,163.782,0.938312,1867.03,12.1298,6.88747,1.0,27.0,0.137304,0.102708,0.0,0.640387,1608.27,1063.93,0.0,2813.45,3365.51,2298.34,9.27919,5809.17,0.746377,0.436669,0.0,1.0,69.8164,34.3585,3.41464,171.204,66.7416,34.8127,10.2231,175.53,114.566,34.6585,2.45173,164.51,115.104,34.1133,2.45173,168.753,MG
18454_01005,9.0,457.0,1596.92,2522.56,1671.73,6734280000.0,40266.3,88.1101,162.723,1.33339,3129.26,10.5011,4.89724,1.0,18.0,0.104272,0.0795767,6.85123e-06,0.71133,1945.26,1102.5,0.0,2823.48,3223.12,1797.73,7.04852,4860.28,0.709821,0.454861,0.0,1.0,74.9965,27.2901,5.37126,167.902,65.6669,29.8066,5.61866,173.238,118.838,23.5654,11.3469,169.817,119.4,25.8741,15.3263,161.59,VPM
18462_00049,7.0,331.0,4960.77,1322.97,1425.07,9352670000.0,21885.8,66.1202,130.604,1.47131,1629.25,11.719,7.03516,1.0,29.0,0.109343,0.10614,1.52413e-05,0.766249,2527.63,1788.68,0.0,4820.15,3212.53,2198.58,20.5382,6503.64,0.728395,0.446166,0.0,1.0,79.2552,35.6122,14.7629,167.899,72.8468,39.2517,1.53218,160.413,110.547,32.6509,15.295,165.424,107.035,38.399,8.96111,166.2,CP
18869_3305_x6812_y6104,8.0,320.0,5418.82,3947.52,3403.83,72811000000.0,47056.0,147.05,335.664,1.45851,4309.23,10.7625,5.82448,1.0,23.0,0.121084,0.101396,5.69054e-06,0.878959,1607.04,1710.9,0.0,6477.01,2922.34,3270.57,14.6878,10250.9,0.724359,0.448276,0.0,1.0,79.4598,28.2733,12.4048,159.075,70.6474,35.0442,7.58312,161.77,112.803,25.2694,51.1167,165.72,111.703,31.6193,8.28005,172.412,SSp-m
18454_01015,10.0,476.0,2980.42,2467.05,1735.56,12761300000.0,40178.0,84.4075,133.46,0.80337,2436.58,11.395,5.04751,1.0,21.0,0.10057,0.0765426,0.0,0.640358,2647.67,1378.2,0.0,3664.7,3820.6,1951.64,15.7752,5359.83,0.708155,0.45559,0.0,1.0,73.7449,26.5379,0.170928,150.998,66.5883,29.6281,4.99368,149.376,117.883,23.5263,38.1928,170.819,120.093,24.8641,32.673,172.46,VPM
18867_5942_x29015_y5711,8.0,332.0,2518.21,5916.86,2433.57,36259900000.0,37448.7,112.797,301.116,1.36131,3331.72,10.6687,6.25963,1.0,24.0,0.135701,0.112774,2.7884e-05,0.811578,1234.0,1689.24,0.0,5721.15,2755.81,3462.08,14.916,9137.71,0.777778,0.417029,0.0,1.0,78.4504,31.2922,2.22702,153.855,72.3363,35.0336,5.86987,172.812,111.321,30.5693,22.2102,169.213,108.352,35.5272,13.3825,161.853,SSp-bfd
18453_4725_x30684_y6703,9.0,457.0,3461.82,2306.16,3525.67,28147200000.0,64266.1,140.626,259.873,0.582736,3573.63,14.0197,10.2844,1.0,36.0,0.111275,0.0887679,0.0,0.624453,1101.57,1395.56,0.0,3469.1,2218.85,2691.26,13.4728,10105.0,0.700893,0.458892,0.0,1.0,70.8412,30.4667,3.24371,167.465,71.8104,33.7207,11.7024,170.4,116.886,28.5915,6.40531,171.063,112.668,31.6632,6.40531,171.597,SSp-bfd
18867_4984_x30860_y8156,8.0,320.0,3349.57,5159.05,3626.5,62668100000.0,39802.4,124.383,273.356,0.652507,3202.49,10.175,5.72795,1.0,22.0,0.128989,0.106217,0.0,0.722539,1055.77,1368.78,0.0,5879.59,2098.91,2764.26,26.7067,8596.42,0.74359,0.438057,0.0,1.0,78.4653,33.0251,0.332937,154.254,76.2705,33.8708,10.1669,169.683,113.883,28.1436,5.0596,171.979,107.112,30.4288,12.2288,172.173,SSp-n
18453_3471_x28224_y8289,7.0,253.0,1653.85,1100.12,794.12,1444850000.0,34568.3,136.634,154.041,0.935981,1269.17,7.52964,3.27874,1.0,15.0,0.150721,0.104439,0.0,0.535738,220.362,209.157,0.0,850.666,657.387,516.234,8.66464,2137.48,0.707317,0.456855,0.0,1.0,80.6982,32.5728,10.6202,154.543,73.4269,33.9534,13.0129,160.907,109.82,28.8081,34.9325,161.217,108.876,27.3032,1.88345,162.899,SSp-ul
18462_00059,8.0,560.0,1321.85,2368.6,2441.43,7643960000.0,44834.9,80.0623,104.644,0.9795,1300.94,23.3393,13.7648,1.0,43.0,0.0858001,0.0744421,0.0,0.536462,1942.55,1060.04,0.0,3009.9,3622.88,2041.39,11.3833,5860.3,0.695652,0.460967,0.0,1.0,75.9781,31.2051,0.509383,157.311,64.7398,28.4775,2.66947,154.453,114.585,29.4275,0.723477,174.064,120.242,27.3785,27.5903,162.682,VPM
18457_00145,9.0,649.0,2855.43,1802.53,2020.2,10398000000.0,37016.6,57.0364,124.366,0.769032,2852.05,30.0539,20.6647,1.0,65.0,0.120692,0.105559,0.0,0.637721,2735.81,1194.24,0.0,3470.02,4271.29,1887.73,9.92564,6119.69,0.74375,0.437245,0.0,1.0,87.1286,38.0734,5.78649,176.473,79.4703,39.6648,2.80772,178.116,103.533,31.5821,5.33534,166.04,109.994,31.5526,21.3362,174.583,VPM
17545_00092,7.0,571.0,2287.54,3373.62,1753.72,13534000000.0,58715.3,102.829,170.15,0.612876,2426.82,26.8669,18.463,1.0,69.0,0.10812,0.0795792,0.0,0.598952,2096.62,1225.71,0.0,3294.87,6552.73,3891.13,2.02043,10467.8,0.741135,0.43879,0.0,1.0,71.3393,35.0394,0.283963,174.82,73.2528,38.5096,6.81719,169.447,113.337,33.7614,1.80665,172.573,112.682,34.6436,7.80308,165.434,LGd
