name,arbor_id,stype,arbor_order,LD,ptype
18463_00066,0,VPM,1,1,TH_core
18463_00066,1,VPM,0,0,TH_core
18464_00048,0,VPM,1,1,TH_core
18464_00048,1,VPM,0,0,TH_core
18458_00548,0,VPM,0,0,TH_core
18458_00548,1,VPM,1,1,TH_core
18458_00430,0,VPM,1,1,TH_core
18458_00430,1,VPM,0,1,TH_core
18454_01054,0,VPM,0,0,TH_core
18454_01054,1,VPM,1,1,TH_core
18462_00018,0,VPM,1,1,TH_core
18462_00018,1,VPM,0,0,TH_core
18454_01044,0,VPM,1,1,TH_core
18454_01044,1,VPM,0,0,TH_core
18454_00105,0,VPM,0,1,TH_core
18454_00105,1,VPM,1,1,TH_core
18455_00144,0,VPM,1,1,TH_core
18455_00144,1,VPM,0,0,TH_core
18455_00154,0,VPM,1,1,TH_core
18455_00154,1,VPM,0,0,TH_core
18457_00098,0,VPM,1,1,TH_core
18457_00098,1,VPM,0,0,TH_core
18457_00088,0,VPM,1,1,TH_core
18457_00088,1,VPM,0,0,TH_core
18454_01009,0,VPM,1,1,TH_core
18454_01009,1,VPM,0,0,TH_core
18462_00045,0,VPM,0,1,TH_core
18462_00045,1,VPM,1,1,TH_core
18457_00159,0,VPM,1,1,TH_core
18457_00159,1,VPM,0,0,TH_core
18462_00055,0,VPM,1,1,TH_core
18462_00055,1,VPM,0,1,TH_core
18458_00281,0,VPM,1,1,TH_core
18458_00281,1,VPM,0,0,TH_core
18454_00158,0,VPM,1,1,TH_core
18454_00158,1,VPM,0,0,TH_core
17302_00113,0,VPM,1,1,TH_core
17302_00113,1,VPM,0,1,TH_core
18454_00052,0,VPM,1,1,TH_core
18454_00052,1,VPM,0,1,TH_core
18454_01113,0,VPM,1,1,TH_core
18454_01113,1,VPM,0,0,TH_core
18457_00053,0,VPM,1,1,TH_core
18457_00053,1,VPM,0,1,TH_core
18454_01103,0,VPM,0,0,TH_core
18454_01103,1,VPM,1,1,TH_core
17545_00055,0,VPM,1,1,TH_core
17545_00055,1,VPM,0,0,TH_core
18458_00577,0,VPM,1,1,TH_core
18458_00577,1,VPM,0,1,TH_core
18455_00136,0,VPM,1,1,TH_core
18455_00136,1,VPM,0,0,TH_core
18465_00288,0,VPM,1,1,TH_core
18465_00288,1,VPM,0,1,TH_core
18458_00541,0,VPM,1,1,TH_core
18458_00541,1,VPM,0,1,TH_core
18458_00551,0,VPM,0,1,TH_core
18458_00551,1,VPM,1,1,TH_core
18457_00065,0,VPM,1,1,TH_core
18457_00065,1,VPM,0,0,TH_core
18454_01125,0,VPM,1,1,TH_core
18454_01125,1,VPM,0,0,TH_core
18454_00064,0,VPM,1,1,TH_core
18454_00064,1,VPM,0,1,TH_core
18465_00125,0,VPM,1,1,TH_core
18465_00125,1,VPM,0,1,TH_core
18465_00243,0,VPM,1,1,TH_core
18465_00243,1,VPM,0,1,TH_core
18457_00017,0,VPM,1,1,TH_core
18457_00017,1,VPM,0,0,TH_core
18454_01096,0,VPM,1,1,TH_core
18454_01096,1,VPM,0,1,TH_core
18455_00204,0,VPM,1,1,TH_core
18455_00204,1,VPM,0,0,TH_core
18454_01086,0,VPM,0,0,TH_core
18454_01086,1,VPM,1,1,TH_core
17545_00169,0,VPM,1,1,TH_core
17545_00169,1,VPM,0,0,TH_core
18464_00129,0,VPM,1,1,TH_core
18464_00129,1,VPM,0,0,TH_core
18454_00133,0,VPM,0,1,TH_core
18454_00133,1,VPM,1,1,TH_core
18454_01062,0,VPM,0,0,TH_core
18454_01062,1,VPM,1,1,TH_core
18455_00259,0,VPM,1,1,TH_core
18455_00259,1,VPM,0,0,TH_core
18455_00047,0,VPM,0,1,TH_core
18455_00047,1,VPM,1,1,TH_core
18458_00125,0,VPM,0,0,TH_core
18458_00125,1,VPM,1,1,TH_core
18457_00091,0,VPM,1,1,TH_core
18457_00091,1,VPM,0,0,TH_core
18463_00040,0,VPM,0,1,TH_core
18463_00040,1,VPM,1,1,TH_core
18454_01010,0,VPM,1,1,TH_core
18454_01010,1,VPM,0,0,TH_core
18457_00028,0,VPM,0,1,TH_core
18457_00028,1,VPM,1,1,TH_core
18465_00304,0,VPM,1,1,TH_core
18465_00304,1,VPM,0,1,TH_core
18457_00150,0,VPM,1,1,TH_core
18457_00150,1,VPM,0,1,TH_core
191801_4228_x15043_y11097,0,OT,0,0,nan
18453_3147_x16721_y20510,0,OT,0,1,nan
191801_3966_x14363_y10542,0,OT,0,0,nan
18452_4126_x15225_y20986,0,OT,0,1,nan
18457_00184,0,OT,0,0,nan
18465_00209,0,OT,0,0,nan
18452_4536_x11274_y21067,0,OT,0,0,nan
18458_00502,0,OT,0,1,nan
18453_3810_x16082_y20891,0,OT,0,1,nan
18453_3225_x17398_y19713,0,OT,0,1,nan
18453_3935_x22928_y21885,0,OT,0,1,nan
18453_3766_x16118_y20931,0,OT,0,1,nan
18453_3796_x16246_y20830,0,OT,0,1,nan
18452_3926_x14445_y21337,0,OT,0,1,nan
18453_3218_x16785_y20581,0,OT,0,1,nan
18457_00127,0,MG,1,1,TH_core
18457_00127,1,MG,0,0,TH_core
17302_00077,0,MG,1,1,TH_core
17302_00077,1,MG,0,1,TH_core
17545_00082,0,MG,0,1,TH_core
17545_00082,1,MG,1,1,TH_core
18465_00152,0,MG,0,1,TH_core
18465_00152,1,MG,1,1,TH_core
18454_01093,0,MG,1,1,TH_core
18454_01093,1,MG,0,0,TH_core
18462_00022,0,MG,0,1,TH_core
18462_00022,1,MG,1,1,TH_core
17545_00165,0,MG,1,1,TH_core
17545_00165,1,MG,0,1,TH_core
18457_00069,0,MG,1,1,TH_core
18457_00069,1,MG,0,1,TH_core
18463_00072,0,MG,1,1,TH_core
18463_00072,1,MG,0,1,TH_core
17545_00164,0,MG,1,1,TH_core
17545_00164,1,MG,0,1,TH_core
18463_00062,0,MG,1,1,TH_core
18463_00062,1,MG,0,1,TH_core
18454_00069,0,MG,1,1,TH_core
18454_00069,1,MG,0,1,TH_core
17302_00076,0,MG,1,1,TH_core
17302_00076,1,MG,0,0,TH_core
18465_00300,0,MG,0,1,TH_core
18465_00300,1,MG,1,1,TH_core
18454_01092,0,MG,1,1,TH_core
18454_01092,1,MG,0,0,TH_core
17545_00166,0,MG,1,1,TH_core
17545_00166,1,MG,0,1,TH_core
18454_00171,0,MG,1,1,TH_core
18454_00171,1,MG,0,1,TH_core
17302_00052,0,MG,1,1,TH_core
17302_00052,1,MG,0,1,TH_core
18465_00302,0,MG,1,1,TH_core
18465_00302,1,MG,0,1,TH_core
18465_00312,0,MG,1,1,TH_core
18465_00312,1,MG,0,1,TH_core
17545_00081,0,MG,1,1,TH_core
17545_00081,1,MG,0,1,TH_core
18454_00062,0,MG,1,1,TH_core
18454_00062,1,MG,0,0,TH_core
18464_00079,0,MG,0,1,TH_core
18464_00079,1,MG,1,1,TH_core
18455_00050,0,MG,1,1,TH_core
18455_00050,1,MG,0,1,TH_core
18454_00063,0,MG,1,1,TH_core
18454_00063,1,MG,0,1,TH_core
17302_00038,0,MG,0,1,TH_core
17302_00038,1,MG,1,1,TH_core
18454_00170,0,MG,0,1,TH_core
18454_00170,1,MG,1,1,TH_core
18463_00061,0,MG,1,1,TH_core
18463_00061,1,MG,0,1,TH_core
17545_00162,0,MG,1,1,TH_core
17545_00162,1,MG,0,1,TH_core
18458_00450,0,MG,1,1,TH_core
18458_00450,1,MG,0,1,TH_core
18462_00025,0,MG,1,1,TH_core
18462_00025,1,MG,0,1,TH_core
17302_00079,0,MG,1,1,TH_core
17302_00079,1,MG,0,1,TH_core
18458_00459,0,MG,0,1,TH_core
18458_00459,1,MG,1,1,TH_core
18465_00145,0,MG,1,1,TH_core
18465_00145,1,MG,0,1,TH_core
18457_00199,0,MG,0,1,TH_core
18457_00199,1,MG,1,1,TH_core
18458_00458,0,MG,1,1,TH_core
18458_00458,1,MG,0,1,TH_core
18457_00121,0,MG,0,0,TH_core
18457_00121,1,MG,1,1,TH_core
17302_00035,0,MG,0,1,TH_core
17302_00035,1,MG,1,1,TH_core
18464_00080,0,MG,1,1,TH_core
18464_00080,1,MG,0,1,TH_core
18464_00029,0,MG,1,1,TH_core
18464_00029,1,MG,0,1,TH_core
17545_00163,0,MG,1,1,TH_core
17545_00163,1,MG,0,1,TH_core
18458_00574,0,MG,1,1,TH_core
18458_00574,1,MG,0,1,TH_core
18457_00074,0,MG,1,1,TH_core
18457_00074,1,MG,0,1,TH_core
18465_00146,0,MG,0,1,TH_core
18465_00146,1,MG,1,1,TH_core
18454_00150,0,MG,1,1,TH_core
18454_00150,1,MG,0,1,TH_core
18454_00149,0,MG,1,1,TH_core
18454_00149,1,MG,0,1,TH_core
18462_00026,0,MG,0,1,TH_core
18462_00026,1,MG,1,1,TH_core
17302_00036,0,MG,0,1,TH_core
17302_00036,1,MG,1,1,TH_core
18463_00032,0,MG,1,1,TH_core
18463_00032,1,MG,0,1,TH_core
17302_00015,0,CP,0,0,CP_others
17302_00015,1,CP,1,1,CP_others
18465_00005,0,CP,1,1,CP_SNr
18465_00005,1,CP,0,0,CP_SNr
17302_00005,0,CP,1,1,CP_SNr
17302_00005,1,CP,0,0,CP_SNr
18465_00015,0,CP,0,0,CP_GPe
18465_00015,1,CP,1,0,CP_GPe
18464_00009,0,CP,1,1,CP_SNr
18464_00009,1,CP,0,0,CP_SNr
17545_00131,0,CP,0,0,CP_SNr
17545_00131,1,CP,1,1,CP_SNr
17545_00059,0,CP,0,0,CP_GPe
17545_00059,1,CP,1,0,CP_GPe
17545_00121,0,CP,0,0,CP_SNr
17545_00121,1,CP,1,1,CP_SNr
17545_00143,0,CP,0,0,CP_GPe
17545_00143,1,CP,1,0,CP_GPe
18455_00030,0,CP,0,0,CP_GPe
18455_00030,1,CP,1,1,CP_GPe
18462_00049,0,CP,0,1,CP_SNr
18462_00049,1,CP,1,1,CP_SNr
17545_00066,0,CP,1,1,CP_GPe
17545_00066,1,CP,0,0,CP_GPe
17302_00093,0,CP,1,1,CP_SNr
17302_00093,1,CP,0,0,CP_SNr
18457_00108,0,CP,0,0,CP_SNr
18457_00108,1,CP,1,1,CP_SNr
18457_00002,0,CP,0,0,CP_GPe
18457_00002,1,CP,1,0,CP_GPe
18454_00003,0,CP,0,0,CP_SNr
18454_00003,1,CP,1,1,CP_SNr
17545_00004,0,CP,0,0,CP_GPe
17545_00004,1,CP,1,1,CP_GPe
17302_00106,0,CP,0,0,CP_GPe
17302_00106,1,CP,1,1,CP_GPe
18457_00034,0,CP,1,1,CP_SNr
18457_00034,1,CP,0,1,CP_SNr
18462_00050,0,CP,0,0,CP_GPe
18462_00050,1,CP,1,1,CP_GPe
18464_00010,0,CP,1,1,CP_GPe
18464_00010,1,CP,0,0,CP_GPe
17545_00050,0,CP,1,1,CP_GPe
17545_00050,1,CP,0,0,CP_GPe
17545_00040,0,CP,0,0,CP_GPe
17545_00040,1,CP,1,1,CP_GPe
17545_00138,0,CP,1,1,CP_SNr
17545_00138,1,CP,0,0,CP_SNr
18465_00041,0,CP,1,1,CP_GPe
18465_00041,1,CP,0,0,CP_GPe
18455_00016,0,CP,0,0,CP_GPe
18455_00016,1,CP,1,1,CP_GPe
17787_00007,0,CP,0,0,CP_SNr
17787_00007,1,CP,1,1,CP_SNr
18463_00011,0,CP,0,0,CP_GPe
18463_00011,1,CP,1,1,CP_GPe
17302_00033,0,CP,0,0,CP_GPe
17302_00033,1,CP,1,1,CP_GPe
18465_00033,0,CP,0,0,CP_SNr
18465_00033,1,CP,1,1,CP_SNr
18464_00086,0,CP,1,1,CP_SNr
18464_00086,1,CP,0,0,CP_SNr
18457_00079,0,CP,1,1,CP_SNr
18457_00079,1,CP,0,0,CP_SNr
18454_00024,0,CP,0,0,CP_SNr
18454_00024,1,CP,1,1,CP_SNr
18465_00319,0,CP,1,0,CP_GPe
18465_00319,1,CP,0,0,CP_GPe
18457_00035,0,CP,0,0,CP_GPe
18457_00035,1,CP,1,1,CP_GPe
17545_00023,0,CP,0,0,CP_GPe
17545_00023,1,CP,1,1,CP_GPe
18455_00028,0,CP,1,1,CP_SNr
18455_00028,1,CP,0,0,CP_SNr
18464_00169,0,CP,1,1,CP_others
18464_00169,1,CP,0,0,CP_others
17545_00041,0,CP,0,0,CP_others
17545_00041,1,CP,1,0,CP_others
17545_00129,0,CP,0,0,CP_GPe
17545_00129,1,CP,1,1,CP_GPe
17787_00029,0,CP,0,0,CP_others
17787_00029,1,CP,1,1,CP_others
17781_5361_x17741_y11849,0,CP,1,0,CP_GPe
17781_5361_x17741_y11849,1,CP,0,0,CP_GPe
18455_00007,0,CP,0,0,CP_GPe
18455_00007,1,CP,1,1,CP_GPe
18465_00050,0,CP,1,1,CP_GPe
18465_00050,1,CP,0,0,CP_GPe
18465_00040,0,CP,1,1,CP_SNr
18465_00040,1,CP,0,0,CP_SNr
17302_00050,0,CP,0,0,CP_GPe
17302_00050,1,CP,1,1,CP_GPe
18454_00111,0,CP,1,1,CP_SNr
18454_00111,1,CP,0,0,CP_SNr
18465_00032,0,CP,1,1,CP_GPe
18465_00032,1,CP,0,0,CP_GPe
17302_00032,0,CP,1,0,CP_others
17302_00032,1,CP,0,0,CP_others
18457_00078,0,CP,1,0,CP_others
18457_00078,1,CP,0,0,CP_others
18463_00010,0,CP,0,0,CP_GPe
18463_00010,1,CP,1,0,CP_GPe
17545_00116,0,CP,0,0,CP_GPe
17545_00116,1,CP,1,1,CP_GPe
17545_00120,0,CP,0,0,CP_GPe
17545_00120,1,CP,1,1,CP_GPe
17545_00130,0,CP,1,1,CP_SNr
17545_00130,1,CP,0,0,CP_SNr
17545_00048,0,CP,0,0,CP_others
17545_00048,1,CP,1,0,CP_others
18458_00386,0,CP,1,1,CP_GPe
18458_00386,1,CP,0,0,CP_GPe
18455_00182,0,CP,1,1,CP_SNr
18455_00182,1,CP,0,0,CP_SNr
17302_00014,0,CP,1,1,CP_others
17302_00014,1,CP,0,0,CP_others
18462_00048,0,CP,1,1,CP_GPe
18462_00048,1,CP,0,0,CP_GPe
18455_00031,0,CP,0,0,CP_GPe
18455_00031,1,CP,1,1,CP_GPe
18462_00005,0,CP,1,0,CP_GPe
18462_00005,1,CP,0,0,CP_GPe
17545_00067,0,CP,0,0,CP_GPe
17545_00067,1,CP,1,1,CP_GPe
18463_00019,0,CP,1,1,CP_SNr
18463_00019,1,CP,0,1,CP_SNr
18457_00003,0,CP,1,1,CP_GPe
18457_00003,1,CP,0,0,CP_GPe
18867_4593_x26568_y15120,0,CP,1,1,CP_SNr
18867_4593_x26568_y15120,1,CP,0,1,CP_SNr
17302_00059,0,CP,0,0,CP_GPe
17302_00059,1,CP,1,1,CP_GPe
18454_00002,0,CP,1,1,CP_SNr
18454_00002,1,CP,0,0,CP_SNr
17545_00053,0,CP,0,0,CP_GPe
17545_00053,1,CP,1,0,CP_GPe
18457_00037,0,CP,1,1,CP_GPe
18457_00037,1,CP,0,0,CP_GPe
18462_00043,0,CP,1,0,CP_GPe
18462_00043,1,CP,0,0,CP_GPe
17302_00105,0,CP,1,1,CP_GPe
17302_00105,1,CP,0,0,CP_GPe
18464_00061,0,CP,1,0,CP_GPe
18464_00061,1,CP,0,0,CP_GPe
18455_00224,0,CP,1,1,CP_GPe
18455_00224,1,CP,0,0,CP_GPe
17545_00149,0,CP,0,0,CP_others
17545_00149,1,CP,1,0,CP_others
17787_00049,0,CP,0,0,CP_SNr
17787_00049,1,CP,1,1,CP_SNr
17545_00159,0,CP,0,0,CP_GPe
17545_00159,1,CP,1,1,CP_GPe
17302_00030,0,CP,0,0,CP_GPe
17302_00030,1,CP,1,1,CP_GPe
18465_00030,0,CP,1,1,CP_GPe
18465_00030,1,CP,0,1,CP_GPe
18464_00085,0,CP,1,1,CP_SNr
18464_00085,1,CP,0,0,CP_SNr
17302_00099,0,CP,1,0,CP_GPe
17302_00099,1,CP,0,0,CP_GPe
17787_00014,0,CP,1,1,CP_SNr
17787_00014,1,CP,0,0,CP_SNr
18455_00005,0,CP,1,1,CP_GPe
18455_00005,1,CP,0,0,CP_GPe
18454_00009,0,CP,1,1,CP_SNr
18454_00009,1,CP,0,0,CP_SNr
18867_4533_x14227_y15937,0,CP,1,1,CP_SNr
18867_4533_x14227_y15937,1,CP,0,1,CP_SNr
18457_00008,0,CP,0,0,CP_SNr
18457_00008,1,CP,1,1,CP_SNr
17302_00074,0,CP,0,0,CP_GPe
17302_00074,1,CP,1,0,CP_GPe
18455_00033,0,CP,1,1,CP_SNr
18455_00033,1,CP,0,0,CP_SNr
18457_00087,0,CP,0,0,CP_SNr
18457_00087,1,CP,1,1,CP_SNr
17545_00150,0,CP,0,0,CP_GPe
17545_00150,1,CP,1,1,CP_GPe
17545_00028,0,CP,0,0,CP_GPe
17545_00028,1,CP,1,0,CP_GPe
17787_00050,0,CP,1,1,CP_SNr
17787_00050,1,CP,0,0,CP_SNr
17545_00140,0,CP,1,1,CP_SNr
17545_00140,1,CP,0,0,CP_SNr
17545_00132,0,CP,0,0,CP_SNr
17545_00132,1,CP,1,1,CP_SNr
18463_00024,0,CP,0,0,CP_GPe
18463_00024,1,CP,1,1,CP_GPe
17545_00122,0,CP,1,1,CP_SNr
17545_00122,1,CP,0,0,CP_SNr
18455_00041,0,CP,0,0,CP_GPe
18455_00041,1,CP,1,0,CP_GPe
18465_00006,0,CP,0,0,CP_GPe
18465_00006,1,CP,1,1,CP_GPe
17302_00016,0,CP,0,0,CP_GPe
17302_00016,1,CP,1,1,CP_GPe
18455_00180,0,CP,1,1,CP_SNr
18455_00180,1,CP,0,0,CP_SNr
17302_00006,0,CP,1,1,CP_SNr
17302_00006,1,CP,0,0,CP_SNr
18462_00038,0,CP,1,1,CP_SNr
18462_00038,1,CP,0,1,CP_SNr
17545_00007,0,CP,0,0,CP_GPe
17545_00007,1,CP,1,1,CP_GPe
18454_00010,0,CP,1,0,CP_GPe
18454_00010,1,CP,0,0,CP_GPe
17302_00123,0,CP,0,0,CP_GPe
17302_00123,1,CP,1,1,CP_GPe
18457_00001,0,CP,1,1,CP_GPe
18457_00001,1,CP,0,0,CP_GPe
18462_00007,0,CP,0,0,CP_GPe
18462_00007,1,CP,1,1,CP_GPe
18465_00039,0,CP,0,0,CP_GPe
18465_00039,1,CP,1,1,CP_GPe
18465_00029,0,CP,0,0,CP_GPe
18465_00029,1,CP,1,1,CP_GPe
18455_00106,0,CP,1,0,CP_others
18455_00106,1,CP,0,0,CP_others
17545_00065,0,CP,0,0,CP_GPe
17545_00065,1,CP,1,1,CP_GPe
18455_00032,0,CP,1,0,CP_GPe
18455_00032,1,CP,0,0,CP_GPe
17545_00029,0,CP,0,0,CP_GPe
17545_00029,1,CP,1,0,CP_GPe
17302_00075,0,CP,1,1,CP_others
17302_00075,1,CP,0,0,CP_others
17302_00007,0,CP,0,0,CP_SNr
17302_00007,1,CP,1,1,CP_SNr
18455_00181,0,CP,0,1,CP_SNr
18455_00181,1,CP,1,1,CP_SNr
18465_00017,0,CP,0,0,CP_GPe
18465_00017,1,CP,1,1,CP_GPe
17302_00017,0,CP,1,0,CP_GPe
17302_00017,1,CP,0,0,CP_GPe
18465_00007,0,CP,0,0,CP_GPe
18465_00007,1,CP,1,0,CP_GPe
18867_4724_x12558_y16835,0,CP,1,1,CP_SNr
18867_4724_x12558_y16835,1,CP,0,0,CP_SNr
18465_00219,0,CP,1,1,CP_SNr
18465_00219,1,CP,0,0,CP_SNr
18464_00163,0,CP,1,1,CP_GPe
18464_00163,1,CP,0,0,CP_GPe
18455_00040,0,CP,1,0,CP_GPe
18455_00040,1,CP,0,0,CP_GPe
18454_00011,0,CP,1,0,CP_GPe
18454_00011,1,CP,0,0,CP_GPe
17545_00006,0,CP,1,1,CP_SNr
17545_00006,1,CP,0,0,CP_SNr
17302_00081,0,CP,0,0,CP_others
17302_00081,1,CP,1,1,CP_others
17302_00091,0,CP,0,0,CP_GPe
17302_00091,1,CP,1,1,CP_GPe
17545_00064,0,CP,0,0,CP_GPe
17545_00064,1,CP,1,1,CP_GPe
17545_00074,0,CP,1,1,CP_GPe
17545_00074,1,CP,0,0,CP_GPe
18465_00028,0,CP,0,0,CP_GPe
18465_00028,1,CP,1,1,CP_GPe
18457_00044,0,CP,0,0,CP_GPe
18457_00044,1,CP,1,1,CP_GPe
17545_00052,0,CP,1,0,CP_GPe
17545_00052,1,CP,0,0,CP_GPe
18464_00108,0,CP,0,0,CP_SNr
18464_00108,1,CP,1,1,CP_SNr
17545_00158,0,CP,1,1,CP_GPe
17545_00158,1,CP,0,0,CP_GPe
17787_00048,0,CP,1,1,CP_SNr
17787_00048,1,CP,0,0,CP_SNr
17545_00030,0,CP,1,0,CP_GPe
17545_00030,1,CP,0,0,CP_GPe
18457_00036,0,CP,1,1,CP_GPe
18457_00036,1,CP,0,0,CP_GPe
18454_00027,0,CP,0,0,CP_GPe
18454_00027,1,CP,1,1,CP_GPe
18464_00155,0,CP,0,1,CP_SNr
18464_00155,1,CP,1,1,CP_SNr
17302_00098,0,CP,0,0,CP_GPe
17302_00098,1,CP,1,1,CP_GPe
17545_00115,0,CP,0,0,CP_GPe
17545_00115,1,CP,1,1,CP_GPe
18457_00103,0,CP,1,1,CP_SNr
18457_00103,1,CP,0,1,CP_SNr
18457_00113,0,CP,1,1,CP_SNr
18457_00113,1,CP,0,0,CP_SNr
18465_00031,0,CP,0,0,CP_GPe
18465_00031,1,CP,1,1,CP_GPe
17302_00031,0,CP,0,1,CP_SNr
17302_00031,1,CP,1,1,CP_SNr
18465_00159,0,CP,1,1,CP_GPe
18465_00159,1,CP,0,0,CP_GPe
17302_00043,0,CP,0,0,CP_GPe
17302_00043,1,CP,1,1,CP_GPe
18455_3718_x10944_y12140,0,CP,1,0,CP_SNr
18455_3718_x10944_y12140,1,CP,0,0,CP_SNr
18454_00018,0,CP,0,1,CP_SNr
18454_00018,1,CP,1,1,CP_SNr
18455_00004,0,CP,0,0,CP_GPe
18455_00004,1,CP,1,1,CP_GPe
18455_00014,0,CP,0,0,CP_GPe
18455_00014,1,CP,1,1,CP_GPe
17545_00068,0,CP,0,0,CP_GPe
17545_00068,1,CP,1,1,CP_GPe
18464_00081,0,CP,0,0,CP_GPe
18464_00081,1,CP,1,1,CP_GPe
18465_00034,0,CP,1,1,CP_SNr
18465_00034,1,CP,0,1,CP_SNr
18457_00106,0,CP,1,1,CP_GPe
18457_00106,1,CP,0,0,CP_GPe
17302_00056,0,CP,1,1,CP_GPe
17302_00056,1,CP,0,0,CP_GPe
18465_00046,0,CP,0,0,CP_GPe
18465_00046,1,CP,1,0,CP_GPe
17302_00046,0,CP,0,0,CP_GPe
17302_00046,1,CP,1,1,CP_GPe
18463_00074,0,CP,1,1,CP_GPe
18463_00074,1,CP,0,0,CP_GPe
18462_00035,0,CP,0,0,CP_others
18462_00035,1,CP,1,0,CP_others
18457_00041,0,CP,0,0,CP_GPe
18457_00041,1,CP,1,1,CP_GPe
18457_00139,0,CP,0,0,CP_GPe
18457_00139,1,CP,1,1,CP_GPe
18869_4275_x8819_y9368,0,CP,0,1,CP_SNr
18869_4275_x8819_y9368,1,CP,1,1,CP_SNr
17545_00047,0,CP,0,0,CP_others
17545_00047,1,CP,1,0,CP_others
17545_00025,0,CP,0,0,CP_GPe
17545_00025,1,CP,1,1,CP_GPe
18455_00220,0,CP,0,0,CP_others
18455_00220,1,CP,1,0,CP_others
17302_00101,0,CP,0,0,CP_GPe
17302_00101,1,CP,1,1,CP_GPe
18454_00022,0,CP,1,1,CP_GPe
18454_00022,1,CP,0,0,CP_GPe
18457_00033,0,CP,1,1,CP_GPe
18457_00033,1,CP,0,0,CP_GPe
18457_00015,0,CP,1,1,CP_GPe
18457_00015,1,CP,0,0,CP_GPe
18457_00005,0,CP,1,1,CP_others
18457_00005,1,CP,0,0,CP_others
18454_00004,0,CP,1,1,CP_GPe
18454_00004,1,CP,0,0,CP_GPe
18454_00014,0,CP,1,1,CP_SNr
18454_00014,1,CP,0,0,CP_SNr
18455_00008,0,CP,0,0,CP_GPe
18455_00008,1,CP,1,0,CP_GPe
17787_00019,0,CP,1,1,CP_SNr
17787_00019,1,CP,0,0,CP_SNr
17545_00119,0,CP,0,0,CP_SNr
17545_00119,1,CP,1,1,CP_SNr
17302_00094,0,CP,0,0,CP_SNr
17302_00094,1,CP,1,1,CP_SNr
18464_00088,0,CP,1,1,CP_SNr
18464_00088,1,CP,0,0,CP_SNr
18465_00155,0,CP,1,1,CP_GPe
18465_00155,1,CP,0,0,CP_GPe
18457_00077,0,CP,0,0,CP_others
18457_00077,1,CP,1,0,CP_others
17545_00144,0,CP,0,0,CP_GPe
17545_00144,1,CP,1,0,CP_GPe
18455_00037,0,CP,1,1,CP_SNr
18455_00037,1,CP,0,0,CP_SNr
17302_00108,0,CP,1,1,CP_others
17302_00108,1,CP,0,0,CP_others
18457_00142,0,CP,1,1,CP_GPe
18457_00142,1,CP,0,0,CP_GPe
18454_00049,0,CP,0,0,CP_GPe
18454_00049,1,CP,1,1,CP_GPe
17302_00002,0,CP,0,0,CP_SNr
17302_00002,1,CP,1,1,CP_SNr
18463_00020,0,CP,0,0,CP_SNr
18463_00020,1,CP,1,1,CP_SNr
17545_00136,0,CP,1,1,CP_GPe
17545_00136,1,CP,0,0,CP_GPe
17787_00026,0,CP,1,1,CP_SNr
17787_00026,1,CP,0,1,CP_SNr
17545_00126,0,CP,1,1,CP_SNr
17545_00126,1,CP,0,0,CP_SNr
18455_00009,0,CP,1,1,CP_GPe
18455_00009,1,CP,0,0,CP_GPe
18457_00004,0,CP,0,0,CP_GPe
18457_00004,1,CP,1,1,CP_GPe
18457_00014,0,CP,0,0,CP_SNr
18457_00014,1,CP,1,1,CP_SNr
18454_00015,0,CP,0,0,CP_GPe
18454_00015,1,CP,1,1,CP_GPe
18465_00154,0,CP,0,0,CP_GPe
18465_00154,1,CP,1,1,CP_GPe
18457_00076,0,CP,0,0,CP_SNr
18457_00076,1,CP,1,1,CP_SNr
17545_00118,0,CP,1,1,CP_GPe
17545_00118,1,CP,0,0,CP_GPe
17545_00060,0,CP,1,1,CP_GPe
17545_00060,1,CP,0,0,CP_GPe
17302_00085,0,CP,0,0,CP_GPe
17302_00085,1,CP,1,1,CP_GPe
17302_00095,0,CP,0,0,CP_SNr
17302_00095,1,CP,1,1,CP_SNr
18867_4554_x26130_y14869,0,CP,1,1,CP_SNr
18867_4554_x26130_y14869,1,CP,0,1,CP_SNr
18457_00082,0,CP,1,1,CP_SNr
18457_00082,1,CP,0,0,CP_SNr
17545_00145,0,CP,0,0,CP_GPe
17545_00145,1,CP,1,1,CP_GPe
17545_00155,0,CP,1,1,CP_GPe
17545_00155,1,CP,0,0,CP_GPe
18454_00093,0,CP,0,0,CP_SNr
18454_00093,1,CP,1,1,CP_SNr
18455_00026,0,CP,1,1,CP_GPe
18455_00026,1,CP,0,0,CP_GPe
18455_00036,0,CP,0,0,CP_GPe
18455_00036,1,CP,1,1,CP_GPe
18463_00021,0,CP,1,1,CP_SNr
18463_00021,1,CP,0,0,CP_SNr
17302_00003,0,CP,1,1,CP_SNr
17302_00003,1,CP,0,0,CP_SNr
18465_00003,0,CP,1,1,CP_SNr
18465_00003,1,CP,0,1,CP_SNr
17302_00013,0,CP,1,1,CP_others
17302_00013,1,CP,0,0,CP_others
18465_00035,0,CP,1,1,CP_SNr
18465_00035,1,CP,0,0,CP_SNr
17545_00111,0,CP,1,1,CP_GPe
17545_00111,1,CP,0,0,CP_GPe
18463_00007,0,CP,1,1,CP_SNr
18463_00007,1,CP,0,1,CP_SNr
18465_00282,0,CP,0,0,CP_GPe
18465_00282,1,CP,1,1,CP_GPe
18464_00141,0,CP,1,1,CP_SNr
18464_00141,1,CP,0,0,CP_SNr
