name,arbor_id,stype,arbor_order,LD,ptype
18463_00075,0,CP,0,0,CP_GPe
18463_00075,1,CP,1,1,CP_GPe
18454_00174,0,CP,1,1,CP_SNr
18454_00174,1,CP,0,1,CP_SNr
18455_4619_x10185_y12182,0,CP,0,0,CP_GPe
18455_4619_x10185_y12182,1,CP,1,0,CP_GPe
17302_00047,0,CP,0,0,CP_others
17302_00047,1,CP,1,1,CP_others
17302_00057,0,CP,1,0,CP_GPe
17302_00057,1,CP,0,0,CP_GPe
18455_00135,0,CP,1,1,CP_GPe
18455_00135,1,CP,0,0,CP_GPe
18464_00016,0,CP,1,1,CP_GPe
18464_00016,1,CP,0,0,CP_GPe
17545_00046,0,CP,0,1,CP_GPe
17545_00046,1,CP,1,1,CP_GPe
18457_00040,0,CP,1,1,CP_SNr
18457_00040,1,CP,0,0,CP_SNr
18454_01078,0,CP,0,0,CP_GPe
18454_01078,1,CP,1,1,CP_GPe
17302_00110,0,CP,1,0,CP_GPe
17302_00110,1,CP,0,0,CP_GPe
18457_00032,0,CP,1,1,CP_GPe
18457_00032,1,CP,0,0,CP_GPe
18458_00353,0,CP,1,0,CP_GPe
18458_00353,1,CP,0,0,CP_GPe
17545_00024,0,CP,1,1,CP_GPe
17545_00024,1,CP,0,0,CP_GPe
18465_00156,0,CP,1,1,CP_GPe
18465_00156,1,CP,0,0,CP_GPe
17302_00097,0,CP,0,0,CP_SNr
17302_00097,1,CP,1,1,CP_SNr
17302_00087,0,CP,1,1,CP_others
17302_00087,1,CP,0,0,CP_others
17302_00124,0,CP,0,0,CP_GPe
17302_00124,1,CP,1,1,CP_GPe
18454_00017,0,CP,0,0,CP_GPe
18454_00017,1,CP,1,1,CP_GPe
18457_00006,0,CP,1,1,CP_GPe
18457_00006,1,CP,0,0,CP_GPe
17545_00125,0,CP,0,1,CP_SNr
17545_00125,1,CP,1,1,CP_SNr
18465_00001,0,CP,1,1,CP_GPe
18465_00001,1,CP,0,0,CP_GPe
17302_00011,0,CP,0,1,CP_SNr
17302_00011,1,CP,1,1,CP_SNr
18465_00011,0,CP,1,0,CP_GPe
18465_00011,1,CP,0,0,CP_GPe
17302_00001,0,CP,1,1,CP_SNr
17302_00001,1,CP,0,0,CP_SNr
18457_00141,0,CP,1,1,CP_GPe
18457_00141,1,CP,0,1,CP_GPe
18457_00039,0,CP,1,1,CP_GPe
18457_00039,1,CP,0,0,CP_GPe
17302_00063,0,CP,0,0,CP_GPe
17302_00063,1,CP,1,1,CP_GPe
18454_00028,0,CP,1,1,CP_SNr
18454_00028,1,CP,0,1,CP_SNr
18463_00051,0,CP,1,1,CP_others
18463_00051,1,CP,0,0,CP_others
17545_00147,0,CP,0,0,CP_others
17545_00147,1,CP,1,0,CP_others
18457_00080,0,CP,1,1,CP_SNr
18457_00080,1,CP,0,0,CP_SNr
18455_00012,0,CP,0,0,CP_GPe
18455_00012,1,CP,1,1,CP_GPe
18455_00002,0,CP,0,0,CP_GPe
18455_00002,1,CP,1,1,CP_GPe
18465_00045,0,CP,1,0,CP_others
18465_00045,1,CP,0,0,CP_others
17302_00055,0,CP,0,0,CP_others
17302_00055,1,CP,1,0,CP_others
17302_00045,0,CP,1,0,CP_GPe
17302_00045,1,CP,0,0,CP_GPe
18462_00009,0,CP,1,0,CP_GPe
18462_00009,1,CP,0,0,CP_GPe
18458_00488,0,CP,0,0,CP_others
18458_00488,1,CP,1,1,CP_others
18464_00082,0,CP,0,0,CP_GPe
18464_00082,1,CP,1,1,CP_GPe
18465_00037,0,CP,0,0,CP_GPe
18465_00037,1,CP,1,1,CP_GPe
17302_00027,0,CP,1,1,CP_SNr
17302_00027,1,CP,0,0,CP_SNr
18464_00153,0,CP,0,0,CP_SNr
18464_00153,1,CP,1,1,CP_SNr
18463_00005,0,CP,0,0,CP_GPe
18463_00005,1,CP,1,1,CP_GPe
17545_00113,0,CP,0,0,CP_GPe
17545_00113,1,CP,1,1,CP_GPe
17787_00013,0,CP,1,1,CP_GPe
17787_00013,1,CP,0,0,CP_GPe
18457_00030,0,CP,1,1,CP_GPe
18457_00030,1,CP,0,0,CP_GPe
18465_00264,0,CP,0,1,CP_GPe
18465_00264,1,CP,1,1,CP_GPe
17302_00102,0,CP,1,0,CP_others
17302_00102,1,CP,0,0,CP_others
18454_00021,0,CP,1,1,CP_SNr
18454_00021,1,CP,0,0,CP_SNr
17545_00026,0,CP,1,1,CP_GPe
17545_00026,1,CP,0,0,CP_GPe
18458_00351,0,CP,0,0,CP_others
18458_00351,1,CP,1,0,CP_others
17545_00044,0,CP,0,0,CP_GPe
17545_00044,1,CP,1,0,CP_GPe
18464_00004,0,CP,0,0,CP_SNr
18464_00004,1,CP,1,1,CP_SNr
18465_00018,0,CP,0,0,CP_GPe
18465_00018,1,CP,1,1,CP_GPe
18465_00008,0,CP,1,1,CP_GPe
18465_00008,1,CP,0,0,CP_GPe
17302_00018,0,CP,0,0,CP_GPe
17302_00018,1,CP,1,1,CP_GPe
17302_00044,0,CP,0,0,CP_GPe
17302_00044,1,CP,1,1,CP_GPe
18465_00044,0,CP,1,1,CP_GPe
18465_00044,1,CP,0,0,CP_GPe
17545_00008,0,CP,1,1,CP_SNr
17545_00008,1,CP,0,1,CP_SNr
18455_00013,0,CP,0,0,CP_GPe
18455_00013,1,CP,1,1,CP_GPe
18455_00119,0,CP,0,0,CP_GPe
18455_00119,1,CP,1,1,CP_GPe
18463_00004,0,CP,1,1,CP_SNr
18463_00004,1,CP,0,0,CP_SNr
18465_00281,0,CP,0,0,CP_GPe
18465_00281,1,CP,1,1,CP_GPe
18457_00114,0,CP,0,0,CP_others
18457_00114,1,CP,1,0,CP_others
18465_00036,0,CP,1,1,CP_SNr
18465_00036,1,CP,0,1,CP_SNr
17545_00027,0,CP,1,1,CP_GPe
17545_00027,1,CP,0,0,CP_GPe
18457_00031,0,CP,1,1,CP_GPe
18457_00031,1,CP,0,0,CP_GPe
18454_00020,0,CP,0,0,CP_GPe
18454_00020,1,CP,1,1,CP_GPe
17302_00103,0,CP,0,0,CP_GPe
17302_00103,1,CP,1,0,CP_GPe
18465_00009,0,CP,1,0,CP_GPe
18465_00009,1,CP,0,0,CP_GPe
17302_00009,0,CP,0,0,CP_SNr
17302_00009,1,CP,1,1,CP_SNr
18867_4826_x11914_y16564,0,CP,0,0,CP_SNr
18867_4826_x11914_y16564,1,CP,1,1,CP_SNr
18457_00043,0,CP,1,1,CP_GPe
18457_00043,1,CP,0,0,CP_GPe
17545_00045,0,CP,0,0,CP_SNr
17545_00045,1,CP,1,1,CP_SNr
18455_00240,0,CP,0,0,CP_SNr
18455_00240,1,CP,1,1,CP_SNr
17302_00086,0,CP,1,1,CP_SNr
17302_00086,1,CP,0,1,CP_SNr
17302_00096,0,CP,1,1,CP_GPe
17302_00096,1,CP,0,0,CP_GPe
18455_00110,0,CP,1,1,CP_SNr
18455_00110,1,CP,0,0,CP_SNr
17545_00063,0,CP,1,1,CP_GPe
17545_00063,1,CP,0,0,CP_GPe
17545_00073,0,CP,1,1,CP_GPe
17545_00073,1,CP,0,0,CP_GPe
18465_00349,0,CP,1,0,CP_GPe
18465_00349,1,CP,0,0,CP_GPe
18465_00157,0,CP,0,0,CP_SNr
18465_00157,1,CP,1,1,CP_SNr
18454_00016,0,CP,1,1,CP_GPe
18454_00016,1,CP,0,0,CP_GPe
18457_00007,0,CP,1,1,CP_GPe
18457_00007,1,CP,0,1,CP_GPe
17545_00001,0,CP,0,0,CP_others
17545_00001,1,CP,1,1,CP_others
18455_00172,0,CP,0,0,CP_GPe
18455_00172,1,CP,1,1,CP_GPe
18465_00168,0,CP,1,1,CP_SNr
18465_00168,1,CP,0,1,CP_SNr
17302_00010,0,CP,1,1,CP_SNr
17302_00010,1,CP,0,1,CP_SNr
17545_00124,0,CP,1,1,CP_GPe
17545_00124,1,CP,0,0,CP_GPe
17545_00146,0,CP,0,0,CP_GPe
17545_00146,1,CP,1,1,CP_GPe
18457_00038,0,CP,1,1,CP_others
18457_00038,1,CP,0,0,CP_others
18457_00140,0,CP,1,0,CP_GPe
18457_00140,1,CP,0,0,CP_GPe
18454_00029,0,CP,1,1,CP_GPe
18454_00029,1,CP,0,0,CP_GPe
18454_00039,0,CP,0,0,CP_GPe
18454_00039,1,CP,1,1,CP_GPe
17302_00062,0,CP,0,0,CP_GPe
17302_00062,1,CP,1,1,CP_GPe
18453_3186_x12745_y7108,0,MOp,0,1,CTX_IT
18453_3186_x12745_y7108,1,MOp,1,1,CTX_IT
18864_3494_x2380_y13749,0,MOp,0,0,CTX_IT
18864_3494_x2380_y13749,1,MOp,1,1,CTX_IT
182725_4160_x5717_y19181,0,MOp,1,1,CTX_ET
182725_4160_x5717_y19181,1,MOp,0,0,CTX_ET
18453_2713_x27713_y9899,0,MOp,0,1,CTX_IT
18453_2713_x27713_y9899,1,MOp,1,1,CTX_IT
191812_3163_x6264_y21524,0,MOp,0,0,CTX_IT
191812_3163_x6264_y21524,1,MOp,1,1,CTX_IT
18868_3658_x9598_y8113,0,MOp,1,1,CTX_ET
18868_3658_x9598_y8113,1,MOp,0,0,CTX_ET
18864_3338_x3396_y21865,0,MOp,0,0,CTX_IT
18864_3338_x3396_y21865,1,MOp,1,1,CTX_IT
18864_3015_x3194_y23588,0,MOp,0,0,CTX_IT
18864_3015_x3194_y23588,1,MOp,1,1,CTX_IT
18453_2645_x28684_y11703,0,MOp,0,0,CTX_IT
18453_2645_x28684_y11703,1,MOp,1,1,CTX_IT
18864_3488_x3691_y22599,0,MOp,1,1,CTX_IT
18864_3488_x3691_y22599,1,MOp,0,0,CTX_IT
18868_4132_x11881_y6094,0,MOp,1,1,CTX_ET
18868_4132_x11881_y6094,1,MOp,0,0,CTX_ET
191807_5199_x3288_y11643,0,MOp,0,0,CTX_ET
191807_5199_x3288_y11643,1,MOp,1,1,CTX_ET
18864_4120_x3320_y13563,0,MOp,0,0,CTX_IT
18864_4120_x3320_y13563,1,MOp,1,1,CTX_IT
18868_3112_x27714_y10534,0,MOp,1,1,CTX_ET
18868_3112_x27714_y10534,1,MOp,0,1,CTX_ET
18453_4221_x16935_y5165,0,MOp,0,1,CTX_IT
18453_4221_x16935_y5165,1,MOp,1,1,CTX_IT
18868_3488_x24952_y7321,0,MOp,0,0,CTX_ET
18868_3488_x24952_y7321,1,MOp,1,1,CTX_ET
182724_4327_x4847_y18972,0,MOp,1,1,CTX_ET
182724_4327_x4847_y18972,1,MOp,0,0,CTX_ET
18461_4233_x19011_y2874,0,MOp,0,0,CTX_IT
18461_4233_x19011_y2874,1,MOp,1,0,CTX_IT
182725_4080_x6576_y11407,0,MOp,1,1,CTX_ET
182725_4080_x6576_y11407,1,MOp,0,0,CTX_ET
18453_3767_x22604_y5643,0,MOp,0,1,CTX_IT
18453_3767_x22604_y5643,1,MOp,1,1,CTX_IT
18868_3419_x27168_y8481,0,MOp,1,0,CTX_ET
18868_3419_x27168_y8481,1,MOp,0,0,CTX_ET
18461_4178_x16825_y2713,0,MOp,1,0,CTX_IT
18461_4178_x16825_y2713,1,MOp,0,0,CTX_IT
18864_4157_x3358_y13741,0,MOp,0,0,CTX_IT
18864_4157_x3358_y13741,1,MOp,1,1,CTX_IT
18864_3473_x2641_y21082,0,MOp,1,1,CTX_IT
18864_3473_x2641_y21082,1,MOp,0,0,CTX_IT
191807_3532_x4912_y7973,0,MOp,0,0,CTX_ET
191807_3532_x4912_y7973,1,MOp,1,1,CTX_ET
18867_2903_x13633_y8787,0,MOp,1,1,CTX_ET
18867_2903_x13633_y8787,1,MOp,0,0,CTX_ET
182725_4290_x5671_y18488,0,MOp,0,0,CTX_ET
182725_4290_x5671_y18488,1,MOp,1,1,CTX_ET
191812_2978_x7903_y22705,0,MOp,0,0,CTX_IT
191812_2978_x7903_y22705,1,MOp,1,1,CTX_IT
191801_4724_x4226_y10240,0,MOp,0,0,CTX_IT
191801_4724_x4226_y10240,1,MOp,1,0,CTX_IT
182725_3762_x5563_y19178,0,MOp,1,1,CTX_ET
182725_3762_x5563_y19178,1,MOp,0,0,CTX_ET
18461_3871_x7813_y3857,0,MOp,0,0,CTX_IT
18461_3871_x7813_y3857,1,MOp,1,1,CTX_IT
18867_3758_x14594_y6944,0,MOp,1,1,CTX_ET
18867_3758_x14594_y6944,1,MOp,0,0,CTX_ET
18867_3469_x10058_y10954,0,MOp,1,0,CTX_ET
18867_3469_x10058_y10954,1,MOp,0,0,CTX_ET
191812_3801_x5383_y20989,0,MOp,0,0,CTX_IT
191812_3801_x5383_y20989,1,MOp,1,1,CTX_IT
18453_4067_x16924_y5288,0,MOp,1,1,CTX_IT
18453_4067_x16924_y5288,1,MOp,0,1,CTX_IT
191812_3438_x6058_y10197,0,MOp,0,0,CTX_IT
191812_3438_x6058_y10197,1,MOp,1,1,CTX_IT
18868_3009_x28076_y11485,0,MOp,1,1,CTX_ET
18868_3009_x28076_y11485,1,MOp,0,0,CTX_ET
191807_4114_x3589_y10280,0,MOp,1,1,CTX_ET
191807_4114_x3589_y10280,1,MOp,0,0,CTX_ET
18868_3592_x9776_y8113,0,MOp,0,0,CTX_ET
18868_3592_x9776_y8113,1,MOp,1,0,CTX_ET
18453_3795_x13584_y5960,0,MOp,0,1,CTX_IT
18453_3795_x13584_y5960,1,MOp,1,1,CTX_IT
18864_4067_x3464_y21495,0,MOp,0,0,CTX_IT
18864_4067_x3464_y21495,1,MOp,1,1,CTX_IT
18864_4760_x3070_y21249,0,MOp,0,0,CTX_IT
18864_4760_x3070_y21249,1,MOp,1,1,CTX_IT
18453_3021_x27493_y8943,0,MOp,0,1,CTX_IT
18453_3021_x27493_y8943,1,MOp,1,1,CTX_IT
18453_3456_x24161_y6646,0,MOp,0,1,CTX_IT
18453_3456_x24161_y6646,1,MOp,1,1,CTX_IT
182725_2376_x10033_y10786,0,MOp,1,1,CTX_ET
182725_2376_x10033_y10786,1,MOp,0,0,CTX_ET
18457_00241,0,SGN,0,1,TH_core
18867_5942_x29015_y5711,0,SSp-bfd,1,1,CTX_ET
18867_5942_x29015_y5711,1,SSp-bfd,0,0,CTX_ET
18453_4725_x30684_y6703,0,SSp-bfd,0,1,CTX_IT
18453_4725_x30684_y6703,1,SSp-bfd,1,1,CTX_IT
18868_5156_x9540_y6495,0,SSp-bfd,1,1,CTX_ET
18868_5156_x9540_y6495,1,SSp-bfd,0,0,CTX_ET
17543_4926_x5833_y20277,0,SSp-bfd,0,0,CTX_IT
17543_4926_x5833_y20277,1,SSp-bfd,1,0,CTX_IT
18869_5393_x8284_y3671,0,SSp-bfd,1,1,CTX_ET
18869_5393_x8284_y3671,1,SSp-bfd,0,0,CTX_ET
18868_5141_x8535_y6876,0,SSp-bfd,1,1,CTX_ET
18868_5141_x8535_y6876,1,SSp-bfd,0,0,CTX_ET
18869_5108_x7688_y4065,0,SSp-bfd,1,1,CTX_ET
18869_5108_x7688_y4065,1,SSp-bfd,0,0,CTX_ET
18453_4497_x29287_y7176,0,SSp-bfd,1,1,CTX_IT
18453_4497_x29287_y7176,1,SSp-bfd,0,1,CTX_IT
18869_5754_x7159_y3959,0,SSp-bfd,0,0,CTX_ET
18869_5754_x7159_y3959,1,SSp-bfd,1,0,CTX_ET
18867_4922_x30354_y7405,0,SSp-bfd,1,1,CTX_ET
18867_4922_x30354_y7405,1,SSp-bfd,0,0,CTX_ET
18453_4899_x10111_y5917,0,SSp-bfd,0,1,CTX_IT
18453_4899_x10111_y5917,1,SSp-bfd,1,1,CTX_IT
18867_5408_x30554_y7318,0,SSp-bfd,1,1,CTX_ET
18867_5408_x30554_y7318,1,SSp-bfd,0,0,CTX_ET
18864_00015,0,SSp-bfd,0,0,CTX_IT
18864_00015,1,SSp-bfd,1,0,CTX_IT
18869_5237_x7485_y4162,0,SSp-bfd,1,1,CTX_ET
18869_5237_x7485_y4162,1,SSp-bfd,0,0,CTX_ET
191812_5411_x6011_y24641,0,SSp-bfd,1,1,CTX_IT
191812_5411_x6011_y24641,1,SSp-bfd,0,0,CTX_IT
18867_5894_x10157_y6463,0,SSp-bfd,1,1,CTX_ET
18867_5894_x10157_y6463,1,SSp-bfd,0,0,CTX_ET
18867_4954_x9860_y7599,0,SSp-bfd,1,1,CTX_ET
18867_4954_x9860_y7599,1,SSp-bfd,0,0,CTX_ET
18453_5308_x10321_y5166,0,SSp-bfd,1,1,CTX_IT
18453_5308_x10321_y5166,1,SSp-bfd,0,1,CTX_IT
18453_4403_x30609_y7732,0,SSp-bfd,0,1,CTX_IT
18453_4403_x30609_y7732,1,SSp-bfd,1,1,CTX_IT
18453_5228_x9833_y5221,0,SSp-bfd,0,1,CTX_IT
18453_5228_x9833_y5221,1,SSp-bfd,1,1,CTX_IT
191812_5586_x4875_y23378,0,SSp-bfd,0,1,CTX_IT
191812_5586_x4875_y23378,1,SSp-bfd,1,1,CTX_IT
18868_4883_x27078_y6285,0,SSp-bfd,1,1,CTX_ET
18868_4883_x27078_y6285,1,SSp-bfd,0,0,CTX_ET
18453_5459_x9646_y5477,0,SSp-bfd,1,1,CTX_IT
18453_5459_x9646_y5477,1,SSp-bfd,0,1,CTX_IT
18867_6091_x30186_y6043,0,SSp-bfd,1,1,CTX_ET
18867_6091_x30186_y6043,1,SSp-bfd,0,0,CTX_ET
18453_5535_x29214_y5045,0,SSp-bfd,1,1,CTX_IT
18453_5535_x29214_y5045,1,SSp-bfd,0,1,CTX_IT
191812_6084_x5026_y7787,0,SSp-bfd,0,0,CTX_IT
191812_6084_x5026_y7787,1,SSp-bfd,1,1,CTX_IT
18868_5686_x9887_y5415,0,SSp-bfd,1,1,CTX_ET
18868_5686_x9887_y5415,1,SSp-bfd,0,0,CTX_ET
18868_5531_x7356_y7030,0,SSp-bfd,1,0,CTX_ET
18868_5531_x7356_y7030,1,SSp-bfd,0,0,CTX_ET
18869_5980_x7654_y3517,0,SSp-bfd,1,1,CTX_ET
18869_5980_x7654_y3517,1,SSp-bfd,0,0,CTX_ET
17543_3842_x7369_y3542,0,SSp-bfd,0,0,CTX_IT
17543_3842_x7369_y3542,1,SSp-bfd,1,0,CTX_IT
18864_00002,0,SSp-bfd,1,0,CTX_IT
18864_00002,1,SSp-bfd,0,0,CTX_IT
18864_5099_x6368_y29941,0,SSp-bfd,0,0,CTX_IT
18864_5099_x6368_y29941,1,SSp-bfd,1,1,CTX_IT
18453_5113_x9557_y5782,0,SSp-bfd,0,1,CTX_IT
18453_5113_x9557_y5782,1,SSp-bfd,1,1,CTX_IT
191812_6351_x5009_y7424,0,SSp-bfd,0,0,CTX_IT
191812_6351_x5009_y7424,1,SSp-bfd,1,1,CTX_IT
18461_5025_x23630_y4542,0,SSp-bfd,0,0,CTX_IT
18461_5025_x23630_y4542,1,SSp-bfd,1,1,CTX_IT
18869_5553_x7275_y3994,0,SSp-bfd,1,0,CTX_ET
18869_5553_x7275_y3994,1,SSp-bfd,0,0,CTX_ET
18470_4630_x23468_y24795,0,RSPd,0,0,CTX_ET
18470_4630_x23468_y24795,1,RSPd,1,1,CTX_ET
18470_4630_x23468_y24795,2,RSPd,2,1,CTX_ET
18470_4630_x23468_y24795,3,RSPd,3,1,CTX_ET
18864_6074_x3503_y13192,0,RSPd,2,1,CTX_IT
18864_6074_x3503_y13192,1,RSPd,0,0,CTX_IT
18864_6074_x3503_y13192,2,RSPd,1,1,CTX_IT
18864_6074_x3503_y13192,3,RSPd,3,1,CTX_IT
18867_6014_x17935_y4434,0,RSPd,1,1,CTX_ET
18867_6014_x17935_y4434,1,RSPd,3,1,CTX_ET
18867_6014_x17935_y4434,2,RSPd,0,0,CTX_ET
18867_6014_x17935_y4434,3,RSPd,2,1,CTX_ET
18864_6384_x3409_y13059,0,RSPd,3,1,CTX_IT
18864_6384_x3409_y13059,1,RSPd,0,0,CTX_IT
18864_6384_x3409_y13059,2,RSPd,2,1,CTX_IT
18864_6384_x3409_y13059,3,RSPd,1,0,CTX_IT
18454_00126,0,LP,1,1,TH_matrix
18454_00126,1,LP,0,0,TH_matrix
18458_00083,0,LP,0,1,TH_matrix
18458_00083,1,LP,1,1,TH_matrix
18458_00614,0,LP,1,1,TH_matrix
18458_00614,1,LP,0,0,TH_matrix
18464_00194,0,LP,1,1,TH_matrix
18464_00194,1,LP,0,1,TH_matrix
18458_00148,0,LP,0,1,TH_matrix
18458_00148,1,LP,1,1,TH_matrix
17545_00176,0,LP,0,1,TH_matrix
17545_00176,1,LP,1,1,TH_matrix
18464_00196,0,LP,1,1,TH_matrix
18464_00196,1,LP,0,1,TH_matrix
18458_00150,0,LP,1,1,TH_matrix
18458_00150,1,LP,0,1,TH_matrix
18464_00197,0,LP,1,1,TH_matrix
18464_00197,1,LP,0,1,TH_matrix
17545_00089,0,LP,1,1,TH_matrix
17545_00089,1,LP,0,1,TH_matrix
18464_00192,0,LP,1,1,TH_matrix
18464_00192,1,LP,0,1,TH_matrix
18464_00193,0,LP,1,1,TH_matrix
18464_00193,1,LP,0,1,TH_matrix
18458_00612,0,LP,1,1,TH_matrix
18458_00612,1,LP,0,1,TH_matrix
18464_00191,0,LP,1,1,TH_matrix
18464_00191,1,LP,0,1,TH_matrix
18464_00198,0,LP,1,1,TH_matrix
18464_00198,1,LP,0,1,TH_matrix
17302_00125,0,LP,1,1,TH_matrix
17302_00125,1,LP,0,0,TH_matrix
18869_3398_x6248_y7047,0,SSp-m,1,0,CTX_ET
18869_3398_x6248_y7047,1,SSp-m,0,0,CTX_ET
191801_4180_x7440_y5386,0,SSp-m,0,0,CTX_IT
191801_4180_x7440_y5386,1,SSp-m,1,0,CTX_IT
18453_3316_x8214_y11076,0,SSp-m,0,1,CTX_IT
18453_3316_x8214_y11076,1,SSp-m,1,1,CTX_IT
18869_3064_x20999_y7621,0,SSp-m,1,1,CTX_ET
18869_3064_x20999_y7621,1,SSp-m,0,0,CTX_ET
18867_3801_x9223_y10977,0,SSp-m,1,1,CTX_ET
18867_3801_x9223_y10977,1,SSp-m,0,0,CTX_ET
18868_3627_x28035_y8749,0,SSp-m,0,0,CTX_ET
18868_3627_x28035_y8749,1,SSp-m,1,0,CTX_ET
18868_3715_x8453_y8977,0,SSp-m,1,1,CTX_ET
18868_3715_x8453_y8977,1,SSp-m,0,1,CTX_ET
18869_3263_x6927_y6229,0,SSp-m,1,1,CTX_ET
18869_3263_x6927_y6229,1,SSp-m,0,1,CTX_ET
18868_3552_x28542_y9340,0,SSp-m,0,0,CTX_ET
18868_3552_x28542_y9340,1,SSp-m,1,0,CTX_ET
191812_3915_x8011_y24180,0,SSp-m,1,0,CTX_IT
191812_3915_x8011_y24180,1,SSp-m,0,0,CTX_IT
182724_3848_x8903_y23965,0,SSp-m,1,0,CTX_ET
182724_3848_x8903_y23965,1,SSp-m,0,0,CTX_ET
18869_3239_x6605_y6691,0,SSp-m,1,1,CTX_ET
18869_3239_x6605_y6691,1,SSp-m,0,1,CTX_ET
18867_4259_x9977_y8313,0,SSp-m,1,1,CTX_ET
18867_4259_x9977_y8313,1,SSp-m,0,0,CTX_ET
18453_3350_x8925_y9653,0,SSp-m,1,1,CTX_IT
18453_3350_x8925_y9653,1,SSp-m,0,1,CTX_IT
18453_3678_x8938_y8684,0,SSp-m,1,1,CTX_IT
18453_3678_x8938_y8684,1,SSp-m,0,1,CTX_IT
18867_4296_x31171_y9797,0,SSp-m,1,0,CTX_ET
18867_4296_x31171_y9797,1,SSp-m,0,0,CTX_ET
18867_4457_x7592_y10554,0,SSp-m,1,1,CTX_ET
18867_4457_x7592_y10554,1,SSp-m,0,0,CTX_ET
191812_4067_x7961_y6860,0,SSp-m,0,0,CTX_IT
191812_4067_x7961_y6860,1,SSp-m,1,1,CTX_IT
18867_4336_x10280_y7972,0,SSp-m,0,0,CTX_ET
18867_4336_x10280_y7972,1,SSp-m,1,0,CTX_ET
18453_3690_x8282_y9898,0,SSp-m,0,1,CTX_IT
18453_3690_x8282_y9898,1,SSp-m,1,1,CTX_IT
18869_3751_x5868_y6832,0,SSp-m,1,1,CTX_ET
18869_3751_x5868_y6832,1,SSp-m,0,0,CTX_ET
18867_4397_x8352_y9768,0,SSp-m,1,1,CTX_ET
18867_4397_x8352_y9768,1,SSp-m,0,0,CTX_ET
18869_3395_x6415_y6741,0,SSp-m,1,1,CTX_ET
18869_3395_x6415_y6741,1,SSp-m,0,0,CTX_ET
18868_3228_x28576_y10788,0,SSp-m,1,1,CTX_ET
18868_3228_x28576_y10788,1,SSp-m,0,0,CTX_ET
18869_4181_x21056_y5611,0,SSp-m,1,1,CTX_ET
18869_4181_x21056_y5611,1,SSp-m,0,0,CTX_ET
18868_3207_x27726_y9448,0,SSp-m,1,0,CTX_ET
18868_3207_x27726_y9448,1,SSp-m,0,0,CTX_ET
18864_00040,0,SSp-m,0,0,CTX_IT
18864_00040,1,SSp-m,1,1,CTX_IT
18864_3772_x5344_y6871,0,SSp-m,1,0,CTX_IT
18864_3772_x5344_y6871,1,SSp-m,0,0,CTX_IT
18869_3634_x5750_y7170,0,SSp-m,1,0,CTX_ET
18869_3634_x5750_y7170,1,SSp-m,0,0,CTX_ET
18869_3506_x6250_y6810,0,SSp-m,0,0,CTX_ET
18869_3506_x6250_y6810,1,SSp-m,1,1,CTX_ET
18869_4196_x21043_y5510,0,SSp-m,1,1,CTX_ET
18869_4196_x21043_y5510,1,SSp-m,0,0,CTX_ET
17788_3709_x6000_y8213,0,SSp-m,1,0,CTX_IT
17788_3709_x6000_y8213,1,SSp-m,0,0,CTX_IT
18868_3453_x28753_y10380,0,SSp-m,1,1,CTX_ET
18868_3453_x28753_y10380,1,SSp-m,0,0,CTX_ET
191812_3675_x8625_y6930,0,SSp-m,0,0,CTX_IT
191812_3675_x8625_y6930,1,SSp-m,1,1,CTX_IT
18869_3480_x6168_y6983,0,SSp-m,1,1,CTX_ET
18869_3480_x6168_y6983,1,SSp-m,0,0,CTX_ET
18453_3564_x30226_y9677,0,SSp-m,0,1,CTX_IT
18453_3564_x30226_y9677,1,SSp-m,1,1,CTX_IT
18453_3841_x9500_y7920,0,SSp-m,0,1,CTX_IT
18453_3841_x9500_y7920,1,SSp-m,1,1,CTX_IT
18868_3875_x8707_y8341,0,SSp-m,1,1,CTX_ET
18868_3875_x8707_y8341,1,SSp-m,0,0,CTX_ET
18867_4421_x31775_y9812,0,SSp-m,1,1,CTX_ET
18867_4421_x31775_y9812,1,SSp-m,0,0,CTX_ET
18453_3704_x10450_y7387,0,SSp-m,1,1,CTX_IT
18453_3704_x10450_y7387,1,SSp-m,0,1,CTX_IT
18461_4545_x5749_y4914,0,SSp-m,0,0,CTX_IT
18461_4545_x5749_y4914,1,SSp-m,1,1,CTX_IT
17543_3705_x9619_y20864,0,SSp-m,0,0,CTX_IT
17543_3705_x9619_y20864,1,SSp-m,1,1,CTX_IT
18869_3659_x21701_y7032,0,SSp-m,1,0,CTX_ET
18869_3659_x21701_y7032,1,SSp-m,0,0,CTX_ET
18869_3504_x6554_y5961,0,SSp-m,1,1,CTX_ET
18869_3504_x6554_y5961,1,SSp-m,0,0,CTX_ET
18867_3525_x9958_y10743,0,SSp-m,1,1,CTX_ET
18867_3525_x9958_y10743,1,SSp-m,0,0,CTX_ET
18869_3321_x21485_y7678,0,SSp-m,1,1,CTX_ET
18869_3321_x21485_y7678,1,SSp-m,0,0,CTX_ET
17543_2434_x11441_y5587,0,SSp-m,0,0,CTX_IT
17543_2434_x11441_y5587,1,SSp-m,1,1,CTX_IT
191812_3922_x8455_y6768,0,SSp-m,0,1,CTX_IT
191812_3922_x8455_y6768,1,SSp-m,1,1,CTX_IT
18867_3807_x9130_y11820,0,SSp-m,1,1,CTX_ET
18867_3807_x9130_y11820,1,SSp-m,0,0,CTX_ET
18867_4330_x29413_y7746,0,SSp-m,1,1,CTX_ET
