cstype,max_density_axonal1,num_nodes_axonal1,total_path_length_axonal1,volume_axonal1,num_branches_axonal1,dist_to_soma_axonal1,dist_to_soma2_axonal1,num_hubs_axonal1,variance_ratio_axonal1,max_density_axonal2,num_nodes_axonal2,total_path_length_axonal2,volume_axonal2,num_branches_axonal2,dist_to_soma_axonal2,dist_to_soma2_axonal2,num_hubs_axonal2,variance_ratio_axonal2,max_density_basal,num_nodes_basal,total_path_length_basal,volume_basal,num_branches_basal,dist_to_soma_basal,dist_to_soma2_basal,num_hubs_basal,variance_ratio_basal,max_density_apical,num_nodes_apical,total_path_length_apical,volume_apical,num_branches_apical,dist_to_soma_apical,dist_to_soma2_apical,num_hubs_apical,variance_ratio_apical
MOp-2/3,0.8999176290009525,0.8419045077980523,0.7681121626254976,1.0133752649472048,0.8407541779118125,0.7004824553155299,0.08642498808334832,1.0761435349362292,0.620646692347551,0.5655655062766098,0.4327328395875313,0.35211382811765424,0.38012069605739557,0.43331029093997153,0.871796500824346,0.840377135218626,0.48045906649558506,0.8655642126524683,0.40705241407431964,0.40686979525830713,0.4704139733696606,0.5158511889665458,0.428195317715391,0.5435347926016104,0.0,0.0,0.5989608588742755,0.5618613266860379,0.5536267512222341,0.4716119482222502,0.3897133635028946,0.569907403268536,0.5376595844606944,0.0,1.139924645339752,0.6520153939333626
MOs-2/3,0.6332889848780133,0.6807611299041098,0.7242176076601102,1.073475332856755,0.6890687092420489,0.6913736772032862,0.055023160594053114,0.9060286304979297,0.5885026363855863,0.4462183803299492,0.4985625610550499,0.417285683579264,0.5322137331064681,0.4862759151654565,0.9009593415455285,1.0324727430277616,0.9136200396957151,0.817409352842709,0.6999915773164864,0.6996775351227829,0.9441030970138075,1.2014485282496525,0.6322602880885537,0.8354411085734358,0.0,0.8805883301087057,0.8503560694197689,0.6541157592489292,0.6445291133529241,0.5222257373597893,0.5444739341312352,0.6500498733524018,0.4174699362589269,0.0,0.9527270407193635,0.6762318803646812
SSp-bfd-2/3,0.6304327628986903,0.547105773507784,0.48332627767045266,0.2280694274548388,0.5544792223789501,1.257778188291986,0.06601619737878422,0.0,0.9062370137521387,0.4894161673906069,0.33349161898413315,0.26286264318230174,0.09415060731220982,0.3233751047022043,0.6948123488656703,1.792804678695092,0.6912129291299005,1.6094856129784227,0.4010560398925322,0.40087611127246386,0.5767544888251411,1.0631888919653951,0.44489997421243127,0.4330621371002664,0.0,0.0,1.1100684510969845,0.6377679773930258,0.6284209227216957,0.5321006035606086,0.2414720096282089,0.614790460933872,0.46301602185106766,0.0,1.2122670552867896,0.7298140117232784
SSs-2/3,0.5735408971798126,0.5658326927420709,0.6345955610364624,1.4035974707339238,0.5897183142521626,1.413704608518487,0.0719530680928245,0.874971212814462,0.5807984774413782,0.5407962452379311,0.5716269440962399,0.40004146888473646,0.1832591227587681,0.5698709642242664,1.051260517338312,1.8158186573964046,0.4925067019001892,1.4647323339661786,0.5931017733796782,0.5928356859180037,0.5564232230377548,0.6138322793748959,0.650338483620839,0.5186397430457315,0.0,0.0,0.7131674101737128,0.5448071578391658,0.5368225263271378,0.33326503938343177,0.2504222138190583,0.5566857189786973,0.4329318519416418,0.0,1.2277105703075237,0.8521981071745405
VISp-2/3,0.6481017481310122,0.5697680697540717,0.5851565641414538,1.3091151963283183,0.5702762685426748,0.8103985143071791,0.07284230732595237,0.910133084838186,0.5616236864492657,1.3549248981418645,0.8721047270650382,0.3725886363008561,0.11466723251568788,0.887406130375874,0.7180029157836202,1.2642155945954427,0.6003158281548445,1.1433352454410501,0.60382363033604,0.6035527326515169,0.9410106680477316,1.0095171417502815,0.6575084261474797,0.7214113284419663,0.0,0.9374578646923055,0.5508648620191653,0.4441905089899364,0.4376805035974012,0.2952598864071171,0.24338858712812358,0.47501258508900074,0.3955069215683322,0.0,1.2520240310084378,0.9607552470492963
VISrl-2/3,0.8232618310518409,1.001754926320399,1.035739065459484,1.2403127035121984,0.9991881480346958,0.9737310522794954,0.05834623707295594,1.0190773372863602,0.7951376255569105,0.3433659140507656,0.17182573873497317,0.10955694781376439,0.1287888442200401,0.15684443482162458,1.0749433682018503,1.4721297958996051,0.718329547260896,1.0304060808468967,0.5858031637010953,0.5855403506665264,0.8562477835021121,0.42238790101520224,0.5857380337892685,0.34757701362750115,0.0,0.0,1.5251326196402206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSp-bfd-4,1.400461249148333,0.5878879806040197,0.15951679257394263,0.033034787487841666,0.5881894917137485,1.158641640004915,0.09239226050824294,0.0,0.4070292765839366,0.4814225133867966,0.34483512245143255,0.15415936061389543,0.013461441535730298,0.35529031778313325,1.112150275985372,0.24073957914020905,0.0,0.9221336690740298,0.6040648788545011,0.6037938729369413,1.0210813555498388,1.5963191869704751,0.5931999656165752,0.7121945364577337,0.0,1.753823072107646,1.2493117077957911,0.3799542453324762,0.3743856792871195,0.26438552812901683,0.13070922704033677,0.4300949297618151,0.3446498449527262,0.0,0.766705005418304,1.020376499247293
SSp-m-4,0.752731323658268,0.4266470953380124,0.3078040112181981,0.16137274830557746,0.43015418851978793,1.2720330446749288,0.04047612599804485,0.30450759716224324,0.6398849655751591,0.28654753137757466,0.24249953214507614,0.20192323389013045,0.049390342420896134,0.24116852202488914,1.0987068564807938,1.7240073908879163,0.0,1.5862370001702704,0.2652650521605362,0.265146044415882,0.2965568351364237,0.18777515171579034,0.27459822567610587,0.6454498292842297,0.0,0.9703610786381772,0.8814991257584823,0.3951584737582123,0.3893670762767091,0.21507134363536534,0.17983627839448785,0.48278764870292945,0.3873523985247694,0.0,0.8804368785682779,1.0852804839136863
SSp-n-4,0.8079252390194388,0.35157521548049514,0.18069565914238744,0.01660238399315041,0.3628328066720262,1.1085197237562663,0.07003898671889136,0.0,0.40316473703865435,0.22049216761817733,0.15025381136173355,0.08054216953007229,0.005604914139973,0.14871217299769096,0.985540844934246,0.1837896035544479,0.0,0.3880035067302645,0.31940474812008657,0.3192614512990541,0.23951459525764346,0.18294063623675327,0.38671906426137054,0.9384741918038819,0.0,1.4822510314328148,1.0985489974065872,0.1565801236577813,0.15428530324008732,0.10097739125117086,0.03184197292580648,0.16334027510732801,0.13799167769976256,0.0,0.0,0.7566990660661912
SSs-4,0.6051077073850569,0.48928239571446325,0.48702964721204994,0.5443751143457219,0.4755233566238498,1.4126006309818437,0.06287028825403494,0.5095386686431801,1.163436340422188,0.19780040531884988,0.24863285677750369,0.21999147782293257,0.1878223023523367,0.23327788745689332,1.0324594176905468,2.197274760282549,0.0,0.6659689227340891,0.5826832159689229,0.5824218026586676,0.5158438207103927,0.2888813214974697,0.5627588997845838,0.8769765804386618,0.0,1.6237246516021033,0.8038451439354543,0.20649921811610697,0.2034727891486195,0.10876834027315811,0.0795058742700334,0.3578606129015325,0.2870420632887603,0.0,0.0,1.1539002597389456
