cstype,Stems_mean,Bifurcations_mean,Branches_mean,Tips_mean,OverallWidth_mean,OverallHeight_mean,OverallDepth_mean,Length_mean,Volume_mean,MaxEuclideanDistance_mean,MaxPathDistance_mean,MaxBranchOrder_mean,AverageContraction_mean,AverageFragmentation_mean,AverageParent-daughterRatio_mean,AverageBifurcationAngleLocal_mean,AverageBifurcationAngleRemote_mean,HausdorffDimension_mean
RSPv-5,0.06490829115702479,1.5132870933884297,1.5091876190082643,1.486699470247934,0.7090030109090909,0.033776326363636366,-0.22871960247933884,1.1729137148760331,1.019526021570248,0.2615302926446281,0.2878123032479339,0.4451088223140496,-0.17873932983471075,-0.5420436138842974,-0.2042749694214876,-0.24401944191735536,-0.31787844380165287,0.021861419008264472
SSp-bfd-5,-0.28435828279792746,0.2527628795129534,0.2440958847150259,0.22719971584974094,-0.21277236259067359,0.1323478621761658,0.058594457373057,0.2683879763212435,-0.03778014233160622,-0.14062729393782383,-0.15963957987564767,0.16885516974093265,-0.3606956483937824,-0.4854575642487047,-0.3844726987564767,-0.39182703129533675,-0.4081992974093264,-0.3609414833678756
SSp-ll-5,-0.005362693548387093,1.1728634064516128,1.162960570967742,1.1405481064516128,0.29993780322580643,0.5086856903225806,-0.008168816129032272,0.8542303838709677,0.5319511838709678,0.23667587096774192,0.3490317548387097,1.033614160967742,-0.07464679354838712,-0.45493953225806455,-0.11739018064516128,-0.042697812903225794,-0.10056217838709677,0.0956899935483871
SSp-m-5,-0.35923512069306934,0.47796090712871286,0.4631862024752475,0.43914012297029703,-0.20239851633663367,0.0593144306039604,0.31790058702970303,0.3911012475247525,0.19624575366336636,-0.049738581188118816,0.019655572475247518,0.4650771895049505,-0.3189923811881188,-0.4644854052475248,-0.2717715207920792,-0.25195806534653464,-0.25729847623762375,-0.3290148326732673
SSp-n-5,-0.06846056448598131,0.23390091308411212,0.23297247943925234,0.22608471121495324,-0.06871288934579439,0.1969443197364486,0.5226540873831775,0.35970401775700933,0.30776932383177574,0.12976414644859813,0.07777231962616823,0.10751984878504672,-0.21656044355140186,-0.2536357291588785,-0.2924778719626168,-0.23019713177570092,-0.19745242429906543,-0.2507355642056075
SSp-ul-5,-0.05379589567567567,0.24359517837837835,0.24058665117117117,0.23462341981981982,-0.12071832972972972,0.5283536297297297,0.02481125945945945,0.24527056099099098,0.06719773873873874,0.08097930333333334,0.00519899279279279,0.18265504666666665,-0.026993139639639653,-0.21553606936936937,-0.051862177477477484,-0.020677020720720724,-0.02081381081081082,-0.026800992792792796
SSp-un-5,0.003885234782608691,0.5913677847826088,0.5938693413043478,0.5864424913043479,0.18622609897826087,0.41864911086956524,0.09504932608695653,0.7047030108695652,0.6526898434782609,0.11475642826086956,0.2661337326086956,0.43399661739130435,-0.21494737173913042,-0.3500907543478261,-0.24467839565217392,-0.2918457173913044,-0.18795569565217393,-0.21838723260869566
SSs-5,-0.05887182657522124,0.4727961040265487,0.4726312347345133,0.46115930747787615,-0.2101390667256637,-0.2457732772123894,0.26623626451327437,0.3404775819469027,0.3317545277876106,-0.28039719045575223,-0.24158246558407082,0.19208540300884958,-0.3949760528318584,-0.5603474686725664,-0.4250826278761062,-0.3997831376106195,-0.433401325221239,-0.30179195022123895
VISp-5,-0.006839913793103441,1.4580928275862068,1.4492036206896552,1.4210861724137933,0.08798003793103447,0.20508885172413793,-0.0607657272413793,1.007530827586207,0.5298576655172413,0.006355222413793105,0.042241375862068956,0.5759449831034483,-0.3328661517241379,-0.6105267931034483,-0.33474686551724137,-0.2208904275862069,-0.2590689206896552,-0.1385096620689655
AId-6,-0.09360541045081966,-0.42899469836065574,-0.4269654782786885,-0.4237538367213115,-0.41545104877049177,-0.45786367049180327,-0.38899130532786885,-0.5986676288114755,-0.43938545409836066,-0.3452341108606557,-0.4587266632786885,-0.3397840922131148,-0.18855609098360657,-0.0439643793852459,-0.20814006270491806,-0.19655792520491802,-0.22535590336065575,-0.2116172256557377
SSs-6,-0.17008714323678648,-0.37334780091966174,-0.3706450513953488,-0.36982731006342495,-0.38595877431289644,-0.4393006938689218,-0.13982757541226215,-0.4157162056236786,-0.2233474611395349,-0.4010487794714588,-0.4241929148794926,-0.3955309134883721,-0.3325712647145877,-0.3169399583509514,-0.3821251985200846,-0.34867683718816067,-0.3216512484566596,-0.3750822211691332
