cstype,PathLength,EucLength,OrientX,OrientY,OrientZ,Volume
MOp-2/3,0.6203077576721687,0.8397230956353156,0.6038442364368471,0.5501618036315699,1.0614611799525469,0.4271918428400956
MOs-2/3,0.5818550609700074,0.7337174739788885,0.5940383063861109,0.4426416541367145,1.1651991777923736,0.5119958083915243
SSp-bfd-2/3,1.0769488574350414,1.7278839044356988,0.32785092832178636,0.6977203240863995,0.9570038045872127,0.2462700349583366
SSs-2/3,1.109641152602794,1.5357018799442435,0.6890008060507807,0.6850276402739296,0.38215462747044515,0.9708050903167785
VISp-2/3,0.7923592953819574,1.1498260958314928,0.8067983547129307,0.8478984599720364,1.1332116571116089,0.5365720477799308
VISrl-2/3,0.7945591360895194,1.1109196923832594,0.6813380405122844,0.13027061170982834,0.3193751501625394,0.4933165171554797
SSp-bfd-4,0.22408291384804854,0.25842449717611937,0.921570557289339,1.1308643071873101,1.0966342333725898,0.011954336172847406
SSp-m-4,1.0270145801126394,1.434705885717472,0.8345586185735329,0.8848003985475003,1.047368093975545,0.42517940833475415
SSp-n-4,0.3108166259785599,0.16988310684099964,0.5339404309502976,1.0215910876466925,1.239191303340316,0.011226125674315924
SSs-4,1.111278298458418,1.6383735461377782,0.46696136258202486,0.5876258034413228,0.6004473340724447,0.17420294858623225
VISp-4,0.4371082696930701,0.5551856391488335,0.6699480909564661,0.9441778645294184,1.0978205355506616,0.03799812815922563
MOp-5,1.7018364692512553,1.6510483799417752,1.0536752516291457,0.43683070604652074,0.6997114554405267,2.7112192128936123
MOs-5,1.5531734400305617,1.8787608498789634,0.689311600063973,0.6726321594944249,0.6404162739362812,1.906450282731194
RSPv-5,1.0972537679902052,0.8581981706969269,0.7886482170538168,0.5241941624753697,0.6585206336675743,0.6335847438286433
SSp-bfd-5,0.9730184959461923,1.1264089130004564,0.3750933743219479,0.3942809166078702,0.7147053166238437,0.7497753475333635
SSp-ll-5,1.5914144793781826,1.776517869705833,0.8021413894309715,1.297316200258362,0.5863309858467525,1.8998853061246492
SSp-m-5,0.8325945932853424,0.9695238952199821,0.4718361560880186,0.3867906686988402,0.4031389758104352,1.2519214359798374
SSp-n-5,0.7614783805613652,0.9126078852189332,0.38425906734794196,0.28410719993692346,0.3236291775955219,0.6268160630376576
SSp-ul-5,0.8460913199529073,0.8822735521012635,0.5617548294622632,0.44411611344571067,0.3280411778307605,0.8296838903828041
SSp-un-5,1.0612230434500125,0.6806033994263954,0.653073635826616,0.48470124363994177,0.3551158577153356,2.1085523649687055
SSs-5,1.118630992298492,1.1550456011251713,0.6316828601985989,0.6551080894275868,0.46023048001434924,1.7346131683953498
VISp-5,0.96945208073471,0.7691665681452595,0.8214495917402705,1.285753493869958,0.6409406524294056,0.3214485135883724
AId-6,0.7075942342561584,0.6060856735093004,0.6631486719109562,0.6331402267916572,0.8161358328510029,0.8075304164500277
SSs-6,0.7256302394601756,1.1734806788914571,0.6011859280643244,0.5372960095864756,0.9235337220323876,0.6084606652306589
