Manually_corrected_soma_region,max_density_axonal1,num_nodes_axonal1,total_path_length_axonal1,volume_axonal1,num_branches_axonal1,dist_to_soma_axonal1,dist_to_soma2_axonal1,num_hubs_axonal1,variance_ratio_axonal1,max_density_axonal2,num_nodes_axonal2,total_path_length_axonal2,volume_axonal2,num_branches_axonal2,dist_to_soma_axonal2,dist_to_soma2_axonal2,num_hubs_axonal2,variance_ratio_axonal2,max_density_basal,num_nodes_basal,total_path_length_basal,volume_basal,num_branches_basal,dist_to_soma_basal,dist_to_soma2_basal,num_hubs_basal,variance_ratio_basal,max_density_apical,num_nodes_apical,total_path_length_apical,volume_apical,num_branches_apical,dist_to_soma_apical,dist_to_soma2_apical,num_hubs_apical,variance_ratio_apical
AId,0.26225660731695805,1.4784148770346004,1.8631357491454044,1.0148085423316873,1.4785777726115017,-1.0081923033367575,0.17096854827337002,0.5982690291515997,-0.6588191951417636,-0.2532498220536357,1.8275892980106407,2.478166810343569,1.6700841077312818,1.815242221768543,-0.7049519260249104,0.8152106519734582,0.8057100994879738,-0.7517957897544306,-0.49772969491232,-0.49791992750167097,-0.35440611779432163,-0.16286421264581463,-0.4663357346078984,0.500219440419543,-0.0932279642706508,-0.21863633413587433,-0.03451549682126275,0.4822839793254019,0.46838181845397514,0.1787148558288024,-0.017774142890568126,0.495191437913112,0.34032320733682553,-0.08129377036008949,0.3970996503971674,0.9661158060057079
CLA,-0.03709980502375263,1.6862539870301223,2.4975704368897675,2.9874653145467005,1.6674776976948613,-0.2570476814061328,2.3281606315613983,1.2222059650032782,-0.4445249340000024,-0.6424474190851456,1.3944268226780914,2.5065094510046158,2.5372127061890732,1.3989599836873858,-0.42300731077171555,0.9120014741344213,1.5082909865545202,-0.3202762341490538,-0.8169166283027003,-0.816963661790788,-0.7924082222165918,-0.5106348948459929,-0.8332830487136195,0.2584840498851681,-0.0932279642706508,-0.4779762411161933,0.5461007926609408,0.12530821106980336,0.11663784630683664,-0.19384458304721422,-0.35944419400215605,0.20940548901398162,0.08983244444727034,-0.3811933036099338,-0.09357987198081881,1.4816279381857924
MOp,0.8744051576828046,1.176404243791516,1.0809890503845188,0.9021074374924771,1.1732199944216362,-0.4435543083783684,-0.3545547426374186,0.8938673375910755,-0.698987927791161,-0.4545674019240309,0.36082403836768173,0.7492120386537028,0.7386213751823623,0.3561809520496061,-0.013005196938259769,0.4168966297078487,0.6086644254141378,-0.22096237012574166,-0.27057101729489164,-0.27086316169539787,0.20471083017365369,0.7610534061357572,-0.2486980172762293,0.040691861566740255,-0.0932279642706508,-0.012952959634241996,-0.43494100374152417,1.2079152362414332,1.2112188277959874,1.081859991896402,0.9727711564477638,1.2254238107898554,1.1491252144643216,0.6765099342564972,1.2291647228271807,1.2737769013921523
MOs,1.262440809083368,1.4941362253965103,1.3983074927045243,0.9073887319514484,1.5086120703235004,-0.9460120403786013,-0.7119499187428485,0.6081336447381875,-0.6016665870287332,-0.6372172900031164,0.6321434131811567,1.1580939083537236,1.6319083170390736,0.6218998059358927,-0.17343542691978023,0.8969223874044269,1.1420973120834719,-0.18369166631388129,-0.28257105216707745,-0.28285781290669704,0.006799980205318579,0.7113996152109121,-0.24950323081815406,0.3078084827116338,-0.09322796427065082,-0.030025492695642305,-0.234516228745514,1.4311376466390406,1.4091853972333592,1.3214480862481497,1.1585086775372806,1.4304909070375385,1.2111665161727083,0.6649442117300027,1.4571773351068276,1.3090055050339287
RSPv,0.6882369849086968,0.9927694452053704,0.7803837498431018,0.6740545738517806,0.9917059991748934,-0.040621353646014956,-0.6405145758550865,0.733907493467182,-0.6231740786502834,-0.22718858055942218,1.0288301129481079,1.1665702023593183,1.0012637906578332,1.0165970390795083,0.43562717920636246,0.06403552440006666,1.1335811801190288,-0.37646165561573264,0.642117349269644,0.6414157390039877,1.155263509055098,1.1275661017506442,0.6345062077092649,0.10162608776750034,0.2622991393661966,0.0407035728444447,0.2784835365161514,1.7117749392941026,1.6798534992677243,1.1494722732840645,1.0898875204456522,1.65262453095459,0.6848895607454962,-0.17807188991165937,1.37845869515314,1.016230744207356
SSp-bfd,0.6185171124281209,0.5671265462212804,0.3938160725143693,0.21521063664060555,0.5688274480865362,0.2326928339951591,-0.37543097907042666,0.3045415960819939,-0.43956300880755395,-0.6921579231519384,-0.3063126028959074,0.08056283999115912,0.2558548853775287,-0.30923264843874165,0.31436271363871104,0.05552809527228107,0.11120485480150248,0.10918757923686707,-0.643763938530843,-0.6438886547401288,-0.26346898089651616,0.227546990590457,-0.6472787205289954,-0.05038153777608944,-0.0932279642706508,-0.38854868698504885,-0.1561342992483811,0.989092239244978,1.0024149181071988,1.1110397549809798,0.9390709700841497,1.0322719280856156,1.3063713765241427,1.214184646832612,1.103757786073375,1.2767229121960708
SSp-ll,0.7884357530051345,0.5250600526013262,0.36178763479887555,0.4711293132839129,0.5210369389776528,-0.6407727791436926,-0.6118892016032341,0.3880294094624472,-0.4846332592516709,-0.6767910952287584,-0.29003097236332515,0.08533714285512999,0.5060817359145836,-0.2954629039096204,0.3170230188344562,0.3220350452263468,0.41929061160137315,-0.29817741923830526,-0.4281633119939038,-0.4283847546437864,-0.1293184506821201,0.3340415313714435,-0.44798836890261234,0.07033215206017465,-0.0932279642706508,-0.38072377599857365,-0.22083228419205417,0.9803378164599207,0.9870508006389637,1.0115630638744562,0.5348397601174708,1.0417570651826986,1.3507090858400526,1.0388942499788651,0.9888014273823861,1.259754149700547
SSp-m,0.32649850890392396,0.18321231340144023,0.09299714549048592,0.017558483141757935,0.17761845592861655,-0.19376592520168662,-0.44452204325083017,0.31342825408887687,-0.1700873863525807,-0.715836858575926,-0.2825225206675522,0.08708264914977007,0.2623785021790942,-0.280558971928937,0.3548407313487811,0.3738656980898253,0.290484115639173,0.1989678890787276,-0.5922209316036448,-0.5913771830005032,-0.06900183265444669,0.4515838999725707,-0.6008830831133294,0.2072091056322165,0.36380238309431917,-0.4779762411161933,0.0670439486956707,1.385723234683902,1.374122546732857,1.379944815010643,1.4915478906766406,1.381127879500416,1.3189761677398781,1.3353193320817083,1.3207316925204355,1.2325564675747775
SSp-n,0.36327335968504326,0.38683470455803654,0.3123732526237592,0.3471570595728912,0.4008558383376819,0.09467605354022568,-0.40218522065104556,0.7308933053712802,-0.33993743966376827,-0.8780913070611268,-0.47012280562177766,-0.00814197523145307,0.07661927233398348,-0.4629465533323959,0.31269004704180603,-0.1371875264769226,0.11874212102290603,0.13065244294952708,-0.5893274991590284,-0.5894766375747975,-0.24468418643808873,0.21215380018055832,-0.5478795821869475,-0.26953923459652307,-0.0932279642706508,-0.5067917863362288,-0.10251908740487764,1.2237235724102857,1.251125768875463,1.4036368085165938,1.5802327604511102,1.2594042345989347,1.5868102517548521,1.6838447105814156,1.2694188012913652,1.2778248175796871
SSp-ul,0.4733385249106814,0.44134928129492385,0.34187468605812427,0.3279693005302483,0.43597269447097264,-0.4943190559426906,-0.499180459986365,0.6372650876423296,-0.08792912475258978,-0.642585715767603,-0.22179057907067234,0.09104721091571268,0.13929475277614184,-0.2307078890969959,0.5458688858060591,0.6085066354375541,0.2963389563647275,0.21762150825581084,-0.7315397038119168,-0.721213356919637,-0.15272094694147206,0.38497946505103203,-0.7209054337687424,0.20532039103857277,0.5599622715690336,-0.49418498530246324,0.05537821480351614,1.4194491430220035,1.4868288819942475,1.8539006046803177,1.330422832615498,1.4668636641701551,1.9916020241421994,2.2200939547709284,1.594934955025781,1.7435154736650875
