Manually_corrected_soma_region,max_density_axonal1,num_nodes_axonal1,total_path_length_axonal1,volume_axonal1,num_branches_axonal1,dist_to_soma_axonal1,dist_to_soma2_axonal1,num_hubs_axonal1,variance_ratio_axonal1,max_density_axonal2,num_nodes_axonal2,total_path_length_axonal2,volume_axonal2,num_branches_axonal2,dist_to_soma_axonal2,dist_to_soma2_axonal2,num_hubs_axonal2,variance_ratio_axonal2,max_density_basal,num_nodes_basal,total_path_length_basal,volume_basal,num_branches_basal,dist_to_soma_basal,dist_to_soma2_basal,num_hubs_basal,variance_ratio_basal,max_density_apical,num_nodes_apical,total_path_length_apical,volume_apical,num_branches_apical,dist_to_soma_apical,dist_to_soma2_apical,num_hubs_apical,variance_ratio_apical
SSp-un,0.19045559174788734,0.5005412396216671,0.5052083166486578,0.7257807667703056,0.5036845875483521,-0.6735401369598646,-0.7326798581182324,0.9188690357157032,-0.6378003834585866,-0.8010276149697468,-0.12016243536426806,0.3038476087771928,0.5875542249456616,-0.13357536687805924,-0.1534432961641351,0.059086413149557426,0.7546133077013158,-0.10470837683697426,-0.6059515837499145,-0.6060932639845248,-0.4704384511199148,-0.00515588199586418,-0.5997711215554333,-0.019754234391535487,-0.09322796427065082,-0.3600944652160483,-0.2494556297319032,1.4335149694086076,1.4556446037024768,1.7384103411394614,1.1317468079318564,1.4668636641701553,2.2051821965176996,2.2575563474275655,1.8980017188474783,1.885368644616603
SSs,0.8846684861279175,1.0285181510041443,0.9334362550799623,0.6588294086507004,1.029502499516309,0.39959441350072766,-0.3381236042930388,0.594220119769045,-0.6683263410488991,-0.6038289305628838,-0.029165657378846792,0.3569425368760877,0.44321132291504917,-0.02790549195994574,0.032340401642305915,0.6683572633256507,0.21008928776588653,-0.15386029618069294,-0.36718098430670093,-0.3674297858914402,-0.08265239066266224,0.26309409033202774,-0.35789458805128227,-0.06845319757366956,-0.0932279642706508,-0.07928951844495663,0.13863572969247495,0.9203444205231952,0.9005348777431149,0.7646335049169108,0.7549433853063694,0.9413587551496647,0.8860358790063009,0.3203863915750823,0.8847635830853855,1.1496585261827332
VISp,1.111873191785109,0.4002851914898926,0.11410219418109878,-0.06921228514712022,0.4090011047493423,0.5983460568525385,-0.7528498581615815,-0.11044194689731777,-0.8804091319476195,-0.40653632825972486,-0.5499068282781345,-0.40118564432523063,-0.2940805682631913,-0.538294209456962,0.3796560182866824,-0.7607096667265355,-0.40038708997626443,-0.16396083093936728,-0.439230691094561,-0.4394471685075408,-0.15610998642629878,0.38419307796526675,-0.4479883689026123,0.07407408718049728,-0.0932279642706508,-0.040340148086905,-0.32636895623004314,0.14515461097645546,0.13619337964205183,-0.02395565983528676,-0.1490164633712225,0.20404700247212296,0.1417986004796052,-0.3433517126490244,0.4584345906944157,0.8419276929215637
VISrl,0.36402073899850645,0.2290321110859491,0.25680629581822195,0.3432527400756459,0.23389324532583494,0.40008790518221604,-0.7183341302649054,0.24560902193108572,-0.17487277249171812,-0.39727506042448757,-0.47686473377756766,-0.1983647438400684,-0.2676833997650714,-0.4789354458787229,0.18122281791781342,0.3594118196320178,-0.5807161843233447,0.8001836117918494,-0.4391004866345532,-0.43931702246208487,-0.2985562792853257,-0.19066073094203562,-0.47367468089001274,-0.06410496086026042,-0.0932279642706508,-0.0630323899476829,0.01702804932153575,-0.5222292290217473,-0.5214093589833217,-0.49207259600370523,-0.43795175898473737,-0.5336379781237572,-0.5311220831959946,-0.3811933036099338,-0.5265323917261008,-0.6177650238533543
LGd,-0.9418215392316557,-0.6882474334183022,-0.4476541197596316,-0.281249498855691,-0.7001855731520217,0.46012464430727323,0.012876639536995143,-0.9083612975537912,-0.22190233200062487,1.2448744041601754,0.5560345482803947,0.04986657605554259,-0.3114363643316284,0.5582517144533985,0.679920733029162,0.05397178613842636,-0.3184193198185007,0.04128584608773087,0.8426989891995021,0.8419073905678977,0.07603405010185521,-0.4353012787347993,0.8659652827605661,-0.42396023775304204,-0.0932279642706508,0.3000434798247637,0.3693894053680143,-0.5222292290217473,-0.5214093589833217,-0.49207259600370523,-0.4379517589847373,-0.5336379781237572,-0.5311220831959946,-0.3811933036099338,-0.5265323917261008,-0.6177650238533543
MG,1.0291545753665625,0.14149979730438483,-0.19771761639527705,-0.29332932398486866,0.1396171655603826,0.43866561562726153,1.0201849755224028,-0.1645616941592351,-0.7885028890077931,-0.6024557064299684,-0.4990823350422944,-0.2641277080706318,-0.1816947311884408,-0.4806622462737263,0.13278866551757892,-0.28405553367540004,-0.0036630824126878416,-0.06213468987955426,0.6504504347101387,0.6497450859131675,0.21147343495306242,-0.2708144562938327,0.6256994721707276,-0.2232918500481588,-0.0932279642706508,0.3000434798247637,0.18797929443300362,-0.5222292290217473,-0.5214093589833217,-0.4920725960037053,-0.43795175898473737,-0.5336379781237572,-0.5311220831959946,-0.3811933036099338,-0.5265323917261008,-0.6177650238533543
SMT,-0.27134996802486594,-0.23341784144454428,-0.23219594787168582,-0.2848456831144456,-0.22523024172260306,-0.4449123181579616,1.095174979622404,-0.14878589738653047,0.9508080628990778,2.0279409528306482,1.4854504586835746,0.5727772697080218,-0.20864796017392317,1.4869603884327474,-0.9837159905955573,0.7233747230032902,-0.015769091543680645,-0.36618164955000465,2.4096929725130556,2.4081983622396157,1.8257298137199902,0.4332145445903819,2.4071440020045944,0.427144575267794,-0.0932279642706508,0.3000434798247637,-0.9425084025404676,-0.5222292290217473,-0.5214093589833217,-0.4920725960037053,-0.43795175898473737,-0.5336379781237572,-0.5311220831959946,-0.3811933036099338,-0.5265323917261008,-0.6177650238533544
VPL,-0.5054767379330174,-0.4325578534239938,-0.3581445039671325,-0.2665207035473178,-0.43168259949716487,-0.00347309819488231,0.5766355882152789,0.0034943631277713104,0.27337641057082657,1.1794638558311437,0.48849350186036594,-0.1316302289866264,-0.3498139542510833,0.4880727753231354,-0.6518542449555771,0.21162039535055488,-0.2856322117553952,-0.28597073458960387,0.8189350059601426,0.8181540687331456,0.41133384235115755,-0.1524264007908085,0.8170624964768611,-0.13807631733942632,-0.0932279642706508,0.3000434798247637,-0.10878362680331119,-0.5222292290217473,-0.5214093589833217,-0.49207259600370523,-0.43795175898473737,-0.5336379781237572,-0.5311220831959946,-0.3811933036099338,-0.5265323917261008,-0.6177650238533543
VPM,-0.5974534725452849,-0.5573295414192442,-0.46977799155043926,-0.3555443922758852,-0.5562019875844244,-0.016572985308988823,0.38506456425862234,-0.32708671629026176,0.5779186328790116,0.7764697134630156,0.1495321690772046,-0.3298461102784534,-0.3757193938438178,0.14942803119192904,-0.46445520477443575,-0.06863221981993062,-0.2976021083498623,-0.3101675719116517,0.3785669883143131,0.37798361651921547,-0.03497541977341142,-0.341687699179052,0.36541151069840283,-0.27450728855759826,-0.09322796427065082,0.3000434798247637,-0.24529078912756974,-0.5222292290217473,-0.5214093589833217,-0.4920725960037053,-0.43795175898473737,-0.5336379781237572,-0.5311220831959946,-0.3811933036099338,-0.5265323917261008,-0.6177650238533543
LD,0.2585679287698657,0.32125555983266424,0.25007693805088743,0.37086921567204667,0.3069240113413262,0.24994514943889978,1.0210933925589218,-0.0961999081441817,-0.16087667040447773,1.3886329781586988,1.4071324825023788,0.7360205689231339,0.20704013431067986,1.3946429826998776,0.4931017641578622,0.13441762157763512,0.4684712736960314,0.2369657385256118,1.521257863241843,1.5201618379224513,1.4354961594377338,0.4733387272628507,1.5298576541272246,0.29112138224822326,-0.0932279642706508,0.3000434798247637,0.2808968004454846,-0.5222292290217473,-0.5214093589833217,-0.49207259600370523,-0.43795175898473737,-0.5336379781237572,-0.5311220831959946,-0.3811933036099338,-0.5265323917261008,-0.6177650238533543
LP,1.484131376041306,0.5283918245936208,0.10746604192192251,-0.1412871563593475,0.5293358896612314,0.7593164006847806,1.0050401707760686,-0.039231753131637084,-0.5023403933721176,0.09573417297884293,0.11443665190691495,0.15285835188832997,0.08074656348091555,0.10925593866928243,0.3374341795403972,-0.18023889383351877,-0.40038708997626443,-0.2716666247119921,1.1616331447004902,1.1606984603731627,1.2105065992115018,0.7469512437317235,1.1252982403256668,0.3994793908029171,-0.0932279642706508,0.3000434798247637,0.4386639046025373,-0.5222292290217473,-0.5214093589833217,-0.4920725960037053,-0.43795175898473737,-0.5336379781237572,-0.5311220831959946,-0.3811933036099338,-0.5265323917261008,-0.6177650238533543
VM,1.1681526622646432,2.4208938457501703,2.040695798331352,1.0060760632917658,2.4048987441499836,-0.9414452932382535,2.5237120733596745,0.5304497969938086,-0.6998133335602605,-0.1324092541818814,1.6784502300342445,1.7445123657959172,0.9607731194493737,1.708345054458814,-0.9408781905381955,0.69242745408003,1.6488071639678294,-0.8866893843192601,2.860801347801378,2.859104353573096,3.44951281217901,2.362495322058145,2.8484216694804494,0.09274611755957174,-0.09322796427065079,0.3000434798247637,-0.3512942014559736,-0.5222292290217473,-0.5214093589833217,-0.4920725960037053,-0.4379517589847374,-0.5336379781237572,-0.5311220831959946,-0.3811933036099338,-0.5265323917261008,-0.6177650238533543
RT,0.5573508910843478,-0.1648225357208315,-0.4455765303300022,-0.40467130955742175,-0.17070500917710052,0.17602086703143652,-0.10698894584446897,-0.3240725281943599,0.07065732789694494,-0.1097828322519718,-0.4507874502700406,-0.531859413368396,-0.39326453689165825,-0.4510019100771987,0.014127464902525696,-1.0491790282798654,-0.3184193198185007,0.5263018486996826,0.042870469798769656,0.04488751183184974,1.5309420921743586,1.3048119351170686,0.012854287341925697,3.3261341410350127,1.4633121873559636,0.3000434798247637,2.2782085490019197,-0.5222292290217473,-0.5214093589833217,-0.49207259600370523,-0.43795175898473737,-0.5336379781237572,-0.5311220831959946,-0.3811933036099338,-0.5265323917261008,-0.6177650238533543
ACB,-0.774189737385663,-0.7460664919922766,-0.6532743106231567,-0.4223123966081251,-0.77452147329211,-0.06692001853584012,-0.6201310165982863,-0.3240725281943599,0.4494973703695635,-0.7884067621706623,-0.8766892715945095,-0.6046149479610983,-0.3879714669380113,-0.8626688669905715,0.2513770384173191,-0.7518489252434175,-0.3184193198185007,0.9674810417569206,-1.10088635536718,-1.1008059894994433,-0.9321310003223433,-0.5060406281993433,-1.1186865152402916,0.1280657019056527,-0.0932279642706508,-1.7170446855777175,-0.12197214612809877,-0.5222292290217473,-0.5214093589833217,-0.49207259600370523,-0.43795175898473737,-0.5336379781237572,-0.5311220831959946,-0.3811933036099338,-0.5265323917261008,-0.6177650238533543
CP,-0.28580963100263745,-0.5146365938367512,-0.5195044568551462,-0.40702479585666895,-0.5099069023920568,0.07437603307344229,-0.596064507163194,-0.28364351495965084,0.2509228795940828,-0.6109264823247674,-0.7624047825913458,-0.5738762848198523,-0.38712353654743653,-0.7638575110542705,0.38638169836831143,-0.47846439801377594,-0.24226861722032017,0.5440284152809188,-0.6247804468933198,-0.6244434747338541,-0.49667136035696785,-0.28612420288737467,-0.6128779200475379,-0.07942923802985051,-0.017876056387354282,-0.13330513893589838,0.063574039456043,-0.5222292290217473,-0.5214093589833217,-0.49207259600370534,-0.4379517589847374,-0.5336379781237572,-0.5311220831959946,-0.3811933036099338,-0.5265323917261008,-0.6177650238533543
OT,-0.5933165253706209,-0.7117577834767504,-0.6505154065351042,-0.42634498674425164,-0.7257208060245711,0.3280852487908643,-0.5035314019343422,-0.41171584359827457,-0.18287653307323415,-0.6290574633682346,-0.8041923459883038,-0.6113764064517603,-0.40138465103225474,-0.7977293649562587,0.1113772823683815,-1.257547167882159,-0.3184193198185007,0.2257011126049401,-0.8145700863860774,-0.8146181726199339,-0.5130314610207254,-0.1760607236451466,-0.8332830487136195,0.6262264118256289,-0.0932279642706508,-0.5378239119578054,0.508666865067335,-0.5222292290217473,-0.5214093589833217,-0.4920725960037053,-0.43795175898473737,-0.5336379781237572,-0.5311220831959946,-0.3811933036099338,-0.5265323917261008,-0.6177650238533544
