name,withbbr,nobbr,axonal_tip_brs,axonal_tip_wb_brs,axonal_bif_brs,axonal_bif_wb_brs,bnums,withb_br_len,nob_br_len,w_br_tor,n_br_tor,withbbif,nobbif,withb_br_angle,nob_br_angle,withb_br_rangle,nob_br_rangle,soma_region,brain_region
17545_00150,305,99,188,134,216,171,4.0688524590163935,62.789737065573775,51.15157181818182,0.23146118253968273,0.20600433333333323,171,45,83.48166116959064,77.55605533333333,84.19757918128656,82.03055844444444,CP,CNU
18458_00502,292,108,183,150,217,142,2.5547945205479454,55.30090760273973,36.51035527777778,0.20283568503937033,0.13453499999999996,142,75,79.29360746478874,101.59766400000001,77.39423154929577,92.56264933333334,OT,CNU
18867_4724_x12558_y16835,195,47,103,92,139,103,3.2564102564102564,73.37546866666666,87.68403123404256,0.19269155102040814,0.13278883333333313,103,36,73.79826958252427,87.24239555555556,75.21803320388348,78.45982777777778,CP,CNU
18454_00145,153,77,101,85,129,68,4.38562091503268,80.63441980392157,109.95805875324675,0.13665361176470547,0.18944166666666673,68,61,72.40546352941176,74.29835757377049,62.890888382352934,65.16144098360655,VPM,TH
18868_5723_x7031_y7203,390,95,243,210,242,180,4.574358974358974,109.81304174358975,265.8810930736842,0.16406152606635083,0.1517458421052632,180,62,78.94738716666666,79.03509677419358,73.94456066666666,71.88500854838709,SSs,CTX
15257_4021_x16401_y21556,76,25,45,36,56,40,9.644736842105264,341.08758302631577,308.29805159999995,0.17854473239436608,0.19331350000000003,40,16,50.763392,77.32715625,62.200919999999996,89.82247500000001,MOs,CTX
18454_00144,136,53,82,72,107,64,5.794117647058823,141.41641595588237,232.25005509433964,0.08954234693877561,0.13917582051282062,64,43,73.405342875,73.52294604651162,79.28173749999999,74.08101465116279,VPLpc,TH
18455_00208,257,88,163,145,182,112,3.953307392996109,79.71875852140077,128.61712818181817,0.11829928776978416,0.16014469767441886,112,70,83.47795875,79.82408157142855,76.31063839285714,75.65815999999998,VPM,TH
18868_2924_x10668_y9719,263,76,145,128,194,135,4.038022813688213,69.74878619771863,81.27810394736842,0.15492864227642278,0.11180687804878053,135,59,75.85078437037039,88.04424101694914,73.59579414814814,90.22819762711863,MOp,CTX
18458_00057,128,116,120,66,124,62,3.1328125,145.54756859375,110.79573724137931,0.18037273863636372,0.1085664999999999,62,62,76.36799048387097,78.35871451612904,76.42480548387098,76.13947903225807,LGd,TH
18463_00038,188,82,133,109,137,79,2.3085106382978724,87.57163920212766,97.04993231707317,0.11516706542056054,0.13924693103448282,79,58,69.14355632911393,79.11811017241376,57.97162037974684,68.28173303448276,VPM,TH
17782_3253_x33739_y18314,267,63,159,123,171,144,8.775280898876405,336.9651223220974,183.98850777777776,0.19281569298245604,0.20372107142857132,144,27,63.15610409722222,78.25202222222222,69.61087479166667,68.37034481481481,AId,CTX
18458_00056,118,68,92,64,94,54,3.440677966101695,170.65292822033896,138.53539294117647,0.12601595505617968,0.11251752380952373,54,40,78.49309074074073,86.69481,72.62081851851852,75.8332525,LGd,TH
18463_00039,268,129,168,135,229,133,3.0559701492537314,90.21629828358209,71.24696596899224,0.14096154482758627,0.146671923076923,133,96,76.5888252631579,81.3454956875,69.83615375939848,76.90621197916666,VPM,TH
18867_5654_x12080_y5724,312,101,180,150,233,162,5.772435897435898,161.06727496794872,294.0097442079208,0.17246529533678756,0.16846693181818184,162,71,81.59671074074075,74.33638732394365,72.4435438271605,77.88872394366197,SSp-un,CTX
17545_00058,256,74,124,117,206,139,5.42578125,86.06069972656249,95.71424770270269,0.18074591946308716,0.16747430434782606,139,67,70.96171749640288,77.54679586567165,69.90199834532375,81.64346865671641,VPM,TH
18455_5316_x26308_y13288,183,143,147,98,179,85,3.4754098360655736,67.47704098360656,115.27801886013987,0.14704040425531928,0.16172941463414625,85,94,82.22491105882352,84.28700734042555,66.27410729411766,78.22657553191489,VPM,TH
17786_00017,84,33,52,35,65,49,6.785714285714286,173.83039869047622,316.30482363636366,0.24749028813559326,0.18760675000000004,49,16,79.77910612244898,93.96367500000001,74.1810042857143,82.7016275,AON,CTX
pre_18866_00299,26,23,23,12,26,14,3.8461538461538463,111.08776423076924,95.62489782608696,0.21764525,0.1908711999999999,14,12,86.35172857142858,67.58844166666667,92.00630714285715,65.32643333333334,DG,CTX
17545_00059,221,71,137,99,155,122,5.5565610859728505,86.11391805429864,63.10676042253524,0.2574160840336136,0.15214384615384624,122,33,80.44603155737703,93.49621515151514,82.79607122950821,96.51235454545456,CP,CNU
18465_00059,261,82,144,105,199,156,4.988505747126437,105.83594130268199,113.86546185365853,0.13110645086705197,0.1250701666666667,156,43,68.10481737820513,70.11701627906977,60.56119448717948,69.54399767441859,VPM,TH
pre_18864_00060,186,38,110,97,114,89,6.564516129032258,206.3226526344086,97.38187394736842,0.22082167424242427,0.15936700000000004,89,25,74.22610573033708,91.413372,76.78916516853933,77.363512,SSp-bfd,CTX
18457_00062,236,43,134,120,145,116,5.080508474576271,95.61228936440678,105.38484093023254,0.15188758273381298,0.16769049999999996,116,29,79.5859196551724,71.2671220689655,71.57875112068966,65.0135251724138,VPM,TH
18457_00204,514,101,305,281,310,233,4.643968871595331,87.21993321011674,100.60231414851485,0.12699479375,0.16416047058823535,233,77,78.49712763948499,86.98452207792208,71.01402497854077,88.19836714285714,VPM,TH
191807_5811_x3931_y20674,51,53,51,24,53,27,4.980392156862745,207.3241368627451,46.49251528301886,0.21815257142857147,0.253244625,27,26,81.08067407407408,79.81872746153847,79.25449481481482,68.4459346153846,SSp-bfd,CTX
18465_00058,259,64,145,114,178,145,5.181467181467181,166.33815007722006,119.44923424999999,0.14380545251396648,0.14261472222222216,145,33,77.48807386206897,73.32478333333331,73.05857406896551,69.9574393939394,VPM,TH
18867_6452_x16339_y18318,331,83,199,174,215,157,3.392749244712991,65.44380930513596,226.1955190361446,0.1782542170542636,0.2039771250000001,157,58,82.79278808917198,78.73149632413792,75.92469923566878,78.86776051724138,BS,Other
18457_00205,455,96,244,220,307,235,4.795604395604395,97.38070125274727,146.91207448958335,0.12225064130434782,0.15534343750000001,235,72,73.76254723404256,85.08626642916666,70.1667505531915,82.28795138888889,VPL,TH
18457_00063,181,73,123,100,131,81,5.535911602209945,106.11465453038674,92.82793776712329,0.16679290082644638,0.16968385185185197,81,50,69.9668212345679,71.89643272,55.580312716049384,65.36683040000001,VPM,TH
18869_4625_x5853_y5391,171,42,101,89,112,82,2.9473684210526314,83.65798011695905,289.8771366666666,0.18694793902439022,0.19934207692307715,82,30,84.21823902439024,86.21941899999999,82.73576036585366,73.808488,SSp-n,CTX
18463_00071,243,92,149,125,186,118,3.3045267489711936,92.67157983539094,99.69725384782608,0.12521320143884895,0.16210688000000018,118,68,72.46021610169488,79.74143073529413,70.33394940677967,77.63849264705883,VPL,TH
18454_00096,233,90,137,113,186,120,5.609442060085837,128.0028679828326,212.6628610666667,0.16438207189542475,0.14498641463414652,120,66,78.03726391666666,78.00824136363637,67.94278533333333,81.79552575757577,MD,TH
18454_01038,132,84,87,71,129,61,4.659090909090909,82.74194090909091,145.57184726190476,0.15862942168674699,0.17197072340425534,61,68,82.48925557377049,75.22813705882353,70.39347540983607,72.3595425,VPL,TH
17781_6643_x22317_y12822,126,25,65,49,86,77,14.76984126984127,312.52644960317457,318.66821,0.19595245454545474,0.17763383333333327,77,9,70.8472748831169,67.94162222222222,66.6645074025974,79.7825888888889,TR,CTX
18868_4863_x31402_y10126,229,103,156,132,176,97,3.7685589519650655,84.18431598253275,277.00117563106795,0.17139088135593228,0.152026,97,79,79.24938092783505,74.90318417721521,72.38973113402062,71.04020012658229,SSs,CTX
18454_00097,200,78,121,102,157,98,6.3,182.44979415,321.3429956410256,0.16968923841059602,0.17638224999999996,98,59,69.9474206122449,73.67132813559323,69.81333051020408,74.6112227118644,CM,TH
18454_01039,122,139,120,68,141,54,2.9344262295081966,91.37932420491803,127.0725078417266,0.15530704687499997,0.15161291578947345,54,87,65.51413144444444,72.55964827586209,53.005793888888896,57.96573655172413,VPM,TH
18457_00123,191,35,104,96,122,95,4.481675392670157,112.04285240837696,313.49647885714285,0.13433594656488557,0.19929115384615403,95,27,69.73748210526315,74.40988148148148,66.45669157894737,74.22410851851852,VPL,TH
18867_5169_x12576_y5864,558,174,382,332,350,226,3.9372759856630823,94.34293756272402,197.9374632873563,0.14364703409090918,0.11313645783132564,226,124,84.07130154867257,84.38861483870967,79.63165013716812,75.81090596774193,SSp-ul,CTX
18867_4202_x26848_y7080,183,63,118,103,128,80,3.6666666666666665,87.29341147540984,214.22546271428567,0.19887512222222226,0.18861908695652185,80,48,87.6671855,85.43948479166666,85.631086375,79.07583770833332,SSp-ul,CTX
18457_00122,221,54,121,100,154,121,4.457013574660634,80.72195371493213,136.5275961111111,0.15573768141592925,0.22408858333333326,121,33,68.37084214876033,74.56619393939394,63.569353528925625,67.73067636363636,VPL,TH
17545_00082,175,53,108,98,120,77,8.937142857142858,176.44901068571428,137.96017830188677,0.1939277835820895,0.18679249999999992,77,43,63.00250701298702,64.15387777906977,64.97877467532467,66.03652093023256,MG,TH
18455_00240,138,37,73,62,102,76,2.601449275362319,48.26335405797101,158.15634581081085,0.26076925000000006,0.2043551764705882,76,26,84.73136447368422,88.51656923076924,74.05727592105264,79.25589076923076,CP,CNU
18465_00119,185,20,98,89,107,96,5.335135135135135,117.21328616216216,316.40797849999996,0.11405111111111099,0.22742260000000003,96,11,71.73900104166667,84.95323454545454,65.95855895833334,63.34285454545454,LGd,TH
18455_00026,154,41,93,81,102,73,5.0064935064935066,102.50522123376622,159.35228248780487,0.22889125064935056,0.2150733461538461,73,29,89.70806712328766,100.6562724137931,90.70223150684932,99.42027931034484,CP,CNU
17302_00094,47,15,24,16,38,31,2.702127659574468,94.10276276595745,222.2451113333333,0.2478646000000001,0.173971,31,7,85.41794612903226,49.26948857142857,82.0660322580645,72.25242857142857,CP,CNU
18868_3488_x24952_y7321,440,114,259,238,295,202,5.3931818181818185,148.86226131818182,294.74180403508774,0.15468028571428571,0.1288376133333332,202,93,70.91428346534653,77.55163129032259,69.47917282178219,75.06610967741935,MOp,CTX
17302_00095,62,17,32,26,47,36,5.17741935483871,124.93842904838708,193.22068,0.27609247368421064,0.1589434999999999,36,11,83.19275277777778,110.70813636363636,73.40610833333334,102.55196363636364,CP,CNU
18458_00185,607,160,354,286,413,321,3.3772652388797364,79.34160421746293,105.68425981875001,0.15140506997084546,0.17482697560975602,321,92,79.17394698130842,83.57892000000001,71.88249897196262,76.64808054347827,PO,TH
17545_00119,80,23,41,36,62,44,3.175,88.2830402625,172.3033295217391,0.2570348333333333,0.15008050000000006,44,18,88.70696590909091,92.76978888888888,83.47284068181818,90.04001111111113,CP,CNU
18867_4259_x9977_y8313,78,28,48,32,58,46,5.371794871794871,113.0765138461538,554.0834967857144,0.23564756410256416,0.21963711111111106,46,12,82.96442391304348,76.76668333333335,67.31697347826088,84.26534166666667,SSp-m,CTX
18453_5317_x24548_y3717,138,6,68,68,76,70,10.014492753623188,262.3485594202899,14.105305000000001,0.2139529203539824,,70,6,68.706386,87.86076666666666,73.24181114285712,87.96974999999999,SSp-tr,CTX
18465_00082,180,37,97,89,120,91,4.911111111111111,86.29604772222221,178.98394648648647,0.1792932065217393,0.221349625,91,29,74.4820767032967,89.14817241379309,67.3736810989011,79.67120551724138,VPM,TH
17545_00118,184,47,99,77,132,107,4.804347826086956,81.32195021739132,97.20339319148934,0.2219308736842105,0.21549437500000002,107,25,80.87799411214952,86.452406112,79.3696564485981,88.13789200000001,CP,CNU
18465_00083,278,60,160,137,178,141,3.820143884892086,92.528600323741,79.74909410000001,0.1347191883116884,0.1377446428571426,141,37,74.53993049645389,72.81561351351351,65.11537907801419,69.58847972972973,VPM,TH
17302_00006,76,34,46,33,64,43,4.671052631578948,83.17431684210528,148.22592647058826,0.290990725,0.16808820000000002,43,21,85.53811627906977,76.77769523809522,93.22032232558139,64.44758095238096,CP,CNU
18869_3751_x5868_y6832,287,66,148,131,205,156,6.153310104529616,175.38158853658538,435.68485265151514,0.15632737438423638,0.1414053666666667,156,49,74.70528358974359,71.08835,67.97540570512821,68.05591163265306,SSp-m,CTX
18453_4221_x16935_y5165,307,52,180,155,179,152,8.211726384364821,208.64176312703583,260.11014423076927,0.16689904201680672,0.17665850000000005,152,27,72.79485877631579,80.66542962962961,72.73377657894738,79.78155185185186,MOp,CTX
18454_01130,310,191,217,189,284,121,5.554838709677419,113.75828338709677,122.28604386910996,0.09882910648148147,0.11650883739837403,121,163,70.30895495867769,71.79321828220858,54.80653677685951,63.165642883435574,VPL,TH
18868_5131_x7596_y7239,196,66,129,112,133,84,3.1989795918367347,89.52678629591834,254.52721772727273,0.21223162626262637,0.15713362962962962,84,49,79.20962297619049,89.29472102040818,79.21588309523808,84.02814346938776,SSp-bfd,CTX
17302_00007,98,33,50,35,81,63,3.510204081632653,68.75126204081633,147.23394790909092,0.22763099999999992,0.20152066666666668,63,18,83.76554698412698,86.26093722222222,88.1878392063492,89.30862222222223,CP,CNU
18454_01131,287,107,183,146,211,141,4.177700348432055,146.9887449825784,215.92256476635518,0.1115569858490566,0.13597901851851857,141,70,67.18822510638299,70.77195428571429,55.15856475177305,69.45402814285714,RE,TH
18453_3316_x8214_y11076,163,34,92,83,105,80,7.141104294478527,145.017361595092,139.41062205882352,0.13760179831932773,0.123,80,25,81.81635575,76.168764,71.66215374999999,70.897604,SSp-m,CTX
182724_5651_x9832_y25682,381,90,215,192,256,189,6.1286089238845145,230.06200781102365,281.8163431,0.1339660105633803,0.1345093589743589,189,67,66.6996180952381,69.15399522388059,62.00566380952382,68.8187285074627,VISC,CTX
18047_00047,187,42,117,90,112,97,6.764705882352941,207.85973550802137,184.50326023809524,0.1434632279411765,0.10621344444444447,97,15,73.91387402061855,73.88409333333334,69.18254020618556,68.90230666666666,ORBm,CTX
18465_00011,228,48,139,119,137,109,2.0833333333333335,39.05189495614035,37.80985270833333,0.18012673015873015,0.12594759999999994,109,28,91.54614036697248,91.99538214285714,82.70454642201837,87.51654321428573,CP,CNU
18868_6405_x11428_y4397,354,135,222,195,267,159,4.073446327683616,84.6642868079096,223.2517636888889,0.17250073548387101,0.1408153582089553,159,108,77.38557679245284,85.81752027777777,79.27343283018868,83.6424000925926,VISpm,CTX
18454_00004,88,27,52,41,63,47,2.909090909090909,65.62103534090909,157.12680407407404,0.20640540000000007,0.1874085384615385,47,16,80.13080382978723,80.21475000000001,81.41995361702128,73.8201525,CP,CNU
18462_00052,184,105,122,97,167,87,2.8967391304347827,80.40765544021738,68.99717265714285,0.12906764485981304,0.12971247368421057,87,80,81.37737471264369,73.5833345,74.34401781609198,69.501494125,VPM,TH
18864_00117,163,23,84,78,102,85,5.595092024539877,245.59378165644173,140.62791826086956,0.17973344029850746,0.15053942857142855,85,17,71.56231223529412,69.95090588235294,68.2040071764706,82.29152941176471,VISl,CTX
18868_4818_x14513_y17030,185,28,99,92,114,93,3.718918918918919,64.90392275675676,171.62544678571427,0.20799991250000005,0.15248922222222216,93,21,80.79547139784945,75.45589857142858,78.03973322580646,71.826,RT,TH
18458_00443,252,45,130,122,167,130,3.634920634920635,70.69127333333334,115.89460222222223,0.13590968103448275,0.13664725,130,37,82.09991123076924,80.9860891891892,78.2530343076923,78.84422972972973,VPM,TH
18462_00053,232,96,161,125,167,107,4.362068965517241,150.7805558189655,67.75401739583333,0.14131115853658527,0.12296161538461547,107,60,74.25647598130841,72.14546150000001,69.27048757009347,68.96631166666667,VPL,TH
18457_00110,766,214,439,367,541,399,5.51958224543081,124.88986683159268,171.9496998130841,0.15146373443983407,0.1282749646017699,399,142,72.3032557894737,80.14323718309859,67.01867094486215,70.68329542253521,VM,TH
18455_00014,133,33,81,67,85,66,4.518796992481203,107.04039518796992,165.57420272727273,0.2020081250000001,0.2456705555555555,66,19,85.96216666666665,101.21086315789474,98.64025454545455,104.5797,CP,CNU
18457_00111,457,161,294,211,324,246,7.1291028446389495,184.12569001094093,168.31010929192547,0.1527074968944101,0.20130591935483855,246,78,72.97091163414633,72.80285051282053,66.12872145528456,71.49457358974358,VM,TH
pre_18864_00113,306,49,169,160,186,146,4.326797385620915,130.8128549019608,109.53255346938774,0.16118358018867907,0.12300007142857117,146,40,72.36753390410959,74.35486225000001,69.9242737671233,71.24433125,SSp-n,CTX
18455_00015,281,94,155,137,220,144,3.7330960854092528,100.903014341637,115.95069606382981,0.11221598830409363,0.1534241428571428,144,76,73.60891743055555,83.40576831710526,64.75079027777777,69.54284381578948,VPM,TH
17109_2401_x9338_y2394,108,96,102,49,102,59,4.194444444444445,509.0530898148149,324.1225961458333,0.18311757547169816,0.16984425000000003,59,43,58.868243898305074,66.69551930232558,70.60105288135594,79.07759906976743,AId,CTX
18463_00042,54,44,49,27,49,27,3.759259259259259,163.745792037037,261.2325472727273,0.193170552631579,0.1833943173913043,27,22,63.37237407407407,72.80145772727272,68.11488148148148,78.13456227272728,RE,TH
18867_3926_x8710_y12751,173,42,95,76,120,97,5.53757225433526,135.27034982658958,358.81640976190477,0.175108898989899,0.2027230000000001,97,23,71.57151278350516,76.01921391304349,74.2902875257732,67.44467043478261,SSs,CTX
18868_5141_x8535_y6876,280,53,161,141,172,139,3.742857142857143,115.62270117857143,255.6877275660377,0.15825062913907284,0.1620580526315789,139,33,76.77619568345325,68.56933303030303,73.05987280575539,66.09984484848485,SSp-bfd,CTX
pre_18864_00088,267,39,151,126,155,141,3.853932584269663,82.62056322097378,25.623894102564098,0.1892671798561152,0.13991939999999992,141,14,70.59032283687942,77.16038928571429,72.13243404255319,79.38460714285713,VISp,CTX
191807_5629_x4661_y9410,92,48,68,44,72,48,4.271739130434782,287.3030383695652,161.48756520833334,0.27256779746835447,0.24414730434782594,48,24,70.82572791666666,87.05071666666667,78.5695525,86.81862083333334,SSp-un,CTX
18458_00578,254,81,162,138,173,116,4.783464566929134,95.49156594488188,103.8720382962963,0.15752626946107795,0.16170828571428575,116,57,72.20864937931036,69.39684080877193,61.29789301724138,66.03980526315789,VPM,TH
pre_18458_00374,6,7,7,5,6,1,9.166666666666666,283.2855,381.37597857142856,0.3064184999999999,0.3529163333333334,1,5,67.8314,67.51399319999999,63.3878,70.50906,DG,CTX
18867_7924_x22262_y16755,1767,411,1051,949,1127,818,2.463497453310696,39.63393959383135,63.56686394647202,0.1574108917197452,0.1225325503875968,818,309,79.80653043031785,80.76927870550162,80.517914400978,80.36680514563108,PRNr,Other
18457_00018,172,45,102,95,115,77,4.6395348837209305,80.30715604651162,162.4417126666667,0.13154648484848497,0.17669253846153843,77,38,83.96315584415584,67.72408736842108,68.84063675324674,66.46170000000002,VPM,TH
18453_6846_x11548_y2831,98,17,45,37,70,61,6.3979591836734695,203.4761308163265,34.28431470588235,0.17615703846153852,0.13838849999999991,61,9,75.75205213114752,86.93700000000001,89.0518762295082,88.85572222222224,VISp,CTX
