name,withbbr,nobbr,axonal_tip_brs,axonal_tip_wb_brs,axonal_bif_brs,axonal_bif_wb_brs,bnums,withb_br_len,nob_br_len,w_br_tor,n_br_tor,withbbif,nobbif,withb_br_angle,nob_br_angle,withb_br_rangle,nob_br_rangle,soma_region,brain_region
191812_3140_x5204_y12992,194,129,154,89,169,105,4.335051546391752,398.18082293814433,192.93439093023255,0.22322454237288125,0.19757632432432437,105,64,68.66262161904763,67.48286140625001,77.96300904761904,79.0608990625,MOs,CTX
18465_00288,218,37,115,110,140,108,5.60091743119266,87.24162240825689,134.70515702702704,0.16837824615384622,0.140521,108,32,76.07725273148147,81.2559734375,67.17522305555555,64.0726471875,VPM,TH
17545_00175,370,91,218,199,243,171,6.535135135135135,113.39846505135135,148.26324076923078,0.19271507264957266,0.2156572499999999,171,72,72.14501479064329,66.88222958333333,72.16765438596491,72.38910638888889,SMT,TH
18454_00161,250,213,221,146,242,104,5.572,119.84231824,120.49160596244128,0.14873394117647054,0.1647479612403101,104,138,76.1232314423077,79.73023230144928,64.64216173076923,72.17899108695651,VPM,TH
18454_00160,219,146,163,133,202,86,5.748858447488584,102.31973196347032,114.52337883561644,0.13835861643835612,0.17158806172839491,86,116,77.10321325581396,75.42510767241377,65.3965908139535,71.23998827586209,VPM,TH
18465_00313,1144,282,652,573,774,571,2.9685314685314683,48.860324895104895,86.0638280319149,0.1873185421994885,0.1550866363636363,571,203,83.28340348511385,86.80473842364532,77.721691558669,82.00890369458128,LD,TH
18465_00175,482,86,289,270,279,212,4.761410788381743,94.18128632572615,103.94593659302323,0.14363306293706302,0.17068070833333326,212,67,82.97658448113206,83.25892835820895,79.20947533018868,73.97814925373135,VPM,TH
18867_5194_x29530_y6807,408,94,276,246,226,162,2.4730392156862746,43.35475195588235,38.28167095744681,0.11839589166666664,0.09803491666666664,162,64,83.70418839506172,94.70730109375,76.49737166666667,86.21506875,SSp-bfd,CTX
18864_4120_x3320_y13563,274,39,151,131,162,143,5.208029197080292,254.81905003649635,33.685188974358965,0.18647526839826833,0.10340136363636354,143,19,69.78768013986014,81.94578368421053,69.47957286713287,79.46878421052631,MOp,CTX
18465_00312,258,61,145,112,174,146,6.317829457364341,166.71586131782945,194.0835001967213,0.1706683781094528,0.18932499999999997,146,28,77.9249155479452,78.17323892857142,75.74003294520547,79.74124642857143,MG,TH
18867_6413_x20950_y6015,648,253,385,336,516,312,5.00462962962963,128.82571168981482,241.31633387351775,0.15805937362637368,0.11181642953020143,312,204,74.07318569551283,78.52108699019607,70.22105,69.3677875,RSPv,CTX
18454_01055,126,60,74,62,112,64,4.055555555555555,88.89238817460316,156.5193135,0.14675791780821912,0.15038470588235298,64,48,78.81799124999999,76.91891104166668,65.87901640625,76.18399999999998,VPM,TH
18869_5126_x8617_y7685,536,224,394,300,366,236,2.087686567164179,50.92805380597015,29.105448776785714,0.14413936464088395,0.09331224242424241,236,130,87.13384101694915,84.62672153846154,78.05950377118646,77.93232923076923,RT,TH
18454_01054,144,108,102,76,150,68,4.270833333333333,81.41883743055557,108.90107194444444,0.14204918292682922,0.14705318181818194,68,82,80.5746369117647,82.1594712195122,78.18487338235295,79.29941341463415,VPM,TH
18464_00085,221,69,144,118,146,103,2.48868778280543,44.12086977375565,87.8311724637681,0.27975774666666675,0.10955771428571437,103,43,88.1803466990291,87.82611906976744,92.19950388349518,85.48520697674418,CP,CNU
18454_01114,105,48,69,62,84,43,4.504761904761905,89.11781323809524,154.4936978541667,0.14038918181818194,0.17355999999999983,43,41,67.43715023255814,75.57923073170733,59.81928627906977,70.88776902439024,VPM,TH
18864_5637_x5637_y31619,233,30,139,124,124,109,6.390557939914163,216.54593081545062,28.317838,0.22030220809248546,0.204577,109,15,78.273148440367,74.94840599999999,76.43867651376146,74.58659333333334,VISp,CTX
17302_00023,319,64,173,153,210,166,5.7962382445141065,105.74430890282132,131.40218796874998,0.16580388265306134,0.22215664705882343,166,44,77.9192236746988,82.76966942954544,73.77245379518072,82.69723704545454,AM,TH
191807_2469_x5431_y10056,462,236,297,187,401,275,3.3051948051948052,221.86989692640694,126.88824330508476,0.14656365868263466,0.12488111111111111,275,126,74.38908494545454,73.46446873015871,66.44842592727272,76.80069246031748,AId,CTX
18454_01115,224,79,138,127,165,97,3.4955357142857144,62.996547678571424,101.96911924050633,0.16760035416666652,0.16497331034482776,97,68,74.34524835051548,71.8361469117647,71.70005,69.11751764705883,VPM,TH
18465_00034,182,83,115,89,150,93,2.0054945054945055,37.39482857142857,86.01580108433735,0.18856489583333325,0.12018838888888905,93,57,86.14663193548387,87.32054561403508,83.11602161290324,75.4065903508772,CP,CNU
18465_00035,164,40,93,79,111,85,2.7378048780487805,46.00937548170733,150.19572899999997,0.18638402173913027,0.10280180000000017,85,26,79.34832470588236,83.60140769230769,78.84697588235294,72.42342576923076,CP,CNU
18454_00020,99,13,49,43,63,56,7.555555555555555,143.9141714141414,269.074646923077,0.2313013913043478,0.26404116666666677,56,7,76.87544767857142,98.08008571428572,90.19424464285714,110.61441428571428,CP,CNU
18454_00021,119,27,65,57,81,62,2.680672268907563,66.38689050420167,119.67363855555556,0.20133225581395342,0.24183260000000006,62,19,79.32230532258063,88.8432,84.1906156451613,107.06628947368421,CP,CNU
18869_3398_x6248_y7047,441,137,262,233,316,208,3.879818594104308,120.83228935374149,291.44034207299273,0.1628670257352942,0.12970074285714284,208,108,76.13752447115385,73.49105583333332,71.12832403846154,70.34794842592592,SSp-m,CTX
18869_4468_x23035_y7089,312,66,161,151,217,161,5.4743589743589745,152.33316920192306,359.5889584848485,0.1545534365482233,0.13849644736842115,161,56,74.53878229813665,73.78343982142857,66.39812633540373,67.2374875,SSp-n,CTX
18867_7790_x21511_y18480,143,41,89,70,95,73,4.608391608391608,232.9874327972028,253.28868585365854,0.19047025000000006,0.19352700000000012,73,22,69.03004273972603,83.18149000000001,62.795741917808215,72.2054268181818,TRN,Other
18457_00194,233,52,139,126,146,107,3.686695278969957,78.40544321888412,180.41482653846157,0.13829861718750003,0.16582288235294118,107,39,72.6346370093458,74.28493794871794,66.31778196261682,70.16370102564102,VPM,TH
18463_00055,212,77,129,99,160,113,3.806603773584906,124.51904231132076,189.83062129870135,0.1698541139240507,0.1838120571428571,113,47,71.29053566371681,64.71067468085107,66.97956646017698,60.56369361702128,VPM,TH
18463_00054,362,121,238,202,245,160,3.356353591160221,105.20571339779005,83.62258743801652,0.13417305042016814,0.13509260000000012,160,85,69.6058288125,73.64999861176472,62.742559437500006,68.39583999999999,VPM,TH
17543_3308_x10077_y3766,153,45,97,75,101,78,3.4705882352941178,191.82039758169932,71.28550111111112,0.25164206779661014,0.1826558461538461,78,23,73.95449641025643,86.77337826086958,71.98280384615386,84.59510000000002,SSs,CTX
18864_6321_x4387_y7047,146,16,61,56,101,90,7.328767123287672,236.65514561643835,299.525696875,0.1516692735042734,0.16553459999999998,90,11,63.43428377777778,78.76716363636363,70.659571,80.2720181818182,VISp,CTX
18457_00106,132,124,121,73,135,59,2.25,56.26924909090908,34.5772151048387,0.2849864666666668,0.1651132352941176,59,76,95.85416966101695,89.66141434210526,88.48070847457626,83.1875580263158,CP,CNU
18455_00002,114,17,64,56,67,58,4.307017543859649,77.23621508771927,117.57581876470589,0.2774783465517241,0.23003040000000008,58,9,82.61718448275863,83.43797777777779,83.94110517241378,96.453,CP,CNU
18455_00264,257,105,158,140,204,117,3.8910505836575875,89.1213387159533,129.8290427809524,0.1266292649006624,0.16257036170212769,117,87,75.72901358974357,81.21156034482759,65.54197572649572,80.21026206896552,VPM,TH
18454_00128,441,131,249,230,323,211,3.886621315192744,91.66565328798187,138.3598407022901,0.11318270564516131,0.11011569565217383,211,112,78.13033530805687,77.06004868571428,72.50248679620853,76.38722499999999,LD,TH
18869_4184_x11041_y4195,351,72,196,174,227,177,3.202279202279202,65.89606507122507,53.466981805555555,0.12585963855421678,0.12190020000000013,177,50,82.91952836158191,80.926558,80.07843824858757,79.21623,MOp,CTX
18464_00016,120,47,74,55,93,65,2.8333333333333335,70.10672075,54.66684010638297,0.18402194827586205,0.15516699999999994,65,28,81.08577123076923,78.1747857142857,85.43202,85.51237142857143,CP,CNU
18454_00129,141,59,85,70,115,71,3.2907801418439715,76.35892836879434,173.19965762711865,0.13896373684210528,0.14619949999999993,71,44,75.61700830985914,66.53924318181818,71.5570056338028,59.91646045454545,VPM,TH
18455_00199,357,138,231,203,264,154,5.201680672268908,136.08194263305322,124.33225621014492,0.12161031800766287,0.13525539240506346,154,110,74.23797935064937,75.54288445454547,65.20988902597402,74.38221627272726,VPM,TH
17781_5361_x17741_y11849,221,56,127,118,150,103,3.6018099547511313,60.50549072398191,67.26208625,0.2407510937499998,0.20488099999999998,103,47,71.94173388349515,77.81659765957448,67.06889514563109,76.68107191489362,CP,CNU
17302_00055,170,79,120,75,129,95,5.947058823529412,93.79170658823529,71.90475484810125,0.24217382653061237,0.24554359999999997,95,34,83.24071715789474,66.07451088235293,87.79047178947367,84.83216382352941,CP,CNU
18869_4550_x7203_y4574,136,33,74,64,95,72,3.1176470588235294,91.61551970588235,372.2449267272727,0.19545278082191775,0.15398599999999985,72,23,86.36506666666668,86.72905217391305,73.01513277777777,73.32543391304348,SSp-n,CTX
17302_00054,531,228,337,273,422,258,4.919020715630885,100.75715655367232,70.93540821929824,0.1803722032258065,0.15577693055555553,258,164,68.13614498062016,76.99533575609756,66.87359003875969,79.24905890243902,VPM,TH
18453_5318_x33682_y14092,209,57,130,88,136,121,8.220095693779903,374.8144647368421,46.16308666666667,0.19697253072625698,0.24647964285714274,121,15,59.305770247933886,79.40724000000002,67.98179834710744,71.4078,VISC,CTX
18457_00078,192,103,138,106,157,86,2.0,40.296912604166664,34.92415932038834,0.24690207547169807,0.22628156249999998,86,71,78.35347325581397,75.6037042253521,82.24309976744186,85.36570422535212,CP,CNU
18457_00079,124,65,87,62,102,62,2.2983870967741935,57.133453387096786,90.90661139999999,0.2156195833333333,0.22424009999999994,62,40,94.58574983870969,75.603955,91.93779677419354,70.14496625,CP,CNU
18869_4347_x8166_y4281,229,66,134,119,161,110,3.7379912663755457,99.80511903930133,309.7493026363636,0.1661851269841269,0.11653972000000012,110,51,86.0145869090909,84.48355098039214,76.94293454545455,76.68000588235294,SSp-ul,CTX
18455_5474_x14981_y13279,177,81,100,93,158,84,5.604519774011299,105.9822761581921,155.4541224691358,0.13430812931034486,0.16090982051282054,84,74,83.39277619047618,81.07640540540541,73.73251666666667,70.3801039189189,VPM,TH
18453_4749_x31789_y8895,80,22,44,38,58,42,7.1375,191.44334625000002,36.41968863636363,0.20602652857142878,0.11376533333333327,42,16,95.30845771428572,78.32475956249999,88.41272857142856,88.401175,SSp-n,CTX
18454_00057,270,71,156,130,185,140,6.177777777777778,177.40745392592595,271.7098574647888,0.15655293684210525,0.1431828947368421,140,45,80.50729392857143,88.60364200000001,74.7527377142857,85.38203333333333,RE,TH
191807_4821_x3698_y18726,50,55,51,24,54,26,6.94,403.691308,206.39186690909088,0.2139063043478262,0.14526378260869566,26,28,73.82457692307692,81.89911071428571,74.84651538461539,69.93027428571429,SSp-ll,CTX
18454_00056,215,61,127,100,149,115,6.925581395348837,219.596526372093,352.3098555737705,0.15656469942196538,0.19551885714285722,115,34,71.02523226086956,82.13934705882353,64.72066721739131,84.5721805882353,RE,TH
18464_00169,81,31,54,39,58,42,3.1604938271604937,92.53694530864198,27.39998225806451,0.25329416000000005,0.14501449999999994,42,16,70.1358857142857,93.19346250000001,71.00802619047619,90.91884375000001,CP,CNU
17109_2201_x8046_y23301,117,158,137,52,138,65,3.7606837606837606,516.1627168376068,319.28211443037975,0.20882948648648658,0.1650483220338983,65,73,55.56930784615384,63.659485890410956,64.72520584615387,73.62768164383561,MOs,CTX
18453_5841_x19468_y3419,86,16,49,41,53,45,5.430232558139535,116.59675313953491,110.003171875,0.17283694545454542,0.1463772000000001,45,8,79.92768022222224,101.37164999999999,82.17799555555555,80.332775,RSPv,CTX
18868_4549_x5910_y9879,288,95,201,173,182,115,2.451388888888889,57.755706562499995,166.48792284210523,0.20179639449541287,0.1822015749999999,115,67,86.31012530434782,78.11838119402985,79.89172982608693,73.63638701492539,SSp-m,CTX
18457_00170,113,32,74,63,71,50,2.017699115044248,39.762350230088494,74.25392978125,0.19706481481481475,0.11644885714285713,50,21,84.88406200000001,92.55830952380954,85.35218780000001,85.76444285714285,ACB,CNU
236174_5338_x13590_y7348,278,51,153,119,176,159,12.420863309352518,463.69359669064744,304.0231460784314,0.18510756250000004,0.15283200000000008,159,17,61.54488832704402,58.03694705882353,73.1354241509434,72.30734705882352,AIp,CTX
18453_3767_x22604_y5643,158,101,130,65,129,93,3.721518987341772,254.53243949367092,125.56062871287126,0.1881657096774194,0.16375453333333334,93,36,65.36225755913978,71.31289888888891,74.81380825806453,66.0587325,MOp,CTX
18867_3807_x9130_y11820,134,57,96,80,95,54,4.395522388059701,113.3750473880597,285.5723936842105,0.21971258461538457,0.2202679999999999,54,41,86.89040962962963,78.24749633170731,83.21853148148148,69.70592268292683,SSp-m,CTX
pre_18864_00426,366,58,200,173,224,193,6.920765027322404,206.83940702185794,118.74439560344827,0.18095103985507244,0.12721737500000008,193,31,73.03795911917098,87.44923387096773,74.60235797927461,76.00614419354837,MOs,CTX
pre_18864_00427,302,76,171,125,207,177,8.125827814569536,216.92040837748343,162.67036035526317,0.18231522314049586,0.14471106666666667,177,30,74.3854772316384,63.07674100333333,81.486152259887,76.94216666666668,MOs,CTX
18464_00061,91,32,57,42,66,49,2.6923076923076925,50.64298758241758,58.6842053125,0.271020157894737,0.17041724999999996,49,17,75.65267204081633,78.93937,86.0708624489796,84.59557647058824,CP,CNU
18864_6291_x8873_y32149,209,60,132,95,137,114,4.2009569377990434,214.03834535885167,128.19388483333333,0.22240552000000013,0.16959340740740736,114,23,69.3346290622807,65.14569130434782,68.69150026315789,61.25855826086957,AUDp,CTX
18458_00458,212,47,126,111,133,101,7.014150943396227,149.6734191509434,221.5317338297872,0.12099295454545456,0.1457007777777778,101,32,79.94808614158416,71.31016893125,67.34042811881187,68.63694375,MG,TH
18462_00048,70,36,49,33,57,37,3.8857142857142857,180.52484285714283,135.90269027777777,0.21870932075471716,0.20626311111111106,37,20,79.43829459459461,64.55192,83.57110081081082,74.4101575,CP,CNU
18867_3855_x11412_y8044,584,129,377,326,336,258,4.741438356164384,129.14968282534247,245.55694911627907,0.161290194117647,0.12309291071428574,258,78,76.29887631782947,81.03909364102566,72.43406786821706,84.96644692307692,SSp-m,CTX
18462_00049,107,101,88,46,120,61,1.841121495327103,73.30513953271027,74.38778544554457,0.18987472413793105,0.11641504545454562,61,59,78.64856409836067,83.95989372881357,77.78909721311476,81.8545765762712,CP,CNU
18458_00459,141,31,76,65,96,76,8.27659574468085,215.42558120567378,285.07355935483855,0.15453697297297275,0.1731308461538461,76,20,76.52633776315788,85.51804000000001,71.03731065789472,78.83762999999999,MG,TH
17787_4690_x4440_y9176,220,71,142,111,149,109,8.14090909090909,255.31227740909088,169.08699774647891,0.2093572797927461,0.18255326923076942,109,40,76.13970926605505,76.38691125,71.9048914678899,66.26377075,SSs,CTX
18457_00031,142,10,69,65,83,77,2.8943661971830985,52.418979436619715,299.29248,0.18886638461538474,0.2043625,77,6,89.56716558441558,92.76135,85.10468415584415,65.62547166666667,CP,CNU
18453_2645_x28684_y11703,293,30,152,141,171,152,9.498293515358363,242.56376866894198,328.01911666666666,0.16430027981651396,0.1553377777777778,152,19,70.36827888157895,83.44099,69.72249927631579,79.65916315789472,MOp,CTX
18455_00135,123,65,85,64,103,59,2.7886178861788617,54.03307105691058,57.50440615384616,0.1901581063829788,0.1938711428571428,59,44,81.58989140677967,89.56001477272729,76.35278,77.22294999999998,CP,CNU
18457_00030,102,45,66,51,81,51,2.4215686274509802,56.786548823529415,66.51607593333334,0.2219851590909091,0.15802320000000003,51,30,86.28988588235293,84.40468,97.25655745098037,84.13424666666666,CP,CNU
18455_00134,403,90,225,180,268,223,6.225806451612903,197.0074261290323,196.38906111111112,0.19610528294573648,0.20983742857142862,223,45,76.0042839910314,88.96836888888889,72.20474852017936,81.3106348888889,RE,TH
18868_3627_x28035_y8749,83,23,52,43,54,40,3.9397590361445785,107.64882602409638,315.91545130434776,0.21043173913043456,0.13547688888888887,40,14,82.25057749999999,88.08454285714285,72.62514524999999,77.63985428571428,SSp-m,CTX
18867_5408_x30554_y7318,122,48,79,64,91,58,3.2950819672131146,78.09891614754098,244.1813658333333,0.20744721999999982,0.20656843478260867,58,33,79.9176794827586,74.74371818181817,84.09391896551725,64.78110212121211,SSp-bfd,CTX
18458_00550,310,54,171,159,193,151,3.664516129032258,68.85149612258064,134.9918546111111,0.18940031506849309,0.2400812499999999,151,42,93.73432781456955,86.88720619047619,87.70641192052982,81.17957142857142,VPM,TH
18458_00551,308,57,173,154,192,154,5.4480519480519485,118.14416954545453,139.36029,0.14438944859813074,0.14421734782608697,154,38,71.99256272727273,81.31012105263157,63.99220175324676,67.43050684210526,VPM,TH
18464_00029,226,32,118,107,140,119,5.504424778761062,116.23481022123894,207.1981503125,0.14512364788732413,0.20481316666666682,119,21,75.03333621848739,78.91792523809525,74.32225882352941,67.80997619047619,MG,TH
18453_6053_x8032_y5933,106,14,62,53,58,53,10.981132075471699,309.98517113207544,37.67266071428571,0.2195518125,0.19486100000000006,53,5,70.68521471698112,88.38478,67.59852641509433,62.0591,VISrl,CTX
18457_00139,139,34,82,70,91,69,2.827338129496403,59.50107424460432,75.32622176470588,0.25712606451612885,0.243505125,69,22,75.36867971014493,86.7195,67.01219840579711,72.8045,CP,CNU
18867_3383_x10177_y11497,445,135,263,229,317,216,4.498876404494382,110.52650808089889,163.14044805185185,0.16351384586466167,0.12775578124999998,216,101,78.7128212962963,81.35608306930692,69.47507745370369,68.88463405940594,SSp-m,CTX
17300_6010_x23413_y13446,152,121,136,73,137,79,6.427631578947368,466.88210657894734,113.32464892561985,0.2059502061068702,0.18843063157894735,79,58,70.64677324556962,82.47541455172414,74.1523998734177,75.20809775862068,VISal,CTX
17302_00114,179,67,106,87,140,92,5.564245810055866,92.75183083798882,102.56088201492537,0.14686380909090901,0.1602980416666666,92,48,73.89002195652174,66.72963770833333,67.2686733695652,63.23920145833333,VPM,TH
18454_01022,507,110,258,236,359,271,3.187376725838264,70.09477370019724,239.06369299999997,0.10607880800000002,0.18791740000000012,271,88,76.9943457195572,78.8202568181818,67.59677494464944,70.56908352272728,LD,TH
17302_00115,191,62,120,103,133,88,5.591623036649215,96.4930192670157,123.97653306451613,0.16578352499999993,0.17356407142857144,88,45,77.88764488636365,72.86468799999999,75.76091693181819,67.59064222222221,VPM,TH
18454_01023,70,34,37,34,67,36,5.0,91.89154214285713,218.39297958823525,0.1332857674418606,0.17467812500000002,36,31,73.30221666666668,74.26244516129034,69.70946055555555,61.636993548387096,VPM,TH
pre_18458_00369,7,2,5,4,4,3,4.142857142857143,121.62621428571428,21.65578,0.47259450000000003,,3,1,129.78933333333336,49.3357,100.7069,19.1348,DG,CTX
182724_3848_x8903_y23965,234,65,148,124,151,110,7.611111111111111,271.1662591452992,449.495522,0.17244556249999998,0.16380535714285716,110,41,74.66034063636363,71.82642682926829,67.23196663636364,63.0499487804878,SSp-m,CTX
18457_00097,265,65,161,148,169,117,4.09433962264151,92.653174,94.42494352307693,0.17766305000000004,0.20294348148148145,117,52,75.06754323504272,84.46184038461539,71.42283162393163,80.28157499999999,VPL,TH
18458_00564,170,35,103,94,102,76,5.629411764705883,99.73381529411765,179.45406314285714,0.14523982999999996,0.2317374166666667,76,26,68.21063736842105,73.25394230769231,64.26322710526316,58.13911576923078,VPM,TH
17300_5969_x27278_y20820,210,127,160,73,177,137,5.604761904761904,315.9768635238095,74.1357822047244,0.21471119411764705,0.1912290740740743,137,40,66.75842262773722,71.558708,74.26863788321168,67.41098099999999,VISp,CTX
18457_00096,318,68,196,179,190,139,3.9056603773584904,76.74384194968553,102.09685117647058,0.12154044578313272,0.1328488095238095,139,51,78.19811366906475,82.6022582352941,71.65595366906474,78.75789803921569,VPM,TH
182725_2376_x10033_y10786,366,148,249,192,265,174,5.049180327868853,210.31334961748635,211.23078966216215,0.19892908156028377,0.1588685161290322,174,91,67.39452597701148,69.89932000000002,69.17264816666666,67.98490197802198,MOp,CTX
18453_2400_x15836_y7243,405,55,229,210,231,195,9.488888888888889,213.2037748765432,333.4095457454546,0.17223863907284764,0.1444522777777777,195,36,76.00407104102564,89.62028333333333,75.40530723076924,79.04431500000001,MOs,CTX
17545_00136,57,25,30,22,52,35,2.0701754385964914,50.014142456140355,82.3029568,0.23864813636363646,0.14313700000000007,35,17,89.04964571428573,89.99350000000001,87.40544171428571,93.1941,CP,CNU
18458_00565,209,79,121,103,167,106,3.7607655502392343,75.53279650717704,113.65305544303796,0.19778649514563074,0.14373772222222225,106,61,79.3509766981132,83.8548255737705,69.15355207547171,84.75997163934429,VPL,TH
17302_00120,211,56,134,118,133,93,5.331753554502369,121.12108303317534,190.93297339285712,0.16636439999999975,0.1570460416666667,93,40,69.48751096774191,66.1794725,72.18890247311828,80.22132150000002,LGd,TH
17302_00121,156,54,98,81,112,75,6.75,144.502763525641,213.11347574074068,0.14198159649122788,0.1523755714285714,75,37,72.92406533333333,78.63877297297296,67.8541072,81.24199891891891,LGd,TH
18864_3473_x2641_y21082,305,31,168,160,168,145,8.862295081967213,228.20782245901637,395.3012380645161,0.17699470731707323,0.13845300000000005,145,23,74.11171586206896,90.0555086956522,73.10314524137931,74.00758130434782,MOp,CTX
18869_4196_x21043_y5510,92,41,56,48,77,44,4.108695652173913,117.72777054347826,328.5359007317073,0.22275195238095236,0.18512441176470595,44,33,76.71067272727274,82.04458484848486,75.12420181818182,77.86328787878786,SSp-m,CTX
18465_00136,263,39,146,130,156,133,6.684410646387833,113.73105699619772,238.50661102564104,0.10288508982035938,0.14703190909090902,133,23,71.72030812030076,82.12150434782609,72.15037676691729,75.80480434782609,LGd,TH
18455_00009,141,16,74,67,83,74,7.1063829787234045,134.01974127659574,216.42479187499998,0.2087752315789474,0.21377920000000006,74,9,84.13619243243242,60.16537777777777,77.26181459459461,73.2288222222222,CP,CNU
191812_3675_x8625_y6930,123,69,93,64,99,59,3.6178861788617884,202.7306778861789,175.53006913043478,0.17968022641509418,0.1793081428571428,59,40,71.44902254237289,83.64623999999999,77.02219915254234,74.0700775,SSp-m,CTX
18455_00008,163,39,100,80,102,83,3.932515337423313,94.10382926380369,73.30771597435897,0.19307256976744158,0.20437018181818167,83,19,82.90578192771085,92.63031368421052,88.7440795180723,103.98544736842105,CP,CNU
18454_01085,192,53,102,95,143,97,3.6510416666666665,66.78830177083333,112.96407603773585,0.14868327659574487,0.16817035999999985,97,46,70.3839269072165,72.84802565217392,62.41612474226804,64.6688393478261,VPM,TH
pre_18465_00367,18,4,12,11,10,7,5.888888888888889,273.14604444444444,71.7945,0.2877817857142857,0.0832965,7,3,85.97302857142857,131.49099999999999,115.21604285714284,131.36800000000002,DG,CTX
18453_3021_x27493_y8943,457,63,257,230,263,227,6.4485776805251644,201.24661566739607,190.53599380952377,0.16157964245810064,0.10655361111111106,227,36,72.23795281938325,82.31310277777779,73.6749233920705,86.13727222222224,MOp,CTX
236174_4029_x13079_y8858,254,81,157,107,178,147,9.775590551181102,376.160162007874,240.68963061728394,0.16241566086956527,0.13695294594594598,147,31,61.38985361836735,64.43920451612902,56.58798585034013,64.81403483870967,CLA,CTX
pre_18465_00366,9,13,11,5,11,4,10.11111111111111,471.01361111111106,22.68619307692308,0.16545344444444443,0.30226600000000003,4,7,71.675175,83.69868571428572,65.853775,82.65322857142858,CA3,CTX
18461_4545_x5749_y4914,229,51,126,110,154,119,4.065502183406114,150.68376637554587,146.921387254902,0.15568193714285694,0.1574670588235294,119,35,69.37777529411765,78.961606,66.01979546218487,73.55258857142857,SSp-m,CTX
18864_6821_x5144_y6844,262,24,142,137,144,125,8.183206106870228,186.16832946564887,207.98610475,0.18310519617224874,0.10033374999999989,125,19,69.56077247999998,76.70173684210526,65.90922872,90.50444210526315,VISp,CTX
191812_2734_x6259_y10487,119,288,202,48,205,71,3.1512605042016806,389.30174991596635,222.66698344791666,0.18071487387387386,0.16127733519553067,71,134,62.378695211267605,69.87348276119403,70.81450140845068,75.33872089552239,MOs,CTX
18457_00005,151,51,95,74,107,77,2.8609271523178808,66.60748498013244,117.32543421568629,0.25257277027027025,0.13920233333333332,77,30,81.47058246753247,80.23482533333335,82.77670129870128,91.33830666666667,CP,CNU
18465_00258,469,90,273,234,286,235,4.588486140724947,82.70829895522388,77.36161722222224,0.12760340076335874,0.19633516666666662,235,51,82.19967680851063,93.92949078431374,76.37116459574467,80.3113588235294,SMT,TH
18457_00004,98,19,54,44,63,54,6.704081632653061,161.8640430612245,67.44638099999999,0.29605071875,0.32374,54,9,77.48603666666666,90.15541888888889,75.22559962962963,71.61586444444444,CP,CNU
18869_6076_x17177_y3306,441,251,329,246,363,195,2.766439909297052,66.59316632653062,34.957617569721116,0.14863282222222218,0.13253124999999988,195,168,73.41405918461538,77.21902077380953,66.81137153846154,68.40426952380952,RSPagl,CTX
18465_00319,205,57,134,104,128,101,2.3609756097560974,47.295941463414636,18.891322105263164,0.2738015254237287,0.16829499999999997,101,27,92.97123089108909,90.0853037037037,93.2534985148515,93.85314814814814,CP,CNU
18455_00040,109,14,62,57,61,52,5.623853211009174,130.63005100917434,131.63159678571427,0.2599216842105263,0.19504120000000003,52,9,88.86437884615384,96.19496666666666,75.18768557692309,103.34442222222222,CP,CNU
18869_4469_x21852_y5924,154,47,95,84,106,70,3.357142857142857,113.93610876623379,344.1314930851064,0.1770785113636364,0.16292467857142856,70,36,79.78276771428571,78.70694444444445,72.96608714285713,68.29307472222223,SSp-n,CTX
18457_00144,279,57,158,144,178,135,5.451612903225806,89.57946394265234,131.68390575438596,0.15349874050632895,0.16178473684210537,135,43,82.90313607407407,97.96631860465116,70.51105000000001,88.62748139534884,VPM,TH
pre_18864_00147,178,27,100,87,105,91,8.061797752808989,236.95287960674156,365.972402962963,0.18487692907801412,0.18086985714285697,91,14,76.68614175824175,84.33516357142858,74.59783043956044,65.12383714285714,SSp-bfd,CTX
18455_00041,25,33,29,12,29,13,3.68,106.58447000000002,40.79859242424243,0.2359378125,0.18087811111111107,13,16,87.32158461538461,86.7383875,76.15113076923078,102.731096875,CP,CNU
18457_00145,364,69,199,191,234,173,3.576923076923077,57.47847829395605,89.9074656521739,0.18118317948717955,0.21002789473684214,173,61,82.49510156069364,91.44444409836065,80.82274491329478,77.65068852459017,VPM,TH
18463_00016,266,119,173,139,212,127,4.184210526315789,156.66947165413535,141.8076309243698,0.10843792079207926,0.14897994871794873,127,85,72.95407578818897,77.32642623529414,62.41367472440944,63.609472705882354,LGd,TH
18868_5242_x9858_y5968,131,86,101,74,116,57,2.7709923664122136,57.38271653435115,180.76755593023256,0.20747997560975606,0.16818623913043496,57,59,89.32562526315789,95.7384220338983,80.56858877192983,82.82079999999999,SSp-bfd,CTX
18465_00283,167,45,107,88,105,79,1.8622754491017963,41.01204119760479,58.10186288888889,0.2934220444444444,0.2911232857142857,79,26,87.27836455696203,85.42381538461538,78.59212303797469,83.80168,EPd,CTX
18465_00282,179,56,119,93,116,86,2.094972067039106,40.65529631284916,36.62609035714286,0.24401149090909102,0.14300050000000009,86,30,88.81297337209303,78.52617666666669,87.3095265116279,86.13200333333333,CP,CNU
18869_4089_x6848_y5110,313,70,169,156,214,157,2.8881789137380194,61.28853108626199,17.321162728571426,0.13598723611111108,0.077372,157,57,77.5433360509554,80.3758336842105,70.09982949044586,75.73400298245615,SSp-m,CTX
