name,avg_pbnum_ratios,no_child_br_wb_ratio,one_child_br_wb_ratio,two_child_br_wb_ratio,soma_region,brain_region
17545_00059,2.1445822965332,0.04794520547945205,0.2808219178082192,0.6712328767123288,CP,CNU
18465_00059,1.743727935488151,0.02857142857142857,0.18857142857142858,0.7828571428571428,VPM,TH
pre_18864_00060,2.549039499399186,0.018867924528301886,0.22641509433962265,0.7547169811320755,SSp-bfd,CTX
18457_00062,2.7115743690807625,0.007751937984496124,0.24031007751937986,0.751937984496124,VPM,TH
18457_00204,2.1193661240720063,0.014598540145985401,0.19343065693430658,0.791970802919708,VPM,TH
191807_5811_x3931_y20674,4.132000811688312,0.16666666666666666,0.43333333333333335,0.4,SSp-bfd,CTX
18465_00058,2.4447404449707486,0.036585365853658534,0.1951219512195122,0.7682926829268293,VPM,TH
18867_6452_x16339_y18318,1.5978889065845587,0.027932960893854747,0.2346368715083799,0.7374301675977654,BS,Other
18457_00205,2.3738314279847788,0.011673151750972763,0.19066147859922178,0.7976653696498055,VPL,TH
18457_00063,2.1986881805063625,0.08791208791208792,0.31868131868131866,0.5934065934065934,VPM,TH
18869_4625_x5853_y5391,1.7808838886431764,0.019417475728155338,0.2621359223300971,0.7184466019417476,SSp-n,CTX
18463_00071,2.2257287437027604,0.04794520547945205,0.2671232876712329,0.684931506849315,VPL,TH
18454_00096,2.982043031388615,0.007407407407407408,0.3037037037037037,0.6888888888888889,MD,TH
18454_01038,2.445673076923077,0.0,0.29411764705882354,0.7058823529411765,VPL,TH
17781_6643_x22317_y12822,2.239583845567531,0.022727272727272728,0.18181818181818182,0.7954545454545454,TR,CTX
18868_4863_x31402_y10126,2.149504768735538,0.02586206896551724,0.22413793103448276,0.75,SSs,CTX
18454_00097,2.710563640309805,0.017699115044247787,0.24778761061946902,0.7345132743362832,CM,TH
18454_01039,2.534649122807017,0.1643835616438356,0.3150684931506849,0.5205479452054794,VPM,TH
18457_00123,1.9096933730440202,0.0,0.18181818181818182,0.8181818181818182,VPL,TH
18867_5169_x12576_y5864,1.910197141588609,0.035830618892508145,0.19218241042345277,0.7719869706840391,SSp-ul,CTX
18867_4202_x26848_y7080,1.8300120759873082,0.03333333333333333,0.25555555555555554,0.7111111111111111,SSp-ul,CTX
18457_00122,2.4267059388451577,0.013986013986013986,0.16083916083916083,0.8251748251748252,VPL,TH
17545_00082,4.281133516851097,0.047058823529411764,0.2,0.7529411764705882,MG,TH
18455_00240,1.4718434343434346,0.022727272727272728,0.20454545454545456,0.7727272727272727,CP,CNU
18465_00119,2.6877910711470494,0.01818181818181818,0.11818181818181818,0.8636363636363636,LGd,TH
18455_00026,1.9402000777000779,0.023255813953488372,0.19767441860465115,0.7790697674418605,CP,CNU
17302_00094,2.027140974967062,0.02857142857142857,0.3142857142857143,0.6571428571428571,CP,CNU
18868_3488_x24952_y7321,2.468401986790185,0.017391304347826087,0.16956521739130434,0.8130434782608695,MOp,CTX
17302_00095,1.375204392527762,0.047619047619047616,0.16666666666666666,0.7857142857142857,CP,CNU
18458_00185,1.6970939554272888,0.034482758620689655,0.23076923076923078,0.7347480106100795,PO,TH
17545_00119,1.175580232092837,0.058823529411764705,0.17647058823529413,0.7647058823529411,CP,CNU
18867_4259_x9977_y8313,2.2038129354305824,0.038461538461538464,0.19230769230769232,0.7692307692307693,SSp-m,CTX
18453_5317_x24548_y3717,2.915987807575721,0.0,0.05194805194805195,0.948051948051948,SSp-tr,CTX
18465_00082,2.186362929009988,0.017543859649122806,0.15789473684210525,0.8245614035087719,VPM,TH
17545_00118,1.8591084636925044,0.025,0.225,0.75,CP,CNU
18465_00083,1.9530600352028922,0.0055248618784530384,0.20994475138121546,0.7845303867403315,VPM,TH
17302_00006,2.5558876887001887,0.02040816326530612,0.2857142857142857,0.6938775510204082,CP,CNU
18869_3751_x5868_y6832,2.7317510831640437,0.005376344086021506,0.17204301075268819,0.8225806451612904,SSp-m,CTX
18453_4221_x16935_y5165,2.2076272228276177,0.03508771929824561,0.1695906432748538,0.7953216374269005,MOp,CTX
18454_01130,3.1381155492500032,0.03333333333333333,0.2,0.7666666666666667,VPL,TH
18868_5131_x7596_y7239,2.186015353110941,0.05555555555555555,0.25925925925925924,0.6851851851851852,SSp-bfd,CTX
17302_00007,1.4752742763772173,0.04054054054054054,0.20270270270270271,0.7567567567567568,CP,CNU
18454_01131,2.380451292922689,0.02564102564102564,0.28205128205128205,0.6923076923076923,RE,TH
18453_3316_x8214_y11076,2.3076470997155356,0.010638297872340425,0.2127659574468085,0.776595744680851,SSp-m,CTX
182724_5651_x9832_y25682,2.2832456192827624,0.0196078431372549,0.20588235294117646,0.7745098039215687,VISC,CTX
18047_00047,2.01907051507728,0.03571428571428571,0.24107142857142858,0.7232142857142857,ORBm,CTX
18465_00011,1.2049505594587562,0.013888888888888888,0.25,0.7361111111111112,CP,CNU
18868_6405_x11428_y4397,1.7258481707987683,0.0273224043715847,0.2459016393442623,0.726775956284153,VISpm,CTX
18454_00004,1.4925675675675676,0.017241379310344827,0.22413793103448276,0.7586206896551724,CP,CNU
18462_00052,1.854520358868185,0.04950495049504951,0.3465346534653465,0.6039603960396039,VPM,TH
18864_00117,1.853263074334694,0.0,0.15053763440860216,0.8494623655913979,VISl,CTX
18868_4818_x14513_y17030,1.9439760047433314,0.008403361344537815,0.15966386554621848,0.8319327731092437,RT,TH
18458_00443,2.112754764920119,0.012738853503184714,0.15286624203821655,0.8343949044585988,VPM,TH
18462_00053,2.4026329170268563,0.06015037593984962,0.2631578947368421,0.6766917293233082,VPL,TH
18457_00110,1.9020513763456768,0.017167381974248927,0.2017167381974249,0.7811158798283262,VM,TH
18455_00014,1.4132043494220121,0.0,0.275,0.725,CP,CNU
18457_00111,1.894027588691111,0.06343283582089553,0.2462686567164179,0.6902985074626866,VM,TH
pre_18864_00113,1.6968778038504204,0.005813953488372093,0.1686046511627907,0.8255813953488372,SSp-n,CTX
18455_00015,1.9312319056171516,0.018404907975460124,0.2085889570552147,0.7730061349693251,VPM,TH
17109_2401_x9338_y2394,2.5309899184899183,0.2033898305084746,0.3898305084745763,0.4067796610169492,AId,CTX
18463_00042,2.2788461538461537,0.25806451612903225,0.2903225806451613,0.45161290322580644,RE,TH
18867_3926_x8710_y12751,1.4686385319101671,0.017094017094017096,0.1794871794871795,0.8034188034188035,SSs,CTX
18868_5141_x8535_y6876,2.0160719222090324,0.023668639053254437,0.16568047337278108,0.8106508875739645,SSp-bfd,CTX
pre_18864_00088,1.3956278016854942,0.024242424242424242,0.15151515151515152,0.8242424242424242,VISp,CTX
191807_5629_x4661_y9410,2.7497619047619044,0.14,0.24,0.62,SSp-un,CTX
18458_00578,2.693413909323,0.046357615894039736,0.23178807947019867,0.7218543046357616,VPM,TH
18867_7924_x22262_y16755,1.4970983025413405,0.03626943005181347,0.18756476683937823,0.7761658031088083,PRNr,Other
18457_00018,2.8509947814742334,0.030927835051546393,0.20618556701030927,0.7628865979381443,VPM,TH
18453_6846_x11548_y2831,2.7821259841349124,0.014285714285714285,0.17142857142857143,0.8142857142857143,VISp,CTX
18465_00245,2.828194577480856,0.04878048780487805,0.24611973392461198,0.70509977827051,VM,TH
18457_00019,1.9508494892641233,0.015873015873015872,0.14285714285714285,0.8412698412698413,VPM,TH
17302_00035,2.9986697749275146,0.03968253968253968,0.18253968253968253,0.7777777777777778,MG,TH
18454_01103,2.58981573981574,0.04716981132075472,0.19811320754716982,0.7547169811320755,VPM,TH
18453_6746_x8555_y4741,3.170651613755934,0.03571428571428571,0.20238095238095238,0.7619047619047619,VISl,CTX
18458_00125,2.2320197562000845,0.045454545454545456,0.26136363636363635,0.6931818181818182,VPM,TH
17781_7132_x8998_y15272,3.529708355572818,0.00684931506849315,0.08904109589041095,0.9041095890410958,SUB,CTX
191812_3176_x5144_y19229,2.169047619047619,0.08695652173913043,0.358695652173913,0.5543478260869565,MOs,CTX
236174_7077_x14579_y30892,3.070504832111975,0.04040404040404041,0.1919191919191919,0.7676767676767676,TEa,CTX
18869_5024_x5544_y5480,2.4557858929948044,0.010830324909747292,0.16967509025270758,0.8194945848375451,SSs,CTX
18864_6074_x3503_y13192,2.4525687319686353,0.027522935779816515,0.11009174311926606,0.8623853211009175,RSPd,CTX
18864_4429_x7945_y3080,2.061082508098079,0.008695652173913044,0.12173913043478261,0.8695652173913043,SSs,CTX
18462_00061,2.115930549335722,0.0872093023255814,0.2558139534883721,0.6569767441860465,VPM,TH
pre_18864_00180,2.1512857594986396,0.021897810218978103,0.1386861313868613,0.8394160583941606,AUDd,CTX
17545_00023,1.6815557898891234,0.043478260869565216,0.22826086956521738,0.7282608695652174,CP,CNU
18458_00616,2.721967500156065,0.04669260700389105,0.20622568093385213,0.7470817120622568,SMT,TH
18462_00060,1.9196491228070178,0.040983606557377046,0.2540983606557377,0.7049180327868853,VPLpc,TH
18455_5404_x24949_y14106,2.968993479561789,0.0427807486631016,0.15508021390374332,0.8021390374331551,VPM,TH
18464_00108,0.9746632720513316,0.02564102564102564,0.1794871794871795,0.7948717948717948,CP,CNU
18454_01099,2.261322302036588,0.02027027027027027,0.20945945945945946,0.7702702702702703,VPM,TH
18454_01098,1.6886666666666668,0.010638297872340425,0.19148936170212766,0.7978723404255319,VPM,TH
18464_00049,2.050126166639864,0.012738853503184714,0.1464968152866242,0.8407643312101911,VPM,TH
18454_00176,1.8952906661239997,0.05714285714285714,0.3314285714285714,0.6114285714285714,SMT,TH
18867_4052_x9852_y8712,1.33828320802005,0.10204081632653061,0.24489795918367346,0.6530612244897959,SSp-m,CTX
191807_2729_x3750_y9965,1.9412519965873178,0.06685236768802229,0.298050139275766,0.6350974930362117,MOs,CTX
18454_00177,3.144072661269145,0.012244897959183673,0.13877551020408163,0.8489795918367347,SMT,TH
18464_00048,2.4478108149160778,0.022988505747126436,0.27586206896551724,0.7011494252873564,VPM,TH
17545_00163,2.839626760378584,0.014814814814814815,0.13333333333333333,0.8518518518518519,MG,TH
17109_7001_x6205_y5194,2.3151177051866356,0.07947019867549669,0.33112582781456956,0.5894039735099338,TEa,CTX
17545_00162,2.5163455244212964,0.017857142857142856,0.23809523809523808,0.7440476190476191,MG,TH
18867_4392_x7633_y13301,1.44664841331508,0.00625,0.1625,0.83125,SSs,CTX
18454_01042,2.94774531024531,0.028169014084507043,0.2112676056338028,0.7605633802816901,VPM,TH
15257_4500_x16614_y17147,1.681159420289855,0.18181818181818182,0.36363636363636365,0.45454545454545453,MOs,CTX
18454_01043,1.8588345864661655,0.09333333333333334,0.36,0.5466666666666666,VPM,TH
17781_2491_x13559_y38398,2.17340295638168,0.06944444444444445,0.3333333333333333,0.5972222222222222,GU,CTX
17787_00007,1.4648076559841265,0.03496503496503497,0.23776223776223776,0.7272727272727273,CP,CNU
18465_00304,2.626447331116006,0.017543859649122806,0.19298245614035087,0.7894736842105263,VPM,TH
18457_00159,2.217724867724868,0.012987012987012988,0.23376623376623376,0.7532467532467533,VPM,TH
18465_00305,2.3465095668220672,0.0196078431372549,0.1568627450980392,0.8235294117647058,VPL,TH
18869_4764_x5211_y5995,2.163440170760791,0.05263157894736842,0.2706766917293233,0.6766917293233082,SSs,CTX
18453_3326_x29413_y10076,2.4727544756605453,0.028037383177570093,0.11214953271028037,0.8598130841121495,SSp-m,CTX
18464_00141,1.1207174370967474,0.01680672268907563,0.226890756302521,0.7563025210084033,CP,CNU
18864_6384_x3409_y13059,3.64842490432093,0.0,0.1134020618556701,0.8865979381443299,RSPd,CTX
18462_00028,2.2721044828187686,0.05970149253731343,0.2462686567164179,0.6940298507462687,VPM,TH
18462_00029,2.5453844525347535,0.023529411764705882,0.17058823529411765,0.8058823529411765,VPLpc,TH
17786_00024,1.867525570277933,0.09803921568627451,0.35294117647058826,0.5490196078431373,AON,CTX
18457_00051,2.571336996336996,0.022900763358778626,0.13740458015267176,0.8396946564885496,VPM,TH
18455_00154,1.8818434976329714,0.02531645569620253,0.189873417721519,0.7848101265822784,VPM,TH
18867_7541_x13210_y4462,1.4948318663958475,0.033582089552238806,0.23507462686567165,0.7313432835820896,VISp,CTX
18454_00101,2.7816683846095613,0.046153846153846156,0.2153846153846154,0.7384615384615385,SMT,TH
17302_00099,1.7415127955944283,0.04054054054054054,0.20270270270270271,0.7567567567567568,CP,CNU
191807_5921_x4355_y21421,5.688813588353819,0.034482758620689655,0.3620689655172414,0.603448275862069,SSp-bfd,CTX
191812_5676_x8072_y26215,1.6346912542434766,0.06936416184971098,0.23699421965317918,0.6936416184971098,SSs,CTX
17302_00098,1.7221837649686913,0.01652892561983471,0.2727272727272727,0.7107438016528925,CP,CNU
18454_00100,2.8300256760783076,0.061946902654867256,0.2743362831858407,0.6637168141592921,SMT,TH
18458_00547,2.570940170940171,0.013333333333333334,0.17333333333333334,0.8133333333333334,VPM,TH
18869_3395_x6415_y6741,1.9374582219251337,0.09433962264150944,0.18867924528301888,0.7169811320754716,SSp-m,CTX
17545_00115,1.8027362365659938,0.03333333333333333,0.16666666666666666,0.8,CP,CNU
17302_00103,2.8990383964629536,0.03076923076923077,0.2923076923076923,0.676923076923077,CP,CNU
18454_01035,3.3442873176206507,0.01639344262295082,0.14754098360655737,0.8360655737704918,VPM,TH
17302_00102,1.7666691718775052,0.05154639175257732,0.26804123711340205,0.6804123711340206,CP,CNU
18454_01034,2.305166755840913,0.008928571428571428,0.14285714285714285,0.8482142857142857,VPM,TH
18465_00115,1.8038868637272891,0.07758620689655173,0.21551724137931033,0.7068965517241379,LGd,TH
18868_4341_x30419_y10114,2.0969001262396567,0.02702702702702703,0.1891891891891892,0.7837837837837838,SSp-n,CTX
18465_00114,2.186238856273103,0.0582010582010582,0.31216931216931215,0.6296296296296297,LGd,TH
18454_00009,1.9752703505644682,0.014084507042253521,0.23943661971830985,0.7464788732394366,CP,CNU
18868_4523_x15124_y15767,1.5242768213698445,0.005025125628140704,0.18592964824120603,0.8090452261306532,RT,TH
18454_00008,1.5083172945006051,0.020202020202020204,0.12121212121212122,0.8585858585858586,fiber tracts,Other
17543_3828_x6023_y17044,2.3715654443595624,0.023529411764705882,0.21176470588235294,0.7647058823529411,SSp-ll,CTX
18868_3547_x28065_y9077,2.252548523677506,0.007380073800738007,0.22509225092250923,0.7675276752767528,SSp-m,CTX
18470_4630_x23468_y24795,3.584500230581701,0.033707865168539325,0.23595505617977527,0.7303370786516854,RSPd,CTX
18453_5436_x32746_y12751,2.278829564657811,0.05517241379310345,0.32413793103448274,0.6206896551724138,SSs,CTX
18457_00026,2.511389935821754,0.017857142857142856,0.20535714285714285,0.7767857142857143,VPM,TH
18455_00122,2.4282027337741625,0.022123893805309734,0.21238938053097345,0.7654867256637168,VPM,TH
18457_00241,2.835966381509998,0.05649717514124294,0.2033898305084746,0.7401129943502824,SGN,TH
18457_00027,2.973432838639024,0.04580152671755725,0.20610687022900764,0.7480916030534351,VPM,TH
18453_4496_x31014_y8304,2.545883556025482,0.010869565217391304,0.18478260869565216,0.8043478260869565,SSp-n,CTX
18455_00123,1.9306053085723984,0.024390243902439025,0.24041811846689895,0.735191637630662,PO,TH
pre_18864_00025,2.8044738454837908,0.024489795918367346,0.11836734693877551,0.8571428571428571,MOs,CTX
18455_00205,1.9422994553946935,0.037037037037037035,0.16049382716049382,0.8024691358024691,VPL,TH
18455_00204,2.4581699346405226,0.0379746835443038,0.21518987341772153,0.7468354430379747,VPM,TH
18867_4296_x31171_y9797,2.6992716636700598,0.010526315789473684,0.20526315789473684,0.7842105263157895,SSp-m,CTX
18463_00034,1.7299516908212562,0.05825242718446602,0.23300970873786409,0.7087378640776699,VPL,TH
18047_5719_x25513_y7957,1.8580755529522135,0.043478260869565216,0.358695652173913,0.5978260869565217,SSp-un,CTX
182725_2917_x9391_y22263,1.6888795659395084,0.04777070063694268,0.2770700636942675,0.6751592356687898,AId,CTX
18454_00148,3.113101106761394,0.02112676056338028,0.19014084507042253,0.7887323943661971,VPL,TH
18454_00149,2.551574379751901,0.0375,0.225,0.7375,MG,TH
18464_00076,2.971066119415176,0.0449438202247191,0.33707865168539325,0.6179775280898876,VPM,TH
18465_00054,0.8839285714285714,0.1,0.4,0.5,DG,CTX
18457_00209,1.8007349833196369,0.006600660066006601,0.19471947194719472,0.7986798679867987,MD,TH
18465_00233,2.1979894693541753,0.02040816326530612,0.12244897959183673,0.8571428571428571,VPL,TH
236174_4429_x13147_y8003,4.23310167535379,0.026905829596412557,0.23766816143497757,0.7354260089686099,CLA,CTX
18864_3338_x3396_y21865,2.7942103589397593,0.017857142857142856,0.14285714285714285,0.8392857142857143,MOp,CTX
18869_3701_x5589_y7633,2.342489936367487,0.0136986301369863,0.1643835616438356,0.821917808219178,SSp-m,CTX
17302_00043,1.6722371577188,0.0449438202247191,0.21348314606741572,0.7415730337078652,CP,CNU
236174_3829_x14826_y27255,2.9607805246133116,0.0514018691588785,0.2850467289719626,0.6635514018691588,GU,CTX
18462_00016,1.7116972243442832,0.06382978723404255,0.3404255319148936,0.5957446808510638,VPM,TH
17545_00055,2.7804994849179345,0.04054054054054054,0.20270270270270271,0.7567567567567568,VPM,TH
18462_00017,2.432649711399711,0.043859649122807015,0.18421052631578946,0.7719298245614035,VPM,TH
17545_00054,2.828241185897436,0.0,0.15306122448979592,0.8469387755102041,VPM,TH
17782_3487_x11014_y17041,2.098674576970263,0.13793103448275862,0.33620689655172414,0.5258620689655172,CLA,CTX
17302_00076,3.3093005952380956,0.04878048780487805,0.34146341463414637,0.6097560975609756,MG,TH
18869_4371_x21382_y5522,2.3479683195592287,0.05128205128205128,0.3076923076923077,0.6410256410256411,SSp-n,CTX
17302_00077,2.6134632034632035,0.046875,0.171875,0.78125,MG,TH
pre_18864_00059,2.03390574435414,0.015625,0.15234375,0.83203125,MOp,CTX
18465_00206,2.0329113126732175,0.02,0.28,0.7,ACB,CNU
18465_00207,1.4862150415721846,0.020833333333333332,0.14583333333333334,0.8333333333333334,ACB,CNU
pre_18467_00495,1.4144015548390614,0.03214285714285714,0.2642857142857143,0.7035714285714286,TR,CTX
18869_6732_x9649_y3919,1.6737346944243496,0.01856763925729443,0.19363395225464192,0.7877984084880637,SUB,CTX
18454_00074,2.67957423661693,0.04678362573099415,0.16374269005847952,0.7894736842105263,MD,TH
18454_00075,2.4065496571852503,0.013392857142857142,0.20089285714285715,0.7857142857142857,VAL,TH
18453_5535_x29214_y5045,3.355799884041219,0.01818181818181818,0.07272727272727272,0.9090909090909091,SSp-bfd,CTX
17109_2401_x8977_y24184,1.159294871794872,0.35135135135135137,0.2972972972972973,0.35135135135135137,MOp,CTX
18462_00022,1.7488700564971749,0.10989010989010989,0.37362637362637363,0.5164835164835165,MG,TH
18462_00023,2.9446670485385056,0.03937007874015748,0.1968503937007874,0.7637795275590551,VPLpc,TH
17545_00060,2.0376679777951336,0.03225806451612903,0.25806451612903225,0.7096774193548387,CP,CNU
18454_01048,2.2808693403033025,0.02127659574468085,0.1276595744680851,0.851063829787234,VPM,TH
191812_3163_x6264_y21524,2.7647918106175715,0.19069767441860466,0.3023255813953488,0.5069767441860465,MOp,CTX
18463_00001,2.6196856962481965,0.02654867256637168,0.24778761061946902,0.7256637168141593,LGd,TH
18454_01049,2.2980724785602837,0.006211180124223602,0.19875776397515527,0.7950310559006211,VPM,TH
18465_00168,1.246174196174196,0.0,0.14492753623188406,0.855072463768116,CP,CNU
18453_4403_x30609_y7732,1.7940039503828653,0.037383177570093455,0.17757009345794392,0.7850467289719626,SSp-bfd,CTX
18457_00152,1.8424494859978733,0.04375,0.1875,0.76875,VPM,TH
18868_3781_x6715_y11703,2.254999337397297,0.056338028169014086,0.15492957746478872,0.7887323943661971,SSp-m,CTX
pre_18458_00150,1.588407163867649,0.04633204633204633,0.2548262548262548,0.6988416988416989,error,Other
18464_00042,2.2606191389599317,0.017391304347826087,0.25217391304347825,0.7304347826086957,VPM,TH
18465_00294,2.559677317631863,0.019867549668874173,0.1390728476821192,0.8410596026490066,VPM,TH
17545_00169,2.0757113765689894,0.017937219730941704,0.2062780269058296,0.7757847533632287,VPM,TH
18453_7188_x11060_y3637,1.9899975697018855,0.022388059701492536,0.15671641791044777,0.8208955223880597,VISp,CTX
17545_00168,2.9579987440002062,0.06172839506172839,0.19753086419753085,0.7407407407407407,VPM,TH
pre_18465_00370,2.75,0.16666666666666666,0.3333333333333333,0.5,DG,CTX
17545_00028,1.3934147509578543,0.06382978723404255,0.2198581560283688,0.7163120567375887,CP,CNU
18457_00188,2.1150241685191205,0.05422993492407809,0.2472885032537961,0.6984815618221258,VM,TH
pre_18465_00371,2.232142857142857,0.125,0.5,0.375,DG,CTX
17545_00029,2.0389432147438873,0.03787878787878788,0.19696969696969696,0.7651515151515151,CP,CNU
18464_00102,2.106361049042383,0.023333333333333334,0.21333333333333335,0.7633333333333333,VM,TH
18454_01093,1.6343695725432252,0.010256410256410256,0.16923076923076924,0.8205128205128205,MG,TH
236174_3829_x16301_y26647,2.754810510090012,0.025,0.175,0.8,CLA,CTX
18453_5578_x32997_y13060,2.332449073817174,0.07246376811594203,0.35507246376811596,0.572463768115942,AUDv,CTX
18454_01092,2.855766369047619,0.0,0.1744186046511628,0.8255813953488372,MG,TH
17781_6881_x22248_y12698,3.7120933585534166,0.01,0.13,0.86,TR,CTX
18457_00012,2.3593169334512827,0.05343511450381679,0.22900763358778625,0.7175572519083969,VPM,TH
18465_00029,1.4547588295129277,0.04395604395604396,0.26373626373626374,0.6923076923076923,CP,CNU
18457_00013,3.3721284271284278,0.07291666666666667,0.2708333333333333,0.65625,VPM,TH
18465_00028,1.408909423909424,0.0273972602739726,0.2054794520547945,0.7671232876712328,CP,CNU
18454_01109,2.8310846560846556,0.0,0.1917808219178082,0.8082191780821918,VPM,TH
18454_01108,2.126215612537993,0.021739130434782608,0.1793478260869565,0.7989130434782609,VPM,TH
17545_00120,2.8779369920761217,0.046511627906976744,0.16279069767441862,0.7906976744186046,CP,CNU
18457_00080,1.2954532727089116,0.03680981595092025,0.2147239263803681,0.7484662576687117,CP,CNU
pre_18866_00186,1.0714285714285714,0.125,0.125,0.75,DG,CTX
pre_18864_00082,1.9361067444346374,0.012658227848101266,0.11708860759493671,0.870253164556962,SSp-m,CTX
18868_3592_x9776_y8113,1.9186893983570659,0.0163265306122449,0.2,0.7836734693877551,MOp,CTX
18457_00081,1.6055163474518315,0.0,0.21951219512195122,0.7804878048780488,AON,CTX
17545_00121,2.6874754301934174,0.062146892655367235,0.1751412429378531,0.7627118644067796,CP,CNU
18864_00026,2.244009756918141,0.03734439834024896,0.3112033195020747,0.6514522821576764,AId,CTX
pre_18864_00083,1.4218134097989814,0.012244897959183673,0.17142857142857143,0.8163265306122449,VISp,CTX
18454_00135,2.1295613275613277,0.03954802259887006,0.1751412429378531,0.7853107344632768,VPM,TH
18461_5025_x23630_y4542,1.90864405609893,0.010869565217391304,0.21739130434782608,0.7717391304347826,SSp-bfd,CTX
18454_00134,2.597656840513984,0.043010752688172046,0.3118279569892473,0.6451612903225806,VPM,TH
191812_5411_x6011_y24641,1.9837675568159439,0.07582938388625593,0.3744075829383886,0.5497630331753555,SSp-bfd,CTX
18868_3009_x28076_y11485,2.1875494017933086,0.018518518518518517,0.14444444444444443,0.837037037037037,MOp,CTX
17109_4772_x9038_y27257,2.1512935595770526,0.17777777777777778,0.3037037037037037,0.5185185185185185,SSs,CTX
18465_00347,1.912345581781604,0.02510460251046025,0.22594142259414227,0.7489539748953975,VPL,TH
18868_4464_x5477_y11004,1.686699752022833,0.012987012987012988,0.18831168831168832,0.7987012987012987,SSs,CTX
191812_3922_x8455_y6768,1.8266384411983505,0.0963855421686747,0.39759036144578314,0.5060240963855421,SSp-m,CTX
18864_3015_x3194_y23588,2.2004704666200428,0.010638297872340425,0.07446808510638298,0.9148936170212766,MOp,CTX
18458_00241,2.142679229389131,0.03553299492385787,0.25888324873096447,0.7055837563451777,LGd,TH
18454_01001,2.6591463414634147,0.04285714285714286,0.24285714285714285,0.7142857142857143,VPM,TH
18464_00191,2.958509652433337,0.02702702702702703,0.15315315315315314,0.8198198198198198,LP,TH
17788_3709_x6000_y8213,2.8262174825265616,0.018867924528301886,0.27358490566037735,0.7075471698113207,SSp-m,CTX
18454_01000,2.455103785475671,0.017857142857142856,0.11607142857142858,0.8660714285714286,VPL,TH
191812_4445_x5426_y10324,1.753897018877494,0.0763888888888889,0.3541666666666667,0.5694444444444444,SSp-ll,CTX
pre_18864_00067,2.05576145326787,0.006060606060606061,0.06060606060606061,0.9333333333333333,SSp-ul,CTX
18465_00238,1.930245568555792,0.04225352112676056,0.2112676056338028,0.7464788732394366,VPL,TH
18457_00203,2.619495397764628,0.04242424242424243,0.16363636363636364,0.793939393939394,VPL,TH
18457_00065,2.8012927170868345,0.02564102564102564,0.1794871794871795,0.7948717948717948,VPM,TH
18453_4386_x31552_y9254,3.0543034878400728,0.0967741935483871,0.16129032258064516,0.7419354838709677,SSp-n,CTX
18457_00064,2.7307322243966077,0.020202020202020204,0.25252525252525254,0.7272727272727273,VPM,TH
18457_00202,2.1474458874458877,0.013157894736842105,0.2631578947368421,0.7236842105263158,VPL,TH
17302_00048,2.1193070978391355,0.05,0.2125,0.7375,LGd,TH
191812_4067_x7961_y6860,2.2425926435678756,0.09803921568627451,0.35947712418300654,0.5424836601307189,SSp-m,CTX
17302_00049,3.532008658008657,0.039603960396039604,0.24752475247524752,0.7128712871287128,LGd,TH
18458_00505,2.1246791529484748,0.042704626334519574,0.2669039145907473,0.6903914590747331,VM,TH
18453_1924_x22284_y8069,2.5668667923594315,0.017391304347826087,0.14782608695652175,0.8347826086956521,MOs,CTX
18454_00142,2.877377096083993,0.017341040462427744,0.2254335260115607,0.7572254335260116,VPLpc,TH
191807_5031_x5620_y23074,2.427810846560847,0.10294117647058823,0.27941176470588236,0.6176470588235294,SSp-n,CTX
18453_6316_x30559_y4743,2.8523617511520736,0.0,0.13636363636363635,0.8636363636363636,VISrl,CTX
18868_3871_x26350_y7564,2.5186985624777356,0.01282051282051282,0.1858974358974359,0.8012820512820513,SSp-ul,CTX
18454_00143,2.6678992303992306,0.01282051282051282,0.14102564102564102,0.8461538461538461,VPLpc,TH
18465_00156,1.2437049062049061,0.025,0.28125,0.69375,CP,CNU
18465_00157,1.5500711367284399,0.05172413793103448,0.21551724137931033,0.7327586206896551,CP,CNU
18864_6057_x8520_y2391,2.006456420022421,0.06535947712418301,0.20261437908496732,0.7320261437908496,AUDp,CTX
18458_00050,2.612168861511422,0.020618556701030927,0.1958762886597938,0.7835051546391752,LGd,TH
18458_00236,1.630530548996458,0.08661417322834646,0.25984251968503935,0.6535433070866141,LGd,TH
18869_4786_x18238_y10268,1.9353696741854636,0.0851063829787234,0.20212765957446807,0.7127659574468085,RT,TH
18458_00051,2.453380774554244,0.043859649122807015,0.16666666666666666,0.7894736842105263,LGd,TH
236174_2657_x11930_y12250,2.4205246496834407,0.11428571428571428,0.34285714285714286,0.5428571428571428,AId,CTX
236174_4647_x16405_y27845,3.489838966995316,0.052805280528052806,0.25412541254125415,0.693069306930693,CLA,CTX
17302_00001,1.2184517273851283,0.037037037037037035,0.3148148148148148,0.6481481481481481,CP,CNU
18867_7390_x9887_y4961,1.8960645435054884,0.030211480362537766,0.2688821752265861,0.7009063444108762,VISp,CTX
18458_00376,2.199071678920897,0.009433962264150943,0.2358490566037736,0.7547169811320755,AM,TH
18868_4706_x15828_y16760,1.5410404546433958,0.024390243902439025,0.2073170731707317,0.7682926829268293,RT,TH
18465_00017,1.4994693478564447,0.08974358974358974,0.1794871794871795,0.7307692307692307,CP,CNU
182724_2526_x7529_y21792,2.2160464934600355,0.031073446327683617,0.2401129943502825,0.7288135593220338,MOs,CTX
