name,P1,P2,P3,P4,soma_region,brain_region
18455_00135,0.20823244552058112,0.024213075060532687,0.3196125907990315,0.44794188861985473,CP,CNU
236174_3229_x11951_y11316,0.04046028210838901,0.3088344469190794,0.4394951744617669,0.21121009651076467,CLA,CTX
18458_00586,0.06704134885588117,0.0,0.34805299076676033,0.5849056603773585,VPL,TH
18457_00001,0.2519893899204244,0.0,0.007957559681697613,0.7400530503978779,CP,CNU
pre_18864_00442,0.5481832543443917,0.20115850447604003,0.20589784096893102,0.04476040021063718,SSp-bfd,CTX
pre_18864_00012,0.88,0.07545454545454545,0.04454545454545455,0.0,SSp-ul,CTX
17300_5896_x24862_y27320,0.42509225092250924,0.35571955719557197,0.03099630996309963,0.1881918819188192,RSPv,CTX
18457_00144,0.06391752577319587,0.0,0.14742268041237114,0.788659793814433,VPM,TH
18454_00167,0.036947791164658635,0.09076305220883533,0.02248995983935743,0.8497991967871485,VPL,TH
17545_00158,0.6158001350438893,0.1937879810938555,0.02903443619176232,0.16137744767049292,CP,CNU
18465_00313,0.0,0.0,0.6456405260594252,0.35435947394057477,LD,TH
18868_3389_x28317_y9872,0.3754716981132076,0.0,0.2792452830188679,0.3452830188679245,SSp-m,CTX
18455_00123,0.017025089605734768,0.034050179211469536,0.3525985663082437,0.5963261648745519,PO,TH
17302_00005,0.4236111111111111,0.09259259259259259,0.023148148148148147,0.46064814814814814,CP,CNU
18454_00022,0.5053908355795148,0.42048517520215634,0.03504043126684636,0.03908355795148248,CP,CNU
191812_2734_x6259_y10487,0.5653266331658291,0.15829145728643215,0.27638190954773867,0.0,MOs,CTX
18869_6291_x15236_y3478,0.398679323153116,0.07882789929839043,0.12092447379281882,0.40156830375567476,RSPv,CTX
18465_00128,0.04697986577181208,0.0,0.0,0.9530201342281879,VPM,TH
18464_00183,0.0583756345177665,0.0,0.0,0.9416243654822335,VPM,TH
18457_00056,0.037525354969574036,0.0,0.0486815415821501,0.9137931034482759,VPM,TH
18465_00082,0.07407407407407407,0.0018066847335140017,0.07136404697380307,0.8527551942186089,VPM,TH
18464_00029,0.005194805194805195,0.023376623376623377,0.1,0.8714285714285714,MG,TH
18457_00113,0.2775229357798165,0.09862385321100918,0.0,0.6238532110091743,CP,CNU
236174_3529_x12805_y10541,0.03407557354925776,0.37955465587044535,0.40856950067476383,0.17780026990553308,CLA,CTX
236174_3001_x12887_y24248,0.13141402271837055,0.2600861731296514,0.4764982373678026,0.1320015667841755,AId,CTX
18454_00130,0.03805640502888209,0.18586476384641523,0.6605504587155964,0.11552837240910635,MD,TH
18463_00075,0.3464203233256351,0.27251732101616627,0.18475750577367206,0.19630484988452657,CP,CNU
18455_00031,0.449820788530466,0.05913978494623656,0.26344086021505375,0.22759856630824374,CP,CNU
17302_00117,0.029714285714285714,0.0,0.002285714285714286,0.968,LGd,TH
18454_00075,0.02722658052607291,0.0,0.05445316105214582,0.9183202584217812,VAL,TH
18462_00031,0.012398460880718255,0.0,0.1675929884566054,0.8200085506626763,VPM,TH
17302_00052,0.0,0.0,0.8788759689922481,0.12112403100775193,MG,TH
18458_00302,0.0,0.0,0.016238159675236806,0.9837618403247632,LGd,TH
18454_01023,0.09010600706713781,0.0,0.0,0.9098939929328622,VPM,TH
236174_3429_x12632_y10625,0.002311756935270806,0.2767503302509908,0.6178996036988111,0.10303830911492734,CLA,CTX
18869_4629_x8451_y4031,0.7720403022670025,0.10390428211586902,0.05289672544080604,0.07115869017632241,SSp-ul,CTX
18869_4468_x23035_y7089,0.19065776930409914,0.10915157292659676,0.2950428979980934,0.4051477597712107,SSp-n,CTX
182724_2526_x7529_y21792,0.2900115696104898,0.30582337061318937,0.2996529116853066,0.10451214809101426,MOs,CTX
18867_6007_x18415_y4843,0.4445109183368232,0.09691893508824409,0.14687406521088842,0.31169608136404425,RSPv,CTX
18458_00050,0.0,0.0,0.06325581395348837,0.9367441860465117,LGd,TH
18464_00052,0.028971028971028972,0.0,0.06493506493506493,0.906093906093906,VPM,TH
18453_3579_x30397_y10103,0.7054655870445344,0.19433198380566802,0.09109311740890688,0.009109311740890687,SSp-m,CTX
18457_00241,0.0,0.0,0.117,0.883,SGN,TH
17545_00174,0.034255599472990776,0.0,0.011857707509881422,0.9538866930171278,LGd,TH
17109_2401_x9954_y9122,0.2144702842377261,0.09560723514211886,0.3152454780361757,0.37467700258397935,AId,CTX
18457_00095,0.02631578947368421,0.0,0.0,0.9736842105263158,VPM,TH
18454_01074,0.015785861358956762,0.1393273850377488,0.5271105010295127,0.3177762525737817,VPM,TH
18465_00041,0.38565022421524664,0.0,0.33856502242152464,0.2757847533632287,CP,CNU
18454_01131,0.07596685082872928,0.028314917127071824,0.2983425414364641,0.5973756906077348,RE,TH
18864_5692_x8806_y3272,0.4829749103942652,0.1953405017921147,0.06720430107526881,0.25448028673835127,AUDd,CTX
18453_1674_x14446_y9719,0.5494920174165457,0.13584905660377358,0.07402031930333818,0.24063860667634251,FRP,CTX
18869_4347_x8166_y4281,0.40298507462686567,0.3034825870646766,0.19900497512437812,0.0945273631840796,SSp-ul,CTX
pre_18864_00069,0.6550549034456645,0.15032184778492996,0.11548655812192352,0.07913669064748201,MOp,CTX
18867_5408_x30554_y7318,0.4300202839756592,0.0,0.0,0.5699797160243407,SSp-bfd,CTX
17781_7281_x18241_y11406,0.019247985675917637,0.0,0.5523724261414503,0.42837958818263205,SUB,CTX
18455_00158,0.016672841793256763,0.2945535383475361,0.42349018154872176,0.26528343831048534,VPMpc,TH
18453_7223_x30215_y5120,0.9829596412556054,0.0,0.003587443946188341,0.013452914798206279,VISp,CTX
17545_00066,0.581447963800905,0.23378582202111614,0.13800904977375567,0.04675716440422323,CP,CNU
18454_00059,0.02654867256637168,0.0,0.0022123893805309734,0.9712389380530974,LGd,TH
18868_5686_x9887_y5415,0.14853762734143938,0.08971409792967466,0.5323693723299375,0.2293789023989484,SSp-bfd,CTX
17545_00089,0.012399708242159009,0.03792851932895697,0.5532458059810358,0.3964259664478483,LP,TH
17302_00091,0.5037537537537538,0.33483483483483484,0.04354354354354354,0.11786786786786786,CP,CNU
18868_4883_x27078_y6285,0.49712313003452246,0.0,0.20713463751438435,0.2957422324510932,SSp-bfd,CTX
15257_4021_x16401_y21556,0.16590909090909092,0.0,0.4284090909090909,0.4056818181818182,MOs,CTX
18868_3592_x9776_y8113,0.20149253731343283,0.3302238805970149,0.28134328358208954,0.1869402985074627,MOp,CTX
18457_00129,0.016655562958027982,0.0,0.019320453031312457,0.9640239840106596,VPM,TH
18465_00057,0.0402081362346263,0.0,0.0,0.9597918637653737,LGd,TH
18454_01062,0.027751196172248804,0.0,0.05933014354066986,0.9129186602870814,VPM,TH
18457_00083,0.05010438413361169,0.0,0.12456506610995129,0.825330549756437,VPM,TH
18453_5459_x9646_y5477,0.14763779527559054,0.42322834645669294,0.3868110236220472,0.04232283464566929,SSp-bfd,CTX
18869_7358_x8916_y4859,0.20395799676898224,0.528675282714055,0.21324717285945072,0.05411954765751212,POST,CTX
18465_00112,0.0811138014527845,0.0,0.0,0.9188861985472155,LGd,TH
18454_01127,0.011702127659574468,0.0,0.0,0.9882978723404255,LGd,TH
18869_4410_x8772_y3996,0.3861003861003861,0.006435006435006435,0.11711711711711711,0.49034749034749037,SSp-ul,CTX
191812_3176_x5144_y19229,0.6202143950995406,0.15926493108728942,0.11791730474732007,0.10260336906584992,MOs,CTX
17109_6801_x7432_y4405,0.15369928400954655,0.2315035799522673,0.4458233890214797,0.16897374701670645,TEa,CTX
17782_3253_x33739_y18314,0.07940251572327044,0.16077044025157233,0.6206761006289309,0.1391509433962264,AId,CTX
18869_4050_x21764_y6239,0.46,0.44571428571428573,0.054285714285714284,0.04,SSp-m,CTX
18864_00015,0.9739644970414201,0.004142011834319527,0.0,0.021893491124260357,SSp-bfd,CTX
18454_01035,0.010432190760059613,0.0,0.0,0.9895678092399404,VPM,TH
18464_00044,0.0589041095890411,0.00410958904109589,0.0013698630136986301,0.9356164383561644,VPM,TH
18465_00145,0.0,0.11627906976744186,0.11794019933554817,0.7657807308970099,MG,TH
18455_00119,0.4403578528827038,0.2504970178926441,0.1481113320079523,0.1610337972166998,CP,CNU
18454_00018,0.3663157894736842,0.06315789473684211,0.06947368421052631,0.5010526315789474,CP,CNU
17545_00027,0.35963114754098363,0.21106557377049182,0.23975409836065573,0.18954918032786885,CP,CNU
18463_00018,0.05845511482254697,0.0,0.0,0.941544885177453,LGd,TH
17545_00162,0.03673047077082255,0.020693222969477496,0.8561821003621314,0.08639420589756855,MG,TH
18465_00283,0.424,0.005333333333333333,0.0,0.5706666666666667,EPd,CTX
18470_4630_x23468_y24795,0.4065798492117889,0.10541466758053461,0.2949965729952022,0.1930089102124743,RSPd,CTX
18868_3564_x27379_y8431,0.37926421404682276,0.12709030100334448,0.10367892976588629,0.38996655518394646,SSp-ul,CTX
18455_00181,0.379746835443038,0.20253164556962025,0.16455696202531644,0.25316455696202533,CP,CNU
17545_00115,0.6432964329643296,0.07503075030750307,0.12054120541205413,0.16113161131611317,CP,CNU
18867_7924_x22262_y16755,0.00020538098172109262,0.45676730334771,0.35571986034093245,0.18730745532963647,PRNr,Other
18454_00080,0.6811145510835913,0.11042311661506708,0.0846233230134159,0.1238390092879257,CP,CNU
17545_00050,0.47644326476443266,0.3287989382879894,0.11977438619774386,0.07498341074983411,CP,CNU
17781_00001,0.1437654539032144,0.26774991169198165,0.5061815612857647,0.08230307311903921,EPd,CTX
17302_00048,0.0,0.0,0.0,1.0,LGd,TH
236174_3829_x16301_y26647,0.006923837784371909,0.23194856577645895,0.46735905044510384,0.29376854599406527,CLA,CTX
18868_3626_x29809_y12585,0.2516469038208169,0.08300395256916997,0.3695652173913043,0.2957839262187088,SSs,CTX
18465_00132,0.06505295007564296,0.24205748865355523,0.017650025214321734,0.6752395360564801,VPM,TH
18454_01107,0.02161547212741752,0.0,0.46871444823663255,0.5096700796359499,VPM,TH
18458_00461,0.07918968692449356,0.0,0.5230202578268877,0.39779005524861877,VPM,TH
17787_00019,0.24559023066485752,0.07055630936227951,0.35549525101763907,0.3283582089552239,CP,CNU
18457_00109,0.03171836876960613,0.0024398745207389336,0.004531195538515162,0.9613105611711398,VPM,TH
18454_01042,0.0,0.0,0.0,1.0,VPM,TH
236174_4729_x16869_y27809,0.031493787922565734,0.5518636232302803,0.2851776943080035,0.13146489453915053,EPd,CTX
18463_00038,0.0856610800744879,0.0,0.0297951582867784,0.8845437616387337,VPM,TH
17109_2401_x9338_y2394,0.05066079295154185,0.5022026431718062,0.2621145374449339,0.18502202643171806,AId,CTX
17545_00142,0.0249728555917481,0.01031487513572204,0.13029315960912052,0.8344191096634094,VPLpc,TH
18465_00309,0.26474622770919065,0.1133973479652492,0.24142661179698216,0.38042981252857794,CEA,CNU
18453_5308_x10321_y5166,0.7578579743888242,0.23050058207217694,0.0,0.011641443538998836,SSp-bfd,CTX
17109_4772_x9038_y27257,0.12235067437379576,0.325626204238921,0.5183044315992292,0.03371868978805395,SSs,CTX
18455_00139,0.08424908424908426,0.0,0.0,0.9157509157509157,VPM,TH
17545_00007,0.25688073394495414,0.0,0.4525993883792049,0.290519877675841,CP,CNU
18455_00210,0.0532994923857868,0.0,0.0031725888324873096,0.9435279187817259,VPM,TH
pre_18864_00008,0.3879023307436182,0.17647058823529413,0.16259711431742507,0.2730299667036626,RSPd,CTX
18869_4275_x8819_y9368,0.11759868421052631,0.2713815789473684,0.4292763157894737,0.18174342105263158,CP,CNU
18454_01015,0.031273836765827616,0.0,0.03279938977879481,0.9359267734553776,VPM,TH
191812_4003_x5886_y22658,0.6717948717948717,0.31794871794871793,0.001282051282051282,0.008974358974358974,SSp-m,CTX
pre_18465_00267,0.5618556701030928,0.14948453608247422,0.08762886597938144,0.20103092783505155,ProS,CTX
18867_6986_x31479_y5932,0.3049837486457205,0.3282773564463705,0.2963163596966414,0.07042253521126761,VISl,CTX
18869_4345_x7097_y4738,0.2664389410760034,0.025619128949615714,0.300597779675491,0.4073441502988898,SSp-n,CTX
17545_00154,0.0328484279680901,0.0,0.2862505865790709,0.6809009854528391,VPL,TH
17302_00009,0.5548098434004475,0.1185682326621924,0.013422818791946308,0.3131991051454139,CP,CNU
18455_00206,0.0745697896749522,0.06978967495219886,0.21606118546845124,0.6395793499043977,VPM,TH
18868_2924_x10668_y9719,0.23201692524682652,0.5098730606488011,0.19464033850493653,0.06346967559943582,MOp,CTX
18457_00148,0.05917159763313609,0.0,0.08481262327416174,0.8560157790927022,VPM,TH
18864_4067_x3464_y21495,0.6682626538987688,0.05950752393980848,0.14227086183310533,0.12995896032831739,MOp,CTX
18458_00565,0.0546875,0.08203125,0.064453125,0.798828125,VPL,TH
18465_00036,0.1203883495145631,0.258252427184466,0.20970873786407768,0.4116504854368932,CP,CNU
18868_5141_x8535_y6876,0.3949152542372881,0.21694915254237288,0.1423728813559322,0.2457627118644068,SSp-bfd,CTX
18864_00023,0.7602283539486203,0.2055185537583254,0.03425309229305423,0.0,SSp-un,CTX
18454_00096,0.07117008443908324,0.11640530759951749,0.05790108564535585,0.7545235223160435,MD,TH
pre_18864_00225,0.7373417721518988,0.13164556962025317,0.08544303797468354,0.04556962025316456,VISC,CTX
18465_00348,0.04058518168947617,0.32656913638508733,0.2104766399244927,0.42236904200094383,VPL,TH
17545_00046,0.22014051522248243,0.11943793911007025,0.20608899297423888,0.45433255269320844,CP,CNU
pre_18469_00002,0.44931362196409713,0.20432946145723338,0.34213305174234426,0.004223864836325237,SSp-ul,CTX
18454_01111,0.0,0.0,0.1449814126394052,0.8550185873605948,VPM,TH
191812_3163_x6264_y21524,0.31730237700386954,0.443338861249309,0.12824765063571034,0.1111111111111111,MOp,CTX
18454_01054,0.06138392857142857,0.0,0.024553571428571428,0.9140625,VPM,TH
18458_00375,0.030831878999418267,0.0,0.0,0.9691681210005817,AM,TH
18453_5318_x33682_y14092,0.4172825469016487,0.28140989198408184,0.17453098351335986,0.1267765776009096,VISC,CTX
17302_00025,0.08419768151311775,0.17998779743746188,0.6229408175716901,0.11287370347773032,MD,TH
18454_00002,0.2121951219512195,0.12195121951219512,0.32195121951219513,0.3439024390243902,CP,CNU
18455_00046,0.03700724054706356,0.0,0.07401448109412712,0.8889782783588094,LGd,TH
18454_00147,0.005048187241854061,0.16980266177145478,0.2932537861404314,0.5318953648462598,VPM,TH
17545_00178,0.00978723404255319,0.0,0.07914893617021276,0.911063829787234,RE,TH
pre_18458_00348,0.3333333333333333,0.3125,0.020833333333333332,0.3333333333333333,CA1,CTX
18458_00119,0.0,0.0,0.0,1.0,VPM,TH
18458_00549,0.04251839738348324,0.022894521668029435,0.04905968928863451,0.8855273916598528,VPL,TH
18457_00164,0.07117117117117117,0.05045045045045045,0.13423423423423422,0.7441441441441441,VPL,TH
18454_00055,0.06835128417564208,0.011184755592377795,0.5219552609776305,0.3985086992543496,RE,TH
18455_00154,0.029840388619014575,0.0,0.19292158223455932,0.7772380291464261,VPM,TH
18867_6091_x30186_y6043,0.1783492326835338,0.013687266694317711,0.35752799668187474,0.45043550394027376,SSp-bfd,CTX
18458_00267,0.06586345381526104,0.011244979919678716,0.0024096385542168677,0.9204819277108434,LGd,TH
18047_00047,0.48910593538692715,0.0405709992486852,0.20510894064613072,0.26521412471825695,ORBm,CTX
18463_00055,0.0,0.0,0.499455930359086,0.500544069640914,VPM,TH
17545_00085,0.05612694681163679,0.0005877167205406994,0.5577431677931237,0.3855421686746988,VPMpc,TH
18455_00011,0.492972972972973,0.3708108108108108,0.03351351351351351,0.10270270270270271,CP,CNU
18457_00133,0.22792022792022792,0.0,0.358974358974359,0.4131054131054131,ACB,CNU
18454_01078,0.2017167381974249,0.5779685264663805,0.17310443490701002,0.04721030042918455,CP,CNU
18457_00099,0.0759493670886076,0.0,0.0,0.9240506329113924,VPL,TH
18864_2520_x2913_y22642,0.6392156862745098,0.1300653594771242,0.03071895424836601,0.2,MOs,CTX
pre_18864_00065,0.7458152510849348,0.09485430874147552,0.15933044017358958,0.0,SSp-ul,CTX
18457_00076,0.2583826429980276,0.007889546351084813,0.045364891518737675,0.6883629191321499,CP,CNU
182725_3762_x5563_y19178,0.338748984565394,0.28878960194963443,0.16125101543460602,0.21121039805036557,MOp,CTX
18454_01097,0.05405405405405406,0.0,0.48766157461809634,0.4582843713278496,VPM,TH
18464_00009,0.2345415778251599,0.0,0.31343283582089554,0.4520255863539446,CP,CNU
18455_00142,0.051696284329563816,0.014539579967689823,0.2310177705977383,0.7027463651050081,VPM,TH
17302_00064,0.04096385542168675,0.0,0.0,0.9590361445783132,LD,TH
18462_00007,0.46199524940617576,0.3693586698337292,0.07600950118764846,0.09263657957244656,CP,CNU
17302_00121,0.017964071856287425,0.011976047904191617,0.0,0.9700598802395209,LGd,TH
18455_00007,0.48081841432225064,0.3797953964194373,0.07289002557544758,0.06649616368286446,CP,CNU
17545_00093,0.08146964856230032,0.0,0.0,0.9185303514376997,LGd,TH
18454_00106,0.06804478897502153,0.0,0.0,0.9319552110249785,VPM,TH
18869_4883_x18883_y4120,0.2009009009009009,0.4486486486486487,0.2936936936936937,0.05675675675675676,SSp-ll,CTX
18869_4001_x4383_y7249,0.729589428975932,0.2100047192071732,0.04247286455875413,0.01793298725814063,SSs,CTX
18864_6384_x3409_y13059,0.7470355731225297,0.023276240667545016,0.10759771629336846,0.12209046991655688,RSPd,CTX
18869_5126_x8617_y7685,0.08967596081386586,0.4107008289374529,0.2629992464204974,0.23662396382818388,RT,TH
18457_00125,0.08129496402877698,0.0,0.0,0.918705035971223,VPL,TH
18454_01081,0.02897278314310799,0.030728709394205442,0.0,0.9402985074626866,VPM,TH
17787_7070_x12739_y1410,0.4475347661188369,0.25410872313527183,0.1592920353982301,0.1390644753476612,VISpm,CTX
191812_6351_x5009_y7424,0.7060185185185185,0.19212962962962962,0.05324074074074074,0.04861111111111111,SSp-bfd,CTX
pre_18864_00073,0.3049095607235142,0.35917312661498707,0.21382428940568476,0.12209302325581395,SSp-bfd,CTX
18462_00050,0.3761467889908257,0.44724770642201833,0.11926605504587157,0.05733944954128441,CP,CNU
18454_00014,0.38257575757575757,0.1268939393939394,0.35795454545454547,0.13257575757575757,CP,CNU
17302_00033,0.5138248847926268,0.36482334869431643,0.010752688172043012,0.11059907834101383,CP,CNU
191812_5158_x9017_y25877,0.8272058823529411,0.025735294117647058,0.0,0.14705882352941177,SSs,CTX
236174_4429_x13147_y8003,0.028668310727496916,0.10188039457459926,0.6938964241676943,0.17555487053020963,CLA,CTX
18454_00151,0.0056022408963585435,0.025210084033613446,0.02054154995331466,0.9486461251167133,VPLpc,TH
18455_00050,0.004078303425774877,0.05872756933115824,0.12234910277324633,0.8148450244698205,MG,TH
18463_00014,0.09838998211091235,0.0,0.0035778175313059034,0.8980322003577818,VPM,TH
18454_01039,0.06909090909090909,0.0,0.02181818181818182,0.9090909090909091,VPM,TH
18869_4196_x21043_y5510,0.3135593220338983,0.0635593220338983,0.4025423728813559,0.22033898305084745,SSp-m,CTX
18869_3482_x7077_y5660,0.4014084507042254,0.0,0.34976525821596244,0.24882629107981222,SSp-m,CTX
18453_4221_x16935_y5165,0.38439095550692925,0.21918307804522247,0.3701677607585704,0.0262582056892779,MOp,CTX
191803_8254_x7045_y21580,0.5130841121495328,0.0,0.05514018691588785,0.43177570093457945,PAR,CNU
18461_7132_x6338_y3287,0.0855397148676171,0.4378818737270876,0.3971486761710794,0.07942973523421588,VISrl,CTX
18867_4421_x31775_y9812,0.4774774774774775,0.007722007722007722,0.3590733590733591,0.15572715572715573,SSp-m,CTX
18453_4693_x33039_y11636,0.6865321445330831,0.11684655091506335,0.0,0.1966213045518536,SSs,CTX
18457_00037,0.3232104121475054,0.0,0.19739696312364424,0.4793926247288503,CP,CNU
18464_00048,0.07395993836671803,0.0,0.0,0.926040061633282,VPM,TH
182725_7341_x4593_y22594,0.1354679802955665,0.29802955665024633,0.3017241379310345,0.2647783251231527,VISli,CTX
18454_01038,0.04526748971193416,0.0,0.0,0.9547325102880658,VPL,TH
pre_18864_00025,0.37233682786608047,0.4403111261413595,0.021305377071356105,0.16604666892120393,MOs,CTX
18465_00148,0.1895734597156398,0.023696682464454975,0.0,0.7867298578199052,LGd,TH
18457_00036,0.2314410480349345,0.0,0.0,0.7685589519650655,CP,CNU
191807_5062_x6404_y23808,0.10144927536231885,0.02463768115942029,0.06376811594202898,0.8101449275362319,SSs,CTX
18464_00049,0.032275711159737416,0.0,0.10010940919037199,0.8676148796498906,VPM,TH
18454_00015,0.2599784250269687,0.5048543689320388,0.08198489751887811,0.15318230852211434,CP,CNU
18462_00051,0.017013232514177693,0.0,0.003780718336483932,0.9792060491493384,VPM,TH
17302_00032,0.4132029339853301,0.37163814180929094,0.1491442542787286,0.06601466992665037,CP,CNU
17781_6643_x22317_y12822,0.18878248974008208,0.07159142726858185,0.45645234838121296,0.28317373461012313,TR,CTX
17545_00180,0.016346546791990192,0.3252962811606048,0.25827543931344504,0.40008173273395997,RE,TH
18465_00261,0.14160401002506265,0.008145363408521303,0.0,0.850250626566416,VPM,TH
18864_6291_x8873_y32149,0.7681473456121344,0.23185265438786565,0.0,0.0,AUDp,CTX
18454_00150,0.005115089514066497,0.005115089514066497,0.0076726342710997444,0.9820971867007673,MG,TH
18463_00015,0.028188865398167725,0.0,0.0,0.9718111346018323,LGd,TH
18453_3796_x16246_y20830,0.3416149068322981,0.33540372670807456,0.14596273291925466,0.17701863354037267,OT,CNU
18454_01080,0.004393673110720563,0.06590509666080843,0.0210896309314587,0.9086115992970123,VPM,TH
236174_2801_x11376_y11451,0.2674677347574544,0.44503782821539833,0.14908767245215843,0.13840676457498888,AId,CTX
18457_00061,0.042877906976744186,0.0,0.0,0.9571220930232558,VPM,TH
18868_4341_x30419_y10114,0.2562025316455696,0.3240506329113924,0.4070886075949367,0.012658227848101266,SSp-n,CTX
236174_3829_x14826_y27255,0.03702490170380079,0.32306684141546527,0.4413499344692005,0.19855832241153343,GU,CTX
18455_00143,0.03775038520801233,0.0,0.016178736517719568,0.9460708782742681,VPM,TH
17302_00065,0.0,0.0,0.0,1.0,LD,TH
17302_00120,0.0,0.0,0.0,1.0,LGd,TH
18463_00042,0.38095238095238093,0.22857142857142856,0.08095238095238096,0.30952380952380953,RE,TH
17545_00092,0.01179245283018868,0.0,0.12775157232704404,0.8604559748427673,LGd,TH
18454_00107,0.07185122569737955,0.0,0.5426880811496196,0.38546069315300086,VPM,TH
17545_00138,0.4675324675324675,0.0,0.16233766233766234,0.37012987012987014,CP,CNU
18453_2645_x28684_y11703,0.699076923076923,0.16646153846153847,0.13446153846153847,0.0,MOp,CTX
18454_01079,0.08579465541490858,0.08438818565400844,0.28270042194092826,0.5471167369901547,VPM,TH
18457_00098,0.0378234903782349,0.0,0.06702057067020571,0.8951559389515594,VPM,TH
191812_5411_x6011_y24641,0.3659689399054693,0.47332883187035785,0.010803511141120865,0.149898717083052,SSp-bfd,CTX
pre_18455_00241,0.30666666666666664,0.02666666666666667,0.44,0.22666666666666666,NDB,CNU
18453_5033_x32118_y8975,0.6709844559585493,0.15414507772020725,0.02072538860103627,0.15414507772020725,SSs,CTX
18465_00109,0.025540275049115914,0.0,0.2504911591355599,0.7239685658153242,LGd,TH
18457_00077,0.27058823529411763,0.43137254901960786,0.2568627450980392,0.041176470588235294,CP,CNU
18864_3473_x2641_y21082,0.625043357613597,0.07353451266042317,0.1370100589663545,0.16441207075962538,MOp,CTX
18454_01096,0.045064377682403435,0.0,0.13447782546494993,0.8204577968526466,VPM,TH
18454_00054,0.03777208706786172,0.0,0.2906530089628681,0.6715749039692702,SMT,TH
15257_4500_x16614_y17147,0.1394422310756972,0.0,0.28286852589641437,0.5776892430278885,MOs,CTX
18454_00111,0.4153846153846154,0.015384615384615385,0.4307692307692308,0.13846153846153847,CP,CNU
18453_6040_x24821_y3042,0.7479564032697548,0.05722070844686648,0.0497275204359673,0.14509536784741145,VISam,CTX
18463_00054,0.04066265060240964,0.0,0.06551204819277108,0.8938253012048193,VPM,TH
17545_00084,0.023910907304290862,0.0,0.6993121519816574,0.27677694071405173,VPMpc,TH
18458_00548,0.12121212121212122,0.000946969696969697,0.028409090909090908,0.8494318181818182,VPM,TH
18869_4511_x11720_y4070,0.06197546804389929,0.5429309231762427,0.328599096191091,0.06649451258876694,MOp,CTX
18458_00374,0.04192949907235621,0.3031539888682746,0.586456400742115,0.06846011131725417,VM,TH
17302_00024,0.24726661059714045,0.04121110176619008,0.14802354920100924,0.5634987384356602,PVT,TH
18454_00003,0.3049095607235142,0.025839793281653745,0.42377260981912146,0.2454780361757106,CP,CNU
pre_18467_00104,0.3576158940397351,0.34363502575423105,0.12067696835908756,0.1780721118469463,AUDp,CTX
18455_00047,0.04279279279279279,0.0,0.07657657657657657,0.8806306306306306,VPM,TH
