id,parent_id,x,y,z,type,level,dist2soma,path_dist2soma,angle,angle_remote,angle_io1,angle_io1_remote,angle_io2,angle_io2_remote,radius,lcradius,rcradius,length,pathlength,contraction,lclength,lcpathlength,rclength,rcpathlength,width,height,depth,lslength,lspathlength,rslength,rspathlength,lstips,rstips,bnum,pbnum,lcbnum,rcbnum,dist2nb,neigborbs,interb_dist,uniform_bdist
264,220,8126.02,6084.99,8346,2,16,4029.23,9816.99,81.2419,50.0654,140.496,149.504,137.747,159.128,0.25,1.25,0.625,30.4121,32.5885,0.933215,31.7741,34.5088,223.767,258.851,75.584,8.57617,1.71191,398.466,456.304,223.767,258.851,3,1,1,8,2,9,7.29125,235,7.29125,32.5885
265,220,8126.02,6084.99,8346,2,16,4029.23,9891.26,83.1606,95.3063,153.114,167.986,121.534,91.6252,0.25,0.25,0.25,99.989,106.853,0.935762,107.576,114.411,149.46,159.222,19.9517,185.992,33,128.485,137.778,149.46,159.222,2,1,6,8,7,4,8.89442,206.667,15.6018,17.8089
266,224,7842,6306,8302,2,16,4090.49,9970.49,0,0,0,0,0,0,0.625,0,0,91.2776,100.505,0.908186,0,0,0,0,208.016,70.7974,12.082,0,0,0,0,0,0,8,0,0,0,6.12474,142.75,12.3911,12.5632
267,224,7842,6306,8302,5,16,4090.49,10145.2,0,0,0,0,0,0,0.5,0,0,255.882,275.233,0.929693,0,0,0,0,560.016,273.968,16.2227,0,0,0,0,0,0,20,0,0,0,9.21941,55.8,13.7616,13.7616
268,228,8034,6246,8348,5,16,4011.65,10038.5,0,0,0,0,0,0,0.25,0,0,32.9828,35.794,0.921461,0,0,0,0,9.49609,72.8818,3.40527,0,0,0,0,0,0,3,0,0,0,11.9313,130,11.9313,11.9313
269,228,8034,6246,8348,5,16,4011.65,10097.4,0,0,0,0,0,0,0.25,0,0,90.0715,94.7498,0.950625,0,0,0,0,69.0078,66.0049,52.9922,0,0,0,0,0,0,3,0,0,0,31.5833,92.3333,31.5833,31.5833
270,229,7282,6396,8281,2,16,4456.6,10396.3,0,0,0,0,0,0,1.5,0,0,52.2406,58.0115,0.900521,0,0,0,0,58.4751,26.0161,29,0,0,0,0,0,0,2,0,0,0,16.0162,35.5,16.0162,29.0058
271,229,7282,6396,8281,2,16,4456.6,10421.1,0,0,0,0,0,0,0.75,0,0,70.0999,82.8275,0.846336,0,0,0,0,158.032,23.9678,15.8604,0,0,0,0,0,0,8,0,0,0,6.44245,31,9.47623,10.3534
272,230,7715.2,6136.19,8302,5,16,4258.38,10033,0,0,0,0,0,0,0.25,0,0,7.39885,8.18787,0.903636,0,0,0,0,10.8159,7.80811,2.99219,0,0,0,0,0,0,2,0,0,0,6.72583,171.5,6.72583,4.09393
273,230,7715.2,6136.19,8302,2,16,4258.38,10053.1,132.58,77.1741,125.318,131.591,101.616,149.29,1.5,1.75,0.25,25.8626,28.3336,0.912788,38.8025,39.383,269.724,291.449,32.1924,11.7759,13.8877,171.019,183.604,269.724,291.449,2,1,3,4,2,18,6.81222,157.667,7.03561,9.44453
274,234,8057.02,6135.36,8338.34,2,16,4044.56,9837.76,0,0,0,0,0,0,1.5,0,0,30.6,32.2169,0.949811,0,0,0,0,6.01611,13.5039,19.6641,0,0,0,0,0,0,2,0,0,0,7.50724,204,12.4504,16.1085
275,234,8057.02,6135.36,8338.34,2,16,4044.56,9939.55,0,0,0,0,0,0,1.75,0,0,125.321,134.008,0.935176,0,0,0,0,44.1602,79.3599,77.6641,0,0,0,0,0,0,2,0,0,0,19.7516,71.5,62.0956,67.0038
276,235,7970.88,6099.78,8386.67,5,16,4146.42,9902.85,0,0,0,0,0,0,0.75,0,0,10.0265,10.1215,0.990619,0,0,0,0,3.13623,15.8081,4.33594,0,0,0,0,0,0,2,0,0,0,10.1215,81,24.9448,5.06074
277,235,7970.88,6099.78,8386.67,2,16,4146.42,9923.48,0,0,0,0,0,0,1.75,0,0,30.0397,30.7567,0.976689,0,0,0,0,22.8477,4.80029,18.3203,0,0,0,0,0,0,2,0,0,0,6.34325,63.5,33.9799,15.3783
278,236,7934.46,6092.86,8325.33,2,16,4140.27,9923.41,90.6544,60.9479,151.407,169.806,110.102,128.945,0.75,0.25,1,78.6151,85.18,0.922929,254.926,272.037,40.997,52.599,182.464,54.9634,5.42383,367.192,411.304,40.997,52.599,2,1,5,5,5,18,11.796,214.2,17.5451,17.036
279,236,7934.46,6092.86,8325.33,5,16,4140.27,9913.77,0,0,0,0,0,0,0.875,0,0,74.0665,75.5462,0.980413,0,0,0,0,132.48,104.896,12.6719,0,0,0,0,0,0,7,0,0,0,10.1114,206.714,12.2609,10.7923
280,241,8216,5881.34,8289.66,2,16,4049.84,10020.8,0,0,0,0,0,0,0.75,0,0,68.5492,92.3646,0.742159,0,0,0,0,15.1367,103.505,36.9512,0,0,0,0,0,0,2,0,0,0,13.9523,143,13.9523,46.1823
281,241,8216,5881.34,8289.66,5,16,4049.84,10032.2,0,0,0,0,0,0,0.25,0,0,98.809,103.768,0.952206,0,0,0,0,148.992,146.368,24,0,0,0,0,0,0,8,0,0,0,9.12541,130.5,13.9838,12.9711
282,249,8489.98,6028.1,8320.11,5,17,3820.11,9865.51,0,0,0,0,0,0,0.25,0,0,17.3105,19.7416,0.876853,0,0,0,0,41.9834,7.104,2.97656,0,0,0,0,0,0,2,0,0,0,13.3003,179.5,21.5454,9.87081
283,249,8489.98,6028.1,8320.11,5,17,3820.11,9886.13,67.5949,80.9084,143.962,178.114,147.467,97.3087,0.625,0.25,1.25,38.1352,40.3656,0.944743,68.2463,69.5669,28.7716,34.131,86.3359,15.168,10.8955,703.81,798.696,28.7716,34.131,5,1,5,1,4,3,7.1226,217.2,12.743,8.07313
284,250,8585.02,5977.09,8323.1,2,17,3795.92,9901.31,0,0,0,0,0,0,0.25,0,0,62.5456,66.3054,0.943295,0,0,0,0,12.8799,95.936,31.9043,0,0,0,0,0,0,2,0,0,0,14.3348,133,21.5029,33.1527
285,250,8585.02,5977.09,8323.1,2,17,3795.92,10031.8,0,0,0,0,0,0,0.25,0,0,173.944,196.844,0.883665,0,0,0,0,462.976,40.5601,25.4365,0,0,0,0,0,0,4,0,0,0,28.3242,46.25,47.5191,49.2109
286,251,8557.25,5962.11,8328.34,2,17,3823.32,9868.58,39.0552,45.384,155.862,147.715,151.563,166.689,1.75,0.25,1.375,22.6215,24.0887,0.939091,52.8912,54.2707,8.04526,8.06589,38.5918,19.0083,9.66406,6542.2,7492.79,1153.43,1340.55,57,6,2,3,1,3,10.7721,211.5,10.7721,12.0443
287,251,8557.25,5962.11,8328.34,2,17,3823.32,9988.11,0,0,0,0,0,0,0.25,0,0,126.398,143.617,0.880106,0,0,0,0,299.776,72.3037,29.1406,0,0,0,0,0,0,1,0,0,0,53.2267,88,90.3903,143.617
288,252,8350,5825,8313,2,17,4013.58,10036.8,73.8463,29.8628,102.807,108.46,132.567,137.648,1.75,1,1,2.06832,2.10953,0.980463,88.4256,122.627,102.659,107.495,0.55957,0.0878906,1.33594,88.4256,122.627,102.659,107.495,1,1,0,6,4,5,0,0,0,0
289,252,8350,5825,8313,2,17,4013.58,10132.7,0,0,0,0,0,0,1.5,0,0,50.8459,98.024,0.518709,0,0,0,0,57.0078,67.9922,28.4512,0,0,0,0,0,0,4,0,0,0,7.67827,250.75,11.0012,24.506
290,256,8476.35,5982.91,8320.22,2,17,3853.36,9799.02,43.6708,25.7361,118.874,168.459,162.519,165.801,1.5,0.625,0.25,15.5789,18.8412,0.826853,20.7669,21.3228,80.2176,84.6932,8.25586,18.752,9.55273,20.7669,21.3228,80.2176,84.6932,1,1,1,3,1,3,9.22802,223,9.22802,18.8412
291,256,8476.35,5982.91,8320.22,2,17,3853.36,10026.2,0,0,0,0,0,0,0.25,0,0,224.177,246.014,0.911238,0,0,0,0,104.144,113.792,145.349,0,0,0,0,0,0,7,0,0,0,21.5603,172.714,31.3828,35.1448
292,258,8334.34,5982.34,8319.01,2,17,3937.65,9806.82,88.3182,120.36,135.761,92.2988,135.625,132.433,0.25,0.25,0.25,3.84228,3.84757,0.998626,36.3852,40.6767,219.184,228.326,3.45605,4.67188,1.88867,167.288,175.155,219.184,228.326,3,1,1,3,1,5,10.2159,284,10.2159,3.84757
293,258,8334.34,5982.34,8319.01,5,17,3937.65,9826.04,0,0,0,0,0,0,0.5,0,0,22.3434,23.0676,0.968607,0,0,0,0,48.3203,27.3281,1.00781,0,0,0,0,0,0,3,0,0,0,11.0945,282,11.0945,7.6892
294,260,8289.22,6105.34,8338.9,5,17,3911.03,9875.37,0,0,0,0,0,0,0.5,0,0,24.3107,25.2812,0.961613,0,0,0,0,37.7598,7.67969,13.1035,0,0,0,0,0,0,2,0,0,0,9.59234,200.5,12.6406,12.6406
295,260,8289.22,6105.34,8338.9,2,17,3911.03,9920.18,0,0,0,0,0,0,0.25,0,0,67.9045,70.0912,0.968803,0,0,0,0,46.9121,142.976,10.1035,0,0,0,0,0,0,2,0,0,0,8.57469,168,32.9183,35.0456
296,262,8319.1,5926.08,8334,2,17,3986.57,9882,0,0,0,0,0,0,0.25,0,0,18.1048,22.4532,0.806336,0,0,0,0,16.8965,36.0962,3.74414,0,0,0,0,0,0,1,0,0,0,10.8251,270,11.6281,22.4532
297,262,8319.1,5926.08,8334,2,17,3986.57,9908.06,0,0,0,0,0,0,0.25,0,0,48.1055,48.5115,0.991632,0,0,0,0,12.2871,100.096,9.00781,0,0,0,0,0,0,1,0,0,0,2.73058,226,45.7809,48.5115
298,264,8050.43,6077.7,8346.11,2,17,4082.2,9851.5,81.5182,124.274,120.829,131.134,140.832,98.106,1.25,0.25,0.25,31.7741,34.5088,0.920756,59.5711,64.6088,195.647,220.107,32.4482,13.0562,19.1045,230.616,266.297,195.647,220.107,2,1,2,6,2,1,12.1986,232.5,12.3654,17.2544
299,264,8050.43,6077.7,8346.11,2,17,4082.2,10075.8,0,0,0,0,0,0,0.625,0,0,223.767,258.851,0.864466,0,0,0,0,332.983,102.048,110.896,0,0,0,0,0,0,9,0,0,0,15.5643,83.5556,27.842,28.7612
300,265,8143,5899,8379,5,17,4135.17,10005.7,62.7128,58.7711,131.91,117.914,165.083,174.726,0.25,0.25,0.25,107.576,114.411,0.94026,7.84556,9.81589,13.0638,13.5517,44.8062,159.416,49.0752,7.84556,9.81589,13.0638,13.5517,1,1,7,8,1,2,9.18848,60.5714,16.3444,16.3444
301,265,8143,5899,8379,2,17,4135.17,10050.5,0,0,0,0,0,0,0.25,0,0,149.46,159.222,0.938685,0,0,0,0,203.032,33.4639,78.2109,0,0,0,0,0,0,4,0,0,0,21.5277,54.75,39.1542,39.8056
302,273,7683.01,6147.9,8288.11,5,17,4268.47,10092.5,37.0993,16.205,171.272,127.343,137.09,113.775,1.75,1.375,0.25,38.8025,39.383,0.985261,59.6524,63.4281,72.5644,80.7926,13.8877,7.61572,24.5605,59.6524,63.4281,72.5644,80.7926,1,1,2,2,2,3,14.7307,108,19.6915,19.6915
303,273,7683.01,6147.9,8288.11,2,17,4268.47,10344.6,0,0,0,0,0,0,0.25,0,0,269.724,291.449,0.925461,0,0,0,0,451.008,444.096,30.6797,0,0,0,0,0,0,18,0,0,0,11.0656,53.8333,16.0875,16.1916
304,278,7752,6147,8321,2,17,4237.4,9976.01,0,0,0,0,0,0,1,0,0,40.997,52.599,0.779425,0,0,0,0,78.9761,54.0078,6.14258,0,0,0,0,0,0,5,0,0,0,6.26571,163.6,10.0728,10.5198
305,278,7752,6147,8321,2,17,4237.4,10195.4,63.8567,21.6183,145.938,163.706,93.0788,174.186,0.25,2.25,0.25,254.926,272.037,0.937101,15.9499,31.7373,96.3155,107.53,548.594,274,10.6348,15.9499,31.7373,96.3155,107.53,1,1,18,7,1,5,9.36942,62.6667,15.0804,15.1132
306,283,8403.65,6021.31,8331.01,2,18,3881.4,9920.26,0,0,0,0,0,0,1.25,0,0,28.7716,34.131,0.842976,0,0,0,0,8.12793,17.856,18.9922,0,0,0,0,0,0,4,0,0,0,6.744,244.5,8.55361,8.53275
307,283,8403.65,6021.31,8331.01,2,18,3881.4,9955.7,46.3116,18.7739,128.288,165.698,167.524,171.088,0.25,0.25,0.25,68.2463,69.5669,0.981017,48.3841,51.3885,145.563,156.004,144.513,13.2798,23.1045,538.385,624.514,145.563,156.004,4,1,3,2,0,6,11.6516,258,13.2869,23.189
308,286,8518.66,5944.32,8338,5,18,3861.18,9876.65,129.033,154.639,145.691,174.995,78.6996,28.9217,1.375,1.25,0.25,8.04526,8.06589,0.997443,30.4022,32.1388,231.511,316.201,12.2246,2.62402,4.1123,944.278,1048.42,231.511,316.201,5,1,1,1,2,7,8.06589,233,8.06589,8.06589
309,286,8518.66,5944.32,8338,2,18,3861.18,9922.85,70.2117,58.1972,149.083,169.413,140.55,131.855,0.25,0.875,0.25,52.8912,54.2707,0.974581,28.0575,29.346,201.905,212.549,74.624,89.2158,15.1035,6315.47,7255.32,201.905,212.549,56,1,3,1,3,11,12.584,266.333,16.3821,18.0902
310,288,8349.44,5825.09,8311.66,2,18,4013.11,10159.5,0,0,0,0,0,0,1,0,0,88.4256,122.627,0.721096,0,0,0,0,187.457,82.8799,13.3281,0,0,0,0,0,0,4,0,0,0,14.605,241,16.9021,30.6567
311,288,8349.44,5825.09,8311.66,2,18,4013.11,10144.3,0,0,0,0,0,0,1,0,0,102.659,107.495,0.955018,0,0,0,0,120.448,40.5762,57.6641,0,0,0,0,0,0,5,0,0,0,12.6259,174.2,17.1472,21.4989
312,290,8483.33,6001.66,8328.99,2,18,3843.95,9820.34,0,0,0,0,0,0,0.625,0,0,20.7669,21.3228,0.973929,0,0,0,0,9.79199,17.3438,13.0078,0,0,0,0,0,0,1,0,0,0,4.78845,183,16.5343,21.3228
313,290,8483.33,6001.66,8328.99,2,18,3843.95,9883.71,0,0,0,0,0,0,0.25,0,0,80.2176,84.6932,0.947155,0,0,0,0,39.6797,154.368,30.0156,0,0,0,0,0,0,3,0,0,0,17.1874,143,25.0808,28.2311
314,292,8330.88,5987.01,8320.9,2,18,3938.27,9847.5,114.507,105.707,69.2424,86.317,158.99,124.008,0.25,0.25,0.25,36.3852,40.6767,0.894497,5.59849,5.5986,102.942,105.834,25.0244,17.5361,23.2158,33.559,34.2421,102.942,105.834,2,1,1,3,0,6,18.8181,276,18.8181,40.6767
315,292,8330.88,5987.01,8320.9,5,18,3938.27,10035.2,0,0,0,0,0,0,0.25,0,0,219.184,228.326,0.959961,0,0,0,0,394.88,64,94.1113,0,0,0,0,0,0,5,0,0,0,34.5849,134.2,45.6651,45.6651
316,298,8017.98,6075.01,8327.01,5,18,4094.31,9916.11,31.7775,50.5715,152.016,152.954,159.655,154.451,0.25,0.25,1.5,59.5711,64.6088,0.922027,36.3652,38.1898,134.68,163.499,115.52,79.2964,5.96875,36.3652,38.1898,134.68,163.499,1,1,2,9,1,7,25.0626,234.5,32.3044,32.3044
317,298,8017.98,6075.01,8327.01,2,18,4094.31,10071.6,0,0,0,0,0,0,0.25,0,0,195.647,220.107,0.888873,0,0,0,0,28.7837,391.04,56,0,0,0,0,0,0,1,0,0,0,95.9362,95,124.171,220.107
318,300,8187.58,5739.58,8428,2,18,4224.03,10015.5,0,0,0,0,0,0,0.25,0,0,7.84556,9.81589,0.799272,0,0,0,0,17.4082,3.58398,2.94434,0,0,0,0,0,0,1,0,0,0,9.81589,23,18.397,9.81589
319,300,8187.58,5739.58,8428,5,18,4224.03,10019.2,0,0,0,0,0,0,0.25,0,0,13.0638,13.5517,0.963999,0,0,0,0,7.42383,21.5679,4.99219,0,0,0,0,0,0,2,0,0,0,11.6838,19.5,15.9744,6.77584
320,302,7669.12,6141.31,8263.55,2,18,4268.76,10155.9,0,0,0,0,0,0,1.375,0,0,59.6524,63.4281,0.940473,0,0,0,0,63.104,38.6558,32.5439,0,0,0,0,0,0,2,0,0,0,15.0408,60,44.2287,31.7141
321,302,7669.12,6141.31,8263.55,5,18,4268.76,10173.3,0,0,0,0,0,0,0.25,0,0,72.5644,80.7926,0.898156,0,0,0,0,133.12,79.6802,20.5439,0,0,0,0,0,0,3,0,0,0,34.4624,64,37.7696,26.9309
322,305,7204,6421,8326,2,18,4529.88,10227.2,0,0,0,0,0,0,2.25,0,0,15.9499,31.7373,0.502561,0,0,0,0,28.4458,25.9761,6.24414,0,0,0,0,0,0,1,0,0,0,9.73439,30,9.73439,31.7373
323,305,7204,6421,8326,5,18,4529.88,10303,0,0,0,0,0,0,0.25,0,0,96.3155,107.53,0.895707,0,0,0,0,210.976,83.3071,13.2363,0,0,0,0,0,0,5,0,0,0,11.0273,16,21.506,21.506
324,307,8259.14,6009.98,8354.11,2,19,3988.93,10007.1,114.157,115.71,165.542,159.688,80.2944,44.0365,0.25,0.25,0.25,48.3841,51.3885,0.941534,18.038,18.9809,147.799,196.037,116.48,21.6318,8.1123,360.241,396.07,147.799,196.037,3,1,0,1,1,6,0,0,0,0
325,307,8259.14,6009.98,8354.11,5,19,3988.93,10111.7,0,0,0,0,0,0,0.25,0,0,145.563,156.004,0.933073,0,0,0,0,243.851,49.3091,65.8945,0,0,0,0,0,0,6,0,0,0,20.1318,112.333,26.0006,26.0006
326,308,8506.43,5941.7,8342.11,2,19,3872.1,9908.78,94.2789,73.2801,164.225,163.256,77.6901,122.448,1.25,0.5,1,30.4022,32.1388,0.945965,33.6971,34.6896,243.666,303.667,55.1035,13.6958,13.2158,703.907,747.303,243.666,303.667,4,1,2,3,2,14,17.5641,231.5,17.5641,16.0694
327,308,8506.43,5941.7,8342.11,2,19,3872.1,10192.8,0,0,0,0,0,0,0.25,0,0,231.511,316.201,0.732162,0,0,0,0,580.544,202.4,37.8877,0,0,0,0,0,0,7,0,0,0,25.8843,114.714,45.6744,45.1716
328,309,8444.03,5855.1,8322.9,2,19,3946.68,9952.2,91.0731,79.6741,111.533,108.193,156.47,172.023,0.875,0.25,1,28.0575,29.346,0.956094,30.5909,32.156,13.6791,14.2503,30.3359,53.7598,5.9043,6080.23,6991.55,251.453,280.825,54,2,3,4,2,2,6.23897,270.333,8.00419,9.782
329,309,8444.03,5855.1,8322.9,5,19,3946.68,10135.4,0,0,0,0,0,0,0.25,0,0,201.905,212.549,0.949923,0,0,0,0,492.032,37.9839,19.1035,0,0,0,0,0,0,11,0,0,0,11.7605,164.909,19.3227,19.3227
330,314,8355.9,5998.02,8344.11,2,19,3930.48,9853.1,144.064,127.731,96.5641,93.7054,63.8822,80.7882,0.25,0.75,0.25,5.59849,5.5986,0.999981,9.44591,9.58178,18.5147,19.0617,3.71191,0.12793,3.55176,9.44591,9.58178,18.5147,19.0617,1,1,0,5,0,1,0,0,0,0
331,314,8355.9,5998.02,8344.11,5,19,3930.48,9953.34,0,0,0,0,0,0,0.25,0,0,102.942,105.834,0.972674,0,0,0,0,114.111,91.0083,54.8955,0,0,0,0,0,0,6,0,0,0,13.0058,151.167,17.6391,17.6391
332,316,7902.46,6154.3,8329.89,2,19,4134.46,9954.3,0,0,0,0,0,0,0.25,0,0,36.3652,38.1898,0.952222,0,0,0,0,33.4717,55.6797,15.1045,0,0,0,0,0,0,1,0,0,0,38.1898,222,52.6734,38.1898
333,316,7902.46,6154.3,8329.89,5,19,4134.46,10079.6,0,0,0,0,0,0,1.5,0,0,134.68,163.499,0.823736,0,0,0,0,184.447,79.168,70.6279,0,0,0,0,0,0,7,0,0,0,23.0577,161.429,30.8817,23.3569
334,324,8142.66,5988.35,8346,2,20,4068.91,10026.1,105.666,85.1983,127.65,123.323,126.607,151.186,0.25,0.25,0.25,18.038,18.9809,0.950326,25.0706,26.3234,290.192,324.123,37.6318,22.4639,2.1123,77.0816,79.289,290.192,324.123,2,1,1,6,1,14,8.61274,252,8.61274,18.9809
335,324,8142.66,5988.35,8346,2,20,4068.91,10203.1,0,0,0,0,0,0,0.25,0,0,147.799,196.037,0.753935,0,0,0,0,286.336,194.976,33.2793,0,0,0,0,0,0,6,0,0,0,17.3903,243.5,31.4256,32.6728
336,326,8451.33,5929.98,8355.33,2,20,3918.32,9943.47,45.3008,54.7301,155.702,153.233,150.016,149.992,0.5,0.25,0.25,33.6971,34.6896,0.971392,51.6157,54.8259,156.986,170.355,57.9844,6.08008,15.5684,564.84,597.085,156.986,170.355,3,1,2,7,3,3,8.40932,202,8.40932,17.3448
337,326,8451.33,5929.98,8355.33,2,20,3918.32,10212.5,0,0,0,0,0,0,1,0,0,243.666,303.667,0.80241,0,0,0,0,183.775,342.976,115.969,0,0,0,0,0,0,14,0,0,0,10.3277,103.357,21.2662,21.6905
338,328,8413.7,5801.34,8316.99,2,20,3992.28,9966.45,89.8434,87.899,100.994,96.4531,167.934,175.483,1,1.25,0.25,13.6791,14.2503,0.959917,101.267,118.897,136.507,147.678,19.0078,25.0244,1.98438,101.267,118.897,136.507,147.678,1,1,2,11,3,6,4.52597,240.5,4.52597,7.12517
339,328,8413.7,5801.34,8316.99,5,20,3992.28,9984.35,73.4742,75.6754,149.297,163.518,136.983,120.581,0.25,0.25,0.375,30.5909,32.156,0.951328,45.7757,45.9246,28.1289,31.5736,44.6074,48.3203,5.66406,6067.28,6973.75,28.1289,31.5736,53,1,2,11,3,2,14.8369,217,16.078,16.078
340,330,8352.19,5997.89,8347.66,2,20,3934.85,9862.68,0,0,0,0,0,0,0.75,0,0,9.44591,9.58178,0.985819,0,0,0,0,6.20801,8.896,5.66406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,330,8352.19,5997.89,8347.66,5,20,3934.85,9872.16,0,0,0,0,0,0,0.25,0,0,18.5147,19.0617,0.971303,0,0,0,0,15.6797,2.55957,11.7598,0,0,0,0,0,0,1,0,0,0,19.0617,215,19.0617,19.0617
342,334,8105.02,5965.89,8343.89,2,21,4103.64,10052.4,122.693,123.105,92.189,59.654,145.11,177.24,0.25,0.25,0.25,25.0706,26.3234,0.952408,7.20717,7.63332,44.8038,45.3323,7.48828,53.312,4,7.20717,7.63332,44.8038,45.3323,1,1,1,6,1,2,23.6317,202,23.6317,26.3234
343,334,8105.02,5965.89,8343.89,2,21,4103.64,10350.2,0,0,0,0,0,0,0.25,0,0,290.192,324.123,0.895312,0,0,0,0,700.992,61.0562,17.0205,0,0,0,0,0,0,14,0,0,0,12.0557,97.7857,22.6004,23.1517
344,336,8393.34,5935.23,8370.9,5,21,3958.41,9998.3,104.579,97.2846,154.252,142.452,101.008,47.0179,0.25,0.25,0.25,51.6157,54.8259,0.941447,31.3066,32.5365,280.099,299.351,102.144,24.7681,20.7842,264.432,275.445,280.099,299.351,2,1,3,14,2,10,10.5136,211.667,18.2753,18.2753
345,336,8393.34,5935.23,8370.9,2,21,3958.41,10113.8,0,0,0,0,0,0,0.25,0,0,156.986,170.355,0.921522,0,0,0,0,122.288,34.3423,100.104,0,0,0,0,0,0,3,0,0,0,16.0799,82.6667,53.9109,56.7849
346,338,8394.69,5776.32,8315.01,5,21,4016.93,10085.3,0,0,0,0,0,0,1.25,0,0,101.267,118.897,0.851716,0,0,0,0,89.2793,82.3037,55.0078,0,0,0,0,0,0,3,0,0,0,33.3769,143,39.6324,39.6324
347,338,8394.69,5776.32,8315.01,5,21,4016.93,10114.1,0,0,0,0,0,0,0.25,0,0,136.507,147.678,0.92436,0,0,0,0,206.656,240.32,4.15625,0,0,0,0,0,0,6,0,0,0,18.7385,106.333,24.6129,24.6129
348,339,8458.3,5753.02,8311.33,5,21,3992.15,10015.9,0,0,0,0,0,0,0.375,0,0,28.1289,31.5736,0.890898,0,0,0,0,49.7285,10.9438,12.3203,0,0,0,0,0,0,3,0,0,0,15.5062,205.333,16.8949,10.5245
349,339,8458.3,5753.02,8311.33,5,21,3992.15,10030.3,66.4732,43.0643,151.01,157.535,138.68,139.101,0.25,2,0.5,45.7757,45.9246,0.996758,9.49991,9.64383,138.544,158.327,42.6885,86.7197,6.65625,5665.01,6500.66,504.543,595.132,51,2,2,0,2,9,13.1363,179.5,32.5178,22.9623
350,342,8102.34,5912.58,8347.89,5,22,4136.12,10060,0,0,0,0,0,0,0.25,0,0,7.20717,7.63332,0.944173,0,0,0,0,12.3521,8.44775,2.1123,0,0,0,0,0,0,1,0,0,0,7.63332,192,7.63332,7.63332
351,342,8102.34,5912.58,8347.89,5,22,4136.12,10097.7,0,0,0,0,0,0,0.25,0,0,44.8038,45.3323,0.988341,0,0,0,0,5.42383,95.5522,6.1123,0,0,0,0,0,0,2,0,0,0,19.6238,123,22.6662,22.6662
352,344,8291.2,5953.66,8350.11,2,22,3997.46,10030.8,68.359,37.8143,140.806,167.719,150.834,129.942,0.25,0.25,0.25,31.3066,32.5365,0.9622,95.9022,101.02,137.223,141.888,65.8564,33.9839,7.10449,95.9022,101.02,137.223,141.888,1,1,2,3,4,5,12.4902,251,24.1327,16.2682
353,344,8291.2,5953.66,8350.11,5,22,3997.46,10297.7,0,0,0,0,0,0,0.25,0,0,280.099,299.351,0.93569,0,0,0,0,344.832,492.672,40.1123,0,0,0,0,0,0,10,0,0,0,22.2765,124.6,33.5126,29.9351
354,349,8500.99,5666.3,8304.67,5,22,4017.21,10039.9,157.579,139.468,58.4857,55.4578,143.924,155.806,2,0.75,0.25,9.49991,9.64383,0.985077,14.9279,15.8119,57.2229,60.1887,5.82422,9.21631,5.23145,5613.21,6446.64,57.2229,60.1887,50,1,2,1,2,5,9.64383,149,27.7842,4.82191
355,349,8500.99,5666.3,8304.67,2,22,4017.21,10188.6,65.0684,23.8636,159.3,157.965,134.599,176.472,0.5,0.25,0.25,138.544,158.327,0.875049,160.253,201.862,205.746,234.943,307.552,130.522,9,160.253,201.862,205.746,234.943,1,1,9,1,10,11,9.57637,103.222,22.1338,17.5919
356,352,8225.34,5919.68,8343.01,5,23,4052.49,10131.9,0,0,0,0,0,0,0.25,0,0,95.9022,101.02,0.949339,0,0,0,0,222.336,59.7124,17.0078,0,0,0,0,0,0,4,0,0,0,14.3324,165.75,25.255,25.255
357,352,8225.34,5919.68,8343.01,5,23,4052.49,10172.7,0,0,0,0,0,0,0.25,0,0,137.223,141.888,0.967119,0,0,0,0,295.36,119.296,20,0,0,0,0,0,0,5,0,0,0,16.1157,203,28.3777,28.3777
358,354,8506.69,5657.09,8299.44,5,23,4016.84,10055.7,59.4384,56.2294,159.955,170.91,131.447,119.553,0.75,1.25,1.75,14.9279,15.8119,0.944096,45.3627,46.3509,71.475,75.6453,3.26367,23.4883,6.54395,5468.52,6288.66,246.607,264.172,45,5,2,9,4,3,12.7278,149,12.7278,7.90594
359,354,8506.69,5657.09,8299.44,2,23,4016.84,10100.1,0,0,0,0,0,0,0.25,0,0,57.2229,60.1887,0.950726,0,0,0,0,63.2959,106.112,5.62793,0,0,0,0,0,0,5,0,0,0,8.33702,117.2,11.0876,12.0377
360,355,8806,5536,8309,5,23,3944,10390.5,0,0,0,0,0,0,0.25,0,0,160.253,201.862,0.793874,0,0,0,0,416.016,88,10.0156,0,0,0,0,0,0,10,0,0,0,12.0807,54.1,20.1862,20.1862
361,355,8806,5536,8309,2,23,3944,10423.5,0,0,0,0,0,0,0.25,0,0,205.746,234.943,0.875726,0,0,0,0,438.992,201.984,39.1611,0,0,0,0,0,0,11,0,0,0,12.2436,39.4545,20.9612,21.3584
362,358,8509.31,5680.58,8292.9,2,24,3997.21,10102.1,141.574,148.644,132.716,171.496,38.0811,32.4159,1.25,0.5,2,45.3627,46.3509,0.978678,34.1136,38.5564,82.3893,89.085,4.75195,78.6558,17.2324,4626.59,5227.63,913.063,1142.31,38,7,4,5,4,1,10.2814,151.75,14.8474,11.5877
