id,parent_id,x,y,z,type,level,dist2soma,path_dist2soma,angle,angle_remote,angle_io1,angle_io1_remote,angle_io2,angle_io2_remote,radius,lcradius,rcradius,length,pathlength,contraction,lclength,lcpathlength,rclength,rcpathlength,width,height,depth,lslength,lspathlength,rslength,rspathlength,lstips,rstips
238,196,6677.45,1647.47,8756.88,2,12,2261.17,4936.26,0,0,0,0,0,0,1,0,0,10.4996,12.898,0.814049,0,0,0,0,2.14014,5.58008,8.70996,0,0,0,0,0,0
239,197,6657.88,1627.55,8808.53,2,12,2301.59,4962.63,68.2617,95.1981,167.527,139.616,123.567,122.277,1,1,1,56.8944,62.8051,0.905888,49.8203,73.1733,58.7358,68.9176,27.4897,25.9,43.0596,49.8203,73.1733,58.7358,68.9176,1,1
240,197,6657.88,1627.55,8808.53,2,12,2301.59,4946.61,0,0,0,0,0,0,1,0,0,43.4268,46.7916,0.928091,0,0,0,0,9.70996,35.77,22.6299,0,0,0,0,0,0
241,199,6658.52,1691.9,8800.53,2,12,2239.82,4924.49,48.5221,65.7781,154.466,166.736,151.465,110.099,1,1,1,55.8936,59.5264,0.938971,93.0103,100.052,53.5857,79.2505,21.1899,34.6801,38.5303,93.0103,100.052,53.5857,79.2505,1,1
242,199,6658.52,1691.9,8800.53,2,12,2239.82,4932.07,73.1254,36.5997,122.689,144,163.75,159.43,1,1,1,63.0352,67.1124,0.939249,49.538,54.7981,29.6377,33.6148,7.8999,56.8,26.9502,49.538,54.7981,29.6377,33.6148,1,1
243,201,6495.42,1324.5,8900.65,2,13,2639.64,5339.15,100.021,117.334,118.471,125.217,117.79,99.6568,1,1,1,36.102,40.8493,0.883783,7.65124,7.89238,161.768,179.713,12.1299,32.1801,12.9395,231.6,271.034,161.768,179.713,3,1
244,201,6495.42,1324.5,8900.65,2,13,2639.64,5324.63,0,0,0,0,0,0,1,0,0,25.0305,26.3379,0.950362,0,0,0,0,8.7998,8.47998,21.9697,0,0,0,0,0,0
245,202,6494.23,1317.12,8876.27,2,13,2637.7,5576.61,0,0,0,0,0,0,1,0,0,250.638,269.737,0.929196,0,0,0,0,53.9702,156.57,189.42,0,0,0,0,0,0
246,202,6494.23,1317.12,8876.27,2,13,2637.7,5532.06,0,0,0,0,0,0,1,0,0,200.704,225.192,0.891259,0,0,0,0,68.3198,111.87,154.22,0,0,0,0,0,0
247,203,6435.08,1208.3,8832.2,2,13,2733.94,5450.76,0,0,0,0,0,0,1,0,0,6.75175,8.76186,0.770583,0,0,0,0,2.7002,5.15002,3.84961,0,0,0,0,0,0
248,203,6435.08,1208.3,8832.2,2,13,2733.94,5544.66,0,0,0,0,0,0,1,0,0,90.2428,102.659,0.879054,0,0,0,0,56.46,68.8301,24.4805,0,0,0,0,0,0
249,205,6594.58,1299.2,8921.25,2,13,2653.62,5388.76,109.25,6.29111,116.058,131.732,132.961,138.011,1,1,1,89.2308,109.508,0.814833,190.22,205.174,209.489,374.035,28.2998,21.6599,84.5,190.22,205.174,209.489,374.035,1,1
250,205,6594.58,1299.2,8921.25,2,13,2653.62,5291.27,94.2975,105.651,136.509,122.319,127.189,129.734,1,1,1,11.4676,12.016,0.954359,3.54599,3.582,92.1739,97.9627,9.31982,3.17004,5.98047,345.813,374.449,92.1739,97.9627,2,1
251,208,6577.23,1326.35,8884.9,2,13,2617.96,5359.32,0,0,0,0,0,0,1,0,0,26.746,32.6373,0.81949,0,0,0,0,7.55029,26.27,3.41992,0,0,0,0,0,0
252,208,6577.23,1326.35,8884.9,2,13,2617.96,5406.9,0,0,0,0,0,0,1,0,0,60.0345,80.2144,0.748425,0,0,0,0,16.1602,45.22,38.9697,0,0,0,0,0,0
253,209,6474.6,1322.62,8844.17,2,13,2625.07,5658.46,0,0,0,0,0,0,1,0,0,321.735,351.287,0.915876,0,0,0,0,70.8003,161.29,273.37,0,0,0,0,0,0
254,209,6474.6,1322.62,8844.17,2,13,2625.07,5312.11,59.0178,22.9815,143.794,160.98,117.544,161.221,1,1,1,4.82239,4.93077,0.97802,61.3716,64.734,201.517,231.449,0.830078,4.67004,0.870117,364.575,404.32,201.517,231.449,2,1
255,210,6401.1,1307.57,8987.98,2,13,2707.36,5503.36,0,0,0,0,0,0,1,0,0,12.5465,12.8485,0.976496,0,0,0,0,11.8701,2.82996,3.01953,0,0,0,0,0,0
256,210,6401.1,1307.57,8987.98,2,13,2707.36,5515.22,0,0,0,0,0,0,1,0,0,22.2293,24.7048,0.899796,0,0,0,0,18.7002,10.12,7.93945,0,0,0,0,0,0
257,211,6461.2,1342.72,8868.88,2,13,2618.16,5431.09,0,0,0,0,0,0,1,0,0,97.3425,138.49,0.702885,0,0,0,0,39.3398,87.62,26.5703,0,0,0,0,0,0
258,211,6461.2,1342.72,8868.88,2,13,2618.16,5307.96,86.7929,24.3159,157.148,172.443,116.029,149.211,1,1,1,15.0925,15.3541,0.982965,197.249,220.556,138.318,149.981,4.90039,11.52,8.42969,197.249,220.556,138.318,149.981,1,1
259,212,6457.95,1317,8873.88,2,13,2644.05,5352.77,34.4452,74.213,171.543,119.148,148.35,128.48,1,1,1,22.9967,26.2241,0.87693,47.3372,54.1324,85.7596,97.0532,13.3203,18.65,4.58008,247.315,274.853,85.7596,97.0532,2,1
260,212,6457.95,1317,8873.88,2,13,2644.05,5378.79,71.9021,53.8656,135.655,122.931,147.248,136.353,1,1,1,47.1218,52.2503,0.901848,116.319,146.335,105.331,123.103,11.1704,13.9301,44.29,116.319,146.335,105.331,123.103,1,1
261,213,6537.83,1388.3,8884.83,2,13,2567.93,5255.71,76.8385,70.2428,164.78,141.431,117.311,133.136,1,1,1,34.6245,38.809,0.892179,226.547,287.849,90.6907,113.197,16.6499,29.8301,5.63965,226.547,287.849,90.6907,113.197,1,1
262,213,6537.83,1388.3,8884.83,2,13,2567.93,5268.7,44.7958,134.514,175.091,129.673,139.83,92.7937,1,1,1,48.5958,51.8021,0.938105,294.338,332.131,41.535,50.808,28.1201,29.87,26.0498,294.338,332.131,41.535,50.808,1,1
263,216,6571.75,1352.62,8985.58,2,13,2633.63,5353.45,67.0685,67.2047,120.566,135.039,162.149,151.817,1,1,1,54.843,59.0168,0.929278,9.07179,9.79695,48.1254,50.2113,4.64014,54.65,3.65039,112.446,122.356,82.3552,86.7145,2,2
264,216,6571.75,1352.62,8985.58,2,13,2633.63,5417.7,0,0,0,0,0,0,1,0,0,105.371,123.265,0.854831,0,0,0,0,69.9897,25.1499,77.0195,0,0,0,0,0,0
265,217,6538.98,1383.32,8997.1,2,13,2616.18,5393.6,0,0,0,0,0,0,1,0,0,116.868,127.037,0.919956,0,0,0,0,22.71,114.02,19.1504,0,0,0,0,0,0
266,217,6538.98,1383.32,8997.1,2,13,2616.18,5292.05,78.8819,121.566,153.966,151.168,101.987,46.2559,1,1,1,19.2356,25.4826,0.754854,154.453,174.199,143.021,155.975,6.43018,14.9199,11.1504,154.453,174.199,143.021,155.975,1,1
267,218,6497.35,1380.32,8990.78,2,13,2623.82,5308.01,0,0,0,0,0,0,1,0,0,7.64118,7.81899,0.977259,0,0,0,0,2.8999,6.56995,2.61035,0,0,0,0,0,0
268,218,6497.35,1380.32,8990.78,2,13,2623.82,5439.18,0,0,0,0,0,0,1,0,0,108.387,138.996,0.779791,0,0,0,0,63.8901,18.25,88.6895,0,0,0,0,0,0
269,221,6578.33,1393.12,8950,2,13,2581.81,5214.77,37.9883,51.8595,140.909,139.921,143.271,142.195,1,1,1,41.3691,49.0038,0.844202,12.8872,13.1794,125.74,145.813,19.3301,38,6.20996,380.793,482.78,125.74,145.813,3,1
270,221,6578.33,1393.12,8950,2,13,2581.81,5174.6,92.0809,86.9922,150.473,161.294,113.057,102.199,1,1,1,8.0792,8.83348,0.914612,5.6818,5.7169,159.539,188.861,2.93994,2.96997,7,870.138,1005.93,159.539,188.861,13,1
271,222,6595.33,1393.68,8909.85,2,13,2562.96,5278.05,57.6773,26.7919,150.78,130.233,151.54,156.238,1,1,1,66.3773,69.4248,0.956102,79.587,85.4459,255.947,271.955,57.6499,27.4301,18.9902,79.587,85.4459,255.947,271.955,1,1
272,222,6595.33,1393.68,8909.85,2,13,2562.96,5643.67,0,0,0,0,0,0,1,0,0,345.991,435.045,0.795301,0,0,0,0,41.73,313.44,152.93,0,0,0,0,0,0
273,223,6533.38,1296.68,8994.67,2,13,2694.05,5380.69,0,0,0,0,0,0,1,0,0,72.0639,81.0651,0.888963,0,0,0,0,34,55.63,31.29,0,0,0,0,0,0
274,223,6533.38,1296.68,8994.67,2,13,2694.05,5418.96,0,0,0,0,0,0,1,0,0,110.441,119.336,0.925463,0,0,0,0,12.9697,102.36,41.4502,0,0,0,0,0,0
275,224,6546.05,1320.35,9016.47,2,13,2679.36,5299.31,0,0,0,0,0,0,1,0,0,26.8909,29.73,0.904506,0,0,0,0,20,3.59998,17.96,0,0,0,0,0,0
276,224,6546.05,1320.35,9016.47,2,13,2679.36,5304.71,0,0,0,0,0,0,1,0,0,31.5017,35.1274,0.896784,0,0,0,0,26.8496,5.22009,16.2002,0,0,0,0,0,0
277,225,6581.5,1424.8,9020.67,2,13,2581.85,5292.77,115.433,117.147,173.92,146.67,67.2202,77.4544,1,1,1,120.754,144.118,0.837885,30.2452,33.5911,2.82805,3.62644,76.8501,83.64,52,388.174,437.154,215.034,245.389,4,2
278,225,6581.5,1424.8,9020.67,2,13,2581.85,5312.87,0,0,0,0,0,0,1,0,0,137.848,164.222,0.8394,0,0,0,0,41.2002,131.42,28.7598,0,0,0,0,0,0
279,229,6595.12,1243.35,8933.3,2,13,2709.19,5345.71,0,0,0,0,0,0,1,0,0,3.31355,3.51442,0.942844,0,0,0,0,2.16992,2.16992,1.25,0,0,0,0,0,0
280,229,6595.12,1243.35,8933.3,2,13,2709.19,5446.25,0,0,0,0,0,0,1,0,0,80.5263,104.054,0.773888,0,0,0,0,49.6001,66.4199,11.7197,0,0,0,0,0,0
281,230,6628.48,1398.22,8968.92,2,13,2577.21,5219.35,0,0,0,0,0,0,1,0,0,45.0994,48.6605,0.926816,0,0,0,0,36.4702,26.1699,4.43066,0,0,0,0,0,0
282,230,6628.48,1398.22,8968.92,2,13,2577.21,5231.68,0,0,0,0,0,0,1,0,0,40.6654,60.99,0.666754,0,0,0,0,16.29,14.64,40.4297,0,0,0,0,0,0
283,233,6454.45,1331.5,8807.15,2,13,2608.27,5395.03,90.9418,26.9534,175.93,171.538,89.7505,145.844,1,1,1,46.7477,51.3542,0.9103,99.1369,113.721,124.216,142.303,20.3003,41.8,5.56934,99.1369,113.721,124.216,142.303,1,1
284,233,6454.45,1331.5,8807.15,2,13,2608.27,5371.84,0,0,0,0,0,0,1,0,0,26.0178,28.1589,0.923964,0,0,0,0,24.4004,7.78003,4.91992,0,0,0,0,0,0
285,234,6496.42,1354.22,8804.65,2,13,2578.17,5315.52,42.5581,45.4457,148.65,162.636,124.272,131.236,1,1,1,6.69857,7.5201,0.890756,85.3414,91.1472,249.349,272.802,5.52002,3.80005,1.2002,346.977,396.548,249.349,272.802,2,1
286,234,6496.42,1354.22,8804.65,2,13,2578.17,5342.33,64.7375,78.1855,171.034,133.61,108.74,147.792,1,1,1,27.9402,34.3277,0.813927,42.7205,48.3632,12.812,13.9963,7.33984,27.5,4.80078,400.35,465.985,247.042,331.584,5,2
287,235,6533.23,1373.82,8921.42,2,13,2595.75,5456.33,94.3384,79.8356,122.997,150.24,140.414,122.153,1,1,1,40.4549,46.7817,0.864758,139.251,159.555,121.992,134.361,5.2002,37.85,14.2803,139.251,159.555,121.992,134.361,1,1
288,235,6533.23,1373.82,8921.42,2,13,2595.75,5448.38,83.6334,81.8042,143.453,144.372,129.712,132.285,1,1,1,36.9282,38.835,0.9509,6.77808,6.80968,87.8641,98.7756,13.6699,3.27002,34.2803,171.267,192.809,87.8641,98.7756,2,1
289,236,6519.42,1392.93,8869.02,2,13,2561.19,5533.6,0,0,0,0,0,0,1,0,0,150.249,179.897,0.835192,0,0,0,0,29.7002,44.9901,142.561,0,0,0,0,0,0
290,236,6519.42,1392.93,8869.02,2,13,2561.19,5464.4,0,0,0,0,0,0,1,0,0,100.899,110.698,0.911477,0,0,0,0,17.6602,40.1899,90.9502,0,0,0,0,0,0
291,239,6631.1,1601.65,8765.53,2,13,2313.3,5035.8,0,0,0,0,0,0,1,0,0,49.8203,73.1733,0.680854,0,0,0,0,21.1401,31.4,43.1504,0,0,0,0,0,0
292,239,6631.1,1601.65,8765.53,2,13,2313.3,5031.54,0,0,0,0,0,0,1,0,0,58.7358,68.9176,0.852261,0,0,0,0,52.7202,25.12,11,0,0,0,0,0,0
293,241,6637.62,1657.22,8762,2,13,2260.01,5024.54,0,0,0,0,0,0,1,0,0,93.0103,100.052,0.929618,0,0,0,0,19.0103,55.97,72.7197,0,0,0,0,0,0
294,241,6637.62,1657.22,8762,2,13,2260.01,5003.74,0,0,0,0,0,0,1,0,0,53.5857,79.2505,0.676156,0,0,0,0,9.6499,34.61,46.6699,0,0,0,0,0,0
295,242,6653.95,1635.1,8773.58,2,13,2282.08,4986.87,0,0,0,0,0,0,1,0,0,49.538,54.7981,0.904009,0,0,0,0,19.73,29.85,34.4297,0,0,0,0,0,0
296,242,6653.95,1635.1,8773.58,2,13,2282.08,4965.69,0,0,0,0,0,0,1,0,0,29.6377,33.6148,0.881687,0,0,0,0,8.75,28.2999,8.03027,0,0,0,0,0,0
297,243,6485.35,1292.32,8913.55,2,14,2675.59,5347.04,78.361,36.3169,77.4861,120.598,123.838,141.757,1,1,1,7.65124,7.89238,0.969447,61.398,75.6578,54.8008,67.4313,7,3.0199,0.699219,230.546,271.368,54.8008,67.4313,2,1
298,243,6485.35,1292.32,8913.55,2,14,2675.59,5518.86,0,0,0,0,0,0,1,0,0,161.768,179.713,0.900146,0,0,0,0,63.9102,16.7,148.53,0,0,0,0,0,0
299,249,6570.45,1283.72,8836.75,2,14,2641.19,5593.93,0,0,0,0,0,0,1,0,0,190.22,205.174,0.927116,0,0,0,0,147.28,94.9301,74.2998,0,0,0,0,0,0
300,249,6570.45,1283.72,8836.75,2,14,2641.19,5762.79,0,0,0,0,0,0,1,0,0,209.489,374.035,0.560079,0,0,0,0,155.16,169.19,110.86,0,0,0,0,0,0
301,250,6603.9,1296.22,8915.27,2,14,2652.73,5294.85,38.7862,29.8268,139.325,166.641,132.169,143.072,1,1,1,3.54599,3.582,0.989946,210.087,222.506,132.181,148.361,0.320312,3.02002,1.84961,210.087,222.506,132.181,148.361,1,1
302,250,6603.9,1296.22,8915.27,2,14,2652.73,5389.23,0,0,0,0,0,0,1,0,0,92.1739,97.9627,0.940908,0,0,0,0,86.9302,29.66,9.07031,0,0,0,0,0,0
303,254,6473.77,1317.95,8843.3,2,14,2629.21,5376.84,63.9318,42.6236,148.758,158.863,113.686,156.796,1,1,1,61.3716,64.734,0.948059,147.55,169.57,155.653,170.017,5.37012,56.25,24.0996,147.55,169.57,155.653,170.017,1,1
304,254,6473.77,1317.95,8843.3,2,14,2629.21,5543.56,0,0,0,0,0,0,1,0,0,201.517,231.449,0.870674,0,0,0,0,37.6899,200.5,20.3096,0,0,0,0,0,0
305,258,6456.3,1331.2,8860.45,2,14,2626.64,5528.52,0,0,0,0,0,0,1,0,0,197.249,220.556,0.894327,0,0,0,0,82.6001,155.88,90.5605,0,0,0,0,0,0
306,258,6456.3,1331.2,8860.45,2,14,2626.64,5457.94,0,0,0,0,0,0,1,0,0,138.318,149.981,0.92224,0,0,0,0,102,87.3199,37.6602,0,0,0,0,0,0
307,259,6445.02,1298.35,8877.6,2,14,2665.01,5406.9,64.8322,57.6691,156.45,156.826,138.707,144.456,1,1,1,47.3372,54.1324,0.874471,80.0652,90.2735,119.913,130.447,15.1602,41.8199,19.6592,80.0652,90.2735,119.913,130.447,1,1
308,259,6445.02,1298.35,8877.6,2,14,2665.01,5449.82,0,0,0,0,0,0,1,0,0,85.7596,97.0532,0.883635,0,0,0,0,65.1099,30.0499,47.0498,0,0,0,0,0,0
309,260,6449.9,1303.07,8918.17,2,14,2674.49,5525.13,0,0,0,0,0,0,1,0,0,116.319,146.335,0.794877,0,0,0,0,66.1597,93.9299,30.8896,0,0,0,0,0,0
310,260,6449.9,1303.07,8918.17,2,14,2674.49,5501.9,0,0,0,0,0,0,1,0,0,105.331,123.103,0.85564,0,0,0,0,30.1201,80.5199,61.3604,0,0,0,0,0,0
311,261,6554.48,1358.47,8890.47,2,14,2594.35,5543.56,0,0,0,0,0,0,1,0,0,226.547,287.849,0.787036,0,0,0,0,55.6201,211.97,96.7998,0,0,0,0,0,0
312,261,6554.48,1358.47,8890.47,2,14,2594.35,5368.91,0,0,0,0,0,0,1,0,0,90.6907,113.197,0.801178,0,0,0,0,14.75,58.4,69.3799,0,0,0,0,0,0
313,262,6565.95,1358.43,8858.78,2,14,2580.86,5600.83,0,0,0,0,0,0,1,0,0,294.338,332.131,0.886212,0,0,0,0,86.5098,236.43,159.61,0,0,0,0,0,0
314,262,6565.95,1358.43,8858.78,2,14,2580.86,5319.51,0,0,0,0,0,0,1,0,0,41.535,50.808,0.81749,0,0,0,0,31.3799,27.91,8.45996,0,0,0,0,0,0
315,263,6575.25,1297.97,8982.6,2,14,2681.28,5363.24,39.3027,43.9082,155.07,158.746,138.624,142.478,1,1,1,9.07179,9.79695,0.925982,40.4988,43.3264,62.8754,69.2321,5.91992,6.75,1.39062,40.4988,43.3264,62.8754,69.2321,1,1
316,263,6575.25,1297.97,8982.6,2,14,2681.28,5403.66,61.0174,53.3134,159.877,163.168,132.555,132.487,1,1,1,48.1254,50.2113,0.958458,23.3071,23.7427,10.9227,12.7605,21.6899,40.37,15.7695,23.3071,23.7427,10.9227,12.7605,1,1
317,266,6533.8,1368.4,9008.08,2,14,2634.94,5466.25,0,0,0,0,0,0,1,0,0,154.453,174.199,0.886646,0,0,0,0,29.4199,151.37,20.6201,0,0,0,0,0,0
318,266,6533.8,1368.4,9008.08,2,14,2634.94,5448.02,0,0,0,0,0,0,1,0,0,143.021,155.975,0.916945,0,0,0,0,126.03,51.48,44.9004,0,0,0,0,0,0
319,269,6561.98,1355.12,8949.73,2,14,2618.74,5360.58,0,0,0,0,0,0,1,0,0,125.74,145.813,0.862338,0,0,0,0,58.52,84.37,75.9805,0,0,0,0,0,0
320,269,6561.98,1355.12,8949.73,2,14,2618.74,5227.95,88.2361,65.177,129.267,107.715,135.189,132.163,1,1,1,12.8872,13.1794,0.97783,90.2772,94.638,175.385,225.319,11.3999,5.83997,1.5,282.798,338.92,175.385,225.319,2,1
321,270,6575.6,1390.15,8943,2,14,2582.17,5363.46,0,0,0,0,0,0,1,0,0,159.539,188.861,0.844744,0,0,0,0,109.93,106.35,53.7197,0,0,0,0,0,0
322,270,6575.6,1390.15,8943,2,14,2582.17,5180.31,50.8898,63.1472,175.687,175.687,132.679,117.668,1,1,1,5.6818,5.7169,0.993861,1.44274,1.44275,82.5668,89.5834,0.189941,2.59998,5.0498,783.332,912.076,82.5668,89.5834,12,1
323,271,6537.9,1366.25,8891,2,14,2590.31,5363.49,0,0,0,0,0,0,1,0,0,79.587,85.4459,0.931432,0,0,0,0,16.3301,61.8199,48.2402,0,0,0,0,0,0
324,271,6537.9,1366.25,8891,2,14,2590.31,5550,0,0,0,0,0,0,1,0,0,255.947,271.955,0.941138,0,0,0,0,152.92,151.65,138.45,0,0,0,0,0,0
325,277,6505.27,1343.75,8973.75,2,14,2648.33,5326.36,68.2675,39.6793,132.185,167.459,116.756,135.403,1,1,1,30.2452,33.5911,0.900393,78.284,84.4897,88.4717,98.7528,9.5,14.3,24.9004,293.629,329.54,231.056,257.265,2,2
326,277,6505.27,1343.75,8973.75,2,14,2648.33,5296.39,96.8081,45.3491,99.3303,134.929,155.25,152.93,1,1,1,2.82805,3.62644,0.779843,88.6357,105.064,123.571,136.698,1.43018,1.83008,1.90039,88.6357,105.064,123.571,136.698,1,1
327,283,6434.15,1289.7,8812.25,2,14,2652.61,5508.75,0,0,0,0,0,0,1,0,0,99.1369,113.721,0.871755,0,0,0,0,30.3799,94.13,14.6797,0,0,0,0,0,0
328,283,6434.15,1289.7,8812.25,2,14,2652.61,5537.34,0,0,0,0,0,0,1,0,0,124.216,142.303,0.872892,0,0,0,0,23.0801,116.8,40.6006,0,0,0,0,0,0
329,285,6490.9,1350.62,8803.45,2,14,2582.14,5588.33,0,0,0,0,0,0,1,0,0,249.349,272.802,0.914027,0,0,0,0,32.1597,238.52,69.7998,0,0,0,0,0,0
330,285,6490.9,1350.62,8803.45,2,14,2582.14,5406.67,74.9103,20.026,168.135,156.851,113.761,140.594,1,1,1,85.3414,91.1472,0.936303,79.4523,98.8276,182.183,206.573,63.1699,44,39.4502,79.4523,98.8276,182.183,206.573,1,1
331,286,6501.3,1326.72,8803.88,2,14,2602.31,5390.69,136.913,81.7447,121.698,142.733,27.1098,122.236,1,1,1,42.7205,48.3632,0.883325,2.84721,2.84727,55.715,70.1681,24.25,34.22,13.25,241.976,283.034,174.216,207.603,3,2
332,286,6501.3,1326.72,8803.88,2,14,2602.31,5356.33,1.67142,48.5126,154.947,151.942,153.437,125.726,1,1,1,12.812,13.9963,0.915383,62.4983,84.581,171.732,233.007,8.56982,9.46997,2.2998,62.4983,84.581,171.732,233.007,1,1
333,287,6533.45,1335.97,8935.7,2,14,2635.5,5615.89,0,0,0,0,0,0,1,0,0,139.251,159.555,0.872744,0,0,0,0,68.4502,113.87,42.6104,0,0,0,0,0,0
334,287,6533.45,1335.97,8935.7,2,14,2635.5,5590.69,0,0,0,0,0,0,1,0,0,121.992,134.361,0.907937,0,0,0,0,69.2197,33.4399,94.7998,0,0,0,0,0,0
335,288,6546.9,1375.12,8955.7,2,14,2605.54,5455.19,65.4913,32.3648,133.933,157.24,138.445,151.911,1,1,1,6.77808,6.80968,0.995361,118.371,130.673,46.1179,55.3269,1.44971,0.969971,6.5498,118.371,130.673,46.1179,55.3269,1,1
336,288,6546.9,1375.12,8955.7,2,14,2605.54,5547.16,0,0,0,0,0,0,1,0,0,87.8641,98.7756,0.889532,0,0,0,0,82.3301,9.17004,30.9502,0,0,0,0,0,0
337,297,6478.35,1289.3,8912.9,2,15,2679.43,5414.47,0,0,0,0,0,0,1,0,0,54.8008,67.4313,0.81269,0,0,0,0,38.3501,33.24,27.3301,0,0,0,0,0,0
338,297,6478.35,1289.3,8912.9,2,15,2679.43,5422.7,118.72,60.6438,128.114,159.686,113.165,116.383,1,1,1,61.398,75.6578,0.811522,28.1955,30.0767,140.952,165.633,17.3003,56.7001,20.9902,28.1955,30.0767,140.952,165.633,1,1
339,301,6604.08,1293.2,8913.42,2,15,2654.79,5517.36,0,0,0,0,0,0,1,0,0,210.087,222.506,0.944185,0,0,0,0,43.8301,192.02,75.2803,0,0,0,0,0,0
340,301,6604.08,1293.2,8913.42,2,15,2654.79,5443.21,0,0,0,0,0,0,1,0,0,132.181,148.361,0.890941,0,0,0,0,16.98,131.48,13.1602,0,0,0,0,0,0
341,303,6478.42,1261.7,8819.2,2,15,2671.79,5546.41,0,0,0,0,0,0,1,0,0,147.55,169.57,0.870145,0,0,0,0,34.6802,143.08,23.1602,0,0,0,0,0,0
342,303,6478.42,1261.7,8819.2,2,15,2671.79,5546.86,0,0,0,0,0,0,1,0,0,155.653,170.017,0.915519,0,0,0,0,21.6201,107.06,112.28,0,0,0,0,0,0
343,307,6459.5,1256.53,8860.8,2,15,2694.41,5497.17,0,0,0,0,0,0,1,0,0,80.0652,90.2735,0.886919,0,0,0,0,29.6802,74.5601,5.69043,0,0,0,0,0,0
344,307,6459.5,1256.53,8860.8,2,15,2694.41,5537.35,0,0,0,0,0,0,1,0,0,119.913,130.447,0.919246,0,0,0,0,14.6401,75.64,92.8301,0,0,0,0,0,0
345,315,6569.33,1291.22,8981.3,2,15,2687.81,5406.57,0,0,0,0,0,0,1,0,0,40.4988,43.3264,0.934735,0,0,0,0,35,20.3199,4.42969,0,0,0,0,0,0
346,315,6569.33,1291.22,8981.3,2,15,2687.81,5432.48,0,0,0,0,0,0,1,0,0,62.8754,69.2321,0.908182,0,0,0,0,20.3799,54.4,24.5498,0,0,0,0,0,0
347,316,6596.17,1257.6,8966.83,2,15,2708.68,5427.4,0,0,0,0,0,0,1,0,0,23.3071,23.7427,0.981654,0,0,0,0,4.47998,20.4199,10.5,0,0,0,0,0,0
348,316,6596.17,1257.6,8966.83,2,15,2708.68,5416.42,0,0,0,0,0,0,1,0,0,10.9227,12.7605,0.855977,0,0,0,0,2.31006,9.68005,4.87012,0,0,0,0,0,0
349,320,6550.58,1349.28,8951.15,2,15,2626.48,5453.27,0,0,0,0,0,0,1,0,0,175.385,225.319,0.778387,0,0,0,0,52.1704,168.88,41.0293,0,0,0,0,0,0
350,320,6550.58,1349.28,8951.15,2,15,2626.48,5322.58,99.4668,46.0558,175.02,145.864,85.116,167.936,1,1,1,90.2772,94.638,0.953921,137.494,149.623,55.0264,94.659,20.1299,41.5,77.7705,137.494,149.623,55.0264,94.659,1,1
351,322,6575.45,1387.55,8937.95,2,15,2582.57,5181.76,12.09,57.137,172.747,167.44,161.433,134.097,1,1,1,1.44274,1.44275,0.999995,88.0639,94.0711,41.1516,46.4556,0.0703125,0.75,1.23047,523,600.776,388.105,450.384,8,4
352,322,6575.45,1387.55,8937.95,2,15,2582.57,5269.9,0,0,0,0,0,0,1,0,0,82.5668,89.5834,0.921675,0,0,0,0,66.8003,12.9199,47.8301,0,0,0,0,0,0
353,325,6495.77,1329.45,8948.85,2,15,2653.27,5410.85,71.5646,24.2578,165.674,161.447,113.97,141.947,1,1,1,78.284,84.4897,0.926551,93.9505,112.725,121.394,132.326,13.4199,30.85,71.2295,93.9505,112.725,121.394,132.326,1,1
354,325,6495.77,1329.45,8948.85,2,15,2653.27,5425.11,85.881,34.6121,102.092,169.248,168.007,137.161,1,1,1,88.4717,98.7528,0.89589,44.062,50.9759,98.5219,107.537,22.9297,24.5801,82.3193,44.062,50.9759,98.5219,107.537,1,1
355,326,6506.7,1342.22,8975.65,2,15,2650.2,5401.46,0,0,0,0,0,0,1,0,0,88.6357,105.064,0.843634,0,0,0,0,13.9897,80.2899,37.2197,0,0,0,0,0,0
356,326,6506.7,1342.22,8975.65,2,15,2650.2,5433.09,0,0,0,0,0,0,1,0,0,123.571,136.698,0.903967,0,0,0,0,77.0498,90.97,32.5195,0,0,0,0,0,0
357,330,6429.33,1306.62,8764,2,15,2622.29,5505.5,0,0,0,0,0,0,1,0,0,79.4523,98.8276,0.803949,0,0,0,0,36.3901,40.6899,58.9502,0,0,0,0,0,0
358,330,6429.33,1306.62,8764,2,15,2622.29,5613.24,0,0,0,0,0,0,1,0,0,182.183,206.573,0.881931,0,0,0,0,26.5303,121.92,133.5,0,0,0,0,0,0
359,331,6479.2,1292.5,8816.75,2,15,2642.42,5393.54,82.4661,95.3648,98.2947,114.831,143.208,148.879,1,1,1,2.84721,2.84727,0.99998,20.6475,21.7132,126.088,159.993,2.58008,1.19995,0.0996094,133.688,141.907,126.088,159.993,2,1
360,331,6479.2,1292.5,8816.75,2,15,2642.42,5460.86,99.7231,83.3443,175.923,148.616,76.4295,70.1355,1,1,1,55.715,70.1681,0.794022,105.088,122.626,13.4136,14.8095,20.6602,54.71,14.54,105.088,122.626,13.4136,14.8095,1,1
361,332,6509.67,1317.25,8801.78,2,15,2608.78,5440.91,0,0,0,0,0,0,1,0,0,62.4983,84.581,0.738916,0,0,0,0,24.8901,56.05,17.7705,0,0,0,0,0,0
362,332,6509.67,1317.25,8801.78,2,15,2608.78,5589.33,0,0,0,0,0,0,1,0,0,171.732,233.007,0.737025,0,0,0,0,126.88,46.97,105.89,0,0,0,0,0,0
