region,count
0,62403775
759,8913
761,2099
1653,1782
1613,1916
1781,3937
1677,1878
1767,5230
2029,816
2051,375
2355,166
2377,1477
2169,113
2109,453
777,37
2219,12
779,16
775,5
212,103
210,247
214,8
2380,40
2398,44
150,107
152,199
154,343
156,374
2146,2541
2154,2160
58,1791
46,205
48,2
1148,112
2086,3414
2378,2090
54,714
56,5649
44,627
1020,3120
148,2
2162,1113
2136,3046
42,483
2145,1727
2153,1657
155,8
99,9
211,52
762,4647
548,5
550,3
1678,1030
1654,1143
2052,286
566,39
760,2719
2198,358
2170,660
1782,3129
1706,1303
2358,113
2060,1275
522,8
524,40
526,17
778,63
2220,10
780,194
520,14
2117,56
2599,26
2593,97
1425,16
1427,10
2118,243
2110,312
532,4
2244,76
547,2
2195,90
43,73
45,18
2085,2268
2197,214
2135,1826
41,53
776,14
2030,889
2196,268
1614,1296
1768,4486
153,9
2161,559
523,13
55,56
57,9
15,41
51,4
53,11
1147,82
2059,1593
2357,93
1685,2
1859,104
1953,97
2285,12
2214,1606
16,21
1713,29
1763,43
1764,134
2009,2921
2013,216
1871,4976
1893,91
1911,1793
1839,208
1835,75
2007,7169
2005,993
1909,503
2259,1669
2213,81
2217,897
519,9
1605,1
1645,87
2361,1029
2605,559
1925,42
1,1155
1771,308
1783,116
1779,1281
1847,85
2271,77
1864,1978
1828,2070
1868,210
1870,127
2008,7231
1890,255
1894,284
2,580
2010,2020
2320,227
1648,39
2462,274
1827,2655
1823,766
1861,224
1869,442
2573,2
1647,35
1707,280
2461,393
1863,1372
2463,96
1761,94
1739,319
1851,574
2351,74
1865,443
1821,62
1993,865
2603,67
799,13
821,4
2319,542
1651,18
1979,90
1897,1017
1889,556
2279,15
1289,117
1339,18
1357,6
1291,42
1399,13
1872,5005
1836,21
2280,27
1358,3
1292,108
1290,348
1784,41
1780,1849
2006,748
2272,241
2362,626
2594,207
1994,1239
1862,114
1824,384
2604,182
2177,2008
2460,139
935,136
1071,6
1019,9
1017,7
2185,85
2186,819
2178,679
222,12
220,21
224,12
226,9
228,3
204,1
236,2
1841,96
1759,273
2464,118
1740,74
1762,52
1748,52
1866,288
1852,1138
1884,1411
2606,296
2360,1340
954,46
1646,95
2282,198
1883,1166
1885,1929
949,202
2359,1355
1300,557
2260,1192
1926,55
2014,352
1284,30
1298,4
2218,138
834,9
1912,2192
1652,54
1734,17
1910,198
1340,183
1952,1955
1958,2718
1978,2716
1914,1768
1772,270
2254,200
1846,169
1812,165
1838,403
1976,118
1951,1598
1837,938
2401,5
1962,561
1826,169
2459,376
812,6
1957,2315
1961,429
1886,2371
2256,213
1913,1650
1977,1377
2253,263
2255,228
1140,43
1108,79
1018,197
2261,577
1845,61
1825,247
2281,232
1811,55
18,7
20,31
22,30
1026,54
102,3
96,116
94,20
98,305
208,22
1705,543
100,113
158,3
2600,13
1696,2
535,1
2345,1
2495,1
1365,1
2491,29
112,123
110,84
114,77
2094,695
1664,264
483,24
459,2
457,2
1670,300
1056,46
1632,830
2230,238
1627,350
1631,687
1629,274
2093,661
915,64
92,35
1663,45
1667,97
1665,25
2102,146
1628,638
1630,293
1668,106
2101,12
2601,43
467,15
667,83
2397,7
2510,3
2509,6
981,2
455,3
168,15
40,4
170,42
198,30
116,1
1110,33
194,15
1072,17
396,1
394,402
1048,379
1700,3
1666,51
196,3
1063,5
950,94
716,9
714,2
380,43
378,6
135,152
659,51
655,41
1621,504
52,71
673,73
671,54
1623,167
1669,128
603,92
605,4
1622,240
1619,39
1620,15
656,166
163,7
668,101
181,3
133,18
137,8
674,63
672,31
2349,1134
2201,67
1345,6
149,6
151,15
1860,56
2356,221
2350,1506
2012,1660
2199,366
1407,75
1295,30
1708,201
2011,1149
2125,280
1689,37
1735,167
2202,107
1690,53
1402,7
562,4
568,2
2403,41
561,3
2200,862
1055,14
2203,13
2229,28
2399,6
2286,16
108,28
192,1
1299,59
1323,25
1303,1
2017,85
1324,15
1711,4
1760,35
1817,12
1818,28
2242,87
2241,332
1683,27
1681,39
521,11
2018,179
1296,13
1736,14
1624,21
39,1
166,6
164,8
161,7
654,40
106,69
2276,27
1896,60
2364,10
1122,54
1936,312
1986,834
1968,76
1966,428
1974,75
1946,10
2402,14
2363,20
2023,71
1969,211
1955,272
2027,38
2028,148
1956,139
2418,22
2024,13
1985,306
1967,5
1935,92
1965,212
1807,115
1895,2
1809,205
1898,863
1842,70
2262,134
1973,78
2313,13
2265,39
1983,650
1947,97
1931,1
1431,5
1609,35
1757,6
