region,count
0,35297090
656,184
660,34
672,165
668,246
674,49
654,126
667,66
671,228
375,811
709,10
711,11
373,220
105,13
107,83
601,32
599,91
191,25
377,64
109,18
713,2
655,128
653,289
352,7
406,1
408,2
376,61
374,51
410,1
380,2
134,3
136,36
138,3
54,39
604,1
659,66
673,44
698,9
404,3
164,26
378,17
161,79
163,1
133,3
137,9
176,3
110,18
112,34
92,2
94,21
96,4
56,1133
46,108
170,63
142,35
916,105
1072,43
1628,279
1632,281
2086,2167
1620,65
1622,53
1630,52
44,74
2394,29
1670,44
2136,1496
2094,787
1089,10
1071,10
935,1391
113,73
2433,17
915,159
53,743
909,13
393,2
387,255
2135,637
2145,2007
2379,17
171,6
169,30
45,99
41,84
1627,153
1631,190
2085,1754
675,8
1623,28
1619,75
1669,464
1621,196
57,97
461,3
2397,56
1667,79
2093,632
1110,11
2398,84
2492,232
1614,1174
2378,2217
2146,1279
1056,27
42,72
484,18
2400,26
2510,29
2600,140
2,1373
2599,32
467,26
468,222
1,1827
2283,9
460,3106
458,145
456,123
762,2697
2059,979
984,25
389,126
381,29
165,47
155,69
55,45
1055,42
1109,6
2285,46
603,77
43,57
248,5
1666,16
472,1646
2060,582
2377,2122
58,1349
462,363
910,11
394,10
388,51
152,48
154,53
98,54
100,40
198,12
114,68
1613,1129
2587,169
2487,15
168,25
2380,16
602,12
172,2
150,25
148,4
392,2
1629,38
485,5
459,27
471,22
473,9
93,1
97,19
147,2
111,60
209,6
469,2
1663,58
480,4
2214,206
2488,115
1668,18
2284,5
48,2
20,2
899,164
877,128
1826,241
1838,522
1768,2915
1956,347
1871,5659
1872,5383
1975,407
2028,32
2418,61
1156,94
1468,12
1480,17
1564,19
1500,24
1604,80
1576,19
2459,240
1952,2988
1951,2852
2242,130
2460,257
2402,95
2320,386
1896,291
1828,1748
2024,129
2023,195
1970,447
1969,355
2204,413
1600,4
1432,70
1431,117
2203,805
2235,75
1201,152
2259,1681
2361,832
1911,2110
2359,1021
1767,3162
1845,42
2255,393
1779,791
1187,130
1913,1204
2217,14
1143,67
833,356
865,9
1976,586
1958,1955
1974,485
1978,1568
1936,298
2236,290
1202,119
1944,22
1962,216
2360,906
2282,211
1772,238
2254,214
1808,322
1812,147
1810,27
1230,33
2461,479
1977,1690
1603,159
1771,466
2281,414
1807,116
1811,255
2357,176
1909,1444
1155,51
1237,14
1591,8
1217,52
1589,77
2256,249
1912,1143
2462,1069
1780,1060
2260,1889
2262,360
1910,459
1188,11
1914,1100
878,50
1140,23
834,105
1144,136
1551,79
1563,32
1973,1713
1825,746
1863,1130
1809,191
1827,1586
1957,3335
1935,299
1961,11
1943,5
1837,639
2401,113
1895,90
1599,1
1479,19
2233,4
1515,50
1238,54
2226,2
1550,14
1499,31
2319,608
1466,7
1218,103
1552,6
1864,1324
900,117
2272,248
1886,1078
1136,2
2362,944
1132,1
1590,150
889,68
1465,6
1575,4
1463,3
1549,214
855,81
2271,336
1885,1040
1151,69
849,8
1189,3
759,245
847,1
1998,31
1986,1582
1966,985
2275,227
2415,192
1965,980
1611,44
1985,375
1955,871
1997,33
1968,27
2364,8
2025,178
2026,59
2416,109
2027,3
2276,260
2417,71
2234,16
2532,2
890,1
2358,138
760,367
850,10
848,3
856,6
1945,12
2363,40
1967,27
1477,32
1478,20
1585,7
1535,6
1531,44
1533,4
1840,124
1846,8
936,1260
950,352
1108,15
1844,14
2404,264
1596,26
2406,369
1528,76
2405,202
1597,20
1495,1
1475,1
2403,290
2605,361
949,398
2253,51
1025,51
1019,504
991,203
2218,15
1198,12
2177,1961
2178,1249
1026,25
1152,50
1228,13
2016,66
1948,168
1890,111
1562,3
1534,5
1992,10
1527,9
1841,14
1883,1467
1139,7
1107,67
2029,1225
1839,101
1542,48
1532,7
812,17
2015,188
1537,2
2606,556
1200,3
1138,32
2593,654
1017,445
866,3
1516,7
1991,5
1898,927
1852,276
2241,248
1586,14
1538,4
2220,56
780,5
776,9
552,2
1678,695
2392,69
778,11
2102,143
1338,233
954,183
1698,2
952,17
1664,52
2153,1450
761,3594
777,60
521,34
523,51
565,33
1341,34
1337,506
2229,7
1633,98
1653,411
1329,186
1063,126
525,2
1365,54
2213,161
149,6
151,15
153,32
1147,300
211,18
1342,48
2230,80
1634,4
1654,529
1330,108
1332,46
566,18
1706,224
2030,681
1366,23
2154,1495
2162,614
1690,44
1148,327
520,14
524,17
303,3
1677,651
2601,249
2210,4
532,1
2244,3
2231,22
1240,10
2594,1465
1426,23
2101,212
2161,1678
953,179
1401,24
1427,15
1689,45
1695,90
1699,2
539,2
1665,43
1705,481
1328,57
2496,62
212,65
2434,31
1020,202
1018,276
535,6
2051,170
926,2
156,86
2385,1
2219,21
779,22
775,21
519,27
724,6
2491,353
2602,30
538,3
1428,16
1696,85
1048,70
562,8
564,12
568,24
1047,535
951,16
1331,14
210,25
2509,19
16,8
470,18
486,313
197,4
547,3
549,1
551,16
204,5
275,1186
276,82
278,19
1182,2
1239,3
52,8
1694,38
2588,51
526,2
1700,19
18,1
550,1
474,349
476,35
488,158
490,2
157,1
99,39
1064,211
2286,8
2386,6
537,58
19,4
95,2
431,3
1693,47
15,1
1926,124
2520,2
2006,354
1120,76
2186,540
1124,171
1130,27
1112,5
1122,1
1595,33
1645,188
2007,4650
1897,986
1959,1
2009,862
1605,433
1243,3
1925,15
811,8
2010,1479
1154,2
1842,113
2008,4086
1646,396
2444,16
1128,43
925,13
1227,10
1197,21
1195,1
2185,322
2261,222
1647,131
1847,12
1947,189
1931,55
1983,315
1851,265
1235,1
1889,193
2313,9
1757,5
1649,12
1749,121
1755,3
1502,1
1541,14
1539,175
781,133
1866,156
1984,859
1993,114
1994,166
1876,23
1891,80
1648,20
782,81
1750,31
1650,16
1194,4
1196,5
1884,2142
1090,14
2014,33
1848,3
1222,12
1601,37
2443,9
2266,91
2292,8
1892,126
1606,232
2526,5
1490,7
1598,20
1979,24
2291,15
1865,35
1392,43
1391,51
1284,32
1283,32
1540,46
1756,2
1746,64
1747,5
1751,18
1748,2
1442,16
2314,2
1980,7
195,5
457,24
455,6
479,2
141,8
183,2
185,1
2393,9
661,3
167,13
51,17
135,6
106,1
108,4
193,10
1624,3
186,1
676,6
704,1
140,7
144,1
196,2
166,10
600,1
379,1
39,2
139,8
116,6
718,5
194,6
1339,309
2197,513
2169,769
1635,2
1782,825
2198,331
2196,52
2170,934
2110,215
1340,69
522,21
1408,160
1296,145
2052,88
1300,420
1344,5
223,13
1415,270
1637,2
1323,22
1295,158
1299,700
2118,454
1402,36
1372,56
2572,4
1346,3
2346,11
1176,2
1178,16
737,34
1781,1672
1371,67
2195,127
208,3
1702,2
2109,290
2345,27
2117,679
1364,10
548,4
1034,8
1327,20
1321,27
561,2
1407,333
207,2
205,1
2436,5
1320,2
1322,36
1177,2
1385,3
1679,45
305,11
723,25
749,26
1011,7
224,21
1416,389
1412,22
226,2
2571,4
220,5
1411,1
1319,1
1404,21
2574,16
1386,17
2125,146
1711,1
2561,20
1709,1
1763,39
1859,27
1817,53
1370,3
242,2
2388,2
2011,860
1735,41
2355,26
2349,718
1289,248
1030,4
222,10
238,6
240,113
2495,15
563,1
2350,315
2202,309
2012,881
1954,3
586,12
1736,19
1290,52
2126,195
1708,88
225,1
213,9
2435,129
589,7
587,19
1405,8
1313,2
2199,226
1636,1
1406,35
590,6
1324,17
2356,92
2592,20
2562,12
1764,75
1860,177
1682,5
1684,4
2042,5
2041,5
236,3
206,3
2201,80
1953,3
1403,19
821,3
585,32
1400,18
1640,14
1351,8
1345,1
1707,23
221,1
2200,290
799,40
1681,22
2603,44
2573,54
1303,74
2279,11
2005,414
1291,86
1179,21
2223,20
1651,15
2018,5
2426,29
1314,13
588,2
1422,27
231,9
1380,21
1824,170
1862,102
1302,19
1356,1
1818,10
2224,17
1783,125
1609,2
1387,9
1362,1
1397,11
1721,9
1719,61
1823,195
1869,260
1221,21
757,5
2387,10
1815,20
1857,7
1399,43
1893,694
1421,12
1870,2
1816,18
1292,42
1358,8
1116,5
232,4
234,2
992,20
2280,56
1652,2
1298,42
1610,85
2017,52
1733,3
1297,35
1868,5
2604,132
2352,3
2351,6
2457,21
800,3
1236,3
1398,40
576,18
580,1
1894,880
1836,23
1472,1
1740,204
1760,39
1861,21
1831,1
1759,46
2464,2
1744,6
1739,78
1754,27
1753,3
1734,2
2390,1
1008,16
2013,90
1835,4
1223,21
1119,6
1224,21
1784,238
1602,13
1123,44
1758,1
1382,15
2560,1
1822,20
1832,19
1389,4
1743,1
1379,5
2265,2
1867,67
1381,1
