region,count
0,6372463
1872,41
2276,18
2416,31
1896,2
1969,25
1970,1
1955,3
1871,71
1985,97
2461,11
43,25
169,13
45,26
149,8
57,231
114,1
94,2
96,2
58,771
44,1424
46,1037
56,1008
168,1
155,16
531,12126
479,4213
55,21
53,17
532,908
480,2
1678,11
2398,143
2086,712
1148,1849
211,7
2380,165
2136,4
1178,104
762,4
565,1
2377,6
2385,8
567,2
1147,656
561,666
563,4
523,1
760,17193
1181,107
1177,24
210,5
761,7
1359,13
1614,58
2059,2
1182,27
1885,25
1197,13
833,37
811,6449
1827,3
1951,28
812,1138
834,666
1120,36
1112,9
2482,9
1128,1
2007,1
1897,3
1979,4
2009,8
1,25
2117,2
1228,133
1218,284
1224,122
2404,239
2204,71
1602,178
2444,103
1886,23
1198,23
1152,2
1432,31
1596,2
1648,6
1646,3
1227,22
1913,10
1977,16
1909,18
1143,10
1153,1
2259,5
1911,8
1925,5
1154,1
1144,4
2361,15
759,5
1151,3
1221,3
1194,1
1122,3
1200,2
2388,45
2234,1
1973,2
1431,5
1826,142
1576,280
1838,24
156,10
102,2
2392,415
476,24
474,24
2488,21
2592,111
2588,8
2060,13
527,2
2587,119
2391,188
2487,1
2591,32
2397,72
473,13
566,201
2146,12
2386,35
48,71
471,83
469,33
467,24
2379,9
100,10
98,1
472,67
470,14
468,18
983,5
153,1
157,4
99,2
47,2
2154,2
52,591
54,3166
42,153
2085,1
1627,4
1631,34
165,5
457,76
455,6
575,4
573,2
580,11
1115,11
579,8
1735,2
1653,1
1654,11
1859,5
2218,17131
782,3024
1736,1
1300,1
1708,1
1222,390
1589,4
1957,9
1767,3
2459,3
1952,14
2,1021
2402,11
1864,32
1958,18
2320,1
910,83
2360,16
1768,30
1155,9
1187,7
1136,3
1156,1
1135,16
851,28
1825,47
1837,5
135,3
162,1
164,2
41,24
226,3
225,3
2387,2
564,1560
588,60
240,2
212,2
585,372
1677,1
2052,1
1346,1
1956,1
1966,11
2162,5
1408,2
1119,24
949,1
2389,2
2506,15
781,1864
2217,16
1883,26
578,7
1124,7
2505,1
1244,1
1292,3
