region,count
0,32579209
1767,109
1825,6
1771,41
1863,7
1807,4
2359,44
2281,3
1871,10
1951,31
1952,3
1983,8
1837,5
1889,4
1957,86
1977,6
2177,92
1994,1
1838,2
139,5
701,7
601,1171
603,133
655,5095
599,800
653,3979
659,2358
661,49
57,1
456,3
935,50
2397,46
2587,4
2591,6
949,6
2599,15
1147,1
2495,10
2214,16
671,9
1893,165
2605,19
2007,2
1539,2
1827,4
1107,4
1,3
2161,93
1139,2
2008,1
1828,2
1645,2
2009,6
141,5
605,18
183,10
607,33
2487,628
185,5
915,106
663,98
2399,236
2509,6
667,5
675,17
673,1
2491,33
2136,5
1663,5
2059,11
1629,1
762,1
760,2
2601,7
2403,3
2052,187
1851,1
1647,1
52,2
1694,16
1621,2
2593,15
1768,4
2023,1
2275,19
2361,2
812,57
2060,1
2260,2
2276,34
2319,12
1956,1
2415,3
