region,count
1654,42
2572,10
1360,1
1402,31
1372,4
2052,48
0,37035835
762,34
2574,4
1702,1
1781,13
949,148
1365,12
1371,7
2169,11
1653,842
1613,11609
1667,131
759,30
1678,10
2377,17
2051,40
2146,56
2154,76
2378,42
1346,11
1147,33205
1669,105
1341,1
1339,11
1299,24
1303,68
1343,8
1337,7
205,2
153,84
207,9
209,22
1403,20
1695,2
2599,1
1677,11
2195,1
2153,60
43,20902
155,90
2391,194
2379,732
2397,15
157,18
565,54
55,4723
567,823
57,2682
45,43920
1329,15
2085,50
2519,5
569,303
2385,806
47,971
2204,6
2492,5
2086,92
2282,2
1300,24
2145,44
761,46
1345,8
2214,27
760,7595
531,5
493,1
1679,2
2162,27
1340,7
1338,4
211,55
1827,324
2603,7
2007,47
1707,66
1647,60
2461,17
1301,2
2126,15
2170,122
2010,35
1768,249
1782,10
1780,67
1284,9
1606,31
2118,22
2008,65
1610,25
1890,48
2218,2138
1292,1
1379,2
2463,1
2561,4
2125,4
2425,59
1221,8438
2359,27
1779,44
1605,1192
1283,53
1405,85
1733,171
1645,21317
1614,136
2458,7
1708,10
2352,11
1396,1
1764,6
1865,6
2009,52
1309,1
2319,6784
1291,14
2360,7
2362,5
1884,14
1784,3
936,55
2406,17
2,120
2178,11
2030,2
2520,4
1290,5
2006,35
782,657
1836,8
1407,598
935,870
953,63
1115,1
2403,25843
1295,69
239,25
1871,3464
2417,200
2416,663
2415,1407
1955,236
2026,19
2025,23
1969,134
866,132
1872,1022
1951,285
1985,45
1957,452
1767,5728
1975,175
1825,10287
2401,3039
2275,1455
1895,628
2023,39
2320,16
2024,13
2027,51
2460,11
2459,51
1952,622
2028,18
1956,60
2276,2
2418,72
1986,196
1966,10
1998,31
1936,92
2462,111
1202,1391
2358,20
1968,6
1812,7
1808,2
1896,1
1970,8
1201,799
1935,14
1807,25
1978,747
1156,1
1499,6
176,8
600,23
602,3
698,70
674,8
603,1
601,12
599,11
375,8
373,11
656,8
654,9
890,1
900,14
1826,138
1838,45
1976,827
2016,83
812,7108
1837,10065
2260,370
1914,840
1846,4
2256,10
2262,20
1912,1049
1910,1656
1974,959
1958,1169
1938,1
1962,130
1772,11
1828,38
1944,19
833,263
1197,10092
1143,347
1135,3
2259,59
2253,19
1913,25
1977,194
1911,175
2203,12817
1,6975
878,6
1108,13
1961,20
1121,5
1199,2
1111,1
2255,6
1217,4457
1479,1
1563,7
1551,8
1589,107
2398,8
154,2
156,7
100,4
1668,4
1628,23
1632,53
2588,12
1689,610
149,1
151,15
525,2
2135,48
51,346
150,2
210,1
212,5
2380,17
214,1
2059,40
1239,3
1181,1
2093,39
915,13
1690,10
2094,25
2109,2
2110,6
916,3
2060,28
41,9379
2593,24
2495,5
1705,1
1631,42
44,15
46,2
2136,66
1148,1
2496,1
1627,13
165,8
195,2
53,3288
39,174
951,2
1619,6
170,2
2102,9
18,7
152,2
96,1
98,4
981,1
193,15
1071,8
1055,15
2229,4
1621,4
181,6
183,4
1624,39
671,1
673,1
379,2
653,7
58,3
140,3
136,45
184,1
672,6
1590,15
1648,6
1898,252
1864,15
1119,16
1840,12
1886,31
1536,5
1984,1
1947,5
1533,1
1863,2295
1851,13
2213,15
2405,25916
909,22
2281,1
1601,4597
1431,36
1595,7
1897,168
1909,144
1771,3
1153,290
2235,2413
1227,3857
1223,8485
2521,2
1885,26
2605,2
1973,10
1983,13
1948,1
1534,7
2491,401
2029,34
1137,2
1193,3
2387,36
2350,6
1824,8
1816,14
1415,10
1404,13
219,4
2349,3
2573,18
1406,1
1322,1
1416,5
1954,5
1736,2
1401,2
1240,2
2604,12
1760,3
1823,26
2117,106
167,2
112,1
114,10
2434,1
1744,14
1993,164
1994,27
1852,2
2241,11
2177,2
1892,1
2314,8
2261,10
1651,29
1297,1
1609,123
1925,7
1727,6
579,1
1124,7
834,74
1926,66
1861,23
1889,24
1979,9
1739,20
1649,1
1755,28
1602,1
1646,17
1894,34
1432,1
2272,1
