region,count
655,64
653,26
0,35539880
761,107
661,18
659,345
57,560
55,1480
45,98689
59,10
2379,8054
43,135133
47,6111
2487,54
2391,13882
2397,2134
181,106
701,386
699,31
697,83
351,123
349,5
347,22
345,21
141,2
759,671
565,104
567,71
525,5
147,331
149,1029
151,1077
161,12
167,306
189,7
41,65593
39,19785
163,91
152,1
110,1
154,4
2213,48
599,62
703,10
605,35
603,176
601,49
2385,2794
563,3
53,8453
165,26
179,62
177,41
695,5
92,7
2214,229
762,434
780,2
58,176
46,81
376,2
156,1
170,2
531,9467
532,378
472,2
193,85
191,13
107,9
175,50
105,1
2392,2
44,2
562,519
520,127
524,3
1147,149461
212,135
1622,10
1620,11
1670,5
157,380
155,3880
561,1
153,1537
95,98
97,287
99,361
101,1
1632,269
91,93
113,13
93,130
1148,133
2398,14
1623,2
1630,35
781,13
377,16
379,348
2599,44
1621,6
493,742
494,123
100,1
214,1
374,10
1614,143
1628,28
2218,2
206,4
1913,175
1911,38
1909,52
1845,7
2461,14247
1779,69
1767,16148
1977,218
2023,409
1768,616
2024,287
1827,7221
1828,572
1871,22221
1952,1447
1951,1256
1970,327
1969,3168
2459,235
2460,40
2015,5
1947,5
1897,105
1891,37
2275,5655
2276,27
2319,17247
1872,3201
2320,96
1910,3379
1974,1011
1810,18
1812,62
1978,1747
1958,1901
1912,3556
1962,27
1936,330
1938,81
1898,164
1890,83
2314,132
1914,1423
2462,194
2358,89
2260,2213
1973,18818
1809,8
1957,1006
1937,24
1825,33639
2401,11277
2415,25378
1895,6333
1885,35
2361,2
2259,55
1984,28
1992,12
2016,19
1948,140
1889,3
1837,22675
1807,4
1863,3161
2362,160
51,1201
54,9
480,2
760,434
56,7
1985,152
1997,1
1975,11
1935,36
2364,10
1976,1101
1986,380
1966,171
2416,282
1998,9
1968,63
1956,64
1946,2
2025,48
2026,12
2028,17
1955,461
2027,8
1961,14
2357,3
1826,16
1838,124
1932,21
2008,134
2117,14
2241,35
2242,1
2593,44
1,31888
2169,67
2009,8
2,47
2118,43
2007,114
1993,1
2603,3
1886,49
1894,24
1926,311
2262,38
2010,24
2282,15
1864,58
1780,2178
1840,12
2256,18
1846,1
2161,69
2359,153
1843,5
1839,20
1893,3
2594,4
2606,2
2272,70
2271,2
1783,6
855,2
2178,23
1613,48166
1689,872
1401,139
2388,16
2146,106
211,463
209,562
223,12
1726,23
2060,54
2094,41
1372,25
1678,47
812,2
2387,177
1115,275
203,163
207,83
569,1
225,88
227,20
213,195
1284,6
1668,26
2086,93
2378,41
240,5
1696,36
2136,6
1329,17
1337,32
1143,402
2403,57308
1055,1632
2093,94
2085,114
2059,44
800,64
799,1049
1667,2139
1669,7950
1619,430
2135,35
1341,7
1339,182
2229,667
2203,29584
1221,32327
205,66
375,79
373,60
952,13
936,5
1629,19
1627,16
1631,1510
1116,1
2434,100
1296,13
950,7
2217,374
1366,4
1338,7
1426,11
1425,4
2600,19
1663,26
2575,2
1852,127
1862,11
1822,8
1824,16
1784,34
2170,24
2030,59
2162,27
1202,6
1994,1
1851,43
1745,4
2126,10
949,3
1823,15
1533,1
2405,28224
2281,9
1835,32
1432,4
1604,5
1870,10
1155,1
1139,1712
877,165
909,300
1107,5
1842,10
1772,1
1645,21612
1867,7
1869,1
1129,9
1841,1
2005,9
2011,1
2177,1
866,4
140,5
166,19
135,100
133,54
19,13
552,3
778,2
779,1
2220,2
538,1
42,1
138,2
137,6
523,5
21,5
169,403
171,45
197,10
195,231
715,2
208,1
112,1
114,1
48,2
40,22
2591,47
2587,20
407,67
405,23
403,13
401,14
535,1033
983,23
469,5
471,5
2386,6
2588,135
1176,8
984,8
782,216
654,4
600,16
204,2
1217,5914
1407,3438
2425,120
1295,977
1725,2
1633,476
2285,5
2145,51
1404,14
1702,8
1654,97
1653,14342
1283,1807
1345,354
239,35
1119,99
1111,4
591,3
2154,109
1299,208
1112,2
1324,3
1120,18
1340,2
1683,5
1677,41
811,101
727,2
305,2
241,13
577,1
579,213
580,77
2052,34
2377,18
1403,62
2153,208
575,2
1708,7
833,52
1122,9
1379,1
1397,23
1398,23
1371,39
1370,7
1301,198
1400,13
1302,1
1292,1
1308,16
2574,3
1310,1
1291,155
1289,191
1399,10
1297,86
1707,738
1605,2278
1309,1291
834,29
1303,6
1635,104
1705,92
1684,2
1714,7
2101,44
1124,1
1151,9
1223,25947
1637,1
2051,18
1739,128
1761,4
1762,1
1390,7
1585,9
2110,30
2109,31
1763,1
2463,155
1740,31
1602,2
2350,12
2406,1
1477,1
2573,55
2561,3
1647,7008
1759,5
1465,12
2404,4
2444,3
1128,63
1130,1
1153,102
1197,13183
1195,435
1193,78
1227,4976
2481,1
1586,2
2560,1
1648,1
1860,4
1733,5130
1405,694
1431,19217
2029,18
1596,4
1606,2
1652,4
1048,12
1144,1
1589,46
1735,163
1609,463
1727,84
2443,10017
1601,35270
1651,1
2349,49
2195,2
1781,37
1595,3744
1750,6
2235,15529
1865,1
2125,3
1201,29683
1836,45
1782,21
2239,7
1199,5
1489,2
1747,7
1743,34
1746,2
1156,77
1528,3
2360,7
2531,179
2491,6
2418,170
2417,317
1965,3571
2363,334
1967,2
