region,count
0,45179065
993,1937
751,1785
753,151
749,829
737,648
275,4
289,114
991,942
833,17367
305,26
303,21
723,1374
725,255
309,71
281,7
307,8
233,94
729,363
727,632
223,170
225,77
211,755
213,92
2397,520
1147,7437
915,10983
1089,9240
2387,2212
2491,43425
1011,5721
1071,18408
745,55
909,4054
217,21
219,44
221,11
241,8
2435,474
313,10
2433,1221
2587,29126
2145,2633816
209,7906
437,606
439,5
435,660
1007,1103
2379,108
2399,53
2177,1377313
2377,2607491
1121,2429
1129,5419
899,28680
759,106535
1119,3355
2481,334
1123,4263
1019,662
1017,1502
251,3
295,2
99,3
113,101
421,19
419,6
415,46
433,15
431,465
429,483
149,42
573,1382
575,309
2389,381
1111,2572
1001,1348
577,964
253,12
935,193384
423,40
227,5
239,63
731,552
755,255
733,192
757,141
1143,25254
107,8
889,12118
1115,211
579,796
1029,1646
1025,663
581,32
743,11
2186,55254
2594,24729
2606,11403
2178,1233254
2030,33956
834,32009
1122,7280
1030,5184
1020,11203
1034,7994
1026,5453
1018,9282
2482,682
1128,17087
1124,3233
1130,8002
1132,8123
1112,3239
1138,16012
1140,24958
866,32581
900,41997
760,119409
916,22583
2492,38748
2388,5470
2,236473
910,7536
1108,2575
1090,3633
890,8911
878,71264
950,93955
954,28050
1072,12289
1148,11270
214,29
936,297079
952,5801
2146,3004033
2154,4096600
2378,2974472
220,4
2434,1646
2404,20204
2136,4133153
210,162
212,129
1048,9597
156,206
2380,138
2398,112
100,120
148,18
150,24
154,3
2510,129
40,3569
2394,93
152,10
98,1
396,18
394,129
390,443
388,635
1120,1552
106,11
108,29
376,9997
374,7273
92,15
334,4
378,9238
362,17
1144,36201
2162,5754314
2588,23463
1064,7463
2436,1298
2204,204399
2496,1186
2170,1197514
226,3139
228,1
564,2886
224,7
112,153
94,15
96,1
380,4978
340,26
368,218
366,1491
364,75
2520,1957
562,94
1116,1
578,62
580,398
1955,46
1871,17323
2085,4298284
2086,4845782
2093,2661688
2094,2698365
455,2485
467,1137
470,754
469,6029
671,16977
667,27827
457,1899
672,12227
456,486
458,174
1613,115262
1614,147562
1677,2360
1629,12930
2029,62914
2060,1511960
