region,count
1201,95
2259,34
1779,31
1767,841
1913,46
0,26769343
2359,1
2255,1
1771,5
1835,753
1645,9
1909,52
1839,53
1847,1
1871,820
2085,50
2135,92
2377,61
949,34
1669,12
2285,2
1627,5
2217,42
1155,96
759,31
1227,192
1151,188
2145,41
1631,7
703,14
915,22
1365,12
1339,15
2059,9
1337,14
1735,64
1781,189
2169,43
2605,11
1,214
2197,14
1883,12
1295,5
565,1
2161,23
1689,37
1653,31
53,7
55,2
953,3
1327,5
935,18
1845,5
1911,37
2203,48
833,50
2363,11
1143,63
1187,1
1299,3
2013,27
2593,3
2361,4
1147,29
2007,2768
2009,32
1200,1
1144,21
834,123
1140,5
2186,6
2178,19
100,3
1196,22
1148,7
42,5
1048,2
2218,456
1136,12
1156,4119
760,19
116,1
2146,2
936,8
156,7
2162,77
1416,1
2392,1
1408,2
2153,14
2271,3
1323,11
1405,2
2521,10
1135,26
141,1
1319,5
1303,4
2177,1
2405,6
1153,2
113,2
195,1
589,1
155,3
99,9
2379,1
2397,27
2587,2
1029,1
1129,8
1119,1
1137,14
1047,3
1017,1
1019,2
1063,1
223,2
725,1
993,4
751,1
2051,14
1667,9
1613,153
1705,32
2349,38
2355,3
2011,13
761,135
567,5
1977,403
1431,593
2261,1
1291,4
1217,32
2443,1
1593,1
1601,16
1605,17
1595,7
2281,17
1863,235
1841,4
2125,3
2117,15
19,1
847,5
2357,16
1807,3
2461,95
781,56
1935,256
1589,365
2235,61
45,7
2319,18
519,2
1297,1
1965,780
1967,16
1973,97
1229,44
1591,72
209,4
1123,8
1115,1
1033,2
211,8
575,2
115,1
2433,3
437,1
101,1
151,2
153,1
57,2
1699,2
463,1
1809,37
1975,30
1435,11
1597,73
1603,35
1985,92
1957,1289
1827,959
1897,223
1889,2
2571,4
1357,2
1647,73
1289,1
1399,2
1301,2
1867,442
2509,2
2093,3
2101,1
2399,1
1629,6
2213,167
1609,7
1733,1
1283,17
1837,9
1727,6
2485,4
1243,72
1565,60
1677,304
2029,4
2603,151
1697,4
1237,68
1825,21
1811,1
39,3
1621,6
2487,7
1403,1
1859,53
1823,494
1815,2
1857,1
1707,1
1401,3
248,2
1008,3
208,4
234,3
730,1
1002,1
2389,4
1001,13
213,2
313,1
899,2
239,1
2320,74
1838,1
1864,325
1828,756
762,691
782,551
1566,33
1432,126
1586,1
1958,121
1614,388
1648,5
1646,17
1976,4
2224,4
2506,15
1244,25
1952,46
1620,9
1622,13
1624,12
672,10
662,36
606,3
2246,4
1860,18
1824,1008
1782,290
1768,1224
2378,102
2604,563
1678,189
1654,55
2126,7
954,20
1690,24
2196,5
2052,12
1872,175
1592,19
1238,161
1490,92
1516,20
2416,23
812,10
1564,2
1228,101
1218,7
2560,6
1898,85
1388,6
1974,29
1072,12
2488,24
60,1
2102,9
2262,1
1862,1
654,2
1178,4
1708,9
1404,23
1816,3
1868,9
1858,26
2008,1331
2214,61
1970,13
1966,64
1698,1
1628,29
950,39
2398,6
462,1
476,2
1510,1
1604,64
1576,24
2086,73
1739,38
1740,10
1761,184
2351,20
1851,45
1866,2
1861,16
1993,2
1994,2
1387,36
1371,13
1575,92
1467,4
1489,249
1477,80
2233,7
671,11
2060,19
2600,19
1177,21
1763,18
1764,61
1369,1
2573,4
1385,2
535,1
1762,2
2561,1
2118,4
2599,2
2602,7
2601,8
2594,1
2110,10
1642,1
2042,3
1487,9
2505,5
1983,43
2241,3
1951,93
1235,64
1747,12
1753,3
1745,17
2015,256
1947,101
1379,4
2223,3
1441,931
1749,6
1585,13
1465,5
1541,2
2459,10
2275,6
1969,35
1495,31
1471,11
1553,116
1503,26
1515,268
1479,45
1895,5
2415,11
1475,124
1501,21
2,5
1619,3
667,1
981,1
472,2
1176,6
484,1
1852,9
1398,56
1370,36
1364,1
1822,95
1932,1
1312,2
2574,14
1826,20
2460,21
2276,24
2027,1
1442,15
1236,18
1488,8
1472,9
1502,2
1696,2
470,2
952,15
1504,29
1464,2
1506,4
1466,29
1478,69
1554,65
1955,45
1956,2
2094,5
674,13
1284,13
2204,37
1743,12
1372,3
532,1
