,prefix,region,max_density_apical,num_nodes_apical,total_path_length_apical,volume_apical,num_branches_apical,dist_to_soma_apical,dist_to_soma2_apical,num_hubs_apical,variance_ratio_apical
327,182724_5355_x5321_y20589,SSp-ll,36,36,62.2215,516.8875,17,9.5795,1.317070233510727,0,0.6786076783994882
328,182724_5410_x4393_y11075,SSp-ll,69,69,143.5728,2072.2593,32,8.7393,5.815307644484515,1,0.5833575667600385
329,182725_4390_x5078_y18459,SSp-ll,87,87,188.821,2758.112,40,10.3792,5.401353256360848,1,0.5576591909467982
330,182725_5012_x5980_y10427,SSp-ll,125,126,322.9062,9552.9137,62,12.8486,13.689066768775728,1,0.4781232252788516
331,18453_4711_x14090_y3943,SSp-ll,55,55,107.1908,1554.8571,27,2.639,0.0,1,0.6920214530565969
332,18461_4862_x17603_y2198,SSp-ll,54,54,128.6437,1598.5318,26,3.8985,0.0,1,0.6443228893402666
333,18867_4473_x25161_y6054,SSp-ll,94,94,176.1201,3370.3396,46,17.0876,10.344955340647921,1,0.5721189043351937
334,18868_3932_x25373_y7132,SSp-ll,148,152,339.6489,5828.3139,74,19.6099,18.317937820617253,1,0.5978616541209637
335,18868_4317_x23980_y6346,SSp-ll,86,86,198.5219,4165.8259,42,10.4131,9.72890004060068,1,0.583234616861214
336,191807_4821_x3698_y18726,SSp-ll,30,32,116.7935,5249.1459,15,13.8125,18.438331947331882,0,0.6429399963176534
337,191812_4445_x5426_y10324,SSp-ll,30,30,62.52,915.0929,14,11.6238,9.506404052006204,0,0.6654284567078198
338,17543_3842_x7369_y3542,SSp-bfd,65,65,131.3678,1910.5231,30,4.1757,0.4978795034945428,1,0.44771979663396166
339,17781_4874_x11466_y11924,SSp-bfd,34,34,65.2957,752.6713,16,2.1576,0.0,0,0.5508288902954488
340,17781_6202_x7633_y12296,SSp-bfd,12,12,19.683,116.9664,5,4.2848,0.0,0,0.5338298499982094
341,17781_6262_x6896_y13574,SSp-bfd,25,25,45.9158,282.1979,11,3.6924,0.0,0,0.5784316670392354
342,18453_4403_x30609_y7732,SSp-bfd,59,59,85.0616,596.7955,28,4.5129,2.9000198275184164,1,0.4599604222789024
343,18453_4725_x30684_y6703,SSp-bfd,62,62,134.705,1792.9992,30,2.9431,0.0,1,0.5517311066807888
344,18453_4899_x10111_y5917,SSp-bfd,12,12,25.9985,142.2434,5,2.8483,0.0,0,0.513706853836883
345,18453_5228_x9833_y5221,SSp-bfd,24,24,40.1103,465.9385,11,5.3705,0.0,0,0.4905308165060521
346,18453_5535_x29214_y5045,SSp-bfd,26,26,58.1059,968.8493,12,1.693,0.0,0,0.46114211491677753
347,18461_5025_x23630_y4542,SSp-bfd,39,39,93.1698,1053.4826,18,2.5674,0.0,0,0.5358697268423089
348,18864_5099_x6368_y29941,SSp-bfd,88,88,177.9189,2433.993,43,5.2478,0.0,1,0.4870080421417238
349,18864_5648_x4839_y28849,SSp-bfd,71,71,155.769,1677.7718,35,4.0125,0.0,1,0.4603386173487896
350,18864_00015,SSp-bfd,48,48,100.0019,1118.0669,23,5.9466,0.0,0,0.4446869576932121
351,18867_4922_x30354_y7405,SSp-bfd,86,86,220.4548,4993.6087,42,9.5948,15.357419412127815,1,0.5686906105712622
352,18867_4954_x9860_y7599,SSp-bfd,134,135,386.4231,10689.2809,66,16.5631,17.64248953521016,1,0.502211565249028
353,18867_5203_x10027_y7237,SSp-bfd,76,96,245.6043,81646.6156,47,6.62,10.836168926331858,1,0.8786486104699102
354,18867_5408_x30554_y7318,SSp-bfd,58,74,193.6231,5044.7444,36,12.283,10.690703718652017,1,0.5843682729164349
355,18867_5894_x10157_y6463,SSp-bfd,59,74,198.6667,6693.7972,36,15.7912,23.071959778050932,1,0.6083943398658028
356,18867_5942_x29015_y5711,SSp-bfd,69,71,223.2183,10201.6946,34,16.3909,16.817350118255856,1,0.5490280080220791
357,18867_6091_x30186_y6043,SSp-bfd,89,91,255.6206,9341.7915,44,17.3361,16.188754213959758,1,0.5259591160802874
358,18867_6408_x9343_y6158,SSp-bfd,116,118,279.6544,13599.1931,58,15.8735,14.895736504114186,1,0.47316947038592305
359,18868_4739_x28536_y7468,SSp-bfd,88,96,271.3782,9739.2646,47,16.6162,20.83001118578672,1,0.5644996759653348
360,18868_4883_x27078_y6285,SSp-bfd,74,74,153.8433,2843.873,36,12.3882,9.447963643029116,1,0.612595412076592
361,18868_5131_x7596_y7239,SSp-bfd,74,75,162.4479,4245.6857,34,15.9791,11.362199699001948,1,0.5794196476296298
362,18868_5141_x8535_y6876,SSp-bfd,75,77,213.3753,6846.5139,37,12.6744,10.703263661145604,1,0.5592128839630571
363,18868_5156_x9540_y6495,SSp-bfd,102,105,225.8821,4779.626,50,12.1653,12.175418062637526,1,0.5919902666349556
364,18868_5242_x9858_y5968,SSp-bfd,95,95,166.1969,3180.4892,46,13.3403,12.066836743736943,1,0.5970088512678422
365,18868_5456_x7773_y6771,SSp-bfd,90,90,220.0066,5616.9889,44,11.6362,12.687930524715213,1,0.5146639291806488
366,18868_5531_x7356_y7030,SSp-bfd,102,102,299.6984,7341.2225,50,9.4888,11.09165298772009,1,0.5052546140544609
367,18868_5686_x9887_y5415,SSp-bfd,98,98,263.5962,9775.6965,48,10.7958,11.259511801139523,1,0.4940620414857565
368,18868_5701_x9538_y5736,SSp-bfd,89,89,184.6812,5012.9307,43,13.2755,12.710333197835514,1,0.5385575049436266
369,18868_5724_x8616_y5999,SSp-bfd,106,106,224.2474,4445.9963,52,12.9726,7.605516090312334,1,0.5419313462854372
370,18869_5108_x7688_y4065,SSp-bfd,59,87,256.404,8128.5376,42,14.4222,11.9532692599138,1,0.609421589028308
371,18869_5213_x7186_y4274,SSp-bfd,62,86,268.621,15011.1009,42,12.7095,8.038031662042645,1,0.5284820564194341
372,18869_5237_x7485_y4162,SSp-bfd,50,76,273.4969,15134.0675,37,16.0153,4.034140676773679,0,0.5779051082137601
373,18869_5393_x8284_y3671,SSp-bfd,99,103,243.6224,6194.7521,50,16.1535,17.17022638173416,1,0.617047521927062
374,18869_5553_x7275_y3994,SSp-bfd,75,106,283.7906,11295.5481,52,16.8702,22.51370731354567,1,0.5617546261428081
375,18869_5754_x7159_y3959,SSp-bfd,60,72,203.8554,6688.2477,34,19.104,17.710850403072133,1,0.6253384479618335
376,18869_5980_x7654_y3517,SSp-bfd,75,76,234.5166,9579.3093,37,13.4267,16.045243095696627,1,0.5359250628071907
377,191807_5178_x5002_y23078,SSp-bfd,136,136,346.5882,8598.8558,67,15.7079,14.951621651178844,1,0.4602952642025985
378,191807_5811_x3931_y20674,SSp-bfd,33,33,74.9961,1012.7205,15,6.9015,0.0,0,0.5169168605917966
379,191807_5921_x4355_y21421,SSp-bfd,56,56,135.657,3366.734,27,8.5934,7.283515222747881,1,0.5327170347714951
380,191812_5411_x6011_y24641,SSp-bfd,40,40,93.3139,1958.6691,19,7.6522,2.6673239398318365,0,0.5362487698233516
381,191812_5586_x4875_y23378,SSp-bfd,82,87,242.4468,6190.3467,42,5.5101,5.999145939215015,1,0.46008282785030774
382,191812_6084_x5026_y7787,SSp-bfd,50,50,98.9542,2013.1513,24,7.4954,0.0,0,0.5036046850303091
383,191812_6351_x5009_y7424,SSp-bfd,23,23,48.0328,666.2787,10,10.7336,0.0,0,0.5996728570311971
384,17788_5059_x3960_y6601,SSp-n,68,68,127.7537,984.4118,33,4.18,0.0,1,0.48239728390352077
385,18453_4496_x31014_y8304,SSp-n,12,12,20.0819,101.0484,5,1.6332,0.0,0,0.4884779925664634
386,18453_4540_x32498_y9442,SSp-n,51,51,88.4285,759.8846,24,5.9536,1.8224195455492762,1,0.5918251278025353
387,18461_4388_x5599_y5781,SSp-n,20,20,26.5322,188.3721,9,1.3979,0.0,0,0.42326212421965603
388,18867_4605_x30309_y8068,SSp-n,124,126,241.5528,8013.6937,62,15.2366,13.578979711303788,1,0.5389703247217263
389,18867_4824_x31628_y8902,SSp-n,84,84,245.9216,11052.0533,41,10.9845,11.178655777865252,1,0.4517315655233038
390,18867_4957_x30093_y7560,SSp-n,79,133,304.5253,9415.9297,65,16.0399,11.83170985107393,1,0.5193758912328601
391,18867_4984_x30860_y8156,SSp-n,62,79,224.0281,10244.2665,39,11.4292,9.677590764234672,1,0.49794597928431594
392,18867_5287_x32054_y8614,SSp-n,137,137,311.8566,7033.4479,67,11.5031,9.227784728741776,1,0.5052858826096809
393,18868_4341_x30419_y10114,SSp-n,111,112,372.9153,15162.5632,55,13.3664,15.047264103484075,1,0.49289109044137785
394,18868_4803_x7002_y8311,SSp-n,64,73,266.2156,17672.3452,35,15.4578,13.941571001863457,1,0.4745898349083723
395,18869_4282_x22276_y6457,SSp-n,72,72,180.6828,7309.4633,35,13.0282,15.447758704744192,1,0.5158114993924723
396,18869_4345_x7097_y4738,SSp-n,81,88,259.8917,10060.1845,43,16.9011,20.862160123055332,1,0.5409492734795525
397,18869_4371_x21382_y5522,SSp-n,39,56,166.8505,10505.6238,27,20.036,27.10187685382692,0,0.5700850511944978
398,18869_4468_x23035_y7089,SSp-n,88,88,229.0427,4708.8978,42,11.3704,7.242218237529164,1,0.4942571615522405
399,18869_4469_x21852_y5924,SSp-n,89,143,243.0334,8049.4588,70,23.9197,34.75627691511277,1,0.6240842772250496
400,18869_4550_x7203_y4574,SSp-n,63,90,302.1074,12824.7548,44,14.5092,12.391881293814915,1,0.530312576152375
401,18869_4625_x5853_y5391,SSp-n,63,66,149.7964,3334.0725,32,13.6231,18.25851335678783,1,0.6834611803752147
402,18869_4953_x22613_y6076,SSp-n,90,104,247.4272,8377.3395,51,14.6076,13.622497972104826,1,0.539590597277012
403,18869_5033_x23046_y6158,SSp-n,101,101,292.5088,8687.0206,49,11.585,12.81014633015563,1,0.4962442742105781
404,191807_5031_x5620_y23074,SSp-n,54,54,89.6969,875.6985,26,6.3468,2.646885150511831,1,0.6493801817625193
405,191812_4322_x7645_y6848,SSp-n,50,66,181.986,10246.9385,31,8.2295,4.811162359555117,0,0.44518895691700827
406,191812_4446_x6677_y24393,SSp-n,13,14,48.8301,958.3995,6,12.7109,18.571803385778125,0,0.6856899579384488
407,18047_5719_x25513_y7957,SSp-un,49,51,116.7429,3359.8734,23,10.0233,16.617203765976992,0,0.6865445955078188
408,182724_4580_x5627_y9427,SSp-un,106,106,283.8782,7600.0149,52,11.9874,12.355115984886579,1,0.516920807951113
409,18864_00023,SSp-un,42,42,98.1633,2076.5335,20,7.6908,1.6735366742321414,0,0.4131842296107045
410,18867_4776_x28359_y6621,SSp-un,109,109,209.4494,4501.1987,53,16.2943,13.004158296483467,1,0.5873838890704126
411,18867_4889_x28329_y6770,SSp-un,82,91,233.8323,6851.3137,44,15.4503,20.286543742096633,1,0.5782312851615592
412,18867_5654_x12080_y5724,SSp-un,63,70,182.6028,4880.6763,34,15.8187,21.96651688365727,1,0.6151056734627923
413,18869_4054_x19963_y5080,SSp-un,51,81,297.1543,11817.238,39,18.4608,9.904588936447583,1,0.6257072177734787
414,18869_4301_x20547_y5218,SSp-un,54,83,241.2392,9055.3741,40,19.5964,0.0,1,0.66604526781556
415,18869_4426_x7611_y4421,SSp-un,55,82,258.2873,11471.2341,39,13.52,7.2983711881487645,1,0.5841082578076553
416,191807_5629_x4661_y9410,SSp-un,48,48,104.4886,1687.4167,23,9.8898,7.348581767933189,0,0.6078656942403534
417,191812_4775_x5212_y22490,SSp-un,41,65,144.2519,3496.1462,31,10.7827,4.7591340598894645,0,0.5532760897818685
418,182724_3887_x5901_y10339,SSp-ul,177,177,364.9406,7326.2713,87,16.1569,12.989339051699288,1,0.5573800773577787
419,18453_3471_x28224_y8289,SSp-ul,18,18,37.9693,444.0687,8,2.1938,0.0,0,0.516475075083334
420,18453_3945_x11262_y6434,SSp-ul,69,69,128.4611,1622.0627,33,4.7788,0.0,1,0.45491811258581893
421,18453_4345_x12044_y5189,SSp-ul,60,60,134.1318,2216.1106,29,2.7725,0.0,1,0.5217371675743402
422,18864_4420_x4377_y8261,SSp-ul,54,54,119.2689,1453.9669,26,4.7005,0.0,1,0.5994355398524551
423,18864_00025,SSp-ul,64,64,113.4832,1317.1458,31,5.4477,0.0,1,0.4235924393783318
424,18864_00021,SSp-ul,69,69,136.2617,1685.1902,33,5.8486,0.0,1,0.4566273847136889
425,18867_3994_x27846_y7437,SSp-ul,81,81,177.2952,5263.2869,39,12.6648,12.929725325775477,1,0.5408292160391
426,18867_4202_x26848_y7080,SSp-ul,102,102,209.1383,4208.2915,50,10.5222,16.450836726440397,1,0.5953890010872313
427,18867_4513_x27588_y6824,SSp-ul,94,94,208.5255,5644.453,46,18.1106,14.189148142154272,1,0.5498104536993057
428,18867_4647_x12409_y6656,SSp-ul,117,117,238.535,5930.0828,56,14.8035,15.496564941947618,1,0.5361110010328646
429,18867_4689_x11723_y7039,SSp-ul,97,100,207.3174,5604.3883,49,14.9763,18.11419578673036,1,0.5818732967334267
430,18867_4768_x26326_y6150,SSp-ul,96,99,245.1148,6804.1599,48,15.8158,16.05901257861143,1,0.5501633441698198
431,18867_4831_x27808_y6496,SSp-ul,87,87,228.666,5520.7554,42,13.0972,13.82525431954146,1,0.5852533566129378
432,18867_5169_x12576_y5864,SSp-ul,82,82,204.5894,7818.1124,40,13.0726,10.871868652628207,1,0.49751344356225874
433,18868_3564_x27379_y8431,SSp-ul,87,98,357.3002,14671.8461,48,11.5818,15.675656126618753,1,0.5507173910803327
434,18868_3799_x26336_y7466,SSp-ul,67,71,190.0799,7342.9066,34,11.2023,17.72945190918208,1,0.6172645659103062
435,18868_3856_x26025_y7205,SSp-ul,55,56,159.0594,4704.4307,27,12.354,17.340101326116862,1,0.6075497662244022
436,18868_3871_x26350_y7564,SSp-ul,50,78,180.2571,5498.7868,37,16.2916,12.860419443004176,0,0.6447453461348407
437,18868_3922_x26631_y7518,SSp-ul,83,95,247.9331,9344.711,46,12.9251,14.730589872778346,1,0.6244859501280374
438,18868_3931_x26823_y7496,SSp-ul,80,83,194.5407,4727.3134,39,14.5439,15.828939888697528,1,0.6539164306785116
439,18868_3977_x25824_y7160,SSp-ul,69,69,142.3012,4519.5734,33,14.7768,16.099908167439967,1,0.6091077118816334
440,18868_4041_x10632_y7193,SSp-ul,83,86,197.6068,5343.8313,41,11.7079,11.216113497999201,1,0.626432784119565
441,18868_4047_x27203_y7787,SSp-ul,84,100,286.6691,10167.1323,49,15.9772,20.715119261061478,1,0.5858685116563376
442,18868_4192_x10967_y7007,SSp-ul,65,66,179.7291,6623.1757,32,14.3868,13.776922769617306,1,0.58955801451125
443,18868_4430_x9829_y7185,SSp-ul,95,95,220.9943,4022.1244,46,13.5475,15.809781592419295,1,0.6379187388549796
444,18868_4434_x10947_y6887,SSp-ul,81,82,175.5959,4713.0843,40,12.5207,12.473620965862317,1,0.6113280455766952
445,18869_4036_x8032_y4635,SSp-ul,79,84,267.4534,11279.6175,40,12.36,15.28036485166504,1,0.5581827416681155
446,18869_4347_x8166_y4281,SSp-ul,88,108,292.9554,7415.576,53,13.3295,21.248001882530037,1,0.5927272142834702
447,18869_4410_x8772_y3996,SSp-ul,88,88,251.588,7224.099,43,15.0199,13.538129486749636,1,0.5723388056980832
448,191812_5219_x4127_y21100,SSp-ul,39,39,72.4774,2051.863,18,10.1247,1.4254704486589809,0,0.5373163019509335
