,prefix,region,max_density_basal,num_nodes_basal,total_path_length_basal,volume_basal,num_branches_basal,dist_to_soma_basal,dist_to_soma2_basal,num_hubs_basal,variance_ratio_basal
518,18462_00007,CP,37,37,76.83,639.2966,16,1.112,0.0,0,0.4215426033671582
519,18462_00009,CP,36,36,94.4091,932.4279,16,1.2023,0.0,0,0.41997617897167433
520,18462_00035,CP,34,34,68.7506,440.9283,16,1.0016,0.0,0,0.4268013697654325
521,18462_00038,CP,30,30,50.9617,78.6821,13,3.4966,0.0,0,0.5159415909608459
522,18462_00043,CP,37,37,80.932,688.3422,16,1.1332,0.0,0,0.386552833041112
523,18462_00048,CP,42,42,94.8121,794.2905,18,0.334,0.0,0,0.386635841353402
524,18462_00049,CP,71,71,167.335,1843.5038,33,0.7269,0.0,1,0.40664858829932066
525,18462_00050,CP,37,37,83.5936,980.8745,17,0.6596,0.0,0,0.3853362739199709
526,18463_00004,CP,43,43,61.0455,123.1268,20,0.9704,0.0,0,0.6662132298042748
527,18463_00005,CP,28,28,58.404,257.5276,12,2.0406,0.0,0,0.41824369199098416
528,18463_00007,CP,34,34,49.1356,163.6875,16,0.6612,0.0,0,0.4754209700636278
529,18463_00010,CP,34,34,77.5603,646.6616,15,1.1993,0.0,0,0.45844290149058603
530,18463_00011,CP,21,21,115.7353,1772.56,8,2.0496,0.0,0,0.6475902811265772
531,18463_00019,CP,67,67,160.6729,1132.828,31,0.7125,0.0,1,0.4280510197364935
532,18463_00020,CP,44,44,65.8338,186.292,21,0.8229,0.0,0,0.43163779713795164
533,18463_00021,CP,78,78,164.9028,1038.3246,37,0.6312,0.0,1,0.41662143439044175
534,18463_00024,CP,29,29,91.871,402.2085,13,2.1154,0.0,0,0.5020577868999196
535,18463_00051,CP,39,39,147.9321,823.1741,17,1.2507,0.0,0,0.7092607747731482
536,18463_00074,CP,50,50,120.6039,1029.819,22,1.8953,0.0,0,0.6014207287943211
537,18463_00075,CP,47,47,82.9381,252.0587,21,1.4136,0.0,0,0.4051258997450205
538,18464_00004,CP,91,91,169.1649,585.0122,44,0.8547,0.0,1,0.4532117851390414
539,18464_00009,CP,53,53,111.9908,793.0591,24,0.6685,0.0,1,0.45235424645828654
540,18464_00010,CP,72,72,123.3844,537.1712,34,0.7919,0.0,1,0.3852447790253589
541,18464_00016,CP,57,57,82.7518,161.6324,26,0.4716,0.0,1,0.5848074944464082
542,18464_00061,CP,45,45,75.1743,391.6848,21,0.3775,0.0,0,0.43098588516472647
543,18464_00081,CP,74,74,124.5934,772.1915,35,0.7533,0.0,1,0.4765467975834758
544,18464_00082,CP,66,66,120.5983,503.3832,31,0.2562,0.0,1,0.4456944229344754
545,18464_00085,CP,61,61,139.9603,1024.5648,28,0.7967,0.0,1,0.4143508238826605
546,18464_00086,CP,59,59,121.3919,1269.5039,27,0.581,0.0,1,0.41671278606091694
547,18464_00088,CP,85,85,171.2958,986.7618,41,0.6138,0.0,1,0.36343231541176935
548,18464_00108,CP,50,50,112.784,887.3293,24,0.6743,0.0,0,0.45534909002882834
549,18464_00141,CP,78,78,149.9838,711.5639,38,1.1101,0.0,1,0.3560368740280258
550,18464_00153,CP,67,67,155.6712,1177.5819,31,0.3852,0.0,1,0.395251871284337
551,18464_00155,CP,59,59,123.4648,1109.2605,28,2.1471,0.0,1,0.4336358592120858
552,18464_00163,CP,66,66,128.9175,956.9571,31,0.9306,0.0,1,0.40441640520670724
553,18464_00169,CP,80,80,140.5083,522.1843,37,0.6403,0.0,1,0.425294496473532
554,18465_00001,CP,71,71,167.2909,1001.6645,33,1.0853,0.0,1,0.3825625508753728
555,18465_00003,CP,65,65,127.3501,891.7916,30,0.2381,0.0,1,0.4419333158147223
556,18465_00005,CP,98,98,179.8969,975.4656,46,0.1594,0.0,1,0.3872949573634533
557,18465_00006,CP,73,73,146.7964,532.7318,33,0.7545,0.0,1,0.4155730138756874
558,18465_00007,CP,62,62,129.3023,400.3733,29,1.5402,0.0,1,0.4566815288529996
559,18465_00008,CP,64,64,184.0585,1378.9714,30,0.9793,0.0,1,0.5868877716249123
560,18465_00009,CP,45,45,96.5417,359.065,20,0.4903,0.0,0,0.48415145325063436
561,18465_00011,CP,78,78,174.2674,970.1331,36,1.0587,0.0,1,0.46008171753680555
562,18465_00015,CP,110,110,219.0534,860.5137,50,0.6416,0.0,1,0.519820333336253
563,18465_00017,CP,85,85,207.0885,2161.3796,39,0.5596,0.0,1,0.3921517852782748
564,18465_00018,CP,79,79,239.3952,2307.5546,36,1.0343,0.0,1,0.4929797294820611
565,18465_00028,CP,63,63,124.3201,712.5958,30,0.6159,0.0,1,0.42950204500977
566,18465_00029,CP,62,62,139.0259,937.0671,29,0.5244,0.0,1,0.5434145862913194
567,18465_00030,CP,65,65,162.2981,1106.1908,30,0.8282,0.0,1,0.5290868358724441
568,18465_00031,CP,72,72,151.2669,601.3102,33,1.5067,0.0,1,0.4288937202965081
569,18465_00032,CP,50,50,85.6807,365.226,23,0.9997,0.0,0,0.49834837446609687
570,18465_00033,CP,39,39,72.3526,295.4948,19,1.0163,0.0,0,0.5282243399885661
571,18465_00034,CP,55,55,168.4286,2658.559,26,1.4102,0.0,1,0.4317646437882319
572,18465_00035,CP,56,56,130.3866,864.9572,26,1.1285,0.0,1,0.4610683837970822
573,18465_00036,CP,87,87,158.6441,651.0913,41,1.0022,0.0,1,0.4311133068779626
574,18465_00037,CP,64,64,139.2388,915.7458,30,0.2639,0.0,1,0.411923147227651
575,18465_00039,CP,50,50,106.7384,826.2564,23,1.2005,0.0,0,0.5410747675602314
576,18465_00040,CP,55,55,97.6635,426.8955,26,2.243,0.0,1,0.4591112974146368
577,18465_00041,CP,69,69,172.9497,1324.3778,33,1.458,0.0,1,0.44423555661990916
578,18465_00044,CP,82,82,162.5254,813.7107,38,0.183,0.0,1,0.5370058872658863
579,18465_00045,CP,34,34,60.735,149.2532,15,0.7312,0.0,0,0.6442426630323518
580,18465_00046,CP,78,78,203.4703,1339.8117,35,1.1064,0.0,1,0.47537313805452186
581,18465_00050,CP,50,50,122.7738,521.2085,23,0.8708,0.0,0,0.5860585376641755
582,18465_00154,CP,61,61,135.1505,989.2108,28,0.432,0.0,1,0.41031898141376616
583,18465_00155,CP,76,76,209.9162,1655.3467,35,0.4663,0.0,1,0.4175089804575378
584,18465_00156,CP,71,71,134.4518,1412.9488,34,1.0047,0.0,1,0.36934284772224246
585,18465_00157,CP,72,72,147.6178,1308.7985,35,0.5084,0.0,1,0.3858593494987759
586,18465_00159,CP,104,104,173.8125,661.9237,50,0.4035,0.0,1,0.4306297345648841
587,18465_00168,CP,39,39,81.6534,500.5711,18,0.512,0.0,0,0.5257333072372671
588,18465_00219,CP,80,80,165.5802,1158.1695,38,0.5902,0.0,1,0.47115272400845326
589,18465_00264,CP,70,70,170.3677,1095.7081,33,0.7556,0.0,1,0.41158505954215896
590,18465_00281,CP,75,75,202.8673,1475.6834,35,0.8657,0.0,1,0.4329419951495962
591,18465_00282,CP,73,73,154.5493,1040.0254,35,0.1418,0.0,1,0.3953170744317352
592,18465_00319,CP,43,43,86.4152,438.7638,19,1.7473,0.0,0,0.5782237493039133
593,18465_00349,CP,66,66,138.826,741.575,28,0.8195,0.0,1,0.41582748537488723
594,18867_4533_x14227_y15937,CP,143,143,160.0529,1991.455,71,10.7611,5.0148257198032296,1,0.6663784185836927
595,18867_4554_x26130_y14869,CP,119,119,189.9817,4822.498,58,2.5683,0.0,1,0.5591078293415827
596,18867_4593_x26568_y15120,CP,103,103,170.0798,2956.1408,50,4.4659,0.0,1,0.5644717517710998
597,18867_4724_x12558_y16835,CP,25,25,118.8431,2840.2417,11,4.8139,10.210568397498744,0,0.5865345172293608
598,18867_4826_x11914_y16564,CP,44,44,134.1033,2283.2308,21,2.4869,0.0,0,0.5152378393576804
599,18869_4275_x8819_y9368,CP,44,44,154.9731,4665.6546,20,5.1232,8.776856213929918,0,0.5931816880255651
600,17302_00020,VPL,112,112,206.8094,614.7775,52,1.3474,0.0,1,0.40236577121723727
601,17302_00021,VPL,87,87,149.849,596.6436,42,0.7374,0.0,1,0.4668952556891011
602,17302_00078,VPL,70,70,80.3662,263.6678,32,1.2405,0.0,1,0.3877428199049935
603,17302_00116,VPL,50,50,67.8216,204.7568,22,1.0387,0.0,0,0.48202324229305726
604,17545_00154,VPL,62,62,158.5141,677.2381,27,0.1778,0.0,1,0.5270628230663725
605,18454_00068,VPL,80,80,144.8377,378.8458,36,1.351,0.0,1,0.5195593978979869
606,18454_00109,VPL,93,93,253.5965,1695.8061,42,1.1006,0.0,1,0.4493335856369603
607,18454_00148,VPL,94,94,187.4719,813.5908,43,1.2695,0.0,1,0.4530703581947497
608,18454_00163,VPL,99,99,212.5302,1112.2487,44,0.3721,0.0,1,0.46624238369489984
609,18454_00166,VPL,103,103,208.9806,788.3854,47,0.669,0.0,1,0.4566215125984123
610,18454_00167,VPL,73,73,184.2573,1387.446,32,1.3434,0.0,1,0.4038097663498715
611,18454_00168,VPL,125,125,272.4023,1695.9471,60,0.3566,0.0,1,0.4342070839612105
612,18454_00169,VPL,175,175,347.5539,1812.4138,85,1.0355,0.0,1,0.42289320517342077
613,18454_01000,VPL,141,141,227.1516,625.0973,67,1.1263,0.0,1,0.5097661853284661
614,18454_01004,VPL,153,153,284.6711,1407.2336,73,0.3965,0.0,1,0.4074723301700589
615,18454_01006,VPL,128,128,280.2767,1691.3752,61,1.6097,0.0,1,0.5094603109304978
616,18454_01007,VPL,157,157,329.7652,1058.8617,77,0.5016,0.0,1,0.49782541857800267
617,18454_01012,VPL,73,73,127.9597,396.0163,32,1.1475,0.0,1,0.3918249367530118
618,18454_01033,VPL,78,78,119.5412,377.8311,36,0.8066,0.0,1,0.5357672515155846
619,18454_01038,VPL,90,90,124.5598,344.7458,41,0.1445,0.0,1,0.505292396744304
620,18454_01121,VPL,106,106,209.3045,1003.9437,50,0.7629,0.0,1,0.4071356802581197
621,18454_01130,VPL,144,144,329.6081,1592.6889,68,1.5197,0.0,1,0.47993306999734386
622,18454_01132,VPL,125,125,258.3566,930.2519,58,1.3066,0.0,1,0.4498260555023213
623,18454_01133,VPL,108,108,220.656,1066.5552,49,1.181,0.0,1,0.3716747781214627
624,18454_01134,VPL,114,114,230.9831,957.8048,53,1.499,0.0,1,0.40720745632089206
625,18455_00019,VPL,104,104,171.0998,575.3915,50,1.4141,0.0,1,0.4440969528629816
626,18455_00120,VPL,45,45,70.7206,348.2324,20,0.5092,0.0,0,0.49745821860751965
627,18455_00125,VPL,100,100,202.5265,977.4618,45,1.9377,0.0,1,0.4279548040615726
628,18455_00152,VPL,103,103,199.9621,793.534,48,0.9658,0.0,1,0.47964426230805574
629,18455_00153,VPL,126,126,286.0457,1226.9387,59,1.25,0.0,1,0.4408155154123358
630,18455_00205,VPL,79,79,125.3586,337.8267,38,1.1276,0.0,1,0.45413046529069984
631,18457_00097,VPL,71,71,147.2255,935.0799,32,2.1638,0.0,1,0.45214726108753484
632,18457_00099,VPL,102,102,278.3597,2635.9627,47,0.8105,0.0,1,0.41875518811719264
633,18457_00102,VPL,105,105,223.8624,1259.8021,50,1.0871,0.0,1,0.41523409196060834
634,18457_00117,VPL,81,81,110.4073,351.1318,38,0.3436,0.0,1,0.4121486768439547
635,18457_00120,VPL,96,96,174.0056,907.0182,47,1.411,0.0,1,0.4707536987012386
636,18457_00122,VPL,81,81,116.7645,314.179,39,1.3589,0.0,1,0.5039366121163253
637,18457_00123,VPL,103,103,141.4486,624.8336,49,1.4873,0.0,1,0.4844529635667134
638,18457_00125,VPL,109,109,184.4986,551.9757,53,1.6244,0.0,1,0.4068878120999567
639,18457_00164,VPL,66,66,173.3805,1430.7307,30,0.3954,0.0,1,0.47652227008316816
640,18457_00197,VPL,87,87,175.2987,960.0386,40,0.2551,0.0,1,0.41302615940738047
641,18457_00202,VPL,86,86,199.6686,946.2502,38,0.6711,0.0,1,0.4399196050060382
642,18457_00203,VPL,104,104,215.9207,1140.0117,47,1.6967,0.0,1,0.5430027380415091
643,18457_00205,VPL,154,154,313.1016,1741.6252,72,0.9072,0.0,1,0.3394749546842978
644,18457_00206,VPL,104,104,293.5349,2838.8271,48,1.9431,0.0,1,0.3961898762305271
645,18458_00419,VPL,117,117,227.4113,1691.154,57,1.4641,0.0,1,0.44778878474695805
646,18458_00437,VPL,107,107,193.9018,880.0524,50,1.2669,0.0,1,0.4187259183260814
647,18458_00456,VPL,91,91,230.2295,1665.348,41,1.7282,0.0,1,0.41918623339456096
648,18458_00496,VPL,135,135,276.8152,1418.5347,64,0.5513,0.0,1,0.45886910665230835
649,18458_00549,VPL,92,92,211.5417,1101.4599,41,0.379,0.0,1,0.3617034893837285
650,18458_00562,VPL,102,102,180.9246,731.6021,48,0.7182,0.0,1,0.3903290991088477
651,18458_00565,VPL,95,95,162.2935,577.8539,44,0.39,0.0,1,0.42440380861291416
652,18458_00567,VPL,98,98,179.5832,770.5791,46,1.2423,0.0,1,0.4318471904342351
653,18458_00583,VPL,100,100,195.4973,1045.4616,48,0.4338,0.0,1,0.3754009914537981
654,18458_00586,VPL,125,125,264.1095,1117.6551,60,0.6549,0.0,1,0.3987569413335048
655,18462_00027,VPL,102,102,218.6526,912.5897,48,1.0907,0.0,1,0.4168895714644637
656,18462_00042,VPL,60,60,146.3261,1110.292,27,1.3779,0.0,1,0.39325222459600767
657,18462_00053,VPL,103,103,257.4756,1725.028,46,0.6127,0.0,1,0.44967832028513616
658,18463_00034,VPL,64,64,119.2789,278.0133,29,1.4539,0.0,1,0.4963222664297779
659,18463_00036,VPL,124,124,232.0415,870.8708,60,1.1903,0.0,1,0.37797417270443884
660,18463_00045,VPL,144,144,358.0558,1967.8864,70,0.9194,0.0,1,0.5044325309088519
661,18463_00052,VPL,127,127,379.5339,3843.2136,61,0.8097,0.0,1,0.38736415247232686
662,18463_00056,VPL,110,110,319.9242,3663.5099,53,1.0888,0.0,1,0.418408968040116
663,18463_00071,VPL,98,98,238.1605,1206.5757,46,0.9688,0.0,1,0.453857226845638
664,18463_00073,VPL,140,140,297.2264,1129.8642,66,1.0717,0.0,1,0.3998801318342033
665,18464_00122,VPL,88,88,199.6165,1149.6311,41,0.7068,0.0,1,0.381931998511361
666,18464_00124,VPL,74,74,171.0206,1035.8771,35,1.2772,0.0,1,0.43343988133847866
667,18464_00133,VPL,208,208,334.5222,888.0288,100,1.1032,0.0,1,0.3807282003303309
668,18465_00106,VPL,67,67,112.0825,410.1834,32,0.9522,0.0,1,0.4757320241103949
669,18465_00177,VPL,166,166,269.1658,797.5512,79,0.4889,0.0,1,0.4080666725794098
670,18465_00226,VPL,109,109,186.4287,892.8082,52,1.1946,0.0,1,0.4855681866580976
671,18465_00228,VPL,110,110,163.6203,860.7173,53,1.0165,0.0,1,0.37902546995182346
672,18465_00233,VPL,149,149,247.4321,582.8437,70,0.7395,0.0,1,0.5092886482789479
673,18465_00235,VPL,125,125,212.1822,1192.7658,59,0.5916,0.0,1,0.4553747602482562
674,18465_00238,VPL,130,130,186.2922,773.8634,63,0.8071,0.0,1,0.4441220768191363
675,18465_00242,VPL,114,114,201.76,600.3429,52,0.4258,0.0,1,0.4052955775761297
676,18465_00305,VPL,109,109,263.6168,1497.3967,50,0.966,0.0,1,0.4133522205196332
677,18465_00328,VPL,144,144,221.071,406.9004,69,0.9206,0.0,1,0.5246103233032899
678,18465_00347,VPL,102,102,196.9065,740.7005,49,2.2684,0.0,1,0.4349036738335268
679,18465_00348,VPL,98,98,194.2764,826.1542,48,1.3735,0.0,1,0.4916479572835763
680,17302_00035,MG,89,89,255.7536,1743.4336,41,1.0347,0.0,1,0.5545534216600926
681,17302_00036,MG,84,84,304.9018,3265.7564,38,0.9289,0.0,1,0.5310666860695584
682,17302_00038,MG,88,88,148.8466,404.1058,40,0.8909,0.0,1,0.5352431528169268
683,17302_00052,MG,125,125,263.2818,734.5566,59,1.2352,0.0,1,0.528755902073912
684,17302_00076,MG,91,91,158.6749,629.7035,43,0.7948,0.0,1,0.43473212429206737
685,17302_00077,MG,75,75,120.773,704.5838,34,0.2463,0.0,1,0.40918611470713323
686,17302_00079,MG,104,104,216.6659,832.8088,47,1.4565,0.0,1,0.5789102232129111
687,17545_00081,MG,133,133,234.4693,700.8318,65,1.7501,0.0,1,0.447109541502224
688,17545_00082,MG,107,107,173.3528,634.3736,50,1.1777,0.0,1,0.37606298330021404
689,17545_00162,MG,148,148,309.1503,1149.2074,70,0.6089,0.0,1,0.46249257518086667
690,17545_00163,MG,93,93,200.3544,767.8386,43,0.1617,0.0,1,0.4481409992172148
691,17545_00164,MG,87,87,157.1049,646.4313,40,1.1057,0.0,1,0.3845182767271802
692,17545_00165,MG,88,88,139.0634,483.1479,42,0.8688,0.0,1,0.40496673789703475
693,17545_00166,MG,104,104,165.709,481.217,49,1.2306,0.0,1,0.3735063979920018
694,18454_00062,MG,80,80,155.0245,918.0753,38,0.4288,0.0,1,0.4480490792217311
695,18454_00063,MG,126,126,193.6175,492.4522,60,0.7921,0.0,1,0.3795090928495343
696,18454_00069,MG,82,82,171.8657,1019.997,37,0.6852,0.0,1,0.4137889788402966
697,18454_00149,MG,56,56,126.5243,809.2001,25,0.5564,0.0,1,0.4849629024412279
698,18454_00150,MG,63,63,162.0335,744.8269,26,0.8765,0.0,1,0.44960122818676185
699,18454_00170,MG,75,75,152.7091,614.7105,35,1.4189,0.0,1,0.4683048462319479
700,18454_00171,MG,97,97,161.1508,503.5383,45,1.231,0.0,1,0.5111783168518742
701,18454_01092,MG,78,78,141.3049,368.4542,37,0.8662,0.0,1,0.5834079991230545
702,18454_01093,MG,95,95,179.677,712.6328,43,0.7622,0.0,1,0.5103286806202834
703,18455_00050,MG,78,78,140.5282,509.2874,36,1.2367,0.0,1,0.47680656981596764
704,18457_00069,MG,137,137,266.4295,1253.3659,65,0.4779,0.0,1,0.41478215871293184
705,18457_00074,MG,96,96,226.5501,1209.1102,43,0.5131,0.0,1,0.4368540696154326
706,18457_00075,MG,146,146,270.7702,1481.6078,70,0.8095,0.0,1,0.4692357537082375
707,18457_00121,MG,75,75,108.9149,294.3729,33,0.6266,0.0,1,0.42820378329921627
708,18457_00127,MG,88,88,135.5468,339.6345,41,1.307,0.0,1,0.5271432132423355
709,18457_00199,MG,104,104,225.4326,1371.9119,49,0.5904,0.0,1,0.39789792243736155
710,18458_00450,MG,123,123,259.8127,2186.2887,56,0.8154,0.0,1,0.3583415101266373
711,18458_00458,MG,82,82,192.8892,1172.7048,39,0.9412,0.0,1,0.4082564093775017
712,18458_00459,MG,101,101,166.5386,585.6298,48,0.9341,0.0,1,0.4334674940605654
713,18458_00574,MG,140,140,222.72,709.7302,67,0.2674,0.0,1,0.45174455004720876
714,18462_00022,MG,81,81,99.0362,146.9821,38,0.6143,0.0,1,0.5769749056562425
715,18462_00025,MG,79,79,121.7432,432.9823,37,0.9555,0.0,1,0.3963339258195455
716,18462_00026,MG,85,85,183.4828,1003.7673,40,0.8784,0.0,1,0.43944054755218515
717,18463_00032,MG,72,72,145.0855,485.8879,32,0.9596,0.0,1,0.4253709962497027
718,18463_00061,MG,158,158,371.8271,2175.8427,75,0.9508,0.0,1,0.36858910608758494
719,18463_00062,MG,77,77,174.8927,926.6627,35,0.8363,0.0,1,0.4617764337298622
720,18463_00072,MG,88,88,198.2726,1012.9831,40,0.7739,0.0,1,0.45071466660665077
721,18464_00029,MG,95,95,169.6563,500.2523,44,1.8478,0.0,1,0.41420923297065504
722,18464_00079,MG,101,101,207.5612,922.4932,46,0.8505,0.0,1,0.4317197307003074
723,18464_00080,MG,110,110,239.5293,1293.6244,52,1.2369,0.0,1,0.4047804235881945
724,18465_00145,MG,92,92,174.2347,1007.0206,44,0.5584,0.0,1,0.3952516508327513
725,18465_00146,MG,107,107,151.8847,494.8602,51,0.9224,0.0,1,0.43755780172333375
726,18465_00152,MG,61,61,121.9144,771.1803,27,1.1943,0.0,1,0.4273969897912021
727,18465_00300,MG,153,153,293.6318,1789.0258,74,1.448,0.0,1,0.5115464154559234
728,18465_00302,MG,164,164,275.4325,1197.5247,79,1.0566,0.0,1,0.4248558579596224
729,18465_00312,MG,100,100,184.7321,671.8829,46,1.2093,0.0,1,0.47223515125046334
730,17302_00037,VPM,70,70,171.5622,925.4894,32,0.6457,0.0,1,0.4730180882000695
731,17302_00053,VPM,98,98,173.7166,848.5557,46,0.6074,0.0,1,0.436206713284586
732,17302_00054,VPM,180,180,359.9315,1777.5058,87,0.9902,0.0,1,0.376116432975466
733,17302_00112,VPM,79,79,140.4214,380.8945,35,0.6824,0.0,1,0.5281462835520278
734,17302_00113,VPM,97,97,213.7249,825.859,45,1.3479,0.0,1,0.4590442085759679
735,17302_00114,VPM,77,77,117.7351,334.6355,34,0.8785,0.0,1,0.41061638807831774
736,17302_00115,VPM,75,75,118.1815,250.6611,35,0.9406,0.0,1,0.5205460270801935
737,17545_00054,VPM,70,70,89.7228,223.2054,32,0.5661,0.0,1,0.44018692071663196
738,17545_00055,VPM,85,85,158.2601,462.9603,40,1.0596,0.0,1,0.4177652518604185
739,17545_00056,VPM,63,63,135.0229,502.1626,28,1.2809,0.0,1,0.55054511691765
740,17545_00057,VPM,112,112,232.0059,953.8404,51,0.641,0.0,1,0.4063233761706521
741,17545_00058,VPM,119,119,187.4799,452.8093,56,0.7036,0.0,1,0.46223636155603925
742,17545_00075,VPM,75,75,112.6763,294.8803,33,0.384,0.0,1,0.4560096897837544
743,17545_00078,VPM,72,72,120.83,454.7766,34,1.1122,0.0,1,0.589036734627498
744,17545_00110,VPM,97,97,213.1944,997.8281,44,0.1745,0.0,1,0.4120908295443269
745,17545_00168,VPM,78,78,188.3394,575.429,36,1.4975,0.0,1,0.6000340116361079
746,17545_00169,VPM,142,142,245.6808,1358.335,69,0.8732,0.0,1,0.3793880497670153
747,17545_00172,VPM,80,80,125.7691,340.145,37,0.401,0.0,1,0.4210907372879069
748,18454_00046,VPM,88,88,186.5853,1211.5876,41,0.2828,0.0,1,0.41162172992164187
749,18454_00048,VPM,160,160,345.3523,1296.0632,76,0.6833,0.0,1,0.4004165427648156
750,18454_00052,VPM,128,128,331.3725,1699.9123,59,0.9257,0.0,1,0.39443167120249895
751,18454_00060,VPM,89,89,222.3903,1903.0693,42,0.9169,0.0,1,0.4172465736030615
752,18454_00061,VPM,97,97,153.9029,582.0365,46,1.2319,0.0,1,0.39407724110202624
753,18454_00064,VPM,71,71,126.9055,467.8837,30,0.8767,0.0,1,0.4663481294396727
754,18454_00066,VPM,78,78,140.3267,564.1911,35,0.1836,0.0,1,0.4338618912375864
755,18454_00067,VPM,149,149,335.5858,2084.3739,72,0.8257,0.0,1,0.4985747915144028
756,18454_00070,VPM,133,133,229.6239,1129.0583,62,0.7269,0.0,1,0.4357316273714403
757,18454_00071,VPM,118,118,239.7542,1121.534,55,0.6739,0.0,1,0.42183429454180876
758,18454_00072,VPM,162,162,401.0054,2253.499,77,0.8533,0.0,1,0.40322022217780995
759,18454_00105,VPM,65,65,174.1729,1080.9686,27,0.9336,0.0,1,0.45622447713462266
760,18454_00106,VPM,97,97,220.5734,1148.1343,47,1.5996,0.0,1,0.45716239369347017
761,18454_00107,VPM,103,103,233.8282,1311.6091,47,1.5939,0.0,1,0.41970180486030373
762,18454_00127,VPM,112,112,280.9877,1595.9617,53,0.8102,0.0,1,0.4057845292397595
763,18454_00129,VPM,114,114,220.2647,800.5662,52,0.6676,0.0,1,0.505423644349836
764,18454_00131,VPM,149,149,404.9628,2508.2801,69,0.828,0.0,1,0.42528407855686795
765,18454_00133,VPM,80,80,187.8762,1299.1653,36,1.9775,0.0,1,0.3633550439214359
766,18454_00134,VPM,69,69,149.8404,610.6185,30,1.1237,0.0,1,0.45888879422101836
767,18454_00135,VPM,93,93,185.1819,976.2108,41,1.2654,0.0,1,0.42809057237142145
768,18454_00136,VPM,151,151,351.4562,2449.2689,73,0.214,0.0,1,0.3563207330594907
769,18454_00137,VPM,88,88,184.7098,708.7041,36,0.8363,0.0,1,0.40422055717265615
770,18454_00138,VPM,82,82,209.6944,1103.546,36,0.7448,0.0,1,0.4300264154466159
771,18454_00139,VPM,108,108,251.3947,1205.0971,50,1.4648,0.0,1,0.473520792199627
772,18454_00140,VPM,94,94,179.3186,712.6306,42,0.7036,0.0,1,0.4278397923374752
773,18454_00145,VPM,84,84,134.156,439.606,39,1.0639,0.0,1,0.4430126864995154
774,18454_00146,VPM,131,131,235.765,923.6569,60,0.8061,0.0,1,0.399019970488086
775,18454_00147,VPM,121,121,263.6082,1143.2108,58,0.7244,0.0,1,0.4273239347435789
776,18454_00152,VPM,102,102,188.5049,755.8734,47,1.3571,0.0,1,0.4529826995562414
777,18454_00153,VPM,94,94,210.1805,1159.3912,43,0.8883,0.0,1,0.35647652694593684
778,18454_00154,VPM,83,83,185.9832,917.4883,36,0.8021,0.0,1,0.42644720396897196
779,18454_00155,VPM,117,117,224.9876,969.2973,53,0.2917,0.0,1,0.4010983815941211
780,18454_00157,VPM,123,123,263.8452,1317.1338,57,0.366,0.0,1,0.38807098461850975
781,18454_00158,VPM,89,89,239.4311,1518.879,40,1.3933,0.0,1,0.41869808614576115
782,18454_00159,VPM,169,169,357.9167,1348.633,81,0.2724,0.0,1,0.43644420092874214
783,18454_00160,VPM,108,108,238.1221,1026.2744,47,0.8057,0.0,1,0.44519999625397927
784,18454_00161,VPM,145,145,325.2219,1552.4496,70,0.4217,0.0,1,0.40171592350372326
785,18454_00162,VPM,77,77,150.8571,694.7055,34,0.8556,0.0,1,0.4137840873131781
786,18454_00164,VPM,133,133,259.0724,1238.1134,62,0.8871,0.0,1,0.3643595383383278
787,18454_00165,VPM,174,174,369.2482,1988.508,83,0.7989,0.0,1,0.3651295896908111
788,18454_01001,VPM,66,66,112.5591,648.25,30,0.6043,0.0,1,0.4411271188737966
789,18454_01005,VPM,97,97,211.133,876.3447,45,0.2457,0.0,1,0.4469908864027832
790,18454_01009,VPM,73,73,138.6069,549.8669,34,1.2264,0.0,1,0.46687189548901736
791,18454_01010,VPM,72,72,130.3941,712.5324,34,0.6131,0.0,1,0.4596118019271322
792,18454_01011,VPM,80,80,155.8719,757.0508,36,0.8065,0.0,1,0.453099667742741
793,18454_01013,VPM,70,70,170.2786,985.2657,30,1.2569,0.0,1,0.37579137474916396
794,18454_01014,VPM,101,101,260.8751,1625.7696,46,0.2776,0.0,1,0.4336657698056864
795,18454_01015,VPM,88,88,187.8396,797.6129,40,1.2215,0.0,1,0.4417890506400347
796,18454_01018,VPM,140,140,309.7456,1386.3973,64,0.6814,0.0,1,0.39257942924054
797,18454_01023,VPM,63,63,104.9714,383.231,30,1.17,0.0,1,0.5038345621863933
798,18454_01027,VPM,76,76,155.9965,472.8763,35,0.5715,0.0,1,0.6330096992095396
799,18454_01030,VPM,65,65,73.0204,82.0762,30,1.129,0.0,1,0.572361173908412
800,18454_01031,VPM,69,69,125.3072,535.228,32,1.0736,0.0,1,0.49553920498486614
801,18454_01032,VPM,47,47,72.7332,204.3776,21,1.681,0.0,0,0.4715759471891721
802,18454_01034,VPM,60,60,106.9962,643.1229,28,1.1095,0.0,1,0.4131575174636452
803,18454_01035,VPM,51,51,82.7851,256.7888,22,1.1723,0.0,1,0.44996040188957626
804,18454_01039,VPM,79,79,141.9079,363.969,34,0.4992,0.0,1,0.6164771695294265
805,18454_01040,VPM,85,85,126.8839,381.872,41,0.6998,0.0,1,0.47189223187197515
806,18454_01041,VPM,65,65,113.9175,372.0792,29,1.4752,0.0,1,0.5061340934885362
807,18454_01042,VPM,67,67,118.101,319.1808,30,0.6441,0.0,1,0.5677044191182602
808,18454_01043,VPM,75,75,126.4034,396.2373,33,0.8625,0.0,1,0.3892348251932496
