,prefix,region,max_density_basal,num_nodes_basal,total_path_length_basal,volume_basal,num_branches_basal,dist_to_soma_basal,dist_to_soma2_basal,num_hubs_basal,variance_ratio_basal
809,18454_01044,VPM,62,62,96.403,324.5518,28,0.8307,0.0,1,0.5085675598526737
810,18454_01045,VPM,62,62,127.3422,609.7225,27,1.3526,0.0,1,0.4104326957156395
811,18454_01047,VPM,114,114,198.4538,528.1892,54,0.8202,0.0,1,0.5116345180437135
812,18454_01048,VPM,121,121,243.7809,1073.4366,58,0.7892,0.0,1,0.4964207755916433
813,18454_01049,VPM,109,109,248.9722,1269.0087,51,0.5835,0.0,1,0.44150481881682907
814,18454_01051,VPM,81,81,159.5602,525.0392,37,0.5646,0.0,1,0.47228786354983227
815,18454_01052,VPM,121,121,264.527,1310.7005,57,1.0177,0.0,1,0.3923410416632384
816,18454_01053,VPM,62,62,149.0846,693.3616,29,1.3588,0.0,1,0.490366387479708
817,18454_01054,VPM,82,82,144.0887,543.0208,38,0.8821,0.0,1,0.4814808131010417
818,18454_01055,VPM,63,63,141.0389,748.9654,29,1.4376,0.0,1,0.5092458355869576
819,18454_01056,VPM,81,81,136.5573,519.536,37,0.8649,0.0,1,0.464246493441278
820,18454_01059,VPM,76,76,143.1094,822.062,34,1.4745,0.0,1,0.34767710467899016
821,18454_01060,VPM,127,127,256.7454,1207.876,59,0.7476,0.0,1,0.41344852560024675
822,18454_01061,VPM,128,128,274.6301,1554.8018,60,0.3193,0.0,1,0.4209785607828259
823,18454_01062,VPM,82,82,153.9542,612.535,37,1.283,0.0,1,0.3884143027076685
824,18454_01063,VPM,102,102,197.8103,828.7502,48,0.4746,0.0,1,0.40653409464571044
825,18454_01064,VPM,133,133,339.521,2309.1479,63,1.5055,0.0,1,0.42716130409277425
826,18454_01066,VPM,156,156,316.4523,1391.1975,76,0.9103,0.0,1,0.4124371892671968
827,18454_01067,VPM,104,104,275.4528,1268.9602,48,1.2653,0.0,1,0.4130761058307438
828,18454_01069,VPM,114,114,237.1854,1121.0226,54,0.619,0.0,1,0.4064340100466327
829,18454_01073,VPM,136,136,251.1795,791.3329,65,0.7248,0.0,1,0.40578575081581375
830,18454_01074,VPM,127,127,287.4449,1821.8259,61,0.5598,0.0,1,0.405777411525728
831,18454_01080,VPM,78,78,137.4996,622.6548,36,0.8838,0.0,1,0.4180702153789664
832,18454_01081,VPM,75,75,140.5689,625.5129,32,0.2173,0.0,1,0.5124943524731528
833,18454_01082,VPM,103,103,218.4875,1099.1226,47,0.6961,0.0,1,0.38442166793426885
834,18454_01085,VPM,65,65,132.4837,511.3143,29,1.1012,0.0,1,0.5208384812015627
835,18454_01086,VPM,61,61,127.5566,655.1317,27,0.7225,0.0,1,0.3843681747360941
836,18454_01089,VPM,68,68,123.3035,478.9561,30,0.7413,0.0,1,0.4555189931052758
837,18454_01090,VPM,62,62,100.1355,300.0016,29,0.9638,0.0,1,0.45800105100455235
838,18454_01091,VPM,154,154,321.399,1181.8986,74,1.2226,0.0,1,0.4837387132014158
839,18454_01095,VPM,64,64,103.0904,454.5274,31,0.7737,0.0,1,0.5041760588050276
840,18454_01096,VPM,82,82,168.6687,591.7086,37,1.1822,0.0,1,0.47227784206246004
841,18454_01097,VPM,58,58,105.1742,499.8541,26,0.6024,0.0,1,0.38204398693786423
842,18454_01098,VPM,64,64,117.7677,399.4281,29,1.0223,0.0,1,0.4664397450234095
843,18454_01100,VPM,79,79,147.3615,557.2478,37,0.6585,0.0,1,0.474157473895659
844,18454_01101,VPM,66,66,127.1598,478.0678,28,0.528,0.0,1,0.41134157799693427
845,18454_01103,VPM,67,67,126.977,737.0176,30,1.1263,0.0,1,0.46251530583488604
846,18454_01104,VPM,79,79,155.806,489.8464,36,0.6971,0.0,1,0.5478038121333839
847,18454_01105,VPM,65,65,109.3535,342.637,29,0.7637,0.0,1,0.579036615112943
848,18454_01106,VPM,60,60,122.5413,453.666,27,1.6595,0.0,1,0.5598114623451586
849,18454_01107,VPM,126,126,266.6813,1280.6561,59,0.8714,0.0,1,0.46574083481588563
850,18454_01108,VPM,111,111,271.8089,1776.8503,52,0.9106,0.0,1,0.4414037451831568
851,18454_01109,VPM,69,69,122.3422,534.5481,32,0.6799,0.0,1,0.4668835290582424
852,18454_01110,VPM,78,78,148.7352,579.1339,36,1.4633,0.0,1,0.41813246443931223
853,18454_01111,VPM,57,57,94.1593,375.1331,26,0.3777,0.0,1,0.4495951802632379
854,18454_01112,VPM,55,55,82.5828,208.3289,24,1.2316,0.0,1,0.4871524723570078
855,18454_01113,VPM,59,59,94.7195,487.7316,26,0.8167,0.0,1,0.49813662173005907
856,18454_01114,VPM,57,57,110.2704,299.2666,25,0.892,0.0,1,0.578952753500358
857,18454_01115,VPM,66,66,111.6395,418.4973,30,0.5374,0.0,1,0.4488530242651218
858,18454_01116,VPM,59,59,121.2465,412.2148,27,0.5604,0.0,1,0.5935712470020192
859,18454_01117,VPM,61,61,98.2996,451.4707,29,0.6823,0.0,1,0.46185857615600107
860,18454_01118,VPM,56,56,96.5902,293.712,24,1.3567,0.0,1,0.37890354793640807
861,18454_01119,VPM,60,60,107.3054,332.3978,26,0.4925,0.0,1,0.43638180850315883
862,18454_01120,VPM,84,84,183.4331,708.5521,38,0.9596,0.0,1,0.48062370740305943
863,18454_01122,VPM,81,81,122.5372,337.0412,37,1.1462,0.0,1,0.49619758973253575
864,18454_01123,VPM,58,58,100.586,280.4104,26,1.2221,0.0,1,0.4823538028756342
865,18454_01124,VPM,68,68,88.6846,268.7752,32,1.1369,0.0,1,0.42907627068043347
866,18454_01125,VPM,106,106,182.6787,843.3968,50,0.7812,0.0,1,0.476373719263903
867,18454_01126,VPM,57,57,93.5679,230.8667,26,1.0498,0.0,1,0.4912003779588089
868,18455_00015,VPM,149,149,224.101,750.3665,70,0.6037,0.0,1,0.4848395621478122
869,18455_00020,VPM,77,77,147.6564,510.6538,36,0.2984,0.0,1,0.46453951743167377
870,18455_00021,VPM,57,57,93.2819,325.5867,26,0.6652,0.0,1,0.48114241546343367
871,18455_00022,VPM,77,77,128.665,274.2564,35,0.6798,0.0,1,0.5520433206270117
872,18455_00047,VPM,82,82,123.7062,306.2774,38,1.1985,0.0,1,0.4481831082445696
873,18455_00048,VPM,119,119,227.4422,1039.2708,56,0.6566,0.0,1,0.43402179253933776
874,18455_00049,VPM,51,51,94.9786,333.622,22,1.4574,0.0,1,0.44677350745345423
875,18455_00121,VPM,75,75,125.4805,358.9588,33,0.8751,0.0,1,0.46913103422937236
876,18455_00122,VPM,97,97,278.4431,1656.7027,47,2.8752,0.0,1,0.5479337746589198
877,18455_00136,VPM,64,64,110.9854,376.2577,29,1.315,0.0,1,0.4772895966753965
878,18455_00137,VPM,57,57,95.9236,264.3759,26,1.7397,0.0,1,0.48896767882778264
879,18455_00138,VPM,80,80,129.2185,550.8321,38,0.8135,0.0,1,0.3956158984927696
880,18455_00139,VPM,65,65,113.4644,357.0036,30,0.6165,0.0,1,0.5056748835979938
881,18455_00140,VPM,132,132,270.2408,1323.9927,63,0.712,0.0,1,0.4913934366398586
882,18455_00142,VPM,58,58,136.9116,712.3211,23,0.6252,0.0,1,0.4669459275987666
883,18455_00143,VPM,91,91,165.1318,746.1916,43,1.3313,0.0,1,0.37141195965819307
884,18455_00144,VPM,123,123,291.4964,1447.4202,57,0.3205,0.0,1,0.4441518519964479
885,18455_00145,VPM,102,102,146.1689,474.5625,47,0.4064,0.0,1,0.3678387376874541
886,18455_00146,VPM,72,72,148.8643,743.5473,30,0.7347,0.0,1,0.379140999584216
887,18455_00147,VPM,90,90,174.019,649.8397,41,0.4722,0.0,1,0.4355674754685528
888,18455_00148,VPM,109,109,212.1499,922.1637,48,0.6215,0.0,1,0.42858752724722465
889,18455_00150,VPM,118,118,220.7439,1046.5355,55,0.9389,0.0,1,0.4125157153162508
890,18455_00154,VPM,147,147,300.6132,1193.5452,69,1.0024,0.0,1,0.4613512268195079
891,18455_00159,VPM,134,134,363.5707,1699.3134,60,1.1007,0.0,1,0.47573158347091543
892,18455_00199,VPM,184,184,314.4237,1205.2801,88,0.206,0.0,1,0.3966962993870037
893,18455_00200,VPM,80,80,111.8794,288.5228,37,0.2803,0.0,1,0.45281240636310804
894,18455_00201,VPM,81,81,129.2095,388.2225,36,0.3183,0.0,1,0.4510450345970471
895,18455_00202,VPM,128,128,216.2081,625.936,59,0.6603,0.0,1,0.49767653298675035
896,18455_00203,VPM,69,69,139.9492,539.7436,31,0.9624,0.0,1,0.4294743544111794
897,18455_00204,VPM,54,54,97.9935,340.2329,23,0.9836,0.0,1,0.4513618125033238
898,18455_00206,VPM,67,67,119.8266,441.0396,30,0.8234,0.0,1,0.44205985067016246
899,18455_00208,VPM,104,104,198.5661,683.3791,47,1.2196,0.0,1,0.5071685608211417
900,18455_00210,VPM,105,105,191.9088,789.7581,48,0.7708,0.0,1,0.419781106170058
901,18455_00252,VPM,63,63,116.9655,424.6029,28,0.8013,0.0,1,0.4132764302554768
902,18455_00253,VPM,110,110,198.9155,901.3161,51,0.7261,0.0,1,0.40468356952351353
903,18455_00254,VPM,77,77,143.9341,360.5514,35,1.5529,0.0,1,0.4455826403118865
904,18455_00255,VPM,77,77,120.0965,274.7636,35,0.5829,0.0,1,0.437500371150805
905,18455_00256,VPM,114,114,219.2928,1089.3086,51,0.442,0.0,1,0.36119818537654186
906,18455_00257,VPM,126,126,214.4741,611.0505,60,0.9409,0.0,1,0.41855425840642924
907,18455_00258,VPM,67,67,109.3028,288.6936,31,0.72,0.0,1,0.43509838775980686
908,18455_00259,VPM,69,69,102.7913,278.3936,32,1.017,0.0,1,0.44053559853015345
909,18455_00260,VPM,67,67,92.4706,271.4452,32,1.2078,0.0,1,0.462892904348049
910,18455_00261,VPM,74,74,123.8102,360.3153,32,1.2731,0.0,1,0.4224275841286265
911,18455_00262,VPM,57,57,108.0604,409.642,26,1.3987,0.0,1,0.4562619428350949
912,18455_00263,VPM,93,93,177.9275,830.3773,42,0.6613,0.0,1,0.42057014854788777
913,18455_00264,VPM,122,122,269.6732,1453.6636,57,0.8665,0.0,1,0.3595932750674284
914,18455_5253_x25617_y13881,VPM,97,97,155.9753,445.4134,45,0.7203,0.0,1,0.448778798278964
915,18455_5316_x26308_y13288,VPM,80,80,138.5267,524.2466,36,0.5995,0.0,1,0.4045307516761383
916,18455_5404_x24949_y14106,VPM,158,158,308.5778,910.1722,75,1.6977,0.0,1,0.4322869724021827
917,18455_5472_x13482_y11733,VPM,72,72,163.7191,713.4448,31,0.9343,0.0,1,0.5115653581531333
918,18455_5474_x14981_y13279,VPM,85,85,218.6143,1181.8049,38,0.9532,0.0,1,0.39895565123263316
919,18455_5507_x14812_y14221,VPM,100,100,227.886,1071.0488,45,0.6337,0.0,1,0.41189713068133765
920,18455_5730_x15780_y13638,VPM,123,123,291.3257,1569.5031,58,1.6617,0.0,1,0.4842153934528977
921,18457_00010,VPM,152,152,212.4555,1166.7367,71,1.1807,0.0,1,0.45287036444058115
922,18457_00012,VPM,85,85,153.459,907.6447,39,1.4217,0.0,1,0.3951915450815609
923,18457_00013,VPM,70,70,133.6646,551.5141,32,0.6066,0.0,1,0.47558026210537685
924,18457_00017,VPM,65,65,113.7001,429.3552,28,1.136,0.0,1,0.5093532045118587
925,18457_00018,VPM,87,87,167.1921,701.6396,40,1.2156,0.0,1,0.44663730075083535
926,18457_00019,VPM,79,79,140.5456,514.8519,37,0.6661,0.0,1,0.4306680117728904
927,18457_00023,VPM,54,54,85.4487,320.6861,24,0.828,0.0,1,0.46656680790685495
928,18457_00024,VPM,74,74,127.2376,585.2527,36,1.3497,0.0,1,0.43028968932198164
929,18457_00025,VPM,76,76,104.4468,318.2454,35,1.0311,0.0,1,0.45212874676633347
930,18457_00026,VPM,92,92,200.0901,822.6507,42,0.958,0.0,1,0.47026666832813413
931,18457_00027,VPM,74,74,130.3436,437.3167,33,0.784,0.0,1,0.4622852364450778
932,18457_00028,VPM,119,119,187.1127,682.7888,58,1.1515,0.0,1,0.4032218768944783
933,18457_00029,VPM,148,148,185.1869,723.1212,69,2.0177,0.0,1,0.38119299371953774
934,18457_00045,VPM,74,74,183.3513,1350.0557,34,0.6416,0.0,1,0.4623986470903593
935,18457_00046,VPM,62,62,136.3113,561.765,27,0.9534,0.0,1,0.48488387495520313
936,18457_00047,VPM,87,87,173.0055,689.5417,40,0.5816,0.0,1,0.41365683112318985
937,18457_00048,VPM,81,81,135.4655,742.9686,38,1.2206,0.0,1,0.4050809055220178
938,18457_00049,VPM,79,79,135.2249,427.9425,36,0.6959,0.0,1,0.4032074365845477
939,18457_00051,VPM,99,99,133.3007,439.5679,46,0.662,0.0,1,0.42557708579576586
940,18457_00052,VPM,94,94,159.9868,1090.546,41,1.255,0.0,1,0.42584924148717024
941,18457_00053,VPM,90,90,192.4509,888.8141,41,1.2431,0.0,1,0.4813845470825989
942,18457_00054,VPM,82,82,141.662,783.3055,39,0.9798,0.0,1,0.4258395696691555
943,18457_00055,VPM,82,82,152.2395,635.6901,37,0.9766,0.0,1,0.4212515114098302
944,18457_00056,VPM,62,62,118.8977,698.1022,28,0.4646,0.0,1,0.4024670701780421
945,18457_00057,VPM,54,54,105.814,305.9445,25,2.0364,0.0,1,0.48073018496809056
946,18457_00058,VPM,65,65,120.3554,381.1463,28,0.724,0.0,1,0.4668172699347508
947,18457_00059,VPM,62,62,116.3079,362.558,27,1.0354,0.0,1,0.51993358406202
948,18457_00061,VPM,92,92,152.2151,586.7783,42,0.8249,0.0,1,0.5031442235389266
949,18457_00062,VPM,77,77,127.3055,459.0857,34,1.0662,0.0,1,0.45837511176671863
950,18457_00063,VPM,65,65,112.3147,366.177,29,1.1959,0.0,1,0.5161834208170827
951,18457_00064,VPM,74,74,157.0414,689.7379,34,0.4676,0.0,1,0.4840593859858161
952,18457_00065,VPM,60,60,121.592,346.7578,27,1.1339,0.0,1,0.4922733612562313
953,18457_00066,VPM,57,57,121.5328,888.8901,25,0.7708,0.0,1,0.45632332209167525
954,18457_00068,VPM,61,61,123.0338,351.685,27,1.2943,0.0,1,0.5530120917193994
955,18457_00072,VPM,70,70,140.6918,556.1059,31,1.1611,0.0,1,0.4364847111911242
956,18457_00073,VPM,66,66,128.9007,588.277,31,1.8985,0.0,1,0.38573980084660575
957,18457_00083,VPM,92,92,180.5268,644.3803,43,0.8898,0.0,1,0.46153093668258716
958,18457_00088,VPM,112,112,192.5069,831.2423,51,1.0441,0.0,1,0.4507692692979847
959,18457_00089,VPM,114,114,225.6538,1035.7398,54,1.6123,0.0,1,0.40039051456687613
960,18457_00090,VPM,74,74,159.5882,883.4911,31,0.6032,0.0,1,0.4019135431196848
961,18457_00091,VPM,92,92,162.5545,595.6345,42,1.2816,0.0,1,0.40209092581350225
962,18457_00095,VPM,109,109,194.2365,788.3125,51,1.7608,0.0,1,0.3948401287838801
963,18457_00096,VPM,96,96,194.4721,893.3762,44,0.5576,0.0,1,0.39859984930232845
964,18457_00098,VPM,80,80,196.8134,1288.1573,37,1.3763,0.0,1,0.40094670892662954
965,18457_00101,VPM,109,109,322.3982,2384.0121,51,0.5754,0.0,1,0.4349295630703894
966,18457_00118,VPM,63,63,122.8031,743.6334,28,1.117,0.0,1,0.3672860761168149
967,18457_00119,VPM,81,81,147.0781,781.4058,39,1.3146,0.0,1,0.4010006854452572
968,18457_00126,VPM,103,103,202.1113,1120.3113,49,0.7458,0.0,1,0.4082767023072725
969,18457_00128,VPM,88,88,193.359,957.6444,41,0.7738,0.0,1,0.41410384794750105
970,18457_00129,VPM,86,86,152.521,819.0743,40,1.424,0.0,1,0.4026358696932011
971,18457_00143,VPM,92,92,222.5815,1176.3676,43,0.5019,0.0,1,0.4542289928581865
972,18457_00144,VPM,92,92,201.2242,965.9372,43,1.4119,0.0,1,0.47791443282943374
973,18457_00145,VPM,89,89,171.4331,964.9256,41,1.0867,0.0,1,0.41395631298328506
974,18457_00146,VPM,73,73,162.8634,766.1734,33,1.2404,0.0,1,0.4954093268752566
975,18457_00148,VPM,78,78,147.2903,709.9979,37,1.596,0.0,1,0.41400440591876
976,18457_00150,VPM,68,68,160.6636,849.9264,30,1.3264,0.0,1,0.4765898583138305
977,18457_00152,VPM,67,67,144.5986,769.1498,30,0.2985,0.0,1,0.3979766885536896
978,18457_00159,VPM,67,67,164.5765,889.6659,29,0.7975,0.0,1,0.38851365989242614
979,18457_00162,VPM,80,80,183.8577,910.0222,36,1.6187,0.0,1,0.4544198765982697
980,18457_00163,VPM,92,92,206.1655,1080.8406,42,1.0222,0.0,1,0.43082762018350945
981,18457_00190,VPM,87,87,162.7394,810.6697,42,1.1683,0.0,1,0.47506241948690164
982,18457_00194,VPM,96,96,182.9121,1262.013,45,1.1562,0.0,1,0.37901407899880335
983,18457_00204,VPM,113,113,285.5883,2098.9756,53,1.486,0.0,1,0.3841258857834997
984,18458_00114,VPM,65,65,108.6549,344.0946,31,1.3504,0.0,1,0.4656734952468281
985,18458_00119,VPM,75,75,125.036,494.9497,35,0.6939,0.0,1,0.3817157658559508
986,18458_00121,VPM,79,79,187.3998,896.7934,36,0.8948,0.0,1,0.5457228006849485
987,18458_00122,VPM,70,70,109.5367,633.7947,32,0.8778,0.0,1,0.35942496792725787
988,18458_00125,VPM,51,51,72.7397,148.9447,22,1.053,0.0,1,0.43449833134682553
989,18458_00268,VPM,68,68,143.274,619.8271,31,0.3052,0.0,1,0.4138564659910422
990,18458_00269,VPM,56,56,114.0216,631.4268,25,1.1712,0.0,1,0.3901516568777474
991,18458_00273,VPM,62,62,118.6814,534.0727,27,0.3273,0.0,1,0.42104601154258986
992,18458_00277,VPM,73,73,172.2755,745.9068,34,0.8985,0.0,1,0.5132013309682886
993,18458_00280,VPM,64,64,111.8124,339.9736,29,0.7919,0.0,1,0.4976108038594542
994,18458_00281,VPM,62,62,104.4618,446.1425,29,0.8248,0.0,1,0.4130147484167606
995,18458_00306,VPM,72,72,107.502,292.6943,34,0.9384,0.0,1,0.5154562134660143
996,18458_00424,VPM,72,72,106.9664,263.2446,33,0.5743,0.0,1,0.48727945835963093
997,18458_00430,VPM,185,185,224.3979,1066.8218,90,1.3508,0.0,1,0.4850951690291073
998,18458_00443,VPM,74,74,136.8252,641.7038,35,0.5623,0.0,1,0.42648080521496845
999,18458_00444,VPM,99,99,171.3319,626.5401,47,1.1935,0.0,1,0.429861327275373
1000,18458_00445,VPM,108,108,244.1408,1260.6253,51,1.3613,0.0,1,0.4048920650865981
1001,18458_00460,VPM,90,90,138.5428,473.6255,42,0.7484,0.0,1,0.3823935574038029
1002,18458_00461,VPM,85,85,185.0801,1265.713,39,0.993,0.0,1,0.4192305037860817
1003,18458_00540,VPM,79,79,165.0862,895.4319,35,0.9423,0.0,1,0.3993862436545867
1004,18458_00541,VPM,66,66,133.027,495.3583,30,1.121,0.0,1,0.4703804617823753
1005,18458_00542,VPM,79,79,143.7646,706.5707,36,1.3422,0.0,1,0.382742417851917
1006,18458_00547,VPM,94,94,151.3499,536.0098,43,1.3044,0.0,1,0.40424594584806467
1007,18458_00548,VPM,138,138,198.4263,1034.3107,65,1.023,0.0,1,0.4112665584990058
1008,18458_00551,VPM,119,119,273.6347,1683.3136,56,0.6041,0.0,1,0.4048996127265561
1009,18458_00555,VPM,67,67,118.5194,585.1817,31,1.4247,0.0,1,0.391623397279145
1010,18458_00561,VPM,151,151,248.973,860.5849,71,0.2642,0.0,1,0.4219107024843926
1011,18458_00564,VPM,71,71,122.7318,352.4625,34,1.5987,0.0,1,0.4853465086806649
1012,18458_00575,VPM,112,112,218.8578,1076.2617,50,0.7334,0.0,1,0.37838872796826245
1013,18458_00577,VPM,92,92,212.5015,978.6794,42,0.7728,0.0,1,0.44818778733516457
1014,18458_00578,VPM,73,73,159.0618,781.7349,32,0.7732,0.0,1,0.41607942390240926
1015,18458_00580,VPM,116,116,217.2247,1130.6178,55,0.5457,0.0,1,0.3675647522899197
1016,18458_00584,VPM,101,101,222.1269,1026.9242,47,0.5932,0.0,1,0.4207936196415429
1017,18462_00013,VPM,86,86,162.5714,463.9215,39,0.8899,0.0,1,0.45537651415283187
1018,18462_00014,VPM,56,56,102.9801,448.0283,25,0.4685,0.0,1,0.4409175899635069
1019,18462_00015,VPM,76,76,129.0801,491.8576,34,1.0436,0.0,1,0.40285608268452056
1020,18462_00016,VPM,83,83,145.3303,759.7531,39,0.6411,0.0,1,0.4057985860870727
1021,18462_00017,VPM,60,60,94.9272,397.7313,27,0.682,0.0,1,0.3880995059459881
1022,18462_00018,VPM,77,77,138.2346,722.6895,36,0.7837,0.0,1,0.4200647989703015
1023,18462_00019,VPM,84,84,136.2452,411.942,38,0.6398,0.0,1,0.4340869106996227
1024,18462_00020,VPM,54,54,90.3229,361.6472,23,1.0358,0.0,1,0.39674974693657805
1025,18462_00021,VPM,59,59,87.5196,238.0222,27,0.5944,0.0,1,0.5323072051237003
1026,18462_00028,VPM,99,99,213.274,1061.8826,43,0.7835,0.0,1,0.3771995990620807
1027,18462_00031,VPM,155,155,384.7402,1911.1039,72,0.9092,0.0,1,0.3848535844689509
1028,18462_00040,VPM,74,74,140.0996,633.6895,32,0.6801,0.0,1,0.3726222071086962
1029,18462_00041,VPM,56,56,137.8537,986.4322,24,2.0322,0.0,1,0.38980791405277937
1030,18462_00044,VPM,61,61,168.1559,1273.1908,25,1.1408,0.0,1,0.3837633159016486
1031,18462_00045,VPM,99,99,217.0947,873.759,44,1.1932,0.0,1,0.42191596916203067
1032,18462_00051,VPM,78,78,157.4326,753.829,34,1.5473,0.0,1,0.4164035428809712
1033,18462_00052,VPM,74,74,181.2388,1157.5257,34,1.0401,0.0,1,0.42738599159360663
1034,18462_00055,VPM,61,61,108.6241,366.766,28,1.4521,0.0,1,0.44793359139380023
1035,18462_00056,VPM,107,107,220.6514,1156.5385,51,0.6908,0.0,1,0.46631293329558204
1036,18462_00057,VPM,39,39,79.4692,348.8684,17,1.2232,0.0,0,0.444054702480768
1037,18462_00058,VPM,89,89,196.3942,792.5453,39,0.9417,0.0,1,0.5370090546355754
1038,18462_00059,VPM,114,114,238.8747,1079.1845,54,0.4753,0.0,1,0.5205238278418167
1039,18462_00061,VPM,152,152,324.7243,1385.2191,73,0.6094,0.0,1,0.41444856824077625
1040,18462_00062,VPM,128,128,278.9938,1344.1565,61,1.0356,0.0,1,0.38358045735081775
1041,18463_00003,VPM,98,98,250.2915,1669.933,45,1.1599,0.0,1,0.4546783044606962
1042,18463_00012,VPM,58,58,84.8315,153.9519,27,1.1906,0.0,1,0.5499222119536789
1043,18463_00027,VPM,69,69,128.7633,527.1461,32,1.3244,0.0,1,0.41569141508287955
1044,18463_00028,VPM,108,108,235.9054,987.9774,50,0.5067,0.0,1,0.41192573073125993
1045,18463_00029,VPM,158,158,335.8429,1484.0653,75,0.7895,0.0,1,0.3991132572457127
1046,18463_00031,VPM,74,74,160.8004,990.1406,33,0.9654,0.0,1,0.4104566970863182
1047,18463_00037,VPM,90,90,220.1525,1064.0503,40,0.9674,0.0,1,0.3757453887339247
1048,18463_00038,VPM,88,88,142.6129,435.0887,41,1.2491,0.0,1,0.41087720121407706
1049,18463_00039,VPM,113,113,248.0485,1056.6646,53,0.6236,0.0,1,0.42920783486314573
1050,18463_00040,VPM,80,80,167.5352,985.6599,36,0.391,0.0,1,0.37615261717117227
1051,18463_00054,VPM,116,116,249.8148,1394.8586,55,0.7229,0.0,1,0.41597735854014883
1052,18463_00055,VPM,159,159,396.0773,2299.1751,77,1.3828,0.0,1,0.37821830181657023
1053,18463_00058,VPM,55,55,103.1487,405.7594,25,0.7213,0.0,1,0.43023860048523527
1054,18463_00066,VPM,88,88,169.5505,828.2443,40,1.0579,0.0,1,0.37277247981907485
1055,18463_00067,VPM,103,103,183.4715,657.2917,46,0.9148,0.0,1,0.37222318324659054
1056,18463_00068,VPM,108,108,219.2436,839.7161,49,0.8821,0.0,1,0.40569416738294317
1057,18463_00069,VPM,86,86,183.6863,1065.8436,39,1.233,0.0,1,0.35344866977820766
1058,18464_00042,VPM,68,68,125.5898,421.5776,30,0.8764,0.0,1,0.417834191822668
1059,18464_00044,VPM,80,80,155.0387,643.8609,37,0.7751,0.0,1,0.38039528381991133
1060,18464_00045,VPM,74,74,153.2601,673.6285,33,1.1282,0.0,1,0.4054449334676095
1061,18464_00046,VPM,76,76,147.8104,520.9481,35,1.5649,0.0,1,0.40179988558253527
1062,18464_00047,VPM,61,61,140.278,636.7162,28,0.9429,0.0,1,0.41569685200340406
1063,18464_00048,VPM,100,100,200.0401,1126.1504,48,0.8848,0.0,1,0.38192304644001346
1064,18464_00049,VPM,66,66,119.8543,319.4944,30,0.7572,0.0,1,0.4373861248154572
1065,18464_00052,VPM,74,74,130.5195,569.6129,33,0.8098,0.0,1,0.36353579077538195
1066,18464_00074,VPM,142,142,412.1832,2456.492,68,1.2847,0.0,1,0.40646258636030086
1067,18464_00075,VPM,73,73,148.327,679.8528,33,0.6377,0.0,1,0.45424657986932615
1068,18464_00076,VPM,97,97,180.6173,689.9864,46,1.0946,0.0,1,0.4136385611599166
1069,18464_00119,VPM,98,98,180.6833,952.6446,46,0.9906,0.0,1,0.40739828194214023
1070,18464_00127,VPM,88,88,186.0058,1005.604,41,0.9859,0.0,1,0.4249087459656499
1071,18464_00128,VPM,86,86,164.0801,817.5012,40,1.3681,0.0,1,0.40546663228458846
1072,18464_00129,VPM,96,96,196.443,906.6387,44,0.8206,0.0,1,0.4237353375836109
1073,18464_00143,VPM,83,83,153.0589,455.5692,38,0.5562,0.0,1,0.46016011048970923
1074,18464_00183,VPM,71,71,130.2658,469.6735,34,1.2304,0.0,1,0.49686079343159234
1075,18464_00184,VPM,110,110,207.9411,975.2368,52,0.8801,0.0,1,0.384260936597446
1076,18465_00078,VPM,77,77,129.2077,430.1686,35,1.3628,0.0,1,0.4967085092607746
1077,18465_00079,VPM,99,99,242.512,888.3479,47,1.4603,0.0,1,0.5283719527007036
1078,18465_00080,VPM,70,70,111.3454,400.8017,32,0.8659,0.0,1,0.43706798570408506
1079,18465_00081,VPM,93,93,199.7004,804.5962,46,1.3164,0.0,1,0.5818545988578024
1080,18465_00082,VPM,87,87,120.115,243.1207,41,1.3507,0.0,1,0.44899443896351954
1081,18465_00083,VPM,88,88,192.593,813.7548,41,0.4865,0.0,1,0.44544851555008813
1082,18465_00084,VPM,105,105,250.773,1721.9256,49,0.6598,0.0,1,0.37802349983544875
1083,18465_00089,VPM,70,70,145.8351,511.6677,32,0.7453,0.0,1,0.510955973793368
1084,18465_00090,VPM,81,81,123.7122,349.4245,36,0.382,0.0,1,0.41667594931311996
1085,18465_00091,VPM,106,106,191.335,640.4595,49,1.0285,0.0,1,0.3843639701428801
1086,18465_00092,VPM,108,108,215.6872,472.9869,50,1.0325,0.0,1,0.5902097236345983
1087,18465_00125,VPM,101,101,206.7903,616.7218,48,0.9264,0.0,1,0.5616161172260332
1088,18465_00126,VPM,74,74,135.6481,370.1069,36,2.0465,0.0,1,0.5201965268619229
1089,18465_00127,VPM,90,90,148.1778,775.4534,43,1.5731,0.0,1,0.44621461672880697
1090,18465_00128,VPM,75,75,121.2045,471.3461,34,1.0295,0.0,1,0.42788175577136744
1091,18465_00132,VPM,150,150,390.8727,1575.584,70,0.7512,0.0,1,0.49320681148114304
1092,18465_00133,VPM,65,65,178.8333,871.4548,31,1.664,0.0,1,0.6056286884217514
1093,18465_00142,VPM,82,82,133.013,318.0115,39,1.6423,0.0,1,0.5061321289277925
1094,18465_00175,VPM,121,121,235.4424,792.2002,57,0.7693,0.0,1,0.4327970362811082
1095,18465_00227,VPM,77,77,141.844,581.2889,37,1.8311,0.0,1,0.5025891407395047
