,region_name_r316,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension,Cell name,formatted name,Soma_x,Soma_y,Soma_z,Registered_soma_region,Manually_corrected_soma_region,Cortical_layer,Transgenic_line,Brain_id,Subclass_or_type
10,CP,7752,12.5664,-0.4735629237360949,0.2899675634391365,0.2817161187426227,0.26199303675261654,-0.6126328721187263,-0.07369051965192082,-1.0013347209522676,1.99974,-0.22579775140379346,47836.6,-0.5829674392411636,-0.500254280193373,-0.12386133625215134,-0.1489529043514056,-0.6410371617301386,-1.1071191550170911,-0.6033457362943184,-0.358678967250177,-0.3605206293798589,-0.40073119083115166,18457_00078,18457_4329-X9439-Y15300,5744.55,5386.875,2316.924999999999,CP,CP,,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457,CP_others
11,SSp-un,4531,12.5664,0.5794658035419655,-0.8071679488850865,-0.7836262498839349,-0.7530101933394239,-0.43966463796321154,-0.35714014741027467,-0.19180925458960343,1.99956,-0.8436046863487211,27969.1,-0.273532038949454,0.14922199683701678,0.25828068346343735,-0.036540612016786204,-0.10395092497574006,0.20770447076074627,0.27232944965092293,0.06595656494907143,-0.031971623841323196,-0.10973132856105494,18047_5719_x25513_y7957,18047_5719-X25513-Y7957,7014.325,1733.975,3235.425,fiber tracts,SSp-un,5,Fezf2-CreER;Ai166_358361-18047,18047,CTX_ET
12,ENTm,14188,12.5664,-0.6867377929634705,0.7004538046306973,0.6606606534386076,0.6288317806098067,0.9149634266776895,0.7523754315999525,0.7752249580410048,1.99986,0.6394486275595669,88039.2,0.37001902914527796,1.2568616622059725,1.493814217603794,1.6811009249141944,0.8510798119006655,0.6927081282970785,0.889702331266191,1.1142520404698368,1.2260455153363816,0.5504129177882636,18453_7692_x10145_y15241,18453_7692-X10145-Y15241,9551.425,5366.725,2728.225000000001,ENTm,ENTm,2/3,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT
13,RSPv,20275,12.5664,0.8306541745498249,2.558827272134439,2.522531680221728,2.474476946020925,1.2265803526974406,1.867457284112671,1.072559169853786,1.9999,2.219979490326761,125516.0,0.7685436396284391,1.2276109670577346,1.1164430399165917,2.4044473560319304,0.8655762278207386,-0.20225321139289912,0.8902970867447311,0.8211282681356955,0.9613300757758305,1.3193090253441762,18868_5983_x17523_y5085,18868_5983-X17523-Y5085,7878.15,1167.1,5458.25,RSPv,RSPv,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET
14,RSPv,13477,12.5664,1.0359936748318093,0.9789895929459094,1.0097662591322392,1.0416151085737995,0.24045044424451897,0.927068740807027,1.515138860487064,1.99985,1.162826869645679,83721.3,-0.038876311049288466,1.1945525498393226,0.8154006045617237,2.007250651530561,1.02307347609891,0.25135989742961273,0.7839955009776581,0.522315411918798,-0.2318969271734883,1.1374290423065518,18869_5684_x13521_y3699,18869_5684-X13521-Y3699,7208.075,982.45,5363.825,RSPv,RSPv,5,Pvalb-T2A-CreERT2;Ai166_396477-18869,18869,CTX_ET
15,CP,9858,12.5664,1.291769624451207,-0.5537452896569627,-0.5040046780345455,-0.4513230273616262,0.7162265420380061,0.1652975915716055,0.0657439889023157,1.9998,0.17975859149397058,60885.8,-0.6415697987280711,0.686572661812856,0.37425812976389927,-0.9211862219747383,-0.07147812227695934,1.383430157521496,-0.1408054440643328,0.13190673650830842,0.42395499738005615,-0.1675496977507746,17302_00044,17302_2849-X21399-Y18588,4657.85,3514.349999999999,3111.775,CP,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe
16,SSp-n,13959,12.5664,0.6397173982529564,1.7066450696359952,1.7166057560970633,1.7079968038037239,0.5358469971276322,0.9992841650541492,1.2091061533055267,1.99986,1.5488361399097297,86433.8,0.5427296294666899,0.7456313548274193,1.078879702711454,0.3885221871485546,0.03644616202200978,-0.39408848197182306,0.18235442348510822,0.1799967508109925,0.04801917722533756,0.0846394701455495,18867_4824_x31628_y8902,18867_4824-X31628-Y8902,5971.55,2765.825,2011.925,SSp-n,SSp-n,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET
17,VPM,5086,12.5664,0.30734224382899683,-1.0183980233687313,-0.9813346515393423,-0.944529718834112,-0.7996350973566492,-1.1794719844698487,-1.3075675232850268,1.99961,-1.0337396535478118,31518.7,-0.7024794098149381,-1.0569606946359005,-0.9539590571453566,-0.9201347267020402,-0.6591091178577997,-0.14608329190271677,-0.7414364806740287,-0.6958659492012391,-0.7668858824391047,-0.36511252057440224,18464_00046,18464_5655-X10593-Y13070,7018.025,4150.0,4149.325000000002,VPM,VPM,,Vipr2-IRES2-Cre-neo;Ai166_381488-18464,18464,TH_core
18,VPM,3400,12.5664,-0.4636072202173135,-0.9809480827836433,-0.9981631601358427,-1.0041934474586698,-0.5471573855546744,-0.4074879956192443,0.005082219341821923,1.99941,-1.0610822142562573,21151.2,-0.8297399003452434,-0.43708714743570815,-0.23187922142559186,-0.7423095308266147,-0.033024963687683394,0.24647717642830075,0.06997245629595479,0.010660855304511338,-0.05778947610963192,-0.2895978576058546,18462_00021,18462_5957-X10219-Y9059,7390.95,3550.974999999999,3775.225,VPM,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core
19,CP,7431,12.5664,0.1936715758766987,-0.2600408917745033,-0.23956094043647982,-0.22638151394917216,0.3511491459643934,0.3622631480683448,-0.6579160304906468,1.99973,0.09214825623239221,46031.7,-0.13253973909526293,-0.08349078625735212,-0.23362525336028453,-0.7983200283162039,-0.5737739996204536,-0.09089079322338953,-0.5673724207186183,-0.7842517237297357,-0.6540392263693383,-0.6374549841385827,18454_00014,18454_3783-X9164-Y9314,4462.45,3537.475,2928.475000000001,SSp-m,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_SNr
20,RSPagl,16146,12.5664,1.182114333866852,1.5344237939428669,1.5248394756412964,1.512777550876638,0.5481211926912992,0.9075004332433754,1.445639144629347,1.99988,1.315502319763893,100262.0,0.31413867720070354,0.6843023973332806,0.8668160007728951,1.5039048622774196,0.9356950436290463,0.4780503009373365,0.6940716029143846,0.6329147582770048,0.6633382932916816,0.9975122386329761,182725_5094_x5532_y11642,182725_5094-X5532-Y11642,6293.875,933.725,4788.575,RSPagl,RSPagl,5,Fezf2-CreER;Ai166-405429,182725,CTX_ET
21,MG,4938,12.5664,-0.9331511744995201,-0.4435489519950704,-0.46870436028093515,-0.4966731662587215,-1.1059807046506351,-1.1929916830999137,-1.1676343141972243,1.99959,-1.0345895386570032,30400.1,-0.407889159301698,-1.3703228785888826,-1.2045969027624355,-0.6296378435258414,-0.6678817608133725,-0.7375291715044089,-0.3707692149878655,-0.6930350024970808,-0.4608841497318079,-0.3466315272032046,17545_00165,17545_6354-X21458-Y36420,8427.15,4045.35,3147.625,unknown,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core
22,VPM,11365,12.5664,-0.5495430745819941,0.019952831125220838,0.007501350486008586,-0.013346135026799018,-0.38831289709541755,0.35198797273007554,0.2583453201786469,1.99982,0.696804952118531,70740.7,0.006042764643414875,-0.3715543005616683,-0.12441393787859648,-0.049452542783859244,-0.5417032114656406,-0.09056535154085146,-0.6619134994705586,-0.845120738125313,-0.9327278029800941,-0.6140518763992264,18463_00055,18463_5707-X20585-Y9083,7185.625,3509.825,4366.875,PO,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_383680-18463,18463,TH_core
23,CLA,4194,12.5664,-0.8680936874621006,-0.6276368921475831,-0.6278756400481978,-0.6303898350896747,-0.10570930127444712,-1.2593741187015022,-1.236795407491335,1.99952,-0.890807970027825,25957.7,-0.881476355170208,-0.6228085348234057,-0.813647190506554,-0.6666988870656058,-0.6129709370559333,-0.6701638389822688,-0.5753327532550788,-0.5887197930968671,-0.6654639839165345,-0.4895086962640148,17109_3101_x10824_y7188,17109_3101-X10824-Y7188,4617.95,4990.225,1840.85,AId,CLA,,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3
24,VPM,5139,12.5664,-0.18108136089300164,-0.26160664419312557,-0.2606338760404011,-0.2570565140757993,-0.7284375020399684,-0.8980578735445428,-0.6560833641312509,1.99961,-0.9544667386870166,31840.4,-0.2853255738141675,-0.550212414826202,-0.7152472883118853,-0.14966043425530864,-0.039203418217802974,-0.3531244689751789,0.008107658820412953,0.386595204540796,0.08010457958219443,0.023921970523865556,18465_00079,18465_5429-X11178-Y12640,6976.65,3521.650000000001,3709.65,VPM,VPM,,Vipr2-IRES2-Cre-neo;Ai166_383128-18465,18465,TH_core
